"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs"
"GB","2020/10/10",66796807,0.0255885363357216,0.00588235294117647,1954,30,0.0590734536469437,2143,0,2143,0.0431033466354407,0.00280549613059771,"GBENG",56286961,0.062929061784897,0.0558168318609495,0,0,874,30,0.062929061784897,0.0558168318609495,0,0
"GB","2020/10/10",66796807,0.0255885363357216,0.00588235294117647,1954,30,0.0590734536469437,2143,0,2143,0.0431033466354407,0.00280549613059771,"GBNIR",1893667,0.0109090909090909,0.008,0,0,275,5,0.0109090909090909,0.008,0,0
"GB","2020/10/10",66796807,0.0255885363357216,0.00588235294117647,1954,30,0.0590734536469437,2143,0,2143,0.0431033466354407,0.00280549613059771,"GBSCT",5463300,0.0441988950276243,0.0570948879551821,0,0,905,30,0.0441988950276243,0.0570948879551821,0,0
"GB","2020/10/10",66796807,0.0255885363357216,0.00588235294117647,1954,30,0.0590734536469437,2143,0,2143,0.0431033466354407,0.00280549613059771,"GBWLS",3152879,0.0449438202247191,0.0512820512820513,0,0,89,6,0.0449438202247191,0.0512820512820513,0,0
