"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","stillsick_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","stillsick_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","stillsick_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","stillsick_p_w_regs_only","stillsick_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","stillsick_p_w_regs","stillsick_p_m_regs"
"GB","2020/11/04",66796807,0.05,0,0,120,2,0.0555347319062356,0,0.00275179067393931,0.00285539725051835,0,0.05,0,0,"GBENG",56286961,0.0596140592694693,0.0602287766228116,0.0032656023222061,0.0022962962962963,0.00338855421686747,0.0023987872302479,2902,100,0.0596140592694693,0.0602287766228116,0.0032656023222061,0.0022962962962963,0.00338855421686747,0.0023987872302479
"GB","2020/11/04",66796807,0.05,0,0,120,2,0.0555347319062356,0,0.00275179067393931,0.00285539725051835,0,0.05,0,0,"GBNIR",1893667,0.0109090909090909,0.008,0,0,0,0,275,5,0.0109090909090909,0.008,0,0,0,0
"GB","2020/11/04",66796807,0.05,0,0,120,2,0.0555347319062356,0,0.00275179067393931,0.00285539725051835,0,0.05,0,0,"GBSCT",5463300,0.0610236220472441,0.056976768968457,0,0,0,0,508,23,0.0610236220472441,0.056976768968457,0,0,0,0
"GB","2020/11/04",66796807,0.05,0,0,120,2,0.0555347319062356,0,0.00275179067393931,0.00285539725051835,0,0.05,0,0,"GBWLS",3152879,0,0,0,0,0,0,72,4,0,0,0,0,0,0
