"CountryName","RegionName","Date","PredictedDailyNewCases","PredictedDailyNewDeaths","PredictedDailyNewHospital","PredictedDailyNewICU","Cost","C1_School.closing","C2_Workplace.closing","C3_Cancel.public.events","C4_Restrictions.on.gatherings","C5_Close.public.transport","C6_Stay.at.home.requirements","C7_Restrictions.on.internal.movement","C8_International.travel.controls","H1_Public.information.campaigns","H2_Testing.policy","H3_Contact.tracing","H6_Facial.Coverings"
"Afghanistan","",2021-02-13,19017.5835378344,NA,NA,NA,1.35,1,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-02-14,21195.5404524578,NA,NA,NA,1.35,1,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-02-15,25142.656005039,NA,NA,NA,1.35,1,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-02-16,26388.4313934363,NA,NA,NA,1.35,1,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-02-17,29226.4956477106,NA,NA,NA,1.35,1,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-02-18,32533.6725561136,NA,NA,NA,1.35,1,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-02-19,36057.3188617834,NA,4754.39588445859,1426.31876533758,1.35,1,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-02-20,40113.7690409776,NA,5298.88511311445,1589.66553393434,1.35,1,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-02-21,44400.0702814688,NA,6285.66400125975,1885.69920037792,1.35,1,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-02-22,50609.3446817588,NA,6597.10784835908,1979.13235450772,1.35,1,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-02-23,54257.3318814896,NA,7306.62391192765,2191.98717357829,1.35,1,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-02-24,59651.7400588574,NA,8133.4181390284,2440.02544170852,1.35,1,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-02-25,65651.3460103309,NA,9014.32971544585,2704.29891463376,1.35,1,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-02-26,71986.2919455901,190.175835378344,10028.4422602444,3008.53267807332,1.35,1,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-02-27,78950.4742829059,211.955404524578,11100.0175703672,3330.00527111016,1.35,1,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-02-28,87095.0130253542,251.42656005039,12652.3361704397,3795.70085113191,0.52,0,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-01,96543.6941941399,263.884313934363,13564.3329703724,4069.29989111172,0.52,0,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-02,103369.121343464,292.264956477106,14912.9350147144,4473.88050441431,0.52,0,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-03,111873.748721817,325.336725561136,16412.8365025827,4923.85095077482,0.52,0,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-04,120825.486397542,360.573188617834,17996.5729863975,5398.97189591925,0.52,0,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-05,129861.597092367,401.137690409776,19737.6185707265,5921.28557121794,0.52,0,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-06,139178.388253441,444.000702814688,21773.7532563385,6532.12597690156,0.52,0,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-07,149230.839299872,506.093446817588,24135.923548535,7240.77706456049,0.52,0,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-08,160012.719417374,542.573318814896,25842.280335866,7752.68410075981,0.52,0,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-09,167457.794044872,596.517400588574,27968.4371804542,8390.53115413626,0.52,0,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-10,175839.00112901,656.513460103309,30206.3715993856,9061.91147981569,0.52,0,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-11,183801.066280414,719.862919455901,32465.3992730918,9739.61978192755,0.52,0,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-12,190902.786870465,789.504742829059,34794.5970633602,10438.3791190081,0.52,0,0,0,4,0,0,0,0,0,0,0,0
