"CountryName","RegionName","SumCases","SumCost","AvgCases","AvgCost","PrescriptionIndex"
"Afghanistan","",5315572.84217071,3060,59061.9204685634,34,8
"Albania","",244869.061913679,3060,2720.76735459643,34,8
"Algeria","",5393451.65022851,2625,59927.2405580946,29.1666666666667,8
"Andorra","",1017.39870613067,3060,11.3044300681185,34,8
"Angola","",3439001.2239793,3060,38211.1247108812,34,8
"Argentina","",2628460.86144422,3060,29205.1206827135,34,8
"Aruba","",3996.64170250406,3060,44.4071300278228,34,8
"Australia","",1236341.75756871,3060,13737.1306396524,34,8
"Austria","",462083.984321631,3060,5134.26649246256,34,8
"Azerbaijan","",824546.235826066,3060,9161.62484251185,34,8
"Bahamas","",27611.2081655931,3060,306.791201839923,34,8
"Bahrain","",56484.7354672768,3060,627.608171858631,34,8
"Bangladesh","",16462464.0478061,3060,182916.267197846,34,8
"Barbados","",23651.8565615953,3060,262.798406239947,34,8
"Belarus","",838722.818081736,3060,9319.1424231304,34,8
"Belgium","",460483.627043018,2715,5116.48474492242,30.1666666666667,8
"Belize","",29960.7692077093,3060,332.897435641214,34,8
"Benin","",1139765.71413556,3060,12664.0634903951,34,8
"Bermuda","",6951.68750319243,3060,77.2409722576937,34,8
"Bhutan","",86541.2771694243,3060,961.569746326937,34,8
"Bolivia","",1188180.31179799,3060,13202.0034644221,34,8
"Bosnia and Herzegovina","",217285.106648107,3060,2414.27896275674,34,8
"Botswana","",270215.131777941,3060,3002.39035308824,34,8
"Brazil","",12260794.7849215,3060,136231.053165794,34,8
"Brunei","",28580.4135082892,3060,317.560150092102,34,8
"Bulgaria","",513761.825563753,3060,5708.46472848615,34,8
"Burkina Faso","",2741942.57426956,3060,30466.0286029951,34,8
"Burundi","",1698455.2772278,3060,18871.7253025311,34,8
"Cambodia","",1104984.46082337,3060,12277.6051202597,34,8
"Cameroon","",0,3060,0,34,8
"Canada","",3344374.04001524,3060,37159.7115557249,34,8
"Cape Verde","",47068.9073875787,3060,522.987859861985,34,8
"Central African Republic","",250133.219868919,3060,2779.25799854355,34,8
"Chad","",1873453.03422399,3060,20816.144824711,34,8
"Chile","",1258676.79704673,3060,13985.2977449637,34,8
"China","",18605394.1207808,3060,206726.601342009,34,8
"Colombia","",3084102.6815052,3060,34267.80757228,34,8
"Comoros","",112669.43569461,3060,1251.882618829,34,8
"Congo","",210057.674360663,3060,2333.97415956292,34,8
"Costa Rica","",330277.904180218,3060,3669.75449089132,34,8
"Cote d'Ivoire","",3593572.94588657,3060,39928.5882876286,34,8
"Croatia","",150287.880212103,3060,1669.86533569003,34,8
"Cuba","",1456606.64276247,3060,16184.5182529163,34,8
"Cyprus","",87047.2033520867,3060,967.191148356519,34,8
"Czech Republic","",200657.439305081,3060,2229.52710338979,34,8
"Democratic Republic of Congo","",9710214.02223966,3060,107891.266913774,34,8
"Denmark","",383776.021233316,3060,4264.17801370352,34,8
"Djibouti","",102878.449399116,3060,1143.0938822124,34,8
"Dominica","",9358.5757936482,3060,103.98417548498,34,8
"Dominican Republic","",1054215.00381943,3060,11713.5000424381,34,8
"Ecuador","",1889756.62175042,3060,20997.2957972269,34,8
"Egypt","",12398197.3374958,3060,137757.748194398,34,8
"El Salvador","",766384.651748476,3060,8515.38501942751,34,8
"Eritrea","",517694.619076343,3060,5752.16243418159,34,8
"Estonia","",93230.0207814636,3060,1035.88911979404,34,8
"Eswatini","",119815.316385341,3060,1331.28129317046,34,8
"Ethiopia","",12218093.4799783,3060,135756.594221981,34,8
"Faeroe Islands","",5722.46187473018,3060,63.5829097192242,34,8
"Fiji","",70153.551737392,3060,779.483908193245,34,8
"Finland","",653184.664828657,3060,7257.60738698508,34,8
"France","",3491404.79720131,3060,38793.3866355701,34,8
"Gabon","",261445.184922322,3060,2904.94649913691,34,8
"Gambia","",336798.620979036,3060,3742.20689976706,34,8
"Georgia","",132544.14539199,2595,1472.71272657766,28.8333333333333,8
"Germany","",6712095.50337188,3060,74578.8389263542,34,8
"Ghana","",3421679.19378976,3060,38018.6577087751,34,8
"Greece","",1081761.116327,3060,12019.5679591888,34,8
"Greenland","",7905.39876567623,3060,87.8377640630692,34,8
"Guam","",7256.94957682297,3060,80.6327730758107,34,8
"Guatemala","",2119733.63772305,3060,23552.5959747005,34,8
"Guinea","",1321083.82278155,3060,14678.7091420172,34,8
"Guyana","",93733.3826428791,3060,1041.48202936532,34,8
"Haiti","",1176932.04658829,3060,13077.0227398699,34,8
"Honduras","",1051151.91440588,3060,11679.4657156208,34,8
"Hong Kong","",805893.987400477,3060,8954.37763778308,34,8
"Hungary","",621788.51363749,3060,6908.76126263877,34,8
"Iceland","",34759.2084547182,3060,386.213427274647,34,8
"India","",145826658.852218,3060,1620296.20946909,34,8
"Indonesia","",34351117.4252728,3060,381679.082503032,34,8
"Iran","",8343457.16475579,3060,92705.0796083976,34,8
"Iraq","",3855401.8102556,3060,42837.7978917289,34,8
"Ireland","",138815.238350128,3060,1542.39153722364,34,8
"Israel","",254383.249795718,3060,2826.48055328575,34,8
"Italy","",3548856.6490587,3060,39431.7405450967,34,8
"Jamaica","",334020.581603883,3060,3711.3397955987,34,8
"Japan","",16180830.2937607,3060,179787.003264007,34,8
"Jordan","",719551.197151608,3060,7995.01330168453,34,8
"Kazakhstan","",2055389.67792985,3060,22837.6630881095,34,8
"Kenya","",6268468.18008556,3060,69649.6464453951,34,8
"Kosovo","",173048.426671372,1845,1922.76029634858,20.5,8
"Kuwait","",282876.259173678,3060,3143.0695463742,34,8
"Kyrgyz Republic","",638339.061535869,3060,7092.65623928744,34,8
"Laos","",0,3060,0,34,8
"Latvia","",124487.663473757,3060,1383.19626081953,34,8
"Lebanon","",355927.667054208,3060,3954.75185615786,34,8
"Lesotho","",128443.863881968,3060,1427.15404313297,34,8
"Liberia","",0,3060,0,34,8
"Libya","",687250.198873732,3060,7636.11332081924,34,8
"Lithuania","",81458.9102211711,3060,905.099002457456,34,8
"Luxembourg","",11065.8740472254,3060,122.954156080282,34,8
"Macao","",0,3060,0,34,8
"Madagascar","",1905487.51079888,3060,21172.0834533209,34,8
"Malawi","",2584051.49387592,3060,28711.683265288,34,8
"Malaysia","",3877534.23593059,3060,43083.7137325621,34,8
"Mali","",1966745.21527319,3060,21852.7246141465,34,8
"Mauritania","",568245.333336557,3060,6313.83703707285,34,8
"Mauritius","",163700.062249949,3060,1818.88958055499,34,8
"Mexico","",13628299.8967681,3060,151425.554408534,34,8
"Moldova","",76349.9575370432,3060,848.332861522702,34,8
