"CountryName","RegionName","SumCases","SumCost","AvgCases","AvgCost","PrescriptionIndex"
"Afghanistan","",6373767.95665521,1530,70819.6439628357,17,3
"Albania","",285617.104038609,1530,3173.52337820677,17,3
"Algeria","",7418523.58248761,1530,82428.0398054179,17,3
"Andorra","",1067.73113816487,1530,11.863679312943,17,3
"Angola","",5597995.33783484,1530,62199.9481981648,17,3
"Argentina","",3276595.4819927,1530,36406.6164665856,17,3
"Aruba","",4181.43020064263,1530,46.4603355626959,17,3
"Australia","",2982329.41975025,1530,33136.9935527806,17,3
"Austria","",642864.738543342,1530,7142.94153937046,17,3
"Azerbaijan","",1274986.39635945,1530,14166.515515105,17,3
"Bahamas","",48306.9636910843,1530,536.744041012048,17,3
"Bahrain","",82774.7495061395,1530,919.719438957105,17,3
"Bangladesh","",27061195.4346222,1530,300679.94927358,17,3
"Barbados","",23868.0873164036,1530,265.200970182263,17,3
"Belarus","",967040.266379506,1530,10744.8918486612,17,3
"Belgium","",556013.670692516,1530,6177.92967436129,17,3
"Belize","",40778.9036800739,1530,453.098929778599,17,3
"Benin","",1952665.60931582,1530,21696.2845479536,17,3
"Bermuda","",8880.74264335344,1530,98.6749182594826,17,3
"Bhutan","",131121.586630231,1530,1456.90651811368,17,3
"Bolivia","",1297478.55685448,1530,14416.4284094942,17,3
"Bosnia and Herzegovina","",300151.936176121,1530,3335.02151306801,17,3
"Botswana","",293388.740840023,1530,3259.87489822248,17,3
"Brazil","",15779013.2125889,1530,175322.369028766,17,3
"Brunei","",60570.5606064447,1530,673.006228960496,17,3
"Bulgaria","",716820.75683027,1530,7964.67507589189,17,3
"Burkina Faso","",3673650.70793297,1530,40818.3411992553,17,3
"Burundi","",2009206.45508567,1530,22324.5161676186,17,3
"Cambodia","",2233691.34054305,1530,24818.7926727006,17,3
"Cameroon","",0,1530,0,17,3
"Canada","",4030924.76416743,1530,44788.0529351937,17,3
"Cape Verde","",54025.6019908313,1530,600.284466564792,17,3
"Central African Republic","",579176.590691612,1530,6435.29545212902,17,3
"Chad","",2877850.84687379,1530,31976.1205208199,17,3
"Chile","",1674230.69002271,1530,18602.5632224745,17,3
"China","",65217250.3458706,1530,724636.114954118,17,3
"Colombia","",3829963.56661884,1530,42555.1507402094,17,3
"Comoros","",115483.755737146,1530,1283.15284152384,17,3
"Congo","",545719.395955292,1530,6063.54884394768,17,3
"Costa Rica","",412625.356150202,1530,4584.72617944669,17,3
"Cote d'Ivoire","",4441919.05620037,1530,49354.6561800041,17,3
"Croatia","",216731.263189634,1530,2408.12514655149,17,3
"Cuba","",1839817.03484177,1530,20442.4114982419,17,3
"Cyprus","",101712.131607746,1530,1130.13479564162,17,3
"Czech Republic","",213179.441902814,1530,2368.66046558682,17,3
"Democratic Republic of Congo","",15481336.125166,1530,172014.845835178,17,3
"Denmark","",504887.686184265,1530,5609.86317982516,17,3
"Djibouti","",161525.293512105,1530,1794.72548346784,17,3
"Dominica","",11357.249232666,1530,126.191658140733,17,3
"Dominican Republic","",1296125.78691671,1530,14401.3976324079,17,3
"Ecuador","",2455873.95416183,1530,27287.4883795759,17,3
"Egypt","",17788826.7490853,1530,197653.630545392,17,3
"El Salvador","",930606.979796086,1530,10340.0775532898,17,3
"Eritrea","",954255.390387013,1530,10602.8376709668,17,3
"Estonia","",101921.096985015,1530,1132.45663316683,17,3
"Eswatini","",137826.343854693,1530,1531.4038206077,17,3
"Ethiopia","",18913624.4582265,1530,210151.382869183,17,3
"Faeroe Islands","",7148.33143127198,1530,79.4259047919109,17,3
"Fiji","",138206.339135659,1530,1535.62599039621,17,3
"Finland","",839080.010747647,1530,9323.11123052941,17,3
"France","",4303215.27531453,1530,47813.5030590504,17,3
"Gabon","",353057.763012841,1530,3922.86403347601,17,3
"Gambia","",390800.995150322,1530,4342.23327944802,17,3
"Georgia","",123756.81906793,1530,1375.07576742144,17,3
"Germany","",8211911.92641263,1530,91243.4658490292,17,3
"Ghana","",5332961.29279752,1530,59255.125475528,17,3
"Greece","",1435554.03552987,1530,15950.6003947764,17,3
"Greenland","",8802.44893591825,1530,97.8049881768695,17,3
"Guam","",12444.5680066049,1530,138.272977851165,17,3
"Guatemala","",2620177.15424485,1530,29113.0794916094,17,3
"Guinea","",2120646.18836343,1530,23562.7354262603,17,3
"Guyana","",106578.941797895,1530,1184.21046442106,17,3
"Haiti","",1935042.59604799,1530,21500.4732894221,17,3
"Honduras","",1301075.4840621,1530,14456.3942673567,17,3
"Hong Kong","",1279998.9580894,1530,14222.2106454377,17,3
"Hungary","",806576.388663052,1530,8961.95987403391,17,3
"Iceland","",42361.9943064714,1530,470.688825627459,17,3
"India","",221223167.572285,1530,2458035.19524761,17,3
"Indonesia","",43846220.7704671,1530,487180.230782967,17,3
"Iran","",11345564.6824125,1530,126061.829804583,17,3
"Iraq","",5847853.87438999,1530,64976.1541598888,17,3
"Ireland","",141602.029924189,1530,1573.35588804655,17,3
"Israel","",282081.044462703,1530,3134.23382736337,17,3
"Italy","",4493567.21206493,1530,49928.5245784992,17,3
"Jamaica","",434140.529369921,1530,4823.78365966579,17,3
"Japan","",18395969.2421687,1530,204399.658246319,17,3
"Jordan","",1051626.17836422,1530,11684.735315158,17,3
"Kazakhstan","",2751321.55132277,1530,30570.2394591418,17,3
"Kenya","",9347108.25375117,1530,103856.758375013,17,3
"Kosovo","",182544.527379854,1530,2028.27252644283,17,3
"Kuwait","",384478.445071522,1530,4271.98272301691,17,3
"Kyrgyz Republic","",943871.348032349,1530,10487.4594225817,17,3
"Laos","",0,1530,0,17,3
"Latvia","",138359.788437559,1530,1537.33098263954,17,3
"Lebanon","",381787.822525382,1530,4242.08691694869,17,3
"Lesotho","",129026.592134673,1530,1433.62880149637,17,3
"Liberia","",0,1530,0,17,3
"Libya","",927290.178844724,1530,10303.2242093858,17,3
"Lithuania","",103334.649285674,1530,1148.16276984082,17,3
"Luxembourg","",13934.180648157,1530,154.824229423967,17,3
"Macao","",0,1530,0,17,3
"Madagascar","",3928556.01229194,1530,43650.6223587994,17,3
"Malawi","",2969397.4953233,1530,32993.3055035922,17,3
"Malaysia","",4745404.02387357,1530,52726.711376373,17,3
"Mali","",3359641.3216231,1530,37329.3480180344,17,3
"Mauritania","",781682.795261935,1530,8685.36439179928,17,3
"Mauritius","",227767.653499347,1530,2530.7517055483,17,3
"Mexico","",17013870.7936971,1530,189043.008818856,17,3
"Moldova","",121771.665974651,1530,1353.01851082946,17,3
"Monaco","",2526.73657447276,1530,28.0748508274751,17,3
"Mongolia","",577950.659004103,1530,6421.67398893447,17,3
"Morocco","",5475429.90286545,1530,60838.1100318383,17,3
"Mozambique","",5078347.07320205,1530,56426.0785911339,17,3
"Myanmar","",9313008.74827896,1530,103477.874980877,17,3
"Namibia","",299612.096980305,1530,3329.02329978116,17,3
"Nepal","",4403466.5189035,1530,48927.4057655945,17,3
"Netherlands","",855438.166569685,1530,9504.86851744095,17,3
"New Zealand","",850793.573025682,1530,9453.26192250758,17,3
"Nicaragua","",1142028.33614745,1530,12689.2037349716,17,3
"Niger","",4276788.5398608,1530,47519.87266512,17,3
"Nigeria","",36276560.353451,1530,403072.892816122,17,3
"Norway","",682469.055516797,1530,7582.98950574219,17,3
"Oman","",611329.349411996,1530,6792.54832679996,17,3
"Pakistan","",38060052.9037428,1530,422889.476708254,17,3
"Palestine","",429265.588702923,1530,4769.6176522547,17,3
"Panama","",116428.57426557,1530,1293.650825173,17,3
"Papua New Guinea","",598079.879120418,1530,6645.33199022686,17,3
"Paraguay","",822651.58171589,1530,9140.57313017656,17,3
"Peru","",3407596.35797903,1530,37862.1817553225,17,3
"Philippines","",18328209.945081,1530,203646.777167567,17,3
"Poland","",2980948.57494976,1530,33121.6508327751,17,3
"Portugal","",402610.004281233,1530,4473.4444920137,17,3
"Puerto Rico","",256110.818318802,1530,2845.6757590978,17,3
"Qatar","",167281.287264804,1530,1858.68096960893,17,3
"Romania","",1583761.87403546,1530,17597.3541559495,17,3
"Russia","",16124373.0016926,1530,179159.700018806,17,3
"Rwanda","",2259491.63503512,1530,25105.4626115014,17,3
"San Marino","",985.832663212993,1530,10.9536962579221,17,3
"Saudi Arabia","",4680226.77050161,1530,52002.5196722401,17,3
"Senegal","",2672629.53187212,1530,29695.883687468,17,3
"Serbia","",647701.897952698,1530,7196.68775502998,17,3
"Seychelles","",15029.7174615848,1530,166.996860684276,17,3
"Sierra Leone","",1415206.92703167,1530,15724.521411463,17,3
"Singapore","",903960.720330788,1530,10044.0080036754,17,3
"Slovak Republic","",327928.002330656,1530,3643.64447034062,17,3
"Slovenia","",60146.3824006047,1530,668.293137784496,17,3
"Solomon Islands","",0,1530,0,17,3
"Somalia","",971656.657602512,1530,10796.1850844724,17,3
"South Africa","",5267443.79611288,1530,58527.1532901431,17,3
"South Korea","",8908509.46688782,1530,98983.4385209758,17,3
"South Sudan","",1998594.52820429,1530,22206.6058689366,17,3
"Spain","",2721531.88514735,1530,30239.2431683039,17,3
"Sri Lanka","",3617578.17926802,1530,40195.3131029779,17,3
"Sudan","",0,1530,0,17,3
"Suriname","",68073.6902743431,1530,756.37433638159,17,3
"Sweden","",544827.635959212,1530,6053.6403995468,17,3
"Switzerland","",386180.113350676,1530,4290.89014834085,17,3
"Syria","",3067809.21225648,1530,34086.769025072,17,3
"Taiwan","",1546909.32694821,1530,17187.8814105357,17,3
"Tajikistan","",455522.513378063,1530,5061.36125975625,17,3
"Tanzania","",0,1530,0,17,3
"Thailand","",12314926.581834,1530,136832.517575934,17,3
"Timor-Leste","",148136.872220251,1530,1645.96524689168,17,3
"Togo","",1525000.09044954,1530,16944.4454494393,17,3
"Trinidad and Tobago","",232650.223608045,1530,2585.00248453384,17,3
"Tunisia","",1309661.42448991,1530,14551.7936054434,17,3
"Turkey","",8960600.50758262,1530,99562.2278620291,17,3
"Uganda","",7965049.83387658,1530,88500.5537097398,17,3
"Ukraine","",4772540.49309353,1530,53028.2277010392,17,3
"United Arab Emirates","",859809.338367864,1530,9553.43709297626,17,3
"United Kingdom","",2750259.42354862,1530,30558.4380394291,17,3
"United Kingdom","England",2557002.86083744,1530,28411.1428981938,17,3
"United Kingdom","Northern Ireland",81310.2113796588,1530,903.44679310732,17,3
"United Kingdom","Scotland",456549.192753856,1530,5072.76880837618,17,3
"United Kingdom","Wales",130949.421708987,1530,1454.9935745443,17,3
"United States","",8346164.67430016,1530,92735.1630477796,17,3
"United States","Alabama",93701.626095489,1530,1041.12917883877,17,3
"United States","Alaska",20565.1896007331,1530,228.502106674812,17,3
"United States","Arizona",124067.663149154,1530,1378.52959054615,17,3
"United States","Arkansas",49364.7581998583,1530,548.497313331759,17,3
"United States","California",897793.365977323,1530,9975.48184419248,17,3
"United States","Colorado",188210.980993627,1530,2091.23312215142,17,3
"United States","Connecticut",138554.92190538,1530,1539.499132282,17,3
"United States","Delaware",25599.4409601552,1530,284.438232890613,17,3
"United States","Florida",570756.886228899,1530,6341.7431803211,17,3
"United States","Georgia",260935.796761283,1530,2899.28663068093,17,3
"United States","Hawaii",164465.40819209,1530,1827.39342435656,17,3
"United States","Idaho",32172.3297801833,1530,357.470330890926,17,3
"United States","Illinois",223707.000871586,1530,2485.63334301763,17,3
"United States","Indiana",119687.675668839,1530,1329.8630629871,17,3
"United States","Iowa",41856.8127779109,1530,465.075697532344,17,3
"United States","Kansas",82076.0726049324,1530,911.956362277027,17,3
"United States","Kentucky",121092.967636532,1530,1345.47741818369,17,3
"United States","Louisiana",120216.472859359,1530,1335.73858732621,17,3
"United States","Maine",114078.128608562,1530,1267.53476231736,17,3
"United States","Maryland",286704.226056339,1530,3185.6025117371,17,3
"United States","Massachusetts",192745.944479844,1530,2141.6216053316,17,3
"United States","Michigan",438085.870516301,1530,4867.62078351445,17,3
"United States","Minnesota",118889.5806164,1530,1320.99534018222,17,3
"United States","Mississippi",70577.072069289,1530,784.189689658767,17,3
"United States","Missouri",167957.310654657,1530,1866.1923406073,17,3
"United States","Montana",22749.301455198,1530,252.770016168867,17,3
"United States","Nebraska",27060.4020751587,1530,300.67113416843,17,3
"United States","Nevada",58628.9782636139,1530,651.433091817932,17,3
"United States","New Hampshire",83067.5703581609,1530,922.973003979565,17,3
"United States","New Jersey",271451.834384682,1530,3016.13149316314,17,3
"United States","New Mexico",44128.9889316912,1530,490.322099241013,17,3
"United States","New York",621208.539818288,1530,6902.31710909209,17,3
"United States","North Carolina",339161.148881898,1530,3768.45720979887,17,3
"United States","North Dakota",2654.95382603696,1530,29.4994869559662,17,3
"United States","Ohio",329440.099031764,1530,3660.44554479738,17,3
"United States","Oklahoma",79783.14439874,1530,886.479382208222,17,3
"United States","Oregon",365216.845993708,1530,4057.96495548564,17,3
"United States","Pennsylvania",487299.784525696,1530,5414.44205028551,17,3
"United States","Rhode Island",35714.9926147607,1530,396.833251275119,17,3
"United States","South Carolina",132359.167810088,1530,1470.65742011209,17,3
"United States","South Dakota",4530.68428809672,1530,50.340936534408,17,3
"United States","Tennessee",81453.2897210185,1530,905.036552455761,17,3
"United States","Texas",782389.764841635,1530,8693.2196093515,17,3
"United States","Utah",46366.6468343809,1530,515.184964826454,17,3
"United States","Vermont",60261.1265821382,1530,669.568073134868,17,3
"United States","Virginia",415335.651016854,1530,4614.84056685393,17,3
"United States","Washington",557325.781183258,1530,6192.50867981398,17,3
"United States","Washington DC",40829.9335258644,1530,453.66592806516,17,3
"United States","West Virginia",63938.574612054,1530,710.4286068006,17,3
"United States","Wisconsin",74044.0635080915,1530,822.711816756573,17,3
"United States","Wyoming",11696.3751388404,1530,129.959723764894,17,3
"Uruguay","",390910.800421294,1530,4343.45333801438,17,3
"Uzbekistan","",5117018.5879044,1530,56855.7620878267,17,3
"Vanuatu","",0,1530,0,17,3
"Venezuela","",4777159.43583376,1530,53079.5492870418,17,3
"Vietnam","",1045089.93337036,1530,11612.1103707818,17,3
"Yemen","",450039.277595362,1530,5000.43641772624,17,3
"Zambia","",2503571.38019191,1530,27817.4597799102,17,3
"Zimbabwe","",1957415.1652288,1530,21749.0573914312,17,3
