"CountryName","RegionName","SumCases","SumCost","AvgCases","AvgCost","PrescriptionIndex"
"Afghanistan","",7871529.80496096,45,87461.442277344,0.5,7
"Albania","",405406.590332878,45,4504.51767036531,0.5,7
"Algeria","",4938715.48821809,2340,54874.6165357566,26,7
"Andorra","",1582.74653513941,0,17.5860726126601,0,7
"Angola","",3655024.58674476,2325,40611.384297164,25.8333333333333,7
"Argentina","",4515544.45057701,165,50172.7161175223,1.83333333333333,7
"Aruba","",6835.78930308939,0,75.953214478771,0,7
"Australia","",2107019.24657012,1155,23411.3249618903,12.8333333333333,7
"Austria","",753078.57314202,315,8367.539701578,3.5,7
"Azerbaijan","",1077827.02893043,1110,11975.8558770047,12.3333333333333,7
"Bahamas","",38785.8180594392,1125,430.953533993769,12.5,7
"Bahrain","",117346.338880788,240,1303.84820978653,2.66666666666667,7
"Bangladesh","",18837473.8175284,1965,209305.264639205,21.8333333333333,7
"Barbados","",33615.6622376111,0,373.507358195679,0,7
"Belarus","",1407176.37517593,0,15635.2930575104,0,7
"Belgium","",813837.102012709,225,9042.63446680788,2.5,7
"Belize","",42691.8657010446,375,474.35406334494,4.16666666666667,7
"Benin","",1216740.93901183,2340,13519.3437667981,26,7
"Bermuda","",8985.97905531957,375,99.844211725773,4.16666666666667,7
"Bhutan","",96136.3221371129,1995,1068.18135707903,22.1666666666667,7
"Bolivia","",1848576.82186919,0,20539.7424652132,0,7
"Bosnia and Herzegovina","",336604.11885246,315,3740.04576502734,3.5,7
"Botswana","",406084.631079361,0,4512.05145643734,0,7
"Brazil","",20378018.0791139,225,226422.423101265,2.5,7
"Brunei","",35609.9110180231,1875,395.665677978035,20.8333333333333,7
"Bulgaria","",755516.328686135,360,8394.62587429039,4,7
"Burkina Faso","",3098467.02358884,1455,34427.4113732094,16.1666666666667,7
"Burundi","",2515324.30726512,0,27948.0478585013,0,7
"Cambodia","",1352488.24022796,1905,15027.6471136441,21.1666666666667,7
"Cameroon","",0,0,0,0,7
"Canada","",5010250.93262897,180,55669.4548069886,2,7
"Cape Verde","",76621.739283989,45,851.352658710989,0.5,7
"Central African Republic","",362425.254127624,1575,4026.94726808471,17.5,7
"Chad","",1958101.6030209,2385,21756.68447801,26.5,7
"Chile","",1894835.46905645,315,21053.7274339606,3.5,7
"China","",74955705.8941722,405,832841.176601914,4.5,7
"Colombia","",5257319.16814766,165,58414.6574238629,1.83333333333333,7
"Comoros","",155145.392092758,0,1723.83768991954,0,7
"Congo","",379975.451267334,1140,4221.94945852594,12.6666666666667,7
"Costa Rica","",583418.942458201,120,6482.43269398001,1.33333333333333,7
"Cote d'Ivoire","",4594215.86489353,315,51046.8429432614,3.5,7
"Croatia","",286371.913342625,270,3181.91014825139,3,7
"Cuba","",1758918.75851031,705,19543.5417612256,7.83333333333333,7
"Cyprus","",135942.033541533,150,1510.46703935037,1.66666666666667,7
"Czech Republic","",384539.47803159,0,4272.66086701767,0,7
"Democratic Republic of Congo","",10222251.4160549,2370,113580.571289499,26.3333333333333,7
"Denmark","",590230.561493348,285,6558.11734992608,3.16666666666667,7
"Djibouti","",115270.514813008,1995,1280.78349792231,22.1666666666667,7
"Dominica","",13603.6468063459,105,151.151631181621,1.16666666666667,7
"Dominican Republic","",1500215.13694914,240,16669.0570772127,2.66666666666667,7
"Ecuador","",2419866.97638086,435,26887.4108486762,4.83333333333333,7
"Egypt","",13499286.3511721,1995,149992.070568579,22.1666666666667,7
"El Salvador","",833783.788687194,1425,9264.2643187466,15.8333333333333,7
"Eritrea","",561624.419068484,2310,6240.27132298315,25.6666666666667,7
"Estonia","",154781.631998985,30,1719.79591109983,0.333333333333333,7
"Eswatini","",186232.551834785,45,2069.25057594206,0.5,7
"Ethiopia","",12820098.8052149,2340,142445.542280165,26,7
"Faeroe Islands","",8306.93052991985,195,92.2992281102205,2.16666666666667,7
"Fiji","",84815.2941026005,1950,942.392156695561,21.6666666666667,7
"Finland","",817343.593223183,450,9081.59548025759,5,7
"France","",6348444.64577928,135,70538.2738419919,1.5,7
"Gabon","",311133.074144677,1155,3457.03415716308,12.8333333333333,7
"Gambia","",498533.229357447,0,5539.25810397163,0,7
"Georgia","",216230.49981007,150,2402.56110900078,1.66666666666667,7
"Germany","",9990608.66562863,225,111006.762951429,2.5,7
"Ghana","",3594185.3629128,2355,39935.3929212533,26.1666666666667,7
"Greece","",1396931.23801417,450,15521.4582001575,5,7
"Greenland","",9727.61280398788,270,108.084586710976,3,7
"Guam","",13237.0239401363,390,147.078043779292,4.33333333333333,7
"Guatemala","",2762674.19264392,315,30696.3799182658,3.5,7
"Guinea","",1393233.35717094,2355,15480.3706352327,26.1666666666667,7
"Guyana","",143383.748587985,0,1593.15276208873,0,7
"Haiti","",1250827.0403984,2340,13898.0782266489,26,7
"Honduras","",1393102.55217534,315,15478.9172463926,3.5,7
"Hong Kong","",848184.224337928,2355,9424.26915931032,26.1666666666667,7
"Hungary","",999418.909859511,240,11104.6545539946,2.66666666666667,7
"Iceland","",52487.4342169527,150,583.193713521696,1.66666666666667,7
"India","",161376896.039014,1965,1793076.62265571,21.8333333333333,7
"Indonesia","",42487347.9762471,450,472081.644180523,5,7
"Iran","",10614127.5372072,660,117934.750413413,7.33333333333333,7
"Iraq","",4598250.66519847,1470,51091.6740577607,16.3333333333333,7
"Ireland","",211820.966776221,0,2353.56629751356,0,7
"Israel","",531665.052199084,30,5907.38946887871,0.333333333333333,7
"Italy","",5992065.12393314,195,66578.5013770349,2.16666666666667,7
"Jamaica","",417403.734099224,450,4637.81926776916,5,7
"Japan","",24237780.7193638,0,269308.674659597,0,7
"Jordan","",1050346.47322302,420,11670.5163691447,4.66666666666667,7
