"CountryName","RegionName","Date","PredictedDailyNewCases","PredictedDailyNewDeaths","PredictedDailyNewHospital","PredictedDailyNewICU","Cost","C1_School.closing","C2_Workplace.closing","C3_Cancel.public.events","C4_Restrictions.on.gatherings","C5_Close.public.transport","C6_Stay.at.home.requirements","C7_Restrictions.on.internal.movement","C8_International.travel.controls","H1_Public.information.campaigns","H2_Testing.policy","H3_Contact.tracing","H6_Facial.Coverings"
"Afghanistan","",2021-02-13,17540.7494113274,NA,NA,NA,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-14,19253.0429656904,NA,NA,NA,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-15,22711.3254642893,NA,NA,NA,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-16,23395.5419869753,NA,NA,NA,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-17,25582.3445067333,NA,NA,NA,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-18,28137.8410431471,NA,NA,NA,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-19,30799.2449016715,NA,4385.18735283185,1315.55620584956,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-20,32396.1921715219,NA,4813.2607414226,1443.97822242678,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-21,35112.4586912169,NA,5677.83136607232,1703.3494098217,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-22,39595.1992300908,NA,5848.88549674383,1754.66564902315,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-23,41306.9267363148,NA,6395.58612668331,1918.67583800499,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-24,44530.8916848963,NA,7034.46026078679,2110.33807823604,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-25,48114.2554394212,NA,7699.81122541788,2309.94336762536,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-26,51778.6864724327,175.407494113274,8099.04804288047,2429.71441286414,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-27,54339.3277652897,192.530429656904,8778.11467280421,2633.43440184126,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-28,57977.7521834382,227.113254642893,9898.79980752269,2969.63994225681,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-01,63323.3230641335,233.955419869753,10326.7316840787,3098.01950522361,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-02,65812.7223494845,255.823445067333,11132.7229212241,3339.81687636722,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-03,69747.07924402,281.378410431471,12028.5638598553,3608.56915795659,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-04,73951.0511860221,307.992449016715,12944.6716181082,3883.40148543245,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-05,78131.480418298,323.961921715219,13584.8319413224,4075.44958239673,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-06,81088.5100669114,351.124586912169,14494.4380458596,4348.33141375787,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-07,84964.3290105653,395.951992300908,15830.8307660334,4749.24922981002,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-08,90369.5637568281,413.069267363148,16453.1805873711,4935.95417621134,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-09,92699.6391148251,445.308916848963,17436.769811005,5231.0309433015,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-10,96283.6094012244,481.142554394212,18487.7627965055,5546.32883895166,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-11,99914.6352465919,517.786864724327,19532.8701045745,5859.86103137235,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-12,103285.65755567,543.393277652897,20272.1275167278,6081.63825501835,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-13,105192.202350189,579.777521834382,21241.0822526413,6372.3246757924,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-14,107797.185639401,633.233230641335,22592.390939207,6777.71728176211,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-15,111698.532923562,658.127223494845,23174.9097787063,6952.47293361188,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-16,112267.987928753,697.4707924402,24070.9023503061,7221.27070509183,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-17,113906.119790295,739.510511860221,24978.658811648,7493.59764349439,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-18,115397.712526721,781.31480418298,25821.4143889174,7746.42431667522,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-19,116453.063252998,810.885100669114,26298.0505875473,7889.41517626419,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-20,115894.964896284,849.643290105653,26949.2964098503,8084.78892295509,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-21,115943.089886448,903.695637568281,27924.6332308905,8377.38996926716,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-22,117206.159567923,926.996391148251,28066.9969821883,8420.09909465649,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-23,115053.210134642,962.836094012244,28476.5299475737,8542.95898427211,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-24,113987.689375891,999.146352465919,28849.4281316803,8654.82843950409,33.14,3,3,2,4,2,3,2,4,2,3,2,4
