"CountryName","RegionName","SumCases","SumCost","AvgCases","AvgCost","PrescriptionIndex"
"Afghanistan","",6425115.17892773,673.05,71390.1686547526,7.47833333333333,2
"Albania","",322681.256624279,185.4,3585.34729582533,2.06,2
"Algeria","",4719183.78049329,2696.1,52435.3753388144,29.9566666666667,2
"Andorra","",1344.7356113669,57.75,14.9415067929656,0.641666666666667,2
"Angola","",3463446.14768805,2825.1,38482.7349743117,31.39,2
"Argentina","",3406618.30531727,871.8,37851.3145035253,9.68666666666667,2
"Aruba","",5356.35469251858,84.6,59.5150521390953,0.94,2
"Australia","",1412172.49573412,1962.45,15690.8055081569,21.805,2
"Austria","",573826.99820566,628.5,6375.85553561844,6.98333333333333,2
"Azerbaijan","",860146.446036497,2069.4,9557.18273373885,22.9933333333333,2
"Bahamas","",29200.1443325574,2042.1,324.446048139527,22.69,2
"Bahrain","",80943.572511397,933.3,899.373027904411,10.37,2
"Bangladesh","",16528785.0615464,2811.75,183653.167350515,31.2416666666667,2
"Barbados","",29042.2581568249,65.55,322.691757298054,0.728333333333333,2
"Belarus","",1131125.96587487,184.05,12568.0662874986,2.045,2
"Belgium","",540781.985488161,840.9,6008.68872764624,9.34333333333333,2
"Belize","",34680.0852609623,1276.5,385.334280677359,14.1833333333333,2
"Benin","",1145301.81444928,2835.9,12725.5757161031,31.51,2
"Bermuda","",7775.60665741342,1254.9,86.3956295268158,13.9433333333333,2
"Bhutan","",87014.0568214443,2815.5,966.822853571603,31.2833333333333,2
"Bolivia","",1563603.42135128,170.1,17373.3713483476,1.89,2
"Bosnia and Herzegovina","",269590.934531916,975.45,2995.4548281324,10.8383333333333,2
"Botswana","",348041.329724313,152.55,3867.1258858257,1.695,2
"Brazil","",15031718.3869594,960.15,167019.093188438,10.6683333333333,2
"Brunei","",29390.3528088629,2585.4,326.559475654032,28.7266666666667,2
"Bulgaria","",572023.730806689,1191.45,6355.81923118544,13.2383333333333,2
"Burkina Faso","",2794391.38529867,2535.3,31048.7931699852,28.17,2
"Burundi","",2260389.52138498,187.65,25115.4391264998,2.085,2
"Cambodia","",1123593.08248484,2541.3,12484.3675831649,28.2366666666667,2
"Cameroon","",0,0,0,0,2
"Canada","",4111958.3263538,436.5,45688.4258483755,4.85,2
"Cape Verde","",57492.8040614552,474.45,638.808934016169,5.27166666666667,2
"Central African Republic","",258051.63272168,2670.3,2867.24036357422,29.67,2
"Chad","",1877883.22692957,3014.1,20865.3691881063,33.49,2
"Chile","",1494811.68393804,1177.5,16609.0187104227,13.0833333333333,2
"China","",31972775.7263652,837.45,355253.063626281,9.305,2
"Colombia","",3954604.82790215,565.95,43940.0536433573,6.28833333333333,2
"Comoros","",145276.557783671,65.7,1614.18397537412,0.73,2
"Congo","",234510.345302616,2127.3,2605.6705033624,23.6366666666667,2
"Costa Rica","",428868.081830889,602.4,4765.2009092321,6.69333333333333,2
"Cote d'Ivoire","",3915665.79496174,1145.7,43507.3977217971,12.73,2
"Croatia","",197709.968339252,802.95,2196.77742599169,8.92166666666667,2
"Cuba","",1519484.40215517,1576.2,16883.1600239464,17.5133333333333,2
"Cyprus","",108519.723964323,588.9,1205.7747107147,6.54333333333333,2
"Czech Republic","",278959.58291801,100.8,3099.55092131122,1.12,2
"Democratic Republic of Congo","",9784897.4045014,2930.1,108721.082272238,32.5566666666667,2
"Denmark","",464732.999042411,834,5163.69998936012,9.26666666666667,2
"Djibouti","",103772.695878459,2847.3,1153.0299542051,31.6366666666667,2
"Dominica","",11088.0498825944,645.15,123.200554251049,7.16833333333333,2
"Dominican Republic","",1242200.72393498,940.05,13802.2302659442,10.445,2
"Ecuador","",2008709.08134761,1317.9,22318.9897927512,14.6433333333333,2
"Egypt","",12430661.5861955,2777.4,138118.462068839,30.86,2
"El Salvador","",773555.660522639,2391.9,8595.06289469599,26.5766666666667,2
"Eritrea","",523251.753374095,2806.2,5813.90837082328,31.18,2
"Estonia","",119766.912203204,235.8,1330.74346892449,2.62,2
"Eswatini","",150611.69759276,270.6,1673.46330658622,3.00666666666667,2
"Ethiopia","",12325804.369281,2950.5,136953.381880901,32.7833333333333,2
"Faeroe Islands","",6820.20716491049,998.1,75.7800796101166,11.09,2
"Fiji","",71194.7251819956,2735.7,791.052502022173,30.3966666666667,2
"Finland","",685579.202489295,1524.3,7617.5466943255,16.9366666666667,2
"France","",4646208.53978533,472.8,51624.5393309481,5.25333333333333,2
"Gabon","",268847.822413632,2073,2987.19802681813,23.0333333333333,2
"Gambia","",430630.507523338,333.15,4784.78341692598,3.70166666666667,2
"Georgia","",142633.398883869,475.5,1584.8155431541,5.28333333333333,2
"Germany","",8255216.22920343,547.5,91724.624768927,6.08333333333333,2
"Ghana","",3431118.76319586,2875.5,38123.5418132874,31.95,2
"Greece","",1154277.29519227,1360.8,12825.3032799141,15.12,2
"Greenland","",8706.07571838654,893.1,96.7341746487394,9.92333333333333,2
"Guam","",9139.56208067772,1252.35,101.550689785308,13.915,2
"Guatemala","",2340421.05061544,1211.7,26004.6783401715,13.4633333333333,2
"Guinea","",1327734.24015602,2790,14752.6026684002,31,2
"Guyana","",116834.332315562,191.7,1298.15924795069,2.13,2
"Haiti","",1186703.73822372,3062.55,13185.5970913747,34.0283333333333,2
"Honduras","",1159170.55492571,1295.55,12879.6728325079,14.395,2
"Hong Kong","",808051.6475109,2937.6,8978.35163901,32.64,2
"Hungary","",779161.145000664,816.3,8657.34605556293,9.07,2
"Iceland","",42789.4281524851,775.95,475.438090583168,8.62166666666667,2
