"CountryName","RegionName","SumCases","SumCost","AvgCases","AvgCost","PrescriptionIndex"
"Afghanistan","",5315572.84217071,2982.6,59061.9204685634,33.14,1
"Albania","",245288.519037814,3209.4,2725.42798930905,35.66,1
"Algeria","",5214959.54614024,2559.3,57943.9949571137,28.4366666666667,1
"Andorra","",1017.39870613067,3108.6,11.3044300681185,34.54,1
"Angola","",3439001.2239793,3085.2,38211.1247108812,34.28,1
"Argentina","",2628460.86144422,3027.6,29205.1206827135,33.64,1
"Aruba","",3996.64170250406,3034.8,44.4071300278228,33.72,1
"Australia","",1236341.75756871,2924.1,13737.1306396524,32.49,1
"Austria","",462083.984321631,3039.3,5134.26649246256,33.77,1
"Azerbaijan","",824546.235826066,3006,9161.62484251185,33.4,1
"Bahamas","",27611.2081655931,3026.7,306.791201839923,33.63,1
"Bahrain","",56484.7354672768,3113.1,627.608171858631,34.59,1
"Bangladesh","",16493510.1040258,2936.7,183261.223378064,32.63,1
"Barbados","",23651.8565615953,3030.3,262.798406239947,33.67,1
"Belarus","",838722.818081736,3028.5,9319.1424231304,33.65,1
"Belgium","",543125.437639733,1838.4,6034.72708488592,20.4266666666667,1
"Belize","",29960.7692077093,3006,332.897435641214,33.4,1
"Benin","",1139765.71413556,2993.4,12664.0634903951,33.26,1
"Bermuda","",6951.68750319243,3175.2,77.2409722576937,35.28,1
"Bhutan","",86541.2771694243,3043.8,961.569746326937,33.82,1
"Bolivia","",1188180.31179799,3204,13202.0034644221,35.6,1
"Bosnia and Herzegovina","",217285.106648107,2914.2,2414.27896275674,32.38,1
"Botswana","",270215.131777941,3123,3002.39035308824,34.7,1
"Brazil","",12260794.7849215,3229.2,136231.053165794,35.88,1
"Brunei","",28580.4135082892,3096,317.560150092102,34.4,1
"Bulgaria","",513761.825563753,2658.6,5708.46472848615,29.54,1
"Burkina Faso","",2741942.57426956,3213.9,30466.0286029951,35.71,1
"Burundi","",1698455.2772278,3141.9,18871.7253025311,34.91,1
"Cambodia","",1104984.46082337,2828.7,12277.6051202597,31.43,1
"Cameroon","",0,3114.9,0,34.61,1
"Canada","",3344374.04001524,3144.6,37159.7115557249,34.94,1
"Cape Verde","",47068.9073875787,2666.7,522.987859861985,29.63,1
"Central African Republic","",250133.219868919,3091.5,2779.25799854355,34.35,1
"Chad","",1873453.03422399,3134.7,20816.144824711,34.83,1
"Chile","",1258676.79704673,2923.2,13985.2977449637,32.48,1
"China","",18605394.1207808,2996.1,206726.601342009,33.29,1
"Colombia","",3084102.6815052,2980.8,34267.80757228,33.12,1
"Comoros","",112669.43569461,2915.1,1251.882618829,32.39,1
"Congo","",210057.674360663,2903.4,2333.97415956292,32.26,1
"Costa Rica","",330277.904180218,2929.5,3669.75449089132,32.55,1
"Cote d'Ivoire","",3593572.94588657,2865.6,39928.5882876286,31.84,1
"Croatia","",150287.880212103,3119.4,1669.86533569003,34.66,1
"Cuba","",1456606.64276247,2910.6,16184.5182529163,32.34,1
"Cyprus","",87047.2033520867,3089.7,967.191148356519,34.33,1
"Czech Republic","",200657.439305081,3006.9,2229.52710338979,33.41,1
"Democratic Republic of Congo","",9710214.02223966,3302.1,107891.266913774,36.69,1
"Denmark","",383776.021233316,3148.2,4264.17801370352,34.98,1
