"CountryName","RegionName","SumCases","SumCost","AvgCases","AvgCost","PrescriptionIndex"
"Afghanistan","",8000205.87988974,0,88891.1764432194,0,0
"Albania","",419220.576033785,0,4658.00640037539,0,0
"Algeria","",8946965.69764675,0,99410.7299738528,0,0
"Andorra","",1582.74653513941,0,17.5860726126601,0,0
"Angola","",6798913.3842782,0,75543.4820475356,0,0
"Argentina","",5369226.60521171,0,59658.0733912412,0,0
"Aruba","",6835.78930308939,0,75.953214478771,0,0
"Australia","",4903909.15544824,0,54487.8795049805,0,0
"Austria","",1075420.58054056,0,11949.1175615618,0,0
"Azerbaijan","",1693468.64472849,0,18816.318274761,0,0
"Bahamas","",65880.6922473547,0,732.007691637274,0,0
"Bahrain","",166402.163351923,0,1848.91292613248,0,0
"Bangladesh","",33228490.669328,0,369205.451881422,0,0
"Barbados","",33615.6622376111,0,373.507358195679,0,0
"Belarus","",1407176.37517593,0,15635.2930575104,0,0
"Belgium","",1124458.64926186,0,12493.9849917984,0,0
"Belize","",58683.9074572054,0,652.043416191171,0,0
"Benin","",2431294.34322671,0,27014.3815914079,0,0
"Bermuda","",11411.5498442148,0,126.794998269053,0,0
"Bhutan","",155625.706636422,0,1729.17451818247,0,0
"Bolivia","",1848576.82186919,0,20539.7424652132,0,0
"Bosnia and Herzegovina","",452689.035768168,0,5029.87817520186,0,0
"Botswana","",406084.631079361,0,4512.05145643734,0,0
"Brazil","",25717707.8468469,0,285752.30940941,0,0
"Brunei","",87512.1264765231,0,972.356960850257,0,0
"Bulgaria","",1029519.56610965,0,11439.1062901072,0,0
"Burkina Faso","",4362220.48272288,0,48469.1164746987,0,0
"Burundi","",2515324.30726512,0,27948.0478585013,0,0
"Cambodia","",3101966.88179753,0,34466.2986866392,0,0
"Cameroon","",0,0,0,0,0
"Canada","",5755607.93652369,0,63951.1992947077,0,0
"Cape Verde","",79341.6091340155,0,881.573434822394,0,0
"Central African Republic","",911272.75572423,0,10125.2528413803,0,0
"Chad","",3418290.44927126,0,37981.0049919029,0,0
"Chile","",2563640.27388831,0,28484.8919320923,0,0
"China","",213865659.701838,0,2376285.1077982,0,0
"Colombia","",6183104.87439134,0,68701.1652710149,0,0
"Comoros","",155145.392092758,0,1723.83768991954,0,0
"Congo","",982879.94494115,0,10920.8882771239,0,0
