"CountryName","RegionName","SumCases","SumCost","AvgCases","AvgCost","PrescriptionIndex"
"Afghanistan","",5291417.27881213,2982.6,58793.5253201348,33.14,1
"Afghanistan","",5291417.27881213,2982.6,58793.5253201348,33.14,4
"Afghanistan","",5291417.27881213,2982.6,58793.5253201348,33.14,6
"Afghanistan","",6533131.87719874,1491.3,72590.3541910971,16.57,3
"Afghanistan","",6533131.87719874,1491.3,72590.3541910971,16.57,5
"Afghanistan","",6764030.38781234,369.9,75155.8931979149,4.11,2
"Afghanistan","",6816268.99778311,830.55,75736.3221975901,9.22833333333333,9
"Afghanistan","",7082233.79497707,429.3,78691.4866108563,4.77,8
"Afghanistan","",7683150.42371035,31.2,85368.3380412262,0.346666666666667,7
"Afghanistan","",8059817.20824648,0,89553.524536072,0,0
"Albania","",251884.411816735,3231,2798.71568685261,35.9,4
"Albania","",252292.133539395,3209.4,2803.2459282155,35.66,1
"Albania","",299712.338837424,1615.5,3330.1370981936,17.95,3
"Albania","",299712.338837424,1615.5,3330.1370981936,17.95,5
"Albania","",299712.338837424,1615.5,3330.1370981936,17.95,6
"Albania","",326125.816134751,471.6,3623.62017927501,5.24,8
"Albania","",334557.3778006,185.4,3717.30419778445,2.06,2
"Albania","",347238.648944054,1204.2,3858.20721048948,13.38,9
"Albania","",358151.2986342,47.4,3979.45887371333,0.526666666666667,7
"Albania","",432992.627905993,0,4811.02919895547,0,0
"Algeria","",4438750.60959486,2945.7,49319.4512177207,32.73,4
"Algeria","",4438750.60959486,2945.7,49319.4512177207,32.73,6
"Algeria","",4475206.70668074,2656.8,49724.5189631193,29.52,2
"Algeria","",4979955.49876599,2559.3,55332.8388751776,28.4366666666667,1
"Algeria","",5083992.43100393,1451.25,56488.8047889326,16.125,7
"Algeria","",5909726.84901597,577.5,65663.631655733,6.41666666666667,8
"Algeria","",7286405.77442994,1472.85,80960.0641603327,16.365,3
"Algeria","",7286405.77442994,1472.85,80960.0641603327,16.365,5
"Algeria","",8214485.19601705,605.55,91272.0577335227,6.72833333333333,9
"Algeria","",8921091.95588076,0,99123.2439542307,0,0
"Andorra","",1114.4517997751,3108.6,12.3827977752789,34.54,1
"Andorra","",1114.4517997751,3108.6,12.3827977752789,34.54,4
"Andorra","",1178.24813235821,1554.3,13.0916459150912,17.27,3
"Andorra","",1178.24813235821,1554.3,13.0916459150912,17.27,5
"Andorra","",1178.24813235821,1554.3,13.0916459150912,17.27,6
"Andorra","",1292.37973566897,1427.7,14.3597748407663,15.8633333333333,9
"Andorra","",1310.20559937864,663.3,14.5578399930961,7.37,8
"Andorra","",1761.55793092742,0,19.5728658991936,0,0
"Andorra","",1761.55793092742,0,19.5728658991936,0,2
"Andorra","",1761.55793092742,0,19.5728658991936,0,7
"Angola","",3216688.82907424,3085.2,35740.9869897137,34.28,1
"Angola","",3216688.82907424,3085.2,35740.9869897137,34.28,4
"Angola","",3216688.82907424,3085.2,35740.9869897137,34.28,6
"Angola","",3254058.96707359,2754.9,36156.2107452621,30.61,2
"Angola","",3469952.45504851,1978.8,38555.0272783168,21.9866666666667,7
"Angola","",4801468.13556679,1220.4,53349.6459507421,13.56,9
"Angola","",5063727.1402275,861.3,56263.6348914166,9.57,8
"Angola","",5463154.44812555,1542.6,60701.7160902839,17.14,3
"Angola","",5463154.44812555,1542.6,60701.7160902839,17.14,5
"Angola","",6771548.71467283,0,75239.4301630315,0,0
"Argentina","",2721621.93416887,3027.6,30240.2437129874,33.64,1
"Argentina","",2721621.93416887,3027.6,30240.2437129874,33.64,4
"Argentina","",3080713.17546669,1747.35,34230.1463940743,19.415,6
"Argentina","",3443756.41289377,1513.8,38263.9601432641,16.82,3
"Argentina","",3443756.41289377,1513.8,38263.9601432641,16.82,5
"Argentina","",3569714.32597153,871.8,39663.4925107948,9.68666666666667,2
"Argentina","",4322810.10745625,892.8,48031.2234161805,9.92,9
"Argentina","",4377592.10478704,599.4,48639.9122754115,6.66,8
"Argentina","",4941666.10935874,76.8,54907.4012150971,0.853333333333333,7
"Argentina","",5549616.31364898,0,61662.4034849887,0,0
"Aruba","",4467.65379530641,3034.8,49.6405977256268,33.72,1
"Aruba","",4467.65379530641,3034.8,49.6405977256268,33.72,4
"Aruba","",4632.02017597943,1517.4,51.4668908442159,16.86,3
"Aruba","",4632.02017597943,1517.4,51.4668908442159,16.86,5
"Aruba","",4632.02017597943,1517.4,51.4668908442159,16.86,6
"Aruba","",5594.59186139142,611.1,62.1621317932379,6.79,8
"Aruba","",5960.43803971164,91.5,66.2270893301293,1.01666666666667,2
"Aruba","",6078.69803578643,942,67.5410892865159,10.4666666666667,9
"Aruba","",7047.62201117687,12.9,78.3069112352985,0.143333333333333,7
"Aruba","",7705.04734891934,0,85.6116372102148,0,0
"Australia","",1041719.06129664,2924.1,11574.6562366293,32.49,1
"Australia","",1041719.06129664,2924.1,11574.6562366293,32.49,4
"Australia","",1041719.06129664,2924.1,11574.6562366293,32.49,6
"Australia","",1199683.86498972,1962.45,13329.820722108,21.805,2
"Australia","",1791743.88723718,1057.95,19908.2654137465,11.755,7
"Australia","",2688460.37731053,1462.05,29871.781970117,16.245,3
"Australia","",2688460.37731053,1462.05,29871.781970117,16.245,5
"Australia","",2718859.27540263,573.3,30209.5475044737,6.37,8
"Australia","",2806048.39899141,1109.7,31178.315544349,12.33,9
"Australia","",4795483.77201234,0,53283.1530223593,0,0
"Austria","",1093601.68977475,0,12151.1298863861,0,0
"Austria","",462679.323494196,3039.3,5140.88137215773,33.77,1
"Austria","",462679.323494196,3039.3,5140.88137215773,33.77,4
"Austria","",468376.503734747,2351.7,5204.18337483052,26.13,6
"Austria","",522478.297056144,876.6,5805.31441173493,9.74,8
"Austria","",581253.337894857,628.5,6458.37042105397,6.98333333333333,2
"Austria","",658755.226923201,1519.65,7319.5025213689,16.885,3
"Austria","",658755.226923201,1519.65,7319.5025213689,16.885,5
"Austria","",682244.132931804,97.2,7580.49036590893,1.08,7
"Austria","",705804.935062679,912.6,7842.27705625199,10.14,9
"Azerbaijan","",1272704.25887997,1503,14141.1584319997,16.7,3
"Azerbaijan","",1272704.25887997,1503,14141.1584319997,16.7,5
"Azerbaijan","",1283682.23026785,752.85,14263.135891865,8.365,9
"Azerbaijan","",1303279.67017265,612.9,14480.8852241405,6.81,8
"Azerbaijan","",1696727.83802194,0,18852.5315335771,0,0
"Azerbaijan","",800077.295224907,3006,8889.74772472118,33.4,1
"Azerbaijan","",800077.295224907,3006,8889.74772472118,33.4,4
"Azerbaijan","",800077.295224907,3006,8889.74772472118,33.4,6
"Azerbaijan","",838867.08811197,2043.75,9320.74542346634,22.7083333333333,2
"Azerbaijan","",997815.173078941,1191,11086.8352564327,13.2333333333333,7
"Bahamas","",26118.0613963216,3026.7,290.200682181352,33.63,1
"Bahamas","",26118.0613963216,3026.7,290.200682181352,33.63,4
"Bahamas","",26118.0613963216,3026.7,290.200682181352,33.63,6
"Bahamas","",27670.5885160871,2103.9,307.450983512079,23.3766666666667,2
"Bahamas","",33953.336859292,1082.4,377.259298436578,12.0266666666667,7
"Bahamas","",37268.2116206633,634.5,414.091240229592,7.05,8
"Bahamas","",47255.4146099242,1513.35,525.060162332491,16.815,3
"Bahamas","",47255.4146099242,1513.35,525.060162332491,16.815,5
"Bahamas","",47664.4262787782,980.4,529.604736430869,10.8933333333333,9
"Bahamas","",65682.3563856256,0,729.803959840284,0,0
"Bahrain","",124080.530277729,607.5,1378.67255864143,6.75,8
"Bahrain","",125636.412068863,196.65,1395.96013409848,2.185,7
"Bahrain","",169681.376573247,0,1885.34862859164,0,0
"Bahrain","",57292.0254229601,3113.1,636.578060255113,34.59,1
"Bahrain","",57292.0254229601,3113.1,636.578060255113,34.59,4
"Bahrain","",60329.6122324938,2463.3,670.329024805487,27.37,6
"Bahrain","",82971.3703920488,933.3,921.904115467209,10.37,2
"Bahrain","",85124.8230918311,1556.55,945.831367687012,17.295,3
"Bahrain","",85124.8230918311,1556.55,945.831367687012,17.295,5
"Bahrain","",99834.9057695722,1201.5,1109.27673077302,13.35,9
"Bangladesh","",15545552.2747871,2959.2,172728.358608746,32.88,4
"Bangladesh","",15545552.2747871,2959.2,172728.358608746,32.88,6
"Bangladesh","",15576912.5014811,2936.7,173076.805572012,32.63,1
"Bangladesh","",15650270.1525364,2771.1,173891.890583738,30.79,2
"Bangladesh","",17842230.3036979,1852.05,198247.003374421,20.5783333333333,7
"Bangladesh","",24852137.180801,934.2,276134.857564455,10.38,8
"Bangladesh","",26504410.300555,1479.6,294493.447783944,16.44,3
"Bangladesh","",26504410.300555,1479.6,294493.447783944,16.44,5
"Bangladesh","",26693379.9796506,990.9,296593.110885007,11.01,9
"Bangladesh","",33121507.93384,0,368016.754820445,0,0
"Barbados","",27616.1494540236,3030.3,306.846105044706,33.67,1
"Barbados","",27616.1494540236,3030.3,306.846105044706,33.67,4
"Barbados","",27929.5409782297,1515.15,310.328233091441,16.835,3
"Barbados","",27929.5409782297,1515.15,310.328233091441,16.835,5
"Barbados","",27929.5409782297,1515.15,310.328233091441,16.835,6
"Barbados","",29857.4985685141,1433.4,331.749984094601,15.9266666666667,9
"Barbados","",32473.0544208811,677.7,360.811715787568,7.53,8
"Barbados","",33714.6434690531,65.55,374.607149656145,0.728333333333333,2
"Barbados","",36543.910221872,13.05,406.043446909689,0.145,7
"Barbados","",38659.5440851191,0,429.550489834657,0,0
"Belarus","",1010185.53689351,1514.25,11224.2837432612,16.825,3
"Belarus","",1010185.53689351,1514.25,11224.2837432612,16.825,5
"Belarus","",1010185.53689351,1514.25,11224.2837432612,16.825,6
"Belarus","",1114798.79302796,1815.75,12386.6532558662,20.175,9
"Belarus","",1117247.23283648,739.8,12413.8581426276,8.22,8
"Belarus","",1169580.42073626,184.05,12995.3380081807,2.045,2
"Belarus","",1357503.12926091,26.1,15083.368102899,0.29,7
"Belarus","",1447294.95981959,0,16081.0551091066,0,0
"Belarus","",853142.386585715,3028.5,9479.35985095239,33.65,1
"Belarus","",853142.386585715,3028.5,9479.35985095239,33.65,4
"Belgium","",1142607.55022771,0,12695.6394469745,0,0
"Belgium","",381324.362573546,3080.7,4236.93736192829,34.23,4
"Belgium","",400746.05953228,2451.6,4452.73399480311,27.24,6
"Belgium","",531700.347583051,894.9,5907.78163981168,9.94333333333333,2
"Belgium","",547166.095401885,1838.4,6079.62328224316,20.4266666666667,1
"Belgium","",566941.107959263,1540.35,6299.34564399181,17.115,3
"Belgium","",566941.107959263,1540.35,6299.34564399181,17.115,5
"Belgium","",735657.748734285,707.4,8173.9749859365,7.86,8
"Belgium","",746644.924231942,965.1,8296.05471368824,10.7233333333333,9
"Belgium","",761640.578276269,206.1,8462.67309195854,2.29,7
"Belize","",30079.6615214614,3006,334.218461349571,33.4,1
"Belize","",30079.6615214614,3006,334.218461349571,33.4,4
"Belize","",30079.6615214614,3006,334.218461349571,33.4,6
"Belize","",35159.0461800906,1276.5,390.656068667674,14.1833333333333,2
"Belize","",41800.0121077833,1503,464.44457897537,16.7,3
"Belize","",41800.0121077833,1503,464.44457897537,16.7,5
"Belize","",45496.533221696,326.85,505.517035796622,3.63166666666667,7
"Belize","",46569.2493728953,1031.85,517.436104143281,11.465,9
"Belize","",47932.4662460273,437.4,532.582958289193,4.86,8
"Belize","",59530.0227129065,0,661.444696810072,0,0
"Benin","",1024705.69085819,2993.4,11385.6187873133,33.26,1
"Benin","",1024705.69085819,2993.4,11385.6187873133,33.26,4
"Benin","",1024705.69085819,2993.4,11385.6187873133,33.26,6
"Benin","",1034994.88252115,2768.55,11499.9431391238,30.7616666666667,2
"Benin","",1116100.44569385,2082.3,12401.116063265,23.1366666666667,7
"Benin","",1867930.90662754,1496.7,20754.7878514171,16.63,3
"Benin","",1867930.90662754,1496.7,20754.7878514171,16.63,5
"Benin","",1872335.75183249,581.4,20803.7305759166,6.46,8
"Benin","",1943148.52622516,915,21590.5391802796,10.1666666666667,9
"Benin","",2411900.24317385,0,26798.8915908206,0,0
"Bermuda","",10071.5583352714,220.8,111.906203725238,2.45333333333333,7
"Bermuda","",11517.8821497651,0,127.976468330723,0,0
"Bermuda","",6928.99265786359,3175.2,76.9888073095954,35.28,1
"Bermuda","",6928.99265786359,3175.2,76.9888073095954,35.28,4
"Bermuda","",6928.99265786359,3175.2,76.9888073095954,35.28,6
"Bermuda","",8287.3578871133,972.15,92.0817543012588,10.8016666666667,2
"Bermuda","",8818.67256012432,1511.4,97.985250668048,16.7933333333333,9
"Bermuda","",9086.40219305031,1587.6,100.960024367226,17.64,3
"Bermuda","",9086.40219305031,1587.6,100.960024367226,17.64,5
"Bermuda","",9891.40994745907,557.1,109.904554971767,6.19,8
"Bhutan","",126553.927486481,1350.6,1406.15474984979,15.0066666666667,9
"Bhutan","",127652.206190592,642.6,1418.35784656213,7.14,8
"Bhutan","",129451.220470209,1521.9,1438.34689411344,16.91,3
"Bhutan","",129451.220470209,1521.9,1438.34689411344,16.91,5
"Bhutan","",155267.767071709,0,1725.19741190788,0,0
"Bhutan","",82344.3795182535,3043.8,914.937550202816,33.82,1
"Bhutan","",82344.3795182535,3043.8,914.937550202816,33.82,4
"Bhutan","",82344.3795182535,3043.8,914.937550202816,33.82,6
"Bhutan","",82626.6545661212,2884.95,918.073939623568,32.055,2
"Bhutan","",87201.0323108567,2132.4,968.900359009519,23.6933333333333,7
"Bolivia","",1218001.61316087,3204,13533.351257343,35.6,1
"Bolivia","",1218001.61316087,3204,13533.351257343,35.6,4
"Bolivia","",1350870.84507583,2172.45,15009.6760563982,24.1383333333333,9
"Bolivia","",1361639.0853531,1602,15129.32317059,17.8,3
"Bolivia","",1361639.0853531,1602,15129.32317059,17.8,5
"Bolivia","",1361639.0853531,1602,15129.32317059,17.8,6
"Bolivia","",1580625.07757719,565.2,17562.5008619688,6.28,8
