"CountryName","RegionName","Date","PredictedDailyNewCases","PredictedDailyNewDeaths","PredictedDailyNewHospital","PredictedDailyNewICU","Cost","C1_School.closing","C2_Workplace.closing","C3_Cancel.public.events","C4_Restrictions.on.gatherings","C5_Close.public.transport","C6_Stay.at.home.requirements","C7_Restrictions.on.internal.movement","C8_International.travel.controls","H1_Public.information.campaigns","H2_Testing.policy","H3_Contact.tracing","H6_Facial.Coverings"
"Afghanistan","",2021-02-13,17628.573053897,NA,NA,NA,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-02-14,19364.4105131597,NA,NA,NA,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-02-15,22848.5780906919,NA,NA,NA,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-02-16,23562.1188310345,NA,NA,NA,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-02-17,25782.3357209856,NA,NA,NA,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-02-18,28375.7093213758,NA,NA,NA,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-02-19,31079.6881255496,NA,4407.14326347426,1322.14297904228,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-02-20,32812.2056521642,NA,4841.10262828992,1452.33078848698,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-02-21,35604.5449509676,NA,5712.14452267298,1713.64335680189,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-02-22,40171.008485727,NA,5890.52970775861,1767.15891232758,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-02-23,41974.9728225245,NA,6445.5839302464,1933.67517907392,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-02-24,45300.512991734,NA,7093.92733034396,2128.17819910319,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-02-25,48995.1059085846,NA,7769.92203138741,2330.97660941622,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-02-26,52780.144211976,176.28573053897,8203.05141304105,2460.91542391231,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-02-27,55558.7015934993,193.644105131597,8901.13623774189,2670.34087132257,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-02-28,61586.3509568252,228.485780906919,10042.7521214318,3012.82563642953,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-01,67725.3748804574,235.621188310345,10493.7432056311,3148.12296168934,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-02,70920.8072679189,257.823357209856,11325.1282479335,3397.53847438005,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-03,75590.658574638,283.757093213758,12248.7764771462,3674.63294314385,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-04,80570.2139002398,310.796881255496,13195.036052994,3958.5108158982,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-05,85561.085716489,328.122056521642,13889.6753983748,4166.90261951245,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-06,89444.1839188398,356.045449509676,15396.5877392063,4618.97632176189,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-07,96426.19231543,401.71008485727,16931.3437201143,5079.4031160343,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-08,103302.769748581,419.749728225245,17730.2018169797,5319.06054509392,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-09,106980.826071525,453.00512991734,18897.6646436595,5669.29939309785,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-10,111895.919873106,489.951059085846,20142.5534750599,6042.76604251798,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-11,116834.442690689,527.80144211976,21390.2714291223,6417.08142873668,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-12,121468.789109811,555.587015934993,22361.0459797099,6708.31379391298,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-13,124660.20243848,615.863509568252,24106.5480788575,7231.96442365725,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-14,130623.037952155,677.253748804574,25825.6924371452,7747.70773114356,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-15,136069.825506345,709.20807267919,26745.2065178814,8023.56195536441,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-16,137890.97512713,755.90658574638,27973.9799682766,8392.19399048297,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-17,140589.860906824,805.702139002398,29208.6106726723,8762.58320180168,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-18,142927.485547144,855.61085716489,30367.1972774529,9110.15918323586,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-19,144587.892638227,894.441839188398,31165.05060962,9349.51518288599,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-20,144464.36515189,964.2619231543,32655.7594880386,9796.72784641159,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-21,146846.347448589,1033.02769748581,34017.4563765863,10205.2369129759,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-22,148454.96135438,1069.80826071525,34472.7437817826,10341.8231345348,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-23,146229.405854767,1118.95919873106,35147.465226706,10544.2395680118,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-24,144826.590762207,1168.34442690689,35731.8713867861,10719.5614160358,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-25,143034.869417851,1214.68789109811,36146.9731595568,10844.091947867,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-26,140599.130254867,1246.6020243848,36116.0912879726,10834.8273863918,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-27,136480.960635767,1306.23037952155,36711.5868621473,11013.4760586442,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-28,135064.11138552,1360.69825506345,37113.7403385951,11134.1221015785,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-29,133033.366627494,1378.9097512713,36557.3514636917,10967.2054391075,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-30,131338.524863338,1405.89860906824,36206.6476905517,10861.9943071655,3.01,3,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-31,126923.753561459,1429.27485547144,35758.7173544627,10727.6152063388,3.01,3,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-01,122284.071894567,1445.87892638227,35149.7825637167,10544.934769115,3.01,3,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-02,117290.421580706,1444.6436515189,34120.2401589416,10236.0720476825,3.01,3,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-03,110945.120927514,1468.46347448589,33766.0278463799,10129.808353914,3.01,3,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-04,107672.224081812,1484.5496135438,33258.3416568736,9977.50249706207,3.01,3,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-05,104076.245116583,1462.29405854767,32834.6312158346,9850.38936475038,3.01,3,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-06,101111.854782707,1448.26590762207,31730.9383903649,9519.28151710946,3.01,3,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-07,95701.8082153081,1430.34869417851,30571.0179736418,9171.30539209254,3.01,3,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-08,90385.2777947927,1405.99130254867,29322.6053951765,8796.78161855295,3.01,3,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-09,85010.8932859919,1364.80960635767,27736.2802318784,8320.88406956352,3.01,3,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-10,78559.7307975431,1350.6411138552,26918.056020453,8075.41680613589,3.01,3,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-11,75451.235760086,1330.33366627494,26019.0612791458,7805.71838374375,3.01,3,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-12,72200.3290101022,1313.38524863338,25277.9636956768,7583.38910870304,3.01,3,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-13,69743.9126897791,1269.23753561459,23925.452053827,7177.63561614811,3.01,3,0,0,4,0,0,0,0,0,0,0,0
