"CountryName","RegionName","SumCases","SumCost","AvgCases","AvgCost","PrescriptionIndex"
"Afghanistan","",6809300.95403797,840,75658.8994893108,9.33333333333333,9
"Albania","",335857.939992505,1080,3731.75488880562,12,9
"Algeria","",8128877.09731849,555,90320.8566368721,6.16666666666667,9
"Andorra","",1186.09390037795,1170,13.1788211153105,13,9
"Angola","",4925412.53390318,1455,54726.8059322575,16.1666666666667,9
"Argentina","",4262959.5437577,765,47366.2171528633,8.5,9
"Aruba","",5416.02238978041,795,60.1780265531156,8.83333333333333,9
"Australia","",3129670.38036818,930,34774.1153374242,10.3333333333333,9
"Austria","",696863.759998491,1080,7742.9306666499,12,9
"Azerbaijan","",1260031.18434755,1065,14000.3464927505,11.8333333333333,9
"Bahamas","",47998.6632142913,1020,533.318480158792,11.3333333333333,9
"Bahrain","",98868.3417805292,1095,1098.53713089477,12.1666666666667,9
"Bangladesh","",27060071.2453315,990,300667.458281461,11,9
"Barbados","",25623.3482633448,1710,284.70386959272,19,9
"Belarus","",1080029.44619175,1830,12000.3271799084,20.3333333333333,9
"Belgium","",745038.492563638,840,8278.20547292931,9.33333333333333,9
"Belize","",46131.679867461,1005,512.574220749566,11.1666666666667,9
"Benin","",1995778.27992151,930,22175.3142213501,10.3333333333333,9
"Bermuda","",8811.41233314106,1485,97.9045814793451,16.5,9
"Bhutan","",128056.427248789,1350,1422.84919165321,15,9
"Bolivia","",1318359.74401713,2265,14648.4416001903,25.1666666666667,9
"Bosnia and Herzegovina","",367802.820106316,630,4086.69800118129,7,9
"Botswana","",341482.686949327,1245,3794.25207721475,13.8333333333333,9
"Brazil","",15433387.1854609,1560,171482.079838454,17.3333333333333,9
"Brunei","",65297.0927367652,930,725.523252630724,10.3333333333333,9
"Bulgaria","",772423.11638463,810,8582.47907094034,9,9
"Burkina Faso","",2984634.45990936,1635,33162.605110104,18.1666666666667,9
"Burundi","",1977877.19906075,1200,21976.4133228972,13.3333333333333,9
"Cambodia","",2071756.91269482,1170,23019.5212521646,13,9
"Cameroon","",0,900,0,10,9
"Canada","",4267634.66574586,1170,47418.1629527318,13,9
"Cape Verde","",60781.9362885879,1200,675.354847650976,13.3333333333333,9
"Central African Republic","",589305.866707145,900,6547.84296341272,10,9
"Chad","",2641094.25754625,1950,29345.4917505139,21.6666666666667,9
"Chile","",1913979.18064269,810,21266.4353404744,9,9
"China","",27000291.7672443,2070,300003.24185827,23,9
"Colombia","",4458228.45530681,990,49535.8717256312,11,9
"Comoros","",114471.182285781,2430,1271.90202539756,27,9
"Congo","",683012.578081426,735,7589.02864534918,8.16666666666667,9
