"CountryName","RegionName","Date","PredictedDailyNewCases","PredictedDailyNewDeaths","PredictedDailyNewHospital","PredictedDailyNewICU","Cost","C1_School.closing","C2_Workplace.closing","C3_Cancel.public.events","C4_Restrictions.on.gatherings","C5_Close.public.transport","C6_Stay.at.home.requirements","C7_Restrictions.on.internal.movement","C8_International.travel.controls","H1_Public.information.campaigns","H2_Testing.policy","H3_Contact.tracing","H6_Facial.Coverings"
"Afghanistan","",2021-02-13,17898.8813714335,NA,NA,NA,15,3,3,2,0,0,0,0,3,2,1,1,0
"Afghanistan","",2021-02-14,19715.404320162,NA,NA,NA,15,3,3,2,0,0,0,0,3,2,1,1,0
"Afghanistan","",2021-02-15,23282.8008908587,NA,NA,NA,15,3,3,2,0,0,0,0,3,2,1,1,0
"Afghanistan","",2021-02-16,24091.0327726433,NA,NA,NA,15,3,3,2,0,0,0,0,3,2,1,1,0
"Afghanistan","",2021-02-17,26419.7191864036,NA,NA,NA,15,3,3,2,0,0,0,0,3,2,1,1,0
"Afghanistan","",2021-02-18,29136.5877094989,NA,NA,NA,15,3,3,2,0,0,0,0,3,2,1,1,0
"Afghanistan","",2021-02-19,31980.4007726015,NA,4474.72034285838,1342.41610285751,15,3,3,2,0,0,0,0,3,2,1,1,0
"Afghanistan","",2021-02-20,34140.2568202633,NA,4928.8510800405,1478.65532401215,15,3,3,2,0,0,0,0,3,2,1,1,0
"Afghanistan","",2021-02-21,37187.2343430858,NA,5820.70022271466,1746.2100668144,15,3,3,2,0,0,0,0,3,2,1,1,0
"Afghanistan","",2021-02-22,42029.0394749683,NA,6022.75819316083,1806.82745794825,15,3,3,2,0,0,0,0,3,2,1,1,0
"Afghanistan","",2021-02-23,44138.1223240063,NA,6604.9297966009,1981.47893898027,15,3,3,2,0,0,0,0,3,2,1,1,0
"Afghanistan","",2021-02-24,47801.3030153029,NA,7284.14692737472,2185.24407821242,15,3,3,2,0,0,0,0,3,2,1,1,0
"Afghanistan","",2021-02-25,51866.7769841292,NA,7995.10019315038,2398.53005794511,15,3,3,2,0,0,0,0,3,2,1,1,0
"Afghanistan","",2021-02-26,56056.63769282,178.988813714335,8535.06420506583,2560.51926151975,15,3,3,2,0,0,0,0,3,2,1,1,0
"Afghanistan","",2021-02-27,59543.3964618871,197.15404320162,9296.80858577145,2789.04257573144,15,3,3,2,0,0,0,0,3,2,1,1,0
"Afghanistan","",2021-02-28,65280.1696210763,232.828008908587,10507.2598687421,3152.17796062262,6,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-01,71765.7571695659,240.910327726433,11034.5305810016,3310.35917430047,6,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-02,75377.0382188505,264.197191864036,11950.3257538257,3585.09772614771,6,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-03,80483.9848910136,291.365877094989,12966.6942460323,3890.00827380969,6,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-04,85907.9732098051,319.804007726015,14014.159423205,4204.2478269615,6,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-05,91343.9669151196,341.402568202633,14885.8491154718,4465.75473464153,6,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-06,95934.6557294883,371.872343430858,16320.0424052691,4896.01272158073,6,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-07,102582.817403989,420.290394749683,17941.4392923915,5382.43178771744,6,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-08,109725.971298231,441.381223240063,18844.2595547126,5653.27786641378,6,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-09,113689.083702582,478.013030153029,20120.9962227534,6036.29886682602,6,3,3,0,0,0,0,0,0,0,0,0,0
