"CountryName","RegionName","Sum.Cases","Sum.Cost","Avg.Cases","Avg.Cost","PrescriptionIndex"
"France","",6041689.89456258,41.7,67129.887717362,0.463333333333333,7
"Gabon","",311493.624896082,866.85,3461.04027662313,9.63166666666667,7
"Gambia","",483204.55174407,1.8,5368.939463823,0.02,7
"Georgia","",186309.593703064,81.9,2070.10659670072,0.91,7
"Germany","",9769821.86523905,128.4,108553.576280434,1.42666666666667,7
"Ghana","",3527585.14370708,2034.6,39195.3904856342,22.6066666666667,7
"Greece","",1395070.9479387,182.55,15500.78831043,2.02833333333333,7
"Greenland","",10172.7991322996,94.95,113.031101469995,1.055,7
"Guam","",12093.2561023641,598.95,134.36951224849,6.655,7
"Guatemala","",2839859.53088222,157.2,31553.9947875802,1.74666666666667,7
"Guinea","",1424533.88624614,1683,15828.1542916238,18.7,7
"Guyana","",134315.632524689,20.4,1492.39591694099,0.226666666666667,7
"Haiti","",1172225.94885892,2064.9,13024.7327650991,22.9433333333333,7
"Honduras","",1455773.56522794,265.2,16175.2618358661,2.94666666666667,7
"Hong Kong","",814317.767937678,2195.55,9047.97519930753,24.395,7
"Hungary","",963937.494640282,103.95,10710.4166071142,1.155,7
"Iceland","",52992.4012505363,101.25,588.804458339292,1.125,7
"India","",159223926.703234,1483.05,1769154.74114704,16.4783333333333,7
"Indonesia","",42531289.1999976,284.4,472569.879999974,3.16,7
"Iran","",11765159.7754657,694.5,130723.997505174,7.71666666666667,7
"Iraq","",4385053.6913362,1352.1,48722.8187926244,15.0233333333333,7
"Ireland","",240767.26838722,18.9,2675.19187096911,0.21,7
"Israel","",443167.469552167,18.15,4924.08299502408,0.201666666666667,7
"Italy","",6373182.81579224,139.8,70813.1423976916,1.55333333333333,7
"Jamaica","",437217.996633243,433.05,4857.97774036937,4.81166666666667,7
"Japan","",24228147.6895085,11.7,269201.640994539,0.13,7
"Jordan","",1102026.29658275,358.5,12244.7366286972,3.98333333333333,7
"Kazakhstan","",2667450.39730753,531.15,29638.3377478614,5.90166666666667,7
"Kenya","",6390938.46096168,1996.05,71010.4273440187,22.1783333333333,7
"Kosovo","",230039.25318589,152.25,2555.99170206545,1.69166666666667,7
"Kuwait","",447636.110151735,153.75,4973.7345572415,1.70833333333333,7
"Kyrgyz Republic","",743835.662831872,1278.45,8264.84069813191,14.205,7
"Laos","",0,0,0,0,7
"Latvia","",191218.872630291,52.2,2124.65414033656,0.58,7
"Lebanon","",652277.898980966,40.8,7247.53221089962,0.453333333333333,7
"Lesotho","",209443.073089433,7.2,2327.14525654925,0.08,7
"Liberia","",0,0,0,0,7
"Libya","",960919.493354711,160.2,10676.8832594968,1.78,7
"Lithuania","",157995.056062366,107.25,1755.50062291518,1.19166666666667,7
"Luxembourg","",15775.8446292219,603.45,175.28716254691,6.705,7
"Macao","",0,0,0,0,7
"Madagascar","",2209097.73004346,1501.95,24545.5303338163,16.6883333333333,7
"Malawi","",3538862.6398091,45,39320.6959978788,0.5,7
"Malaysia","",5444048.86499258,193.95,60489.4318332509,2.155,7
"Mali","",1963996.65942288,1998.45,21822.1851046987,22.205,7
"Mauritania","",625589.934798364,1373.85,6950.99927553737,15.265,7
"Mauritius","",159306.393556887,2788.5,1770.07103952096,30.9833333333333,7
"Mexico","",17675076.4479018,220.8,196389.73831002,2.45333333333333,7
"Moldova","",165134.437349198,110.25,1834.82708165775,1.225,7
"Monaco","",3908.19188199162,43.8,43.4243542443513,0.486666666666667,7
"Mongolia","",412642.196447965,2049.9,4584.91329386628,22.7766666666667,7
"Morocco","",4726137.57204747,1148.4,52512.6396894163,12.76,7
"Mozambique","",5422528.95624739,117,60250.3217360822,1.3,7
"Myanmar","",6829506.46890929,1395.9,75883.4052101032,15.51,7
"Namibia","",428403.225893142,6.15,4760.03584325714,0.0683333333333333,7
"Nepal","",3157836.23245379,1488.75,35087.0692494866,16.5416666666667,7
"Netherlands","",1284443.38776251,83.55,14271.5931973613,0.928333333333333,7
"New Zealand","",563302.318322455,1973.4,6258.91464802728,21.9266666666667,7
"Nicaragua","",698574.051452217,1942.2,7761.93390502463,21.58,7
"Niger","",2858168.72997584,1877.85,31757.4303330649,20.865,7
"Nigeria","",28022525.2106131,1561.5,311361.391229035,17.35,7
"Norway","",797948.877485926,62.25,8866.09863873251,0.691666666666667,7
"Oman","",665200.411911963,184.35,7391.1156879107,2.04833333333333,7
"Pakistan","",28475956.4165638,1530,316399.515739597,17,7
"Palestine","",504884.92014757,285.3,5609.83244608411,3.17,7
"Panama","",143683.624979054,609,1596.48472198949,6.76666666666667,7
"Papua New Guinea","",533673.263551092,571.2,5929.70292834547,6.34666666666667,7
"Paraguay","",1021690.06207414,71.7,11352.1118008237,0.796666666666667,7
"Peru","",2576176.71086666,994.35,28624.1856762963,11.0483333333333,7
"Philippines","",13940701.200889,1632.3,154896.680009877,18.1366666666667,7
"Poland","",3706320.00944917,107.1,41181.3334383241,1.19,7
"Portugal","",705356.202785543,24,7837.29114206159,0.266666666666667,7
"Puerto Rico","",361955.038619905,70.65,4021.72265133227,0.785,7
"Qatar","",196826.334388518,149.85,2186.95927098353,1.665,7
"Romania","",1850188.07081026,96.3,20557.6452312251,1.07,7
"Russia","",17324196.83295,306.75,192491.075921667,3.40833333333333,7
"Rwanda","",1957407.05121198,1114.5,21748.9672356887,12.3833333333333,7
"San Marino","",1798.1904289551,0,19.9798936550567,0,7
"Saudi Arabia","",2982393.36991949,1166.85,33137.7041102166,12.965,7
"Senegal","",2573783.48489929,675.15,28597.5942766588,7.50166666666667,7
"Serbia","",803808.403475769,242.4,8931.2044830641,2.69333333333333,7
"Seychelles","",18055.4475604716,85.65,200.61608400524,0.951666666666667,7
"Sierra Leone","",1049662.35377162,1695.9,11662.9150419069,18.8433333333333,7
"Singapore","",629737.700876033,1523.4,6997.08556528925,16.9266666666667,7
"Slovak Republic","",511852.335172732,103.2,5687.24816858591,1.14666666666667,7
"Slovenia","",113771.257488474,21.15,1264.12508320526,0.235,7
"Solomon Islands","",0,0,0,0,7
"Somalia","",488948.599167989,985.65,5432.76221297765,10.9516666666667,7
"South Africa","",8048678.30524714,36.9,89429.7589471905,0.41,7
"South Korea","",6460069.44644682,1770.75,71778.5494049647,19.675,7
"South Sudan","",1610741.79473884,1380.15,17897.1310526538,15.335,7
"Spain","",4041323.20614847,24,44903.5911794275,0.266666666666667,7
"Sri Lanka","",2839395.17822351,1206,31548.8353135946,13.4,7
"Sudan","",0,0,0,0,7
"Suriname","",80435.0020380323,92.25,893.722244867025,1.025,7
"Sweden","",731087.054002804,10.8,8123.18948892004,0.12,7
"Switzerland","",503455.90712257,106.65,5593.95452358412,1.185,7
"Syria","",2065947.85988962,2096.7,22954.9762209958,23.2966666666667,7
"Taiwan","",1097114.63851458,618,12190.162650162,6.86666666666667,7
"Tajikistan","",394920.873525169,413.4,4388.00970583521,4.59333333333333,7
"Tanzania","",0,0,0,0,7
"Thailand","",8269648.78675705,1978.95,91884.9865195227,21.9883333333333,7
"Timor-Leste","",54292.8234006716,2740.65,603.253593340796,30.4516666666667,7
"Togo","",1179392.79458227,1562.1,13104.3643842474,17.3566666666667,7
"Trinidad and Tobago","",179192.420954389,1580.25,1991.02689949321,17.5583333333333,7
"Tunisia","",1882726.2041153,28.35,20919.1800457256,0.315,7
"Turkey","",9874459.60093255,86.4,109716.217788139,0.96,7
"Uganda","",5328892.70483488,2158.05,59209.9189426098,23.9783333333333,7
"Ukraine","",4877447.93547548,384.75,54193.8659497276,4.275,7
"United Arab Emirates","",1263807.89109116,29.55,14042.3099010129,0.328333333333333,7
"United Kingdom","",5144839.03501195,39.6,57164.8781667994,0.44,7
"United Kingdom","England",4354178.43494533,93.75,48379.7603882814,1.04166666666667,7
"United Kingdom","Northern Ireland",143935.811486564,88.65,1599.28679429515,0.985,7
"United Kingdom","Scotland",629472.823000284,114.75,6994.14247778094,1.275,7
"United Kingdom","Wales",157669.27202059,93.6,1751.88080022877,1.04,7
"United States","",17257171.118397,50.25,191746.345759967,0.558333333333333,7
"United States","Alabama",174394.241236454,23.85,1937.71379151616,0.265,7
"United States","Alaska",44179.9432505793,86.55,490.88825833977,0.961666666666667,7
"United States","Arizona",249853.217675662,3.6,2776.14686306291,0.04,7
"United States","Arkansas",107298.671317904,4.95,1192.20745908783,0.055,7
"United States","California",1592469.74693047,6.75,17694.1082992274,0.075,7
"United States","Colorado",336401.0850077,54,3737.78983341889,0.6,7
"United States","Connecticut",220435.200073531,48.75,2449.28000081701,0.541666666666667,7
"United States","Delaware",45044.0114628675,32.4,500.489016254084,0.36,7
"United States","Florida",1257638.20079655,7.35,13973.7577866283,0.0816666666666667,7
"United States","Georgia",554741.416250357,8.1,6163.79351389285,0.09,7
"United States","Hawaii",197235.764295483,108,2191.50849217203,1.2,7
"United States","Idaho",55673.4775240061,45.6,618.594194711179,0.506666666666667,7
"United States","Illinois",389743.87299033,35.7,4330.48747767033,0.396666666666667,7
"United States","Indiana",278583.071518846,0,3095.36746132051,0,7
"United States","Iowa",89542.558003751,12,994.917311152789,0.133333333333333,7
"United States","Kansas",135117.458142116,29.4,1501.30509046795,0.326666666666667,7
"United States","Kentucky",217758.227422026,37.8,2419.53586024473,0.42,7
"United States","Louisiana",217044.304169676,11.25,2411.60337966306,0.125,7
"United States","Maine",165454.055152387,34.8,1838.37839058208,0.386666666666667,7
"United States","Maryland",471272.326768913,82.8,5236.35918632125,0.92,7
"United States","Massachusetts",372769.79827285,36.3,4141.88664747611,0.403333333333333,7
"United States","Michigan",752671.453172445,99,8363.0161463605,1.1,7
"United States","Minnesota",233076.53845581,20.25,2589.73931617567,0.225,7
"United States","Mississippi",129611.217003983,14.85,1440.12463337759,0.165,7
"United States","Missouri",397629.521130853,0,4418.10579034282,0,7
"United States","Montana",36926.9702812587,5.4,410.299669791764,0.06,7
"United States","Nebraska",52771.9948160171,0,586.355497955745,0,7
"United States","Nevada",122377.819958619,18.9,1359.75355509577,0.21,7
"United States","New Hampshire",131016.083044335,89.1,1455.73425604816,0.99,7
"United States","New Jersey",434539.564399692,2.7,4828.2173822188,0.03,7
"United States","New Mexico",87885.7175014809,34.65,976.507972238677,0.385,7
"United States","New York",1181880.95278346,30.3,13132.0105864829,0.336666666666667,7
"United States","North Carolina",613090.829521692,20.7,6812.1203280188,0.23,7
"United States","North Dakota",5137.31098905026,3,57.0812332116695,0.0333333333333333,7
"United States","Ohio",539854.013254464,18.9,5998.3779250496,0.21,7
"United States","Oklahoma",162406.130569921,0,1804.51256188801,0,7
"United States","Oregon",514825.169562449,53.25,5720.27966180499,0.591666666666667,7
"United States","Pennsylvania",853974.478047925,26.4,9488.60531164361,0.293333333333333,7
"United States","Rhode Island",44842.215845768,0,498.246842730756,0,7
"United States","South Carolina",259421.324527397,15.45,2882.45916141552,0.171666666666667,7
"United States","South Dakota",9536.6300117128,4.05,105.962555685698,0.045,7
"United States","Tennessee",139957.328691298,7.8,1555.08142990331,0.0866666666666667,7
"United States","Texas",1411133.36982423,53.7,15679.2596647137,0.596666666666667,7
"United States","Utah",87396.9465801821,9,971.077184224245,0.1,7
"United States","Vermont",85496.2629601615,19.2,949.958477335128,0.213333333333333,7
"United States","Virginia",633819.620968306,75.6,7042.44023298118,0.84,7
"United States","Washington",804947.443893859,59.4,8943.86048770955,0.66,7
"United States","Washington DC",60597.6822262313,112.8,673.307580291458,1.25333333333333,7
"United States","West Virginia",118077.162861058,41.4,1311.96847623397,0.46,7
"United States","Wisconsin",171303.372676481,6.45,1903.37080751646,0.0716666666666667,7
"United States","Wyoming",19995.5547433349,30.75,222.172830481499,0.341666666666667,7
"Uruguay","",527433.981092307,31.95,5860.3775676923,0.355,7
"Uzbekistan","",2914759.76068004,1895.4,32386.2195631116,21.06,7
"Vanuatu","",0,0,0,0,7
"Venezuela","",3592781.8622091,1374.6,39919.79846899,15.2733333333333,7
"Vietnam","",4583404.94831339,18,50926.7216479266,0.2,7
"Yemen","",727883.630747549,223.5,8087.59589719499,2.48333333333333,7
"Zambia","",3426458.31946298,9,38071.7591051443,0.1,7
"Zimbabwe","",2596968.89248621,18.45,28855.2099165135,0.205,7
