"CountryName","RegionName","Date","PredictedDailyNewCases","PredictedDailyNewDeaths","PredictedDailyNewHospital","PredictedDailyNewICU"
"Afghanistan","",2021-03-13,231542.73002882,1022.81838319899,44629.3517211104,13388.8055163331
"Afghanistan","",2021-03-14,235988.554412188,1136.09575148362,47720.2163836274,14316.0649150882
"Afghanistan","",2021-03-15,240355.478674074,1224.30305218894,49909.0653316762,14972.7195995028
"Afghanistan","",2021-03-16,239914.833739056,1335.49314537301,52384.6286212121,15715.3885863636
"Afghanistan","",2021-03-17,239769.646806559,1447.98628320064,54562.5254008157,16368.7576202447
"Afghanistan","",2021-03-18,237751.516482389,1561.09211652425,56408.1669345074,16922.4500803522
"Afghanistan","",2021-03-19,234018.654024511,1673.57970259236,57885.6825072051,17365.7047521615
"Afghanistan","",2021-03-20,228736.320929574,1785.17406884442,58997.1386030471,17699.1415809141
"Afghanistan","",2021-03-21,222218.765335961,1908.8086553451,60088.8696685185,18026.6609005556
"Afghanistan","",2021-03-22,216129.180291361,1996.36261326705,59978.708434764,17993.6125304292
"Afghanistan","",2021-03-23,205912.283672776,2095.38514484848,59942.4117016397,17982.7235104919
"Afghanistan","",2021-03-24,197028.289498225,2182.50101603263,59437.8791205974,17831.3637361792
"Afghanistan","",2021-03-25,187360.342539387,2256.3266773803,58504.6635061279,17551.3990518384
"Afghanistan","",2021-03-26,177175.790209927,2315.4273002882,57184.0802323934,17155.224069718
"Afghanistan","",2021-03-27,166692.853655444,2359.88554412188,55554.6913339901,16666.407400197
"Afghanistan","",2021-03-28,156226.972629206,2403.55478674074,54032.2950728403,16209.6885218521
"Afghanistan","",2021-03-29,147393.508119391,2399.14833739056,51478.0709181941,15443.4212754582
"Afghanistan","",2021-03-30,135503.72709387,2397.69646806559,49257.0723745564,14777.1217123669
"Afghanistan","",2021-03-31,126039.611015535,2377.51516482389,46840.0856348467,14052.025690454
"Afghanistan","",2021-04-01,116683.328878777,2340.18654024511,44293.9475524817,13288.1842657445
"Afghanistan","",2021-04-02,107586.30847661,2287.36320929574,41673.2134138611,12501.9640241583
"Afghanistan","",2021-04-03,98843.980095296,2222.18765335961,39056.7431573015,11717.0229471905
"Afghanistan","",2021-04-04,90648.9137088127,2161.29180291361,36848.3770298477,11054.5131089543
"Afghanistan","",2021-04-05,84496.7093829113,2059.12283672776,33875.9317734675,10162.7795320402
"Afghanistan","",2021-04-06,75555.7736165662,1970.28289498225,31509.9027538838,9452.97082616513
"Afghanistan","",2021-04-07,69290.7497728769,1873.60342539387,29170.8322196942,8751.24966590825
"Afghanistan","",2021-04-08,63246.4030929925,1771.75790209927,26896.5771191525,8068.97313574575
"Afghanistan","",2021-04-09,57510.5095444055,1666.92853655444,24710.995023824,7413.2985071472
"Afghanistan","",2021-04-10,52123.2362820569,1562.26972629206,22662.2284272032,6798.66852816095
"Afghanistan","",2021-04-11,47230.9046348863,1473.93508119391,21124.1773457278,6337.25320371835
"Afghanistan","",2021-04-12,44290.0931288894,1355.0372709387,18888.9434041416,5666.68302124247
"Afghanistan","",2021-04-13,38422.2359242515,1260.39611015535,17322.6874432192,5196.80623296576
"Afghanistan","",2021-04-14,35113.8255954362,1166.83328878777,15811.6007732481,4743.48023197444
"Afghanistan","",2021-04-15,31866.1775941302,1075.8630847661,14377.6273861014,4313.28821583041
"Afghanistan","",2021-04-16,28762.5184273693,988.43980095296,13030.8090705142,3909.24272115427
"Afghanistan","",2021-04-17,25840.8427508798,906.489137088127,11807.7261587216,3542.31784761647
"Afghanistan","",2021-04-18,23247.8705481644,844.967093829113,11072.5232822223,3321.7569846667
"Afghanistan","",2021-04-19,22441.6338722451,755.557736165662,9605.55898106288,2881.66769431886
"Afghanistan","",2021-04-20,18538.7232968552,692.907497728768,8778.45639885905,2633.53691965771
"Afghanistan","",2021-04-21,17053.4499991367,632.464030929925,7966.54439853256,2389.96331955977
"Afghanistan","",2021-04-22,15479.1095642233,575.105095444055,7190.62960684231,2157.18888205269
"Afghanistan","",2021-04-23,13909.0453849325,521.232362820569,6460.21068771995,1938.06320631598
"Afghanistan","",2021-04-24,12390.5487214188,472.309046348863,5811.96763704109,1743.59029111233
"Afghanistan","",2021-04-25,11079.1904980921,442.900931288894,5610.40846806127,1683.12254041838
"Afghanistan","",2021-04-26,11441.1335377165,384.222359242515,4634.68082421379,1390.40424726414
"Afghanistan","",2021-04-27,8596.73857599233,351.138255954362,4263.36249978417,1279.00874993525
"Afghanistan","",2021-04-28,8078.94533881365,318.661775941302,3869.77739105582,1160.93321731675
"Afghanistan","",2021-04-29,7381.38508798461,287.625184273693,3477.26134623312,1043.17840386994
"Afghanistan","",2021-04-30,6605.8225676913,258.408427508798,3097.6371803547,929.291154106411
"Afghanistan","",2021-05-01,5806.89171541846,232.478705481644,2769.79762452302,830.939287356906
"Afghanistan","",2021-05-02,5146.82971878558,224.416338722451,2860.28338442913,858.085015328739
"Afghanistan","",2021-05-03,6097.64572903466,185.387232968552,2149.18464399808,644.755393199425
"Afghanistan","",2021-05-04,3783.09421019222,170.534499991367,2019.73633470341,605.920900411024
"Afghanistan","",2021-05-05,3746.37678022428,154.791095642233,1845.34627199615,553.603881598846
"Afghanistan","",2021-05-06,3482.29730209255,139.090453849325,1651.45564192283,495.436692576848
"Afghanistan","",2021-05-07,3097.52857696809,123.905487214188,1451.72292885462,435.516878656385
"Afghanistan","",2021-05-08,2650.90300184585,110.791904980921,1286.70742969639,386.012228908918
"Afghanistan","",2021-05-09,2308.41335067813,114.411335377165,1524.41143225866,457.323429677599
"Afghanistan","",2021-05-10,3545.30469482436,85.9673857599233,945.773552548056,283.732065764417
"Albania","",2021-02-10,3786.32898893805,NA,NA,NA
"Albania","",2021-02-11,3957.41978290435,NA,NA,NA
"Albania","",2021-02-12,4117.56894267187,NA,NA,NA
"Albania","",2021-02-13,4288.78012120433,NA,NA,NA
"Albania","",2021-02-14,4385.29617848591,NA,NA,NA
"Albania","",2021-02-15,4375.175491179,NA,NA,NA
"Albania","",2021-02-16,5066.93135543579,NA,946.582247234513,283.974674170354
"Albania","",2021-02-17,5625.53544238696,NA,989.354945726088,296.806483717826
"Albania","",2021-02-18,5870.53194957234,NA,1029.39223566797,308.817670700391
"Albania","",2021-02-19,6100.62806222724,NA,1072.19503030108,321.658509090325
"Albania","",2021-02-20,6336.83267415393,NA,1096.32404462148,328.897213386443
"Albania","",2021-02-21,6492.46568251715,NA,1093.79387279475,328.138161838425
"Albania","",2021-02-22,6535.7331930858,NA,1266.73283885895,380.019851657684
"Albania","",2021-02-23,7276.21944316096,37.8632898893805,1406.38386059674,421.915158179022
"Albania","",2021-02-24,7866.12628718429,39.5741978290435,1467.63298739308,440.289896217925
"Albania","",2021-02-25,8124.00748603423,41.1756894267187,1525.15701555681,457.547104667043
"Albania","",2021-02-26,8351.155489141,42.8878012120433,1584.20816853848,475.262450561545
"Albania","",2021-02-27,8566.34203790883,43.8529617848591,1623.11642062929,486.934926188786
"Albania","",2021-02-28,8680.42170033737,43.75175491179,1633.93329827145,490.179989481435
"Albania","",2021-03-01,8661.40018937309,50.6693135543579,1819.05486079024,545.716458237072
"Albania","",2021-03-02,9320.93068287065,56.2553544238696,1966.53157179607,589.959471538822
"Albania","",2021-03-03,9793.82865756146,58.7053194957234,2031.00187150856,609.300561452568
"Albania","",2021-03-04,9907.01582039682,61.0062806222724,2087.78887228525,626.336661685575
"Albania","",2021-03-05,9968.66692123518,63.3683267415393,2141.58550947721,642.475652843162
"Albania","",2021-03-06,9999.46893659991,64.9246568251715,2170.10542508434,651.031627525303
"Albania","",2021-03-07,9912.26007316454,65.357331930858,2165.35004734327,649.605014202982
"Albania","",2021-03-08,9679.7320292673,72.7621944316096,2330.23267071766,699.069801215299
"Albania","",2021-03-09,10119.5097213124,78.6612628718429,2448.45716439037,734.53714931711
"Albania","",2021-03-10,10350.4542463819,81.2400748603423,2476.75395509921,743.026186529762
"Albania","",2021-03-11,10207.0694834328,83.51155489141,2492.16673030879,747.650019092638
"Albania","",2021-03-12,10010.424586159,85.6634203790883,2499.86723414998,749.960170244993
"Albania","",2021-03-13,9785.56023184948,86.8042170033737,2478.06501829113,743.41950548734
"Albania","",2021-03-14,9448.92941924509,86.6140018937309,2419.93300731682,725.979902195047
"Albania","",2021-03-15,8978.91756987819,93.2093068287065,2529.87743032811,758.963229098431
"Albania","",2021-03-16,9199.09819158799,97.9382865756146,2587.61356159548,776.284068478644
"Albania","",2021-03-17,9211.61358917022,99.0701582039682,2551.76737085819,765.530211257457
"Albania","",2021-03-18,8858.98523050902,99.6866692123518,2502.60614653976,750.781843961927
"Albania","",2021-03-19,8473.97187155844,99.9946893659991,2446.39005796237,733.917017388711
"Albania","",2021-03-20,8083.49144598594,99.1226007316454,2362.23235481127,708.669706443382
"Albania","",2021-03-21,7604.72947090497,96.797320292673,2244.72939246955,673.418817740864
"Albania","",2021-03-22,7018.23639796095,101.195097213124,2299.774547897,689.932364369099
"Albania","",2021-03-23,7149.46935347407,103.504542463819,2302.90339729256,690.871019187767
"Albania","",2021-03-24,7083.17801307321,102.070694834328,2214.74630762726,664.423892288177
"Albania","",2021-03-25,6666.80385089748,100.10424586159,2118.49296788961,635.547890366883
"Albania","",2021-03-26,6240.21862000336,97.8556023184948,2020.87286149649,606.261858448946
"Albania","",2021-03-27,5829.00604061195,94.4892941924509,1901.18236772624,570.354710317873
"Albania","",2021-03-28,5348.30154590857,89.7891756987819,1754.55909949024,526.367729847071
"Albania","",2021-03-29,4778.08919786915,91.9909819158799,1787.36733836852,536.210201510555
"Albania","",2021-03-30,4943.19665797632,92.1161358917022,1770.7945032683,531.238350980491
"Albania","",2021-03-31,4914.06701764434,88.5898523050902,1666.70096272437,500.010288817311
"Albania","",2021-04-01,4541.17756016863,84.7397187155844,1560.05465500084,468.016396500252
"Albania","",2021-04-02,4168.82527821356,80.8349144598594,1457.25151015299,437.175453045896
"Albania","",2021-04-03,3820.83234253999,76.0472947090497,1337.07538647714,401.122615943143
"Albania","",2021-04-04,3410.36507111236,70.1823639796095,1194.52229946729,358.356689840186
"Albania","",2021-04-05,2916.67888818659,71.4946935347407,1235.79916449408,370.739749348224
"Albania","",2021-04-06,3163.97821492412,70.8317801307321,1228.51675441108,368.555026323325
"Albania","",2021-04-07,3213.1547650612,66.6680385089748,1135.29439004216,340.588317012647
"Albania","",2021-04-08,2917.15628245512,62.4021862000336,1042.20631955339,312.661895866017
"Albania","",2021-04-09,2623.45346832345,58.2900604061195,955.208085634997,286.562425690499
"Albania","",2021-04-10,2354.92323555176,53.4830154590857,852.59126777809,255.777380333427
"Albania","",2021-04-11,2023.72394634883,47.7808919786915,729.169722046646,218.750916613994
"Albania","",2021-04-12,1608.93584503163,49.4319665797632,790.994553731031,237.298366119309
"Albania","",2021-04-13,1934.67584342875,49.1406701764434,803.288691265299,240.98660737959
"Albania","",2021-04-14,2056.21169587673,45.4117756016863,729.289070613779,218.786721184134
"Albania","",2021-04-15,1828.49160314065,41.6882527821356,655.863367080862,196.759010124259
"Albania","",2021-04-16,1601.27599774181,38.2083234253999,588.730808887939,176.619242666382
"Albania","",2021-04-17,1397.14094228391,34.1036507111236,505.930986587207,151.779295976162
"Albania","",2021-04-18,1127.90548317586,29.1667888818659,402.233961257906,120.670188377372
"Albania","",2021-04-19,772.789312345099,31.6397821492412,483.668960857188,145.100688257156
"Albania","",2021-04-20,1156.08498429356,32.131547650612,514.052923969182,154.215877190755
"Albania","",2021-04-21,1329.9171243294,29.1715628245512,457.122900785163,137.136870235549
"Albania","",2021-04-22,1150.66790691513,26.2345346832345,400.318999435452,120.095699830636
"Albania","",2021-04-23,969.650040342743,23.5492323555176,349.285235570979,104.785570671294
"Albania","",2021-04-24,809.412227388648,20.2372394634883,281.976370793965,84.5929112381896
"Albania","",2021-04-25,581.700054229121,16.0893584503163,193.197328086275,57.9591984258824
"Albania","",2021-04-26,265.949648517675,19.3467584342875,289.021246073389,86.7063738220167
"Albania","",2021-04-27,686.657032577856,20.5621169587673,332.47928108235,99.7437843247049
"Albania","",2021-04-28,894.208385696432,18.2849160314065,287.666976728782,86.3000930186347
"Albania","",2021-04-29,745.924353619776,16.0127599774181,242.412510085686,72.7237530257057
"Albania","",2021-04-30,594.102350979387,13.9714094228391,202.353056847162,60.7059170541486
"Albania","",2021-05-01,461.334020189781,11.2790548317586,145.42501355728,43.6275040671841
"Albania","",2021-05-02,259.379343722589,7.72789312345099,66.4874121294187,19.9462236388256
"Albania","",2021-05-03,0,11.5608498429356,171.664258144464,51.4992774433392
"Albania","",2021-05-04,408.889935538519,13.299171243294,223.552096424108,67.0656289272324
"Albania","",2021-05-05,637.126758035441,11.5066790691513,186.481088404944,55.9443265214832
"Albania","",2021-05-06,507.74456215562,9.69650040342743,148.525587744847,44.557676323454
"Albania","",2021-05-07,373.638546065806,8.09412227388648,115.333505047445,34.6000515142335
"Albania","",2021-05-08,257.450658057051,5.81700054229121,64.8448359306472,19.4534507791942
"Albania","",2021-05-09,70.9688250348399,2.65949648517675,0,0
"Albania","",2021-05-10,0,6.86657032577856,102.22248388463,30.6667451653889
"Algeria","",2021-02-10,1883.94019735812,NA,NA,NA
"Algeria","",2021-02-11,2082.45263438912,NA,NA,NA
"Algeria","",2021-02-12,2289.34987973043,NA,NA,NA
"Algeria","",2021-02-13,2483.93991337004,NA,NA,NA
"Algeria","",2021-02-14,2695.5844944275,NA,NA,NA
"Algeria","",2021-02-15,3006.08027933464,NA,NA,NA
"Algeria","",2021-02-16,3293.31916309747,NA,470.985049339529,141.295514801859
"Algeria","",2021-02-17,3786.37777399138,NA,520.61315859728,156.183947579184
"Algeria","",2021-02-18,4213.30152165622,NA,572.337469932608,171.701240979782
"Algeria","",2021-02-19,4677.55198288606,NA,620.984978342511,186.295493502753
"Algeria","",2021-02-20,5162.26113924011,NA,673.896123606876,202.168837082063
"Algeria","",2021-02-21,5701.22871746702,NA,751.520069833659,225.456020950098
"Algeria","",2021-02-22,6381.3682524355,NA,823.329790774367,246.99893723231
"Algeria","",2021-02-23,7086.30105632802,18.8394019735812,946.594443497845,283.978333049353
"Algeria","",2021-02-24,8051.46508074363,20.8245263438912,1053.32538041405,315.997614124216
"Algeria","",2021-02-25,9011.31474148945,22.8934987973043,1169.38799572152,350.816398716455
"Algeria","",2021-02-26,10076.1652985082,24.8393991337004,1290.56528481003,387.169585443008
"Algeria","",2021-02-27,11236.1662933985,26.9558449442751,1425.30717936675,427.592153810026
"Algeria","",2021-02-28,12532.531925273,30.0608027933464,1595.34206310887,478.602618932662
"Algeria","",2021-03-01,14060.0418662587,32.9331916309747,1771.575264082,531.472579224601
"Algeria","",2021-03-02,15711.507696686,37.8637777399138,2012.86627018591,603.859881055772
"Algeria","",2021-03-03,17730.4702513443,42.1330152165622,2252.82868537236,675.848605611709
"Algeria","",2021-03-04,19870.8381321517,46.7755198288606,2519.04132462704,755.712397388111
"Algeria","",2021-03-05,22254.1203463388,51.6226113924011,2809.04157334962,842.712472004886
"Algeria","",2021-03-06,24884.1386395185,57.0122871746702,3133.13298131825,939.939894395474
"Algeria","",2021-03-07,27816.4096328146,63.813682524355,3515.01046656468,1054.5031399694
"Algeria","",2021-03-08,31160.4164073587,70.8630105632802,3927.87692417151,1178.36307725145
"Algeria","",2021-03-09,34823.5739776791,80.5146508074363,4432.61756283607,1329.78526885082
"Algeria","",2021-03-10,39064.0727981877,90.1131474148945,4967.70953303794,1490.31285991138
"Algeria","",2021-03-11,43648.6350439634,100.761652985082,5563.5300865847,1669.05902597541
"Algeria","",2021-03-12,48710.9823135948,112.361662933985,6221.03465987962,1866.31039796389
"Algeria","",2021-03-13,54264.1277760457,125.32531925273,6954.10240820365,2086.2307224611
"Algeria","",2021-03-14,60369.6587405905,140.600418662587,7790.10410183969,2337.03123055191
"Algeria","",2021-03-15,67137.8082231811,157.11507696686,8705.89349441978,2611.76804832593
"Algeria","",2021-03-16,74469.6697061513,177.304702513443,9766.01819954691,2929.80545986407
"Algeria","",2021-03-17,82610.1142457297,198.708381321517,10912.1587609908,3273.64762829725
"Algeria","",2021-03-18,91299.9612215648,222.541203463388,12177.7455783987,3653.32367351961
"Algeria","",2021-03-19,100637.72619142,248.841386395185,13566.0319440114,4069.80958320343
"Algeria","",2021-03-20,110586.001832034,278.164096328146,15092.4146851476,4527.72440554429
"Algeria","",2021-03-21,121140.194748018,311.604164073587,16784.4520557953,5035.33561673858
"Algeria","",2021-03-22,132326.028306372,348.235739776791,18617.4174265378,5585.22522796135
"Algeria","",2021-03-23,143939.231134855,390.640727981877,20652.5285614324,6195.75856842972
"Algeria","",2021-03-24,156102.269903635,436.486350439634,22824.9903053912,6847.49709161736
"Algeria","",2021-03-25,168409.715404408,487.109823135948,25159.4315478549,7547.82946435646
"Algeria","",2021-03-26,180803.766864881,542.641277760457,27646.5004580085,8293.95013740256
"Algeria","",2021-03-27,193077.773409253,603.696587405905,30285.0486870044,9085.51460610133
"Algeria","",2021-03-28,205053.31721969,671.378082231811,33081.5070765929,9924.45212297788
"Algeria","",2021-03-29,216585.824930245,744.696697061513,35984.8077837139,10795.4423351142
"Algeria","",2021-03-30,227312.836551317,826.101142457297,39025.5674759088,11707.6702427726
"Algeria","",2021-03-31,237227.184448406,912.999612215648,42102.4288511019,12630.7286553306
"Algeria","",2021-04-01,245823.124962935,1006.3772619142,45200.9417162201,13560.282514866
"Algeria","",2021-04-02,253001.761309602,1105.86001832034,48269.4433523132,14480.8330056939
"Algeria","",2021-04-03,258567.625026743,1211.40194748018,51263.3293049224,15378.9987914767
"Algeria","",2021-04-04,262419.69033391,1323.26028306372,54146.4562325613,16243.9368697684
"Algeria","",2021-04-05,264551.07198799,1439.39231134855,56828.2091378292,17048.4627413488
"Algeria","",2021-04-06,264797.08331894,1561.02269903635,59306.7961121015,17792.0388336305
"Algeria","",2021-04-07,263404.417907144,1684.09715404408,61455.7812407338,18436.7343722201
"Algeria","",2021-04-08,260150.752206719,1808.03766864881,63250.4403274006,18975.1320982202
"Algeria","",2021-04-09,255255.879597446,1930.77773409253,64641.9062566858,19392.5718770057
"Algeria","",2021-04-10,248845.299957933,2050.5331721969,65604.9225834776,19681.4767750433
"Algeria","",2021-04-11,241126.843386826,2165.85824930245,66137.7679969975,19841.3303990993
"Algeria","",2021-04-12,232373.13859991,2273.12836551317,66199.2708297349,19859.7812489205
"Algeria","",2021-04-13,222652.484066489,2372.27184448406,65851.1044767861,19755.3313430358
"Algeria","",2021-04-14,212403.087363429,2458.23124962935,65037.6880516798,19511.3064155039
"Algeria","",2021-04-15,201526.146979479,2530.01761309602,63813.9698993616,19144.1909698085
"Algeria","",2021-04-16,190323.221095749,2585.67625026743,62211.3249894833,18663.397496845
"Algeria","",2021-04-17,178943.833265296,2624.1969033391,60281.7108467064,18084.5132540119
"Algeria","",2021-04-18,167573.312552348,2645.5107198799,58093.2846499776,17427.9853949933
"Algeria","",2021-04-19,156419.743466792,2647.9708331894,55663.1210166222,16698.9363049867
"Algeria","",2021-04-20,145454.495013317,2634.04417907144,53100.7718408572,15930.2315522572
"Algeria","",2021-04-21,135002.073741806,2601.50752206719,50381.5367448699,15114.461023461
"Algeria","",2021-04-22,124828.882638455,2552.55879597446,47580.8052739372,14274.2415821812
"Algeria","",2021-04-23,115106.798852766,2488.45299957933,44735.958316324,13420.7874948972
"Algeria","",2021-04-24,105850.174010955,2411.26843386826,41893.3281380869,12567.9984414261
"Algeria","",2021-04-25,97116.0993158638,2323.7313859991,39104.9358666981,11731.4807600094
"Algeria","",2021-04-26,88991.9561407826,2226.52484066489,36363.6237533293,10909.0871259988
"Algeria","",2021-04-27,81337.9512079176,2124.03087363429,33750.5184354515,10125.1555306355
"Algeria","",2021-04-28,74383.6864680953,2015.26146979479,31207.2206596138,9362.16619788415
"Algeria","",2021-04-29,67808.8299733043,1903.23221095749,28776.6997131914,8633.00991395743
"Algeria","",2021-04-30,61718.1024053298,1789.43833265296,26462.5435027387,7938.76305082161
"Algeria","",2021-05-01,56068.0010001562,1675.73312552348,24279.024828966,7283.70744868979
"Algeria","",2021-05-02,50869.5007741,1564.19743466792,22247.9890351956,6674.39671055869
"Algeria","",2021-05-03,46173.3145910336,1454.54495013317,20334.4878019794,6100.34634059382
"Algeria","",2021-05-04,41811.3318288201,1350.02073741806,18595.9216170238,5578.77648510714
"Algeria","",2021-05-05,37994.399178076,1248.28882638455,16952.2074933261,5085.66224799782
"Algeria","",2021-05-06,34387.4341332872,1151.06798852766,15429.5256013324,4628.85768039973
"Algeria","",2021-05-07,31089.3376998201,1058.50174010955,14017.000250039,4205.10007501171
"Algeria","",2021-05-08,28053.4707118433,971.160993158638,12717.375193525,3815.2125580575
"Algeria","",2021-05-09,25291.4325228808,889.919561407826,11543.3286477584,3462.99859432752
"Algeria","",2021-05-10,22857.0479776547,813.379512079176,10452.832957205,3135.84988716151
"Andorra","",2021-02-10,10.5270514537585,NA,NA,NA
"Andorra","",2021-02-11,0,NA,NA,NA
"Andorra","",2021-02-12,109.259536435098,NA,NA,NA
"Andorra","",2021-02-13,62.1722414214674,NA,NA,NA
"Andorra","",2021-02-14,0,NA,NA,NA
"Andorra","",2021-02-15,21.1538109797528,NA,NA,NA
"Andorra","",2021-02-16,21.4728401485741,NA,2.63176286343964,0.789528859031891
"Andorra","",2021-02-17,4.94542086370823,NA,0,0
"Andorra","",2021-02-18,0,NA,27.3148841087746,8.19446523263237
"Andorra","",2021-02-19,104.031917741037,NA,15.5430603553669,4.66291810661006
"Andorra","",2021-02-20,56.8606244526722,NA,0,0
"Andorra","",2021-02-21,0,NA,5.28845274493819,1.58653582348146
"Andorra","",2021-02-22,16.0348894374767,NA,5.36821003714354,1.61046301114306
"Andorra","",2021-02-23,16.5525984357978,0.105270514537585,1.23635521592706,0.370906564778117
"Andorra","",2021-02-24,0.21788130608453,0,0,0
"Andorra","",2021-02-25,0,1.09259536435098,26.0079794352593,7.80239383057778
"Andorra","",2021-02-26,99.6528712365738,0.621722414214674,14.215156113168,4.26454683395041
"Andorra","",2021-02-27,52.4112853266795,0,0,0
"Andorra","",2021-02-28,0,0.211538109797528,4.00872235936918,1.20261670781075
"Andorra","",2021-03-01,11.7216709552653,0.214728401485741,4.13814960894945,1.24144488268484
"Andorra","",2021-03-02,12.3751282831668,0.0494542086370823,0.0544703265211326,0.0163410979563398
"Andorra","",2021-03-03,0,0,0,0
"Andorra","",2021-03-04,0,1.04031917741037,24.9132178091434,7.47396534274303
"Andorra","",2021-03-05,95.6978907901518,0.568606244526722,13.1028213316699,3.93084639950096
"Andorra","",2021-03-06,48.3516172474331,0,0,0
"Andorra","",2021-03-07,0,0.160348894374767,2.93041773881632,0.879125321644896
"Andorra","",2021-03-08,7.72781834588363,0.165525984357978,3.0937820707917,0.92813462123751
"Andorra","",2021-03-09,8.49871700683499,0.0021788130608453,0,0
"Andorra","",2021-03-10,0,0,0,0
"Andorra","",2021-03-11,0,0.996528712365738,23.9244726975379,7.17734180926138
"Andorra","",2021-03-12,92.0035191148001,0.524112853266795,12.0879043118583,3.62637129355748
"Andorra","",2021-03-13,44.5632306875048,0,0,0
"Andorra","",2021-03-14,0,0.117216709552653,1.93195458647091,0.579586375941272
"Andorra","",2021-03-15,3.98891013832613,0.123751282831668,2.12467925170875,0.637403775512624
"Andorra","",2021-03-16,4.86802881270508,0,0,0
"Andorra","",2021-03-17,0,0,0,0
"Andorra","",2021-03-18,0,0.956978907901518,23.0008797787,6.90026393361001
"Andorra","",2021-03-19,88.5158097132,0.483516172474331,11.1408076718762,3.34224230156286
"Andorra","",2021-03-20,40.992782370822,0,0,0
"Andorra","",2021-03-21,0,0.0772781834588363,0.997227534581532,0.29916826037446
"Andorra","",2021-03-22,0.457952343066396,0.0849871700683499,1.21700720317627,0.365102160952881
"Andorra","",2021-03-23,1.44120196205183,0,0,0
"Andorra","",2021-03-24,0,0,0,0
"Andorra","",2021-03-25,0,0.920035191148001,22.1289524283,6.63868572849
"Andorra","",2021-03-26,85.2125979386325,0.445632306875048,10.2481955927055,3.07445867781165
"Andorra","",2021-03-27,37.6233339096873,0,0,0
"Andorra","",2021-03-28,0,0.0398891013832613,0.114488085766599,0.0343464257299797
"Andorra","",2021-03-29,0,0.0486802881270508,0.360300490512958,0.108090147153887
"Andorra","",2021-03-30,0,0,0,0
"Andorra","",2021-03-31,0,0,0,0
"Andorra","",2021-04-01,0,0.885158097132,21.3031494846581,6.39094484539743
"Andorra","",2021-04-02,81.9674450814115,0.40992782370822,9.40583347742184,2.82175004322655
"Andorra","",2021-04-03,34.3265867576769,0,0,0
"Andorra","",2021-04-04,0,0.00457952343066396,0,0
"Andorra","",2021-04-05,0,0.0144120196205183,0,0
"Andorra","",2021-04-06,0,0,0,0
"Andorra","",2021-04-07,0,0,0,0
"Andorra","",2021-04-08,0,0.852125979386325,20.4918612703529,6.14755838110586
"Andorra","",2021-04-09,78.7364183097129,0.376233339096873,8.58164668941924,2.57449400682577
