"CountryName","RegionName","SumCases","SumCost","AvgCases","AvgCost","PrescriptionIndex"
"Afghanistan","",5315572.84217071,2982.6,59061.9204685634,33.14,4
"Albania","",244869.061913679,3231,2720.76735459643,35.9,4
"Algeria","",4693415.32010835,2945.7,52149.059112315,32.73,4
"Andorra","",1017.39870613067,3108.6,11.3044300681185,34.54,4
"Angola","",3439001.2239793,3085.2,38211.1247108812,34.28,4
"Argentina","",2628460.86144422,3027.6,29205.1206827135,33.64,4
"Aruba","",3996.64170250406,3034.8,44.4071300278228,33.72,4
"Australia","",1236341.75756871,2924.1,13737.1306396524,32.49,4
"Austria","",462083.984321631,3039.3,5134.26649246256,33.77,4
"Azerbaijan","",824546.235826066,3006,9161.62484251185,33.4,4
"Bahamas","",27611.2081655931,3026.7,306.791201839923,33.63,4
"Bahrain","",56484.7354672768,3113.1,627.608171858631,34.59,4
"Bangladesh","",16462464.0478061,2959.2,182916.267197846,32.88,4
"Barbados","",23651.8565615953,3030.3,262.798406239947,33.67,4
"Belarus","",838722.818081736,3028.5,9319.1424231304,33.65,4
"Belgium","",380722.58563649,3080.7,4230.25095151655,34.23,4
"Belize","",29960.7692077093,3006,332.897435641214,33.4,4
"Benin","",1139765.71413556,2993.4,12664.0634903951,33.26,4
"Bermuda","",6951.68750319243,3175.2,77.2409722576937,35.28,4
"Bhutan","",86541.2771694243,3043.8,961.569746326937,33.82,4
"Bolivia","",1188180.31179799,3204,13202.0034644221,35.6,4
"Bosnia and Herzegovina","",217285.106648107,2914.2,2414.27896275674,32.38,4
"Botswana","",270215.131777941,3123,3002.39035308824,34.7,4
"Brazil","",12260794.7849215,3229.2,136231.053165794,35.88,4
"Brunei","",28580.4135082892,3096,317.560150092102,34.4,4
"Bulgaria","",513761.825563753,2658.6,5708.46472848615,29.54,4
"Burkina Faso","",2741942.57426956,3213.9,30466.0286029951,35.71,4
"Burundi","",1698455.2772278,3141.9,18871.7253025311,34.91,4
"Cambodia","",1104984.46082337,2828.7,12277.6051202597,31.43,4
"Cameroon","",0,3114.9,0,34.61,4
"Canada","",3344374.04001524,3144.6,37159.7115557249,34.94,4
"Cape Verde","",47068.9073875787,2666.7,522.987859861985,29.63,4
"Central African Republic","",250133.219868919,3091.5,2779.25799854355,34.35,4
"Chad","",1873453.03422399,3134.7,20816.144824711,34.83,4
"Chile","",1258676.79704673,2923.2,13985.2977449637,32.48,4
"China","",18605394.1207808,2996.1,206726.601342009,33.29,4
"Colombia","",3084102.6815052,2980.8,34267.80757228,33.12,4
"Comoros","",112669.43569461,2915.1,1251.882618829,32.39,4
"Congo","",210057.674360663,2903.4,2333.97415956292,32.26,4
"Costa Rica","",330277.904180218,2929.5,3669.75449089132,32.55,4
"Cote d'Ivoire","",3593572.94588657,2865.6,39928.5882876286,31.84,4
"Croatia","",150287.880212103,3119.4,1669.86533569003,34.66,4
"Cuba","",1456606.64276247,2910.6,16184.5182529163,32.34,4
"Cyprus","",87047.2033520867,3089.7,967.191148356519,34.33,4
"Czech Republic","",200657.439305081,3006.9,2229.52710338979,33.41,4
"Democratic Republic of Congo","",9710214.02223966,3302.1,107891.266913774,36.69,4
"Denmark","",383776.021233316,3148.2,4264.17801370352,34.98,4
"Djibouti","",102878.449399116,3194.1,1143.0938822124,35.49,4
"Dominica","",9358.5757936482,3064.5,103.98417548498,34.05,4
"Dominican Republic","",1054215.00381943,2959.2,11713.5000424381,32.88,4
"Ecuador","",1889756.62175042,3442.5,20997.2957972269,38.25,4
"Egypt","",12398197.3374958,2941.2,137757.748194398,32.68,4
"El Salvador","",766384.651748476,3244.5,8515.38501942751,36.05,4
"Eritrea","",517694.619076343,3081.6,5752.16243418159,34.24,4
"Estonia","",93230.0207814636,3121.2,1035.88911979404,34.68,4
"Eswatini","",119815.316385341,3151.8,1331.28129317046,35.02,4
"Ethiopia","",12218093.4799783,3304.8,135756.594221981,36.72,4
"Faeroe Islands","",5722.46187473018,3011.4,63.5829097192242,33.46,4
"Fiji","",70153.551737392,3035.7,779.483908193245,33.73,4
"Finland","",653184.664828657,2910.6,7257.60738698508,32.34,4
"France","",3491404.79720131,2976.3,38793.3866355701,33.07,4
"Gabon","",261445.184922322,3138.3,2904.94649913691,34.87,4
"Gambia","",336798.620979036,3304.8,3742.20689976706,36.72,4
"Georgia","",96070.4477049065,2955.6,1067.44941894341,32.84,4
"Germany","",6712095.50337188,2881.8,74578.8389263542,32.02,4
"Ghana","",3421679.19378976,3005.1,38018.6577087751,33.39,4
"Greece","",1081761.116327,3011.4,12019.5679591888,33.46,4
"Greenland","",7905.39876567623,3001.5,87.8377640630692,33.35,4
"Guam","",7256.94957682297,3045.6,80.6327730758107,33.84,4
"Guatemala","",2119733.63772305,2918.7,23552.5959747005,32.43,4
"Guinea","",1321083.82278155,2988,14678.7091420172,33.2,4
"Guyana","",93733.3826428791,3180.6,1041.48202936532,35.34,4
"Haiti","",1176932.04658829,3397.5,13077.0227398699,37.75,4
"Honduras","",1051151.91440588,3122.1,11679.4657156208,34.69,4
"Hong Kong","",805893.987400477,3061.8,8954.37763778308,34.02,4
"Hungary","",621788.51363749,3089.7,6908.76126263877,34.33,4
"Iceland","",34759.2084547182,2826,386.213427274647,31.4,4
"India","",145826658.852218,2996.1,1620296.20946909,33.29,4
"Indonesia","",34351117.4252728,3060.9,381679.082503032,34.01,4
"Iran","",8343457.16475579,2913.3,92705.0796083976,32.37,4
"Iraq","",3855401.8102556,3096,42837.7978917289,34.4,4
"Ireland","",138815.238350128,3258.9,1542.39153722364,36.21,4
"Israel","",254383.249795718,3228.3,2826.48055328575,35.87,4
"Italy","",3548856.6490587,3319.2,39431.7405450967,36.88,4
"Jamaica","",334020.581603883,3075.3,3711.3397955987,34.17,4
"Japan","",16180830.2937607,3057.3,179787.003264007,33.97,4
"Jordan","",719551.197151608,3024,7995.01330168453,33.6,4
"Kazakhstan","",2055389.67792985,2992.5,22837.6630881095,33.25,4
"Kenya","",6268468.18008556,3204.9,69649.6464453951,35.61,4
"Kosovo","",139864.656072523,3056.4,1554.05173413914,33.96,4
"Kuwait","",282876.259173678,3084.3,3143.0695463742,34.27,4
"Kyrgyz Republic","",638339.061535869,3152.7,7092.65623928744,35.03,4
"Laos","",0,2999.7,0,33.33,4
"Latvia","",124487.663473757,2974.5,1383.19626081953,33.05,4
"Lebanon","",355927.667054208,3123.9,3954.75185615786,34.71,4
"Lesotho","",128443.863881968,3066.3,1427.15404313297,34.07,4
"Liberia","",0,3195.9,0,35.51,4
"Libya","",687250.198873732,3078.9,7636.11332081924,34.21,4
"Lithuania","",81458.9102211711,2907.9,905.099002457456,32.31,4
"Luxembourg","",11065.8740472254,3041.1,122.954156080282,33.79,4
"Macao","",0,3103.2,0,34.48,4
"Madagascar","",1905487.51079888,3239.1,21172.0834533209,35.99,4
"Malawi","",2584051.49387592,3117.6,28711.683265288,34.64,4
"Malaysia","",3877534.23593059,3053.7,43083.7137325621,33.93,4
"Mali","",1966745.21527319,3078.9,21852.7246141465,34.21,4
"Mauritania","",568245.333336557,2962.8,6313.83703707285,32.92,4
"Mauritius","",163700.062249949,3086.1,1818.88958055499,34.29,4
"Mexico","",13628299.8967681,2841.3,151425.554408534,31.57,4
"Moldova","",76349.9575370432,3276,848.332861522702,36.4,4
"Monaco","",2374.47206892106,3089.7,26.3830229880118,34.33,4
"Mongolia","",402242.904993191,3063.6,4469.36561103546,34.04,4
"Morocco","",3864537.45307756,3089.7,42939.3050341952,34.33,4
"Mozambique","",4209262.66085006,2916,46769.5851205562,32.4,4
"Myanmar","",6250321.0314921,3141,69448.0114610234,34.9,4
"Namibia","",263533.814497613,3160.8,2928.15349441793,35.12,4
"Nepal","",2904219.66510882,2958.3,32269.107390098,32.87,4
"Netherlands","",611276.709641831,3259.8,6791.96344046478,36.22,4
"New Zealand","",558319.303002602,3396.6,6203.54781114002,37.74,4
