"CountryName","RegionName","Date","PredictedDailyNewCases","PredictedDailyNewDeaths","PredictedDailyNewHospital","PredictedDailyNewICU","Cost","C1_School.closing","C2_Workplace.closing","C3_Cancel.public.events","C4_Restrictions.on.gatherings","C5_Close.public.transport","C6_Stay.at.home.requirements","C7_Restrictions.on.internal.movement","C8_International.travel.controls","H1_Public.information.campaigns","H2_Testing.policy","H3_Contact.tracing","H6_Facial.Coverings"
"Afghanistan","",2021-02-13,18789.4671750646,NA,NA,NA,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-02-14,20880.0718537174,NA,NA,NA,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-02-15,24741.4592700186,NA,NA,NA,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-02-16,25888.1961946853,NA,NA,NA,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-02-17,28610.0106022582,NA,NA,NA,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-02-18,31781.0880413006,NA,NA,NA,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-02-19,35146.3636053994,NA,4697.36679376614,1409.21003812984,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-02-20,38791.6413071398,NA,5220.01796342935,1566.0053890288,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-02-21,42781.8169704035,NA,6185.36481750465,1855.60944525139,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-02-22,48668.1693582436,NA,6472.04904867132,1941.61471460139,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-02-23,51949.9440124273,NA,7152.50265056454,2145.75079516936,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-02-24,56928.8313307542,NA,7945.27201032516,2383.58160309755,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-02-25,62460.0759769743,NA,8786.59090134985,2635.97727040496,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-02-26,68271.0760050424,187.894671750646,9697.91032678495,2909.37309803549,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-02-27,74426.2507433244,208.800718537174,10695.4542426009,3208.63627278026,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-02-28,80961.6530505638,247.414592700186,12167.0423395609,3650.11270186827,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-01,89391.3106096646,258.881961946853,12987.4860031068,3896.24580093205,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-02,95147.6802709085,286.100106022582,14232.2078326885,4269.66234980656,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-03,102516.448529531,317.810880413006,15615.0189942436,4684.50569827307,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-04,110276.353203773,351.463636053994,17067.7690012606,5120.33070037818,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-05,118083.485299987,387.916413071398,18606.5626858311,5581.96880574933,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-06,125930.031720689,427.818169704035,20240.413262641,6072.12397879229,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-07,133777.532552654,486.681693582436,22347.8276524162,6704.34829572485,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-08,143060.802117638,519.499440124273,23786.9200677271,7136.07602031814,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-09,149097.468389717,569.288313307542,25629.1121323828,7688.73363971485,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-10,156168.049021547,624.600759769743,27569.0883009432,8270.72649028297,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-11,162959.239886527,682.710760050424,29520.8713249968,8856.26139749904,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-12,169072.560251331,744.262507433244,31482.5079301722,9444.75237905166,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-13,174469.530302666,809.616530505638,33444.3831381635,10033.3149414491,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-14,179100.921446734,893.913106096646,35765.2005294094,10729.5601588228,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-15,184413.281812591,951.476802709085,37274.3670974293,11182.3101292288,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-16,185708.99414489,1025.16448529531,39042.0122553867,11712.603676616,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-17,187433.299789185,1102.76353203773,40739.8099716319,12221.9429914896,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-18,188317.304001389,1180.83485299987,42268.1400628327,12680.4420188498,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-19,188066.292255444,1259.30031720689,43617.3825756665,13085.2147726999,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-20,186773.522975449,1337.77532552654,44775.2303616834,13432.569108505,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-21,184531.167129988,1430.60802117638,46103.3204531478,13830.9961359443,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-22,182931.184545492,1490.97468389717,46427.2485362224,13928.1745608667,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-23,177362.076171045,1561.68049021547,46858.3249472963,14057.4974841889,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-24,172525.559975979,1629.59239886527,47079.3260003472,14123.7978001042,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-25,167222.313443726,1690.72560251331,47016.5730638609,14104.9719191583,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-26,161257.596919823,1744.69530302666,46693.3807438623,14008.0142231587,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-27,154815.157079851,1791.00921446734,46132.7917824971,13839.8375347491,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-28,148052.445585099,1844.13281812591,45732.7961363731,13719.8388409119,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-29,142601.195064127,1857.0899414489,44340.5190427613,13302.1557128284,4.77,1,0,0,4,0,0,1,1,0,0,1,2
"Afghanistan","",2021-03-30,133818.125885481,1874.33299789185,43131.3899939948,12939.4169981984,4.77,1,0,0,4,0,0,1,1,0,0,1,2
