"","date","cases","deaths","cum_cases","cum_deaths","cases_active","cases_infect","cases_symptom","p_cases","p_cases_daily","p_cases_active","p_infect","p_symptom","population"
"1","2020/01/01",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"2","2020/01/02",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"3","2020/01/03",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"4","2020/01/04",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"5","2020/01/05",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"6","2020/01/06",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"7","2020/01/07",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"8","2020/01/08",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"9","2020/01/09",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"10","2020/01/10",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"11","2020/01/11",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"12","2020/01/12",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"13","2020/01/13",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"14","2020/01/14",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"15","2020/01/15",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"16","2020/01/16",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"17","2020/01/17",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"18","2020/01/18",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"19","2020/01/19",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"20","2020/01/20",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"21","2020/01/21",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"22","2020/01/22",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"23","2020/01/23",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"24","2020/01/24",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"25","2020/01/25",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"26","2020/01/26",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"27","2020/01/27",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"28","2020/01/28",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"29","2020/01/29",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"30","2020/01/30",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"31","2020/01/31",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"32","2020/02/01",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"33","2020/02/02",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"34","2020/02/03",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"35","2020/02/04",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"36","2020/02/05",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"37","2020/02/06",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"38","2020/02/07",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"39","2020/02/08",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"40","2020/02/09",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"41","2020/02/10",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"42","2020/02/11",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"43","2020/02/12",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"44","2020/02/13",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"45","2020/02/14",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"46","2020/02/15",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"47","2020/02/16",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"48","2020/02/17",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"49","2020/02/18",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"50","2020/02/19",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"51","2020/02/20",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"52","2020/02/21",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"53","2020/02/22",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"54","2020/02/23",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"55","2020/02/24",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"56","2020/02/25",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"57","2020/02/26",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"58","2020/02/27",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"59","2020/02/28",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"60","2020/02/29",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"61","2020/03/01",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"62","2020/03/02",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"63","2020/03/03",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"64","2020/03/04",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"65","2020/03/05",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"66","2020/03/06",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"67","2020/03/07",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"68","2020/03/08",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"69","2020/03/09",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"70","2020/03/10",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"71","2020/03/11",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"72","2020/03/12",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"73","2020/03/13",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"74","2020/03/14",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"75","2020/03/15",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"76","2020/03/16",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"77","2020/03/17",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"78","2020/03/18",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"79","2020/03/19",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"80","2020/03/20",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"81","2020/03/21",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"82","2020/03/22",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"83","2020/03/23",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"84","2020/03/24",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"85","2020/03/25",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"86","2020/03/26",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"87","2020/03/27",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"88","2020/03/28",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"89","2020/03/29",0,0,0,0,0,0,0,0,0,0,0,0,2303703
"90","2020/03/30",3,0,3,0,3,3,3,1.3022512016523e-06,1.3022512016523e-06,1.3022512016523e-06,1.3022512016523e-06,1.3022512016523e-06,2303703
"91","2020/03/31",1,1,4,1,4,4,4,1.7363349355364e-06,4.34083733884099e-07,1.7363349355364e-06,1.7363349355364e-06,1.7363349355364e-06,2303703
"92","2020/04/01",0,0,4,1,4,4,4,1.7363349355364e-06,0,1.7363349355364e-06,1.7363349355364e-06,1.7363349355364e-06,2303703
"93","2020/04/02",0,0,4,1,4,4,4,1.7363349355364e-06,0,1.7363349355364e-06,1.7363349355364e-06,1.7363349355364e-06,2303703
"94","2020/04/03",0,0,4,1,4,4,4,1.7363349355364e-06,0,1.7363349355364e-06,1.7363349355364e-06,1.7363349355364e-06,2303703
"95","2020/04/04",0,0,4,1,4,4,4,1.7363349355364e-06,0,1.7363349355364e-06,1.7363349355364e-06,1.7363349355364e-06,2303703
"96","2020/04/05",2,0,6,1,6,6,6,2.60450240330459e-06,8.68167467768198e-07,2.60450240330459e-06,2.60450240330459e-06,2.60450240330459e-06,2303703
"97","2020/04/06",0,0,6,1,6,6,6,2.60450240330459e-06,0,2.60450240330459e-06,2.60450240330459e-06,2.60450240330459e-06,2303703
"98","2020/04/07",0,0,6,1,6,6,6,2.60450240330459e-06,0,2.60450240330459e-06,2.60450240330459e-06,2.60450240330459e-06,2303703
"99","2020/04/08",0,0,6,1,6,6,6,2.60450240330459e-06,0,2.60450240330459e-06,2.60450240330459e-06,2.60450240330459e-06,2303703
"100","2020/04/09",7,0,13,1,13,13,13,5.64308854049328e-06,3.03858613718869e-06,5.64308854049328e-06,5.64308854049328e-06,5.64308854049328e-06,2303703
"101","2020/04/10",0,0,13,1,13,13,13,5.64308854049328e-06,0,5.64308854049328e-06,5.64308854049328e-06,5.64308854049328e-06,2303703
"102","2020/04/11",0,0,13,1,10,10,13,5.64308854049328e-06,0,4.34083733884099e-06,4.34083733884099e-06,5.64308854049328e-06,2303703
