"","date","countrycode","population","cases_daily","deaths","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases_daily","p_cases_contagious","p_cases_active"
"32733","2020/03/03","MA",36471766,1,0,1,0,1,1,2.74184693990414e-08,2.74184693990414e-08,2.74184693990414e-08,2.74184693990414e-08
"32732","2020/03/06","MA",36471766,1,0,2,0,2,2,5.48369387980829e-08,2.74184693990414e-08,5.48369387980829e-08,5.48369387980829e-08
"32731","2020/03/12","MA",36471766,3,1,5,1,5,5,1.37092346995207e-07,8.22554081971243e-08,1.37092346995207e-07,1.37092346995207e-07
"32730","2020/03/13","MA",36471766,1,0,6,1,6,6,1.64510816394249e-07,2.74184693990414e-08,1.64510816394249e-07,1.64510816394249e-07
"32729","2020/03/14","MA",36471766,1,0,7,1,7,7,1.9192928579329e-07,2.74184693990414e-08,1.9192928579329e-07,1.9192928579329e-07
"32728","2020/03/15","MA",36471766,11,0,18,1,18,18,4.93532449182746e-07,3.01603163389456e-07,4.93532449182746e-07,4.93532449182746e-07
"32727","2020/03/16","MA",36471766,10,0,28,1,28,28,7.6771714317316e-07,2.74184693990414e-07,7.6771714317316e-07,7.6771714317316e-07
"32726","2020/03/17","MA",36471766,9,0,37,1,37,37,1.01448336776453e-06,2.46766224591373e-07,1.01448336776453e-06,1.01448336776453e-06
"32725","2020/03/18","MA",36471766,7,1,44,2,44,44,1.20641265355782e-06,1.9192928579329e-07,1.20641265355782e-06,1.20641265355782e-06
"32724","2020/03/19","MA",36471766,10,0,54,2,54,54,1.48059734754824e-06,2.74184693990414e-07,1.48059734754824e-06,1.48059734754824e-06
"32723","2020/03/20","MA",36471766,9,0,63,2,63,63,1.72736357213961e-06,2.46766224591373e-07,1.72736357213961e-06,1.72736357213961e-06
"32722","2020/03/21","MA",36471766,23,1,86,3,86,86,2.35798836831756e-06,6.30624796177953e-07,2.35798836831756e-06,2.35798836831756e-06
"32721","2020/03/22","MA",36471766,10,0,96,3,95,96,2.63217306230798e-06,2.74184693990414e-07,2.60475459290894e-06,2.63217306230798e-06
"32720","2020/03/23","MA",36471766,19,1,115,4,113,115,3.15312398088977e-06,5.20950918581787e-07,3.09828704209168e-06,3.15312398088977e-06
"32719","2020/03/24","MA",36471766,19,0,134,4,129,134,3.67407489947155e-06,5.20950918581787e-07,3.53698255247635e-06,3.67407489947155e-06
"32718","2020/03/25","MA",36471766,36,1,170,5,164,170,4.66113979783704e-06,9.87064898365492e-07,4.4966289814428e-06,4.66113979783704e-06
"32717","2020/03/26","MA",36471766,55,1,225,6,218,225,6.16915561478432e-06,1.50801581694728e-06,5.97722632899103e-06,6.16915561478432e-06
"32716","2020/03/27","MA",36471766,50,4,275,10,257,275,7.5400790847364e-06,1.37092346995207e-06,7.04654663555365e-06,7.5400790847364e-06
"32715","2020/03/28","MA",36471766,70,13,345,23,317,344,9.4593719426693e-06,1.9192928579329e-06,8.69165479949614e-06,9.43195347327026e-06
"32714","2020/03/29","MA",36471766,13,0,358,23,321,356,9.81581204485683e-06,3.56440102187539e-07,8.8013286770923e-06,9.76097510605875e-06
"32713","2020/03/30","MA",36471766,121,3,479,26,435,474,1.31334468421408e-05,3.31763479728401e-06,1.1927034188583e-05,1.29963544951456e-05
"32712","2020/03/31","MA",36471766,77,7,556,33,502,550,1.5244668985867e-05,2.11122214372619e-06,1.37640716383188e-05,1.50801581694728e-05
"32711","2020/04/01","MA",36471766,61,3,617,36,554,610,1.69171956192086e-05,1.67252663334153e-06,1.5189832047069e-05,1.67252663334153e-05
"32710","2020/04/02","MA",36471766,37,3,654,39,568,636,1.79316789869731e-05,1.01448336776453e-06,1.55736906186555e-05,1.74381465377904e-05
"32709","2020/04/03","MA",36471766,54,5,708,44,612,680,1.94122763345213e-05,1.48059734754824e-06,1.67801032722134e-05,1.86445591913482e-05
"32708","2020/04/04","MA",36471766,0,0,708,44,593,671,1.94122763345213e-05,0,1.62591523536316e-05,1.83977929667568e-05
