"","date","cases","deaths","cum_cases","cum_deaths","cases_active","cases_infect","cases_symptom","p_cases","p_cases_daily","p_cases_active","p_infect","p_symptom","population"
"1","2020/01/01",0,0,0,0,0,0,0,0,0,0,0,0,763094
"2","2020/01/02",0,0,0,0,0,0,0,0,0,0,0,0,763094
"3","2020/01/03",0,0,0,0,0,0,0,0,0,0,0,0,763094
"4","2020/01/04",0,0,0,0,0,0,0,0,0,0,0,0,763094
"5","2020/01/05",0,0,0,0,0,0,0,0,0,0,0,0,763094
"6","2020/01/06",0,0,0,0,0,0,0,0,0,0,0,0,763094
"7","2020/01/07",0,0,0,0,0,0,0,0,0,0,0,0,763094
"8","2020/01/08",0,0,0,0,0,0,0,0,0,0,0,0,763094
"9","2020/01/09",0,0,0,0,0,0,0,0,0,0,0,0,763094
"10","2020/01/10",0,0,0,0,0,0,0,0,0,0,0,0,763094
"11","2020/01/11",0,0,0,0,0,0,0,0,0,0,0,0,763094
"12","2020/01/12",0,0,0,0,0,0,0,0,0,0,0,0,763094
"13","2020/01/13",0,0,0,0,0,0,0,0,0,0,0,0,763094
"14","2020/01/14",0,0,0,0,0,0,0,0,0,0,0,0,763094
"15","2020/01/15",0,0,0,0,0,0,0,0,0,0,0,0,763094
"16","2020/01/16",0,0,0,0,0,0,0,0,0,0,0,0,763094
"17","2020/01/17",0,0,0,0,0,0,0,0,0,0,0,0,763094
"18","2020/01/18",0,0,0,0,0,0,0,0,0,0,0,0,763094
"19","2020/01/19",0,0,0,0,0,0,0,0,0,0,0,0,763094
"20","2020/01/20",0,0,0,0,0,0,0,0,0,0,0,0,763094
"21","2020/01/21",0,0,0,0,0,0,0,0,0,0,0,0,763094
"22","2020/01/22",0,0,0,0,0,0,0,0,0,0,0,0,763094
"23","2020/01/23",0,0,0,0,0,0,0,0,0,0,0,0,763094
"24","2020/01/24",0,0,0,0,0,0,0,0,0,0,0,0,763094
"25","2020/01/25",0,0,0,0,0,0,0,0,0,0,0,0,763094
"26","2020/01/26",0,0,0,0,0,0,0,0,0,0,0,0,763094
"27","2020/01/27",0,0,0,0,0,0,0,0,0,0,0,0,763094
"28","2020/01/28",0,0,0,0,0,0,0,0,0,0,0,0,763094
"29","2020/01/29",0,0,0,0,0,0,0,0,0,0,0,0,763094
"30","2020/01/30",0,0,0,0,0,0,0,0,0,0,0,0,763094
"31","2020/01/31",0,0,0,0,0,0,0,0,0,0,0,0,763094
"32","2020/02/01",0,0,0,0,0,0,0,0,0,0,0,0,763094
"33","2020/02/02",0,0,0,0,0,0,0,0,0,0,0,0,763094
"34","2020/02/03",0,0,0,0,0,0,0,0,0,0,0,0,763094
"35","2020/02/04",0,0,0,0,0,0,0,0,0,0,0,0,763094
"36","2020/02/05",0,0,0,0,0,0,0,0,0,0,0,0,763094
"37","2020/02/06",0,0,0,0,0,0,0,0,0,0,0,0,763094
"38","2020/02/07",0,0,0,0,0,0,0,0,0,0,0,0,763094
"39","2020/02/08",0,0,0,0,0,0,0,0,0,0,0,0,763094
"40","2020/02/09",0,0,0,0,0,0,0,0,0,0,0,0,763094
"41","2020/02/10",0,0,0,0,0,0,0,0,0,0,0,0,763094
"42","2020/02/11",0,0,0,0,0,0,0,0,0,0,0,0,763094
"43","2020/02/12",0,0,0,0,0,0,0,0,0,0,0,0,763094
"44","2020/02/13",0,0,0,0,0,0,0,0,0,0,0,0,763094
"45","2020/02/14",0,0,0,0,0,0,0,0,0,0,0,0,763094
"46","2020/02/15",0,0,0,0,0,0,0,0,0,0,0,0,763094
"47","2020/02/16",0,0,0,0,0,0,0,0,0,0,0,0,763094
"48","2020/02/17",0,0,0,0,0,0,0,0,0,0,0,0,763094
"49","2020/02/18",0,0,0,0,0,0,0,0,0,0,0,0,763094
"50","2020/02/19",0,0,0,0,0,0,0,0,0,0,0,0,763094
"51","2020/02/20",0,0,0,0,0,0,0,0,0,0,0,0,763094
"52","2020/02/21",0,0,0,0,0,0,0,0,0,0,0,0,763094
"53","2020/02/22",0,0,0,0,0,0,0,0,0,0,0,0,763094
"54","2020/02/23",0,0,0,0,0,0,0,0,0,0,0,0,763094
"55","2020/02/24",0,0,0,0,0,0,0,0,0,0,0,0,763094
"56","2020/02/25",0,0,0,0,0,0,0,0,0,0,0,0,763094
"57","2020/02/26",0,0,0,0,0,0,0,0,0,0,0,0,763094
"58","2020/02/27",0,0,0,0,0,0,0,0,0,0,0,0,763094
"59","2020/02/28",0,0,0,0,0,0,0,0,0,0,0,0,763094
"60","2020/02/29",0,0,0,0,0,0,0,0,0,0,0,0,763094
"61","2020/03/01",0,0,0,0,0,0,0,0,0,0,0,0,763094
"62","2020/03/02",0,0,0,0,0,0,0,0,0,0,0,0,763094
"63","2020/03/03",0,0,0,0,0,0,0,0,0,0,0,0,763094
"64","2020/03/04",0,0,0,0,0,0,0,0,0,0,0,0,763094
"65","2020/03/05",0,0,0,0,0,0,0,0,0,0,0,0,763094
"66","2020/03/06",1,0,1,0,1,1,1,1.31045454426322e-06,1.31045454426322e-06,1.31045454426322e-06,1.31045454426322e-06,1.31045454426322e-06,763094
"67","2020/03/07",0,0,1,0,1,1,1,1.31045454426322e-06,0,1.31045454426322e-06,1.31045454426322e-06,1.31045454426322e-06,763094
"68","2020/03/08",0,0,1,0,1,1,1,1.31045454426322e-06,0,1.31045454426322e-06,1.31045454426322e-06,1.31045454426322e-06,763094
"69","2020/03/09",0,0,1,0,1,1,1,1.31045454426322e-06,0,1.31045454426322e-06,1.31045454426322e-06,1.31045454426322e-06,763094
"70","2020/03/10",0,0,1,0,1,1,1,1.31045454426322e-06,0,1.31045454426322e-06,1.31045454426322e-06,1.31045454426322e-06,763094
"71","2020/03/11",0,0,1,0,1,1,1,1.31045454426322e-06,0,1.31045454426322e-06,1.31045454426322e-06,1.31045454426322e-06,763094
"72","2020/03/12",0,0,1,0,1,1,1,1.31045454426322e-06,0,1.31045454426322e-06,1.31045454426322e-06,1.31045454426322e-06,763094
"73","2020/03/13",0,0,1,0,1,1,1,1.31045454426322e-06,0,1.31045454426322e-06,1.31045454426322e-06,1.31045454426322e-06,763094
"74","2020/03/14",0,0,1,0,1,1,1,1.31045454426322e-06,0,1.31045454426322e-06,1.31045454426322e-06,1.31045454426322e-06,763094
"75","2020/03/15",0,0,1,0,1,1,1,1.31045454426322e-06,0,1.31045454426322e-06,1.31045454426322e-06,1.31045454426322e-06,763094
"76","2020/03/16",0,0,1,0,1,1,1,1.31045454426322e-06,0,1.31045454426322e-06,1.31045454426322e-06,1.31045454426322e-06,763094
"77","2020/03/17",0,0,1,0,1,1,1,1.31045454426322e-06,0,1.31045454426322e-06,1.31045454426322e-06,1.31045454426322e-06,763094
"78","2020/03/18",0,0,1,0,0,0,1,1.31045454426322e-06,0,0,0,1.31045454426322e-06,763094
"79","2020/03/19",0,0,1,0,0,0,1,1.31045454426322e-06,0,0,0,1.31045454426322e-06,763094
"80","2020/03/20",1,0,2,0,1,1,2,2.62090908852645e-06,1.31045454426322e-06,1.31045454426322e-06,1.31045454426322e-06,2.62090908852645e-06,763094
"81","2020/03/21",0,0,2,0,1,1,2,2.62090908852645e-06,0,1.31045454426322e-06,1.31045454426322e-06,2.62090908852645e-06,763094
"82","2020/03/22",0,0,2,0,1,1,2,2.62090908852645e-06,0,1.31045454426322e-06,1.31045454426322e-06,2.62090908852645e-06,763094
"83","2020/03/23",0,0,2,0,1,1,2,2.62090908852645e-06,0,1.31045454426322e-06,1.31045454426322e-06,2.62090908852645e-06,763094
"84","2020/03/24",0,0,2,0,1,1,1,2.62090908852645e-06,0,1.31045454426322e-06,1.31045454426322e-06,1.31045454426322e-06,763094
"85","2020/03/25",0,0,2,0,1,1,1,2.62090908852645e-06,0,1.31045454426322e-06,1.31045454426322e-06,1.31045454426322e-06,763094
"86","2020/03/26",0,0,2,0,1,1,1,2.62090908852645e-06,0,1.31045454426322e-06,1.31045454426322e-06,1.31045454426322e-06,763094
