"","date","cases","deaths","cum_cases","cum_deaths","cases_active","cases_infect","cases_symptom","p_cases","p_cases_daily","p_cases_active","p_infect","p_symptom","population"
"1","2020/01/01",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"2","2020/01/02",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"3","2020/01/03",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"4","2020/01/04",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"5","2020/01/05",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"6","2020/01/06",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"7","2020/01/07",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"8","2020/01/08",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"9","2020/01/09",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"10","2020/01/10",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"11","2020/01/11",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"12","2020/01/12",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"13","2020/01/13",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"14","2020/01/14",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"15","2020/01/15",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"16","2020/01/16",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"17","2020/01/17",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"18","2020/01/18",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"19","2020/01/19",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"20","2020/01/20",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"21","2020/01/21",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"22","2020/01/22",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"23","2020/01/23",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"24","2020/01/24",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"25","2020/01/25",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"26","2020/01/26",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"27","2020/01/27",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"28","2020/01/28",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"29","2020/01/29",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"30","2020/01/30",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"31","2020/01/31",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"32","2020/02/01",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"33","2020/02/02",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"34","2020/02/03",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"35","2020/02/04",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"36","2020/02/05",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"37","2020/02/06",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"38","2020/02/07",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"39","2020/02/08",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"40","2020/02/09",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"41","2020/02/10",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"42","2020/02/11",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"43","2020/02/12",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"44","2020/02/13",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"45","2020/02/14",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"46","2020/02/15",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"47","2020/02/16",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"48","2020/02/17",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"49","2020/02/18",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"50","2020/02/19",0,0,0,0,0,0,0,0,0,0,0,0,18628749
"51","2020/02/20",0,0,0,0,0,0,0,0,0,0,0,0,18628749
