"","date","cases","deaths","cum_cases","cum_deaths","cases_active","cases_infect","cases_symptom","p_cases","p_cases_daily","p_cases_active","p_infect","p_symptom","population"
"1","2020/01/01",0,0,0,0,0,0,0,0,0,0,0,0,106031
"2","2020/01/02",0,0,0,0,0,0,0,0,0,0,0,0,106031
"3","2020/01/03",0,0,0,0,0,0,0,0,0,0,0,0,106031
"4","2020/01/04",0,0,0,0,0,0,0,0,0,0,0,0,106031
"5","2020/01/05",0,0,0,0,0,0,0,0,0,0,0,0,106031
"6","2020/01/06",0,0,0,0,0,0,0,0,0,0,0,0,106031
"7","2020/01/07",0,0,0,0,0,0,0,0,0,0,0,0,106031
"8","2020/01/08",0,0,0,0,0,0,0,0,0,0,0,0,106031
"9","2020/01/09",0,0,0,0,0,0,0,0,0,0,0,0,106031
"10","2020/01/10",0,0,0,0,0,0,0,0,0,0,0,0,106031
"11","2020/01/11",0,0,0,0,0,0,0,0,0,0,0,0,106031
"12","2020/01/12",0,0,0,0,0,0,0,0,0,0,0,0,106031
"13","2020/01/13",0,0,0,0,0,0,0,0,0,0,0,0,106031
"14","2020/01/14",0,0,0,0,0,0,0,0,0,0,0,0,106031
"15","2020/01/15",0,0,0,0,0,0,0,0,0,0,0,0,106031
"16","2020/01/16",0,0,0,0,0,0,0,0,0,0,0,0,106031
"17","2020/01/17",0,0,0,0,0,0,0,0,0,0,0,0,106031
"18","2020/01/18",0,0,0,0,0,0,0,0,0,0,0,0,106031
"19","2020/01/19",0,0,0,0,0,0,0,0,0,0,0,0,106031
"20","2020/01/20",0,0,0,0,0,0,0,0,0,0,0,0,106031
"21","2020/01/21",0,0,0,0,0,0,0,0,0,0,0,0,106031
"22","2020/01/22",0,0,0,0,0,0,0,0,0,0,0,0,106031
"23","2020/01/23",0,0,0,0,0,0,0,0,0,0,0,0,106031
"24","2020/01/24",0,0,0,0,0,0,0,0,0,0,0,0,106031
"25","2020/01/25",0,0,0,0,0,0,0,0,0,0,0,0,106031
"26","2020/01/26",0,0,0,0,0,0,0,0,0,0,0,0,106031
"27","2020/01/27",0,0,0,0,0,0,0,0,0,0,0,0,106031
"28","2020/01/28",0,0,0,0,0,0,0,0,0,0,0,0,106031
"29","2020/01/29",0,0,0,0,0,0,0,0,0,0,0,0,106031
"30","2020/01/30",0,0,0,0,0,0,0,0,0,0,0,0,106031
"31","2020/01/31",0,0,0,0,0,0,0,0,0,0,0,0,106031
"32","2020/02/01",0,0,0,0,0,0,0,0,0,0,0,0,106031
"33","2020/02/02",0,0,0,0,0,0,0,0,0,0,0,0,106031
"34","2020/02/03",0,0,0,0,0,0,0,0,0,0,0,0,106031
"35","2020/02/04",0,0,0,0,0,0,0,0,0,0,0,0,106031
"36","2020/02/05",0,0,0,0,0,0,0,0,0,0,0,0,106031
"37","2020/02/06",0,0,0,0,0,0,0,0,0,0,0,0,106031
"38","2020/02/07",0,0,0,0,0,0,0,0,0,0,0,0,106031
"39","2020/02/08",0,0,0,0,0,0,0,0,0,0,0,0,106031
"40","2020/02/09",0,0,0,0,0,0,0,0,0,0,0,0,106031
"41","2020/02/10",0,0,0,0,0,0,0,0,0,0,0,0,106031
"42","2020/02/11",0,0,0,0,0,0,0,0,0,0,0,0,106031
"43","2020/02/12",0,0,0,0,0,0,0,0,0,0,0,0,106031
"44","2020/02/13",0,0,0,0,0,0,0,0,0,0,0,0,106031
"45","2020/02/14",0,0,0,0,0,0,0,0,0,0,0,0,106031
"46","2020/02/15",0,0,0,0,0,0,0,0,0,0,0,0,106031
"47","2020/02/16",0,0,0,0,0,0,0,0,0,0,0,0,106031
"48","2020/02/17",0,0,0,0,0,0,0,0,0,0,0,0,106031
"49","2020/02/18",0,0,0,0,0,0,0,0,0,0,0,0,106031
"50","2020/02/19",0,0,0,0,0,0,0,0,0,0,0,0,106031
"51","2020/02/20",0,0,0,0,0,0,0,0,0,0,0,0,106031
"52","2020/02/21",0,0,0,0,0,0,0,0,0,0,0,0,106031
"53","2020/02/22",0,0,0,0,0,0,0,0,0,0,0,0,106031
"54","2020/02/23",0,0,0,0,0,0,0,0,0,0,0,0,106031
"55","2020/02/24",0,0,0,0,0,0,0,0,0,0,0,0,106031
"56","2020/02/25",0,0,0,0,0,0,0,0,0,0,0,0,106031
"57","2020/02/26",0,0,0,0,0,0,0,0,0,0,0,0,106031
"58","2020/02/27",0,0,0,0,0,0,0,0,0,0,0,0,106031
"59","2020/02/28",0,0,0,0,0,0,0,0,0,0,0,0,106031
"60","2020/02/29",0,0,0,0,0,0,0,0,0,0,0,0,106031
"61","2020/03/01",0,0,0,0,0,0,0,0,0,0,0,0,106031
"62","2020/03/02",0,0,0,0,0,0,0,0,0,0,0,0,106031
"63","2020/03/03",0,0,0,0,0,0,0,0,0,0,0,0,106031
"64","2020/03/04",0,0,0,0,0,0,0,0,0,0,0,0,106031
"65","2020/03/05",0,0,0,0,0,0,0,0,0,0,0,0,106031
"66","2020/03/06",0,0,0,0,0,0,0,0,0,0,0,0,106031
"67","2020/03/07",0,0,0,0,0,0,0,0,0,0,0,0,106031
"68","2020/03/08",0,0,0,0,0,0,0,0,0,0,0,0,106031
"69","2020/03/09",0,0,0,0,0,0,0,0,0,0,0,0,106031
"70","2020/03/10",0,0,0,0,0,0,0,0,0,0,0,0,106031
"71","2020/03/11",0,0,0,0,0,0,0,0,0,0,0,0,106031
"72","2020/03/12",0,0,0,0,0,0,0,0,0,0,0,0,106031
"73","2020/03/13",2,0,2,0,2,2,2,1.88624081636503e-05,1.88624081636503e-05,1.88624081636503e-05,1.88624081636503e-05,1.88624081636503e-05,106031
"74","2020/03/14",0,0,2,0,2,2,2,1.88624081636503e-05,0,1.88624081636503e-05,1.88624081636503e-05,1.88624081636503e-05,106031
"75","2020/03/15",0,0,2,0,2,2,2,1.88624081636503e-05,0,1.88624081636503e-05,1.88624081636503e-05,1.88624081636503e-05,106031
"76","2020/03/16",0,0,2,0,2,2,2,1.88624081636503e-05,0,1.88624081636503e-05,1.88624081636503e-05,1.88624081636503e-05,106031
"77","2020/03/17",1,0,3,0,3,3,3,2.82936122454754e-05,9.43120408182513e-06,2.82936122454754e-05,2.82936122454754e-05,2.82936122454754e-05,106031
"78","2020/03/18",1,0,4,0,4,4,4,3.77248163273005e-05,9.43120408182513e-06,3.77248163273005e-05,3.77248163273005e-05,3.77248163273005e-05,106031
"79","2020/03/19",0,0,4,0,4,4,4,3.77248163273005e-05,0,3.77248163273005e-05,3.77248163273005e-05,3.77248163273005e-05,106031
"80","2020/03/20",1,0,5,0,5,5,5,4.71560204091256e-05,9.43120408182513e-06,4.71560204091256e-05,4.71560204091256e-05,4.71560204091256e-05,106031
"81","2020/03/21",0,0,5,0,5,5,5,4.71560204091256e-05,0,4.71560204091256e-05,4.71560204091256e-05,4.71560204091256e-05,106031
"82","2020/03/22",4,0,9,0,9,9,9,8.48808367364261e-05,3.77248163273005e-05,8.48808367364261e-05,8.48808367364261e-05,8.48808367364261e-05,106031
"83","2020/03/23",0,0,9,0,9,9,9,8.48808367364261e-05,0,8.48808367364261e-05,8.48808367364261e-05,8.48808367364261e-05,106031
