"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","stillsick_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","stillsick_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","stillsick_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","stillsick_p_w_regs_only","stillsick_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","stillsick_p_w_regs","stillsick_p_m_regs"
"BR",2020-12-16,204453710,0.1,0.00625,0.034375,320,2,0.0861569539906468,13111,0.0133603798472919,0.0332264390274227,13111,0.0864867711839304,0.0131909716460312,0.0131909716460312,"BRAC",803513,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR",2020-12-16,204453710,0.1,0.00625,0.034375,320,2,0.0861569539906468,13111,0.0133603798472919,0.0332264390274227,13111,0.0864867711839304,0.0131909716460312,0.0131909716460312,"BRAL",3340932,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR",2020-12-16,204453710,0.1,0.00625,0.034375,320,2,0.0861569539906468,13111,0.0133603798472919,0.0332264390274227,13111,0.0864867711839304,0.0131909716460312,0.0131909716460312,"BRAM",3938336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR",2020-12-16,204453710,0.1,0.00625,0.034375,320,2,0.0861569539906468,13111,0.0133603798472919,0.0332264390274227,13111,0.0864867711839304,0.0131909716460312,0.0131909716460312,"BRAP",766679,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR",2020-12-16,204453710,0.1,0.00625,0.034375,320,2,0.0861569539906468,13111,0.0133603798472919,0.0332264390274227,13111,0.0864867711839304,0.0131909716460312,0.0131909716460312,"BRBA",15203934,0.05,0.0535185185185185,0.00441176470588235,0.005,0.00294117647058824,0.00333333333333333,680,3,0.05,0.0535185185185185,0.00441176470588235,0.005,0.00294117647058824,0.00333333333333333
"BR",2020-12-16,204453710,0.1,0.00625,0.034375,320,2,0.0861569539906468,13111,0.0133603798472919,0.0332264390274227,13111,0.0864867711839304,0.0131909716460312,0.0131909716460312,"BRCE",8904459,0.269230769230769,0.269230769230769,0,0,0,0,52,1,0.269230769230769,0.269230769230769,0,0,0,0
"BR",2020-12-16,204453710,0.1,0.00625,0.034375,320,2,0.0861569539906468,13111,0.0133603798472919,0.0332264390274227,13111,0.0864867711839304,0.0131909716460312,0.0131909716460312,"BRDF",2914830,0.05,0.05,0,0,0,0,40,1,0.05,0.05,0,0,0,0
"BR",2020-12-16,204453710,0.1,0.00625,0.034375,320,2,0.0861569539906468,13111,0.0133603798472919,0.0332264390274227,13111,0.0864867711839304,0.0131909716460312,0.0131909716460312,"BRES",3929911,0.12,0.12,0,0,0,0,50,1,0.12,0.12,0,0,0,0
"BR",2020-12-16,204453710,0.1,0.00625,0.034375,320,2,0.0861569539906468,13111,0.0133603798472919,0.0332264390274227,13111,0.0864867711839304,0.0131909716460312,0.0131909716460312,"BRFN",3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR",2020-12-16,204453710,0.1,0.00625,0.034375,320,2,0.0861569539906468,13111,0.0133603798472919,0.0332264390274227,13111,0.0864867711839304,0.0131909716460312,0.0131909716460312,"BRGO",6610681,0.053968253968254,0.186666666666667,0.00952380952380952,0.1,0.00634920634920635,0.0666666666666667,315,2,0.053968253968254,0.186666666666667,0.00952380952380952,0.1,0.00634920634920635,0.0666666666666667
"BR",2020-12-16,204453710,0.1,0.00625,0.034375,320,2,0.0861569539906468,13111,0.0133603798472919,0.0332264390274227,13111,0.0864867711839304,0.0131909716460312,0.0131909716460312,"BRMA",6904241,0.25,0.25,0.1,0.1,0.15,0.15,20,1,0.25,0.25,0.1,0.1,0.15,0.15
"BR",2020-12-16,204453710,0.1,0.00625,0.034375,320,2,0.0861569539906468,13111,0.0133603798472919,0.0332264390274227,13111,0.0864867711839304,0.0131909716460312,0.0131909716460312,"BRMG",20869101,0.0872540633019675,0.123923076923077,0.0145423438836612,0.0204814814814815,0.131736526946108,0.145148148148148,1169,15,0.0872540633019675,0.123923076923077,0.0145423438836612,0.0204814814814815,0.131736526946108,0.145148148148148
"BR",2020-12-16,204453710,0.1,0.00625,0.034375,320,2,0.0861569539906468,13111,0.0133603798472919,0.0332264390274227,13111,0.0864867711839304,0.0131909716460312,0.0131909716460312,"BRMS",2651235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
