"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs"
"BR","2020/08/25",204453710,0.0763888888888889,0,432,11,0.0574688209314853,14077,0.0064254313344762,14077,0.0580321588153917,0.00623411654114146,"BRAC",803513,0,0,0,0,0,0,0,0,0,0
"BR","2020/08/25",204453710,0.0763888888888889,0,432,11,0.0574688209314853,14077,0.0064254313344762,14077,0.0580321588153917,0.00623411654114146,"BRAL",3340932,0,0,0,0,0,0,0,0,0,0
"BR","2020/08/25",204453710,0.0763888888888889,0,432,11,0.0574688209314853,14077,0.0064254313344762,14077,0.0580321588153917,0.00623411654114146,"BRAM",3938336,0.102310231023102,0.177777777777778,0.01,0.0075,303,3,0.102310231023102,0.177777777777778,0.01,0.0075
"BR","2020/08/25",204453710,0.0763888888888889,0,432,11,0.0574688209314853,14077,0.0064254313344762,14077,0.0580321588153917,0.00623411654114146,"BRAP",766679,0,0,0,0,0,0,0,0,0,0
"BR","2020/08/25",204453710,0.0763888888888889,0,432,11,0.0574688209314853,14077,0.0064254313344762,14077,0.0580321588153917,0.00623411654114146,"BRBA",15203934,0.0711417096959266,0.0764102564102564,0.0186074429771909,0.0337237762237762,1743,25,0.0711417096959266,0.0764102564102564,0.0186074429771909,0.0337237762237762
"BR","2020/08/25",204453710,0.0763888888888889,0,432,11,0.0574688209314853,14077,0.0064254313344762,14077,0.0580321588153917,0.00623411654114146,"BRCE",8904459,0.0892703862660944,0.121309523809524,0.015450643776824,0.0248809523809524,1165,14,0.0892703862660944,0.121309523809524,0.015450643776824,0.0248809523809524
"BR","2020/08/25",204453710,0.0763888888888889,0,432,11,0.0574688209314853,14077,0.0064254313344762,14077,0.0580321588153917,0.00623411654114146,"BRDF",2914830,0.0396039603960396,0.0551488095238095,0.005,0.0060952380952381,404,16,0.0396039603960396,0.0551488095238095,0.005,0.0060952380952381
"BR","2020/08/25",204453710,0.0763888888888889,0,432,11,0.0574688209314853,14077,0.0064254313344762,14077,0.0580321588153917,0.00623411654114146,"BRES",3929911,0,0,0,0,0,0,0,0,0,0
"BR","2020/08/25",204453710,0.0763888888888889,0,432,11,0.0574688209314853,14077,0.0064254313344762,14077,0.0580321588153917,0.00623411654114146,"BRFN",3061,0,0,0,0,0,0,0,0,0,0
"BR","2020/08/25",204453710,0.0763888888888889,0,432,11,0.0574688209314853,14077,0.0064254313344762,14077,0.0580321588153917,0.00623411654114146,"BRGO",6610681,0.0114942528735632,0.022,0,0,261,5,0.0114942528735632,0.022,0,0
"BR","2020/08/25",204453710,0.0763888888888889,0,432,11,0.0574688209314853,14077,0.0064254313344762,14077,0.0580321588153917,0.00623411654114146,"BRMA",6904241,0.233333333333333,0.233333333333333,0,0,60,2,0.233333333333333,0.233333333333333,0,0
"BR","2020/08/25",204453710,0.0763888888888889,0,432,11,0.0574688209314853,14077,0.0064254313344762,14077,0.0580321588153917,0.00623411654114146,"BRMG",20869101,0.00803673938002296,0.0112820512820513,0.00495662949194548,0.00181818181818182,871,13,0.00803673938002296,0.0112820512820513,0.00495662949194548,0.00181818181818182
"BR","2020/08/25",204453710,0.0763888888888889,0,432,11,0.0574688209314853,14077,0.0064254313344762,14077,0.0580321588153917,0.00623411654114146,"BRMS",2651235,0.0144927536231884,0.02,0,0,69,5,0.0144927536231884,0.02,0,0
"BR","2020/08/25",204453710,0.0763888888888889,0,432,11,0.0574688209314853,14077,0.0064254313344762,14077,0.0580321588153917,0.00623411654114146,"BRMT",3265486,0,0,0,0,0,0,0,0,0,0
"BR","2020/08/25",204453710,0.0763888888888889,0,432,11,0.0574688209314853,14077,0.0064254313344762,14077,0.0580321588153917,0.00623411654114146,"BRPA",8175113,0.190740740740741,0.182380952380952,0.0207547169811321,0.0141666666666667,540,7,0.190740740740741,0.182380952380952,0.0207547169811321,0.0141666666666667
"BR","2020/08/25",204453710,0.0763888888888889,0,432,11,0.0574688209314853,14077,0.0064254313344762,14077,0.0580321588153917,0.00623411654114146,"BRPB",3972202,0.0555555555555556,0.0622222222222222,0.0158730158730159,0.0875,630,6,0.0555555555555556,0.0622222222222222,0.0158730158730159,0.0875
"BR","2020/08/25",204453710,0.0763888888888889,0,432,11,0.0574688209314853,14077,0.0064254313344762,14077,0.0580321588153917,0.00623411654114146,"BRPE",9345173,0.0598802395209581,0.055,0.0164473684210526,0.02,334,6,0.0598802395209581,0.055,0.0164473684210526,0.02
"BR","2020/08/25",204453710,0.0763888888888889,0,432,11,0.0574688209314853,14077,0.0064254313344762,14077,0.0580321588153917,0.00623411654114146,"BRPI",3204028,0.018018018018018,0.00666666666666667,0.00900900900900901,0.0833333333333333,111,3,0.018018018018018,0.00666666666666667,0.00900900900900901,0.0833333333333333
"BR","2020/08/25",204453710,0.0763888888888889,0,432,11,0.0574688209314853,14077,0.0064254313344762,14077,0.0580321588153917,0.00623411654114146,"BRPR",11163018,0.0560498220640569,0.0613888888888889,0.00355871886120996,0.00366666666666667,1124,30,0.0560498220640569,0.0613888888888889,0.00355871886120996,0.00366666666666667
"BR","2020/08/25",204453710,0.0763888888888889,0,432,11,0.0574688209314853,14077,0.0064254313344762,14077,0.0580321588153917,0.00623411654114146,"BRRJ",16550024,0.0612244897959184,0.0684485261994706,0.0049645390070922,0.00490196078431373,1519,18,0.0612244897959184,0.0684485261994706,0.0049645390070922,0.00490196078431373
"BR","2020/08/25",204453710,0.0763888888888889,0,432,11,0.0574688209314853,14077,0.0064254313344762,14077,0.0580321588153917,0.00623411654114146,"BRRN",3442175,0.08,0.08,0,0,100,1,0.08,0.08,0,0
"BR","2020/08/25",204453710,0.0763888888888889,0,432,11,0.0574688209314853,14077,0.0064254313344762,14077,0.0580321588153917,0.00623411654114146,"BRRO",1768204,0,0,0,0,0,0,0,0,0,0
"BR","2020/08/25",204453710,0.0763888888888889,0,432,11,0.0574688209314853,14077,0.0064254313344762,14077,0.0580321588153917,0.00623411654114146,"BRRR",505665,0,0,0,0,0,0,0,0,0,0
"BR","2020/08/25",204453710,0.0763888888888889,0,432,11,0.0574688209314853,14077,0.0064254313344762,14077,0.0580321588153917,0.00623411654114146,"BRRS",11247972,0.0240963855421687,0.0207291666666667,0,0,996,16,0.0240963855421687,0.0207291666666667,0,0
"BR","2020/08/25",204453710,0.0763888888888889,0,432,11,0.0574688209314853,14077,0.0064254313344762,14077,0.0580321588153917,0.00623411654114146,"BRSC",6819190,0.0431654676258993,0.0496666666666667,0.0072992700729927,0.00851851851851852,417,10,0.0431654676258993,0.0496666666666667,0.0072992700729927,0.00851851851851852
"BR","2020/08/25",204453710,0.0763888888888889,0,432,11,0.0574688209314853,14077,0.0064254313344762,14077,0.0580321588153917,0.00623411654114146,"BRSE",2242937,0.075,0.075,0.015,0.015,200,1,0.075,0.075,0.015,0.015
"BR","2020/08/25",204453710,0.0763888888888889,0,432,11,0.0574688209314853,14077,0.0064254313344762,14077,0.0580321588153917,0.00623411654114146,"BRSP",44396484,0.0509734513274336,0.0484857555501181,0.00217391304347826,0.0019259312116455,2825,30,0.0509734513274336,0.0484857555501181,0.00217391304347826,0.0019259312116455
"BR","2020/08/25",204453710,0.0763888888888889,0,432,11,0.0574688209314853,14077,0.0064254313344762,14077,0.0580321588153917,0.00623411654114146,"BRTO",1515126,0.101234567901235,0.163,0.0123456790123457,0.014,405,5,0.101234567901235,0.163,0.0123456790123457,0.014
