"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs"
"BR","2020/09/01",204453710,0.0763888888888889,0,432,11,0.0567945340893101,14470,0.00621018419138589,14470,0.0573625626273196,0.00603015469395744,"BRAC",803513,0,0,0,0,0,0,0,0,0,0
"BR","2020/09/01",204453710,0.0763888888888889,0,432,11,0.0567945340893101,14470,0.00621018419138589,14470,0.0573625626273196,0.00603015469395744,"BRAL",3340932,0,0,0,0,0,0,0,0,0,0
"BR","2020/09/01",204453710,0.0763888888888889,0,432,11,0.0567945340893101,14470,0.00621018419138589,14470,0.0573625626273196,0.00603015469395744,"BRAM",3938336,0.102310231023102,0.177777777777778,0.01,0.0075,303,3,0.102310231023102,0.177777777777778,0.01,0.0075
"BR","2020/09/01",204453710,0.0763888888888889,0,432,11,0.0567945340893101,14470,0.00621018419138589,14470,0.0573625626273196,0.00603015469395744,"BRAP",766679,0,0,0,0,0,0,0,0,0,0
"BR","2020/09/01",204453710,0.0763888888888889,0,432,11,0.0567945340893101,14470,0.00621018419138589,14470,0.0573625626273196,0.00603015469395744,"BRBA",15203934,0.0711417096959266,0.0764102564102564,0.0186074429771909,0.0337237762237762,1743,25,0.0711417096959266,0.0764102564102564,0.0186074429771909,0.0337237762237762
"BR","2020/09/01",204453710,0.0763888888888889,0,432,11,0.0567945340893101,14470,0.00621018419138589,14470,0.0573625626273196,0.00603015469395744,"BRCE",8904459,0.0892703862660944,0.121309523809524,0.015450643776824,0.0248809523809524,1165,14,0.0892703862660944,0.121309523809524,0.015450643776824,0.0248809523809524
"BR","2020/09/01",204453710,0.0763888888888889,0,432,11,0.0567945340893101,14470,0.00621018419138589,14470,0.0573625626273196,0.00603015469395744,"BRDF",2914830,0.0396039603960396,0.0551488095238095,0.005,0.0060952380952381,404,16,0.0396039603960396,0.0551488095238095,0.005,0.0060952380952381
"BR","2020/09/01",204453710,0.0763888888888889,0,432,11,0.0567945340893101,14470,0.00621018419138589,14470,0.0573625626273196,0.00603015469395744,"BRES",3929911,0,0,0,0,0,0,0,0,0,0
"BR","2020/09/01",204453710,0.0763888888888889,0,432,11,0.0567945340893101,14470,0.00621018419138589,14470,0.0573625626273196,0.00603015469395744,"BRFN",3061,0,0,0,0,0,0,0,0,0,0
"BR","2020/09/01",204453710,0.0763888888888889,0,432,11,0.0567945340893101,14470,0.00621018419138589,14470,0.0573625626273196,0.00603015469395744,"BRGO",6610681,0.0114942528735632,0.022,0,0,261,5,0.0114942528735632,0.022,0,0
