"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0636067656891204,133,0.00417730881428027,133,0.0636067656891204,0.00417730881428027
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0636067656891204,133,0.00417730881428027,133,0.0636067656891204,0.00417730881428027
"3","BR","BRAM",3938336,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0636067656891204,133,0.00417730881428027,133,0.0636067656891204,0.00417730881428027
"4","BR","BRAP",766679,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0636067656891204,133,0.00417730881428027,133,0.0636067656891204,0.00417730881428027
"5","BR","BRBA",15203934,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0636067656891204,133,0.00417730881428027,133,0.0636067656891204,0.00417730881428027
"6","BR","BRCE",8904459,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0636067656891204,133,0.00417730881428027,133,0.0636067656891204,0.00417730881428027
"7","BR","BRDF",2914830,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0636067656891204,133,0.00417730881428027,133,0.0636067656891204,0.00417730881428027
"8","BR","BRES",3929911,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0636067656891204,133,0.00417730881428027,133,0.0636067656891204,0.00417730881428027
"9","BR","BRFN",3061,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0636067656891204,133,0.00417730881428027,133,0.0636067656891204,0.00417730881428027
"10","BR","BRGO",6610681,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0636067656891204,133,0.00417730881428027,133,0.0636067656891204,0.00417730881428027
"11","BR","BRMA",6904241,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0636067656891204,133,0.00417730881428027,133,0.0636067656891204,0.00417730881428027
"12","BR","BRMG",20869101,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0636067656891204,133,0.00417730881428027,133,0.0636067656891204,0.00417730881428027
"13","BR","BRMS",2651235,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0636067656891204,133,0.00417730881428027,133,0.0636067656891204,0.00417730881428027
"14","BR","BRMT",3265486,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0636067656891204,133,0.00417730881428027,133,0.0636067656891204,0.00417730881428027
"15","BR","BRPA",8175113,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0636067656891204,133,0.00417730881428027,133,0.0636067656891204,0.00417730881428027
"16","BR","BRPB",3972202,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0636067656891204,133,0.00417730881428027,133,0.0636067656891204,0.00417730881428027
"17","BR","BRPE",9345173,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0636067656891204,133,0.00417730881428027,133,0.0636067656891204,0.00417730881428027
"18","BR","BRPI",3204028,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0636067656891204,133,0.00417730881428027,133,0.0636067656891204,0.00417730881428027
"19","BR","BRPR",11163018,0.0625,0.0633333333333333,0.025,0.02,80,2,0.0625,0.0633333333333333,0.025,0.02,204453710,NA,NA,0,0,0.0636067656891204,133,0.00417730881428027,133,0.0636067656891204,0.00417730881428027
"20","BR","BRRJ",16550024,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0636067656891204,133,0.00417730881428027,133,0.0636067656891204,0.00417730881428027
"21","BR","BRRN",3442175,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0636067656891204,133,0.00417730881428027,133,0.0636067656891204,0.00417730881428027
"22","BR","BRRO",1768204,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0636067656891204,133,0.00417730881428027,133,0.0636067656891204,0.00417730881428027
"23","BR","BRRR",505665,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0636067656891204,133,0.00417730881428027,133,0.0636067656891204,0.00417730881428027
"24","BR","BRRS",11247972,0,0,0,0,3,1,0,0,0,0,204453710,NA,NA,0,0,0.0636067656891204,133,0.00417730881428027,133,0.0636067656891204,0.00417730881428027
"25","BR","BRSC",6819190,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0636067656891204,133,0.00417730881428027,133,0.0636067656891204,0.00417730881428027
"26","BR","BRSE",2242937,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0636067656891204,133,0.00417730881428027,133,0.0636067656891204,0.00417730881428027
"27","BR","BRSP",44396484,0.08,0.08,0,0,50,1,0.08,0.08,0,0,204453710,NA,NA,0,0,0.0636067656891204,133,0.00417730881428027,133,0.0636067656891204,0.00417730881428027
"28","BR","BRTO",1515126,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,0,0,0.0636067656891204,133,0.00417730881428027,133,0.0636067656891204,0.00417730881428027
