"date","region","regionname","population","sample_size","reach","sample_size_recent","reach_recent","cases_est","cases_low","cases_high","recentcases_est","recentcases_low","recentcases_high","fatalities_est","fatalities_low","fatalities_high","p_cases","p_cases_low","p_cases_high","p_fatalities","p_fatalities_low","p_fatalities_high","p_recentcases","p_recentcases_low","p_recentcases_high","p_stillsick","p_stillsick_low","p_stillsick_high"
"2020/05/16","ESCE","Ciudad Autónoma:Ceuta",84777,1,100,1,100,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/16","ESML","Ciudad Autónoma:Melilla",86487,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/16","ESC","Provincia:A Coruña",1119596,1,15,1,15,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/16","ESVI","Provincia:Álava",331549,1,30,1,30,55258.1666666667,11043.2370726687,99473.0962606646,0,0,0,NA,NA,NA,0.166666666666667,0.0333080089901303,0.300025324343203,NA,NA,NA,0,0,0,0,0,0
"2020/05/16","ESAB","Provincia:Albacete",388167,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/16","ESA","Provincia:Alicante",1858683,5,200,5,200,269509.035,178809.412716153,360208.657283847,0,0,0,NA,NA,NA,0.145,0.0962022102295834,0.193797789770417,NA,NA,NA,0,0,0,0,0,0
"2020/05/16","ESAL","Provincia:Almería",716820,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/16","ESO","Provincia:Asturias",1022800,70,4664,27,1627,24341.9382504288,19867.7802954593,28816.0962053983,767.867867867868,0,2272.29619025316,NA,NA,NA,0.0237993138936535,0.0194248927409653,0.0281737350463418,NA,NA,NA,0.0217391304347826,0,0.0638813689118928,0.0434782608695652,0,0.102410464331552
"2020/05/16","ESAV","Provincia:Ávila",157640,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/16","ESBA","Provincia:Badajoz",673559,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/05/16","ESPM","Provincia:Balears",1149460,50,3120,16,1085,40894.25,33423.1827422379,48365.3172577621,1249.41304347826,0,3696.88637661623,NA,NA,NA,0.0355769230769231,0.0290772908515633,0.0420765553022829,NA,NA,NA,0.0238095238095238,0,0.0699164408379719,0.142857142857143,0.0370290350666076,0.248685250647678
"2020/05/16","ESB","Provincia:Barcelona",5664579,5,243,5,243,256421.271604938,108358.234452951,404484.308756925,46622.0493827161,0,110969.27663548,NA,NA,NA,0.0452674897119342,0.0191290887553958,0.0714058906684725,NA,NA,NA,0.181818181818182,0,0.409744941200983,0,0,0
"2020/05/16","ESBI","Provincia:Bizkaia",1152651,4,185,4,185,56074.9135135135,20342.2064995777,91807.6205274494,0,0,0,NA,NA,NA,0.0486486486486487,0.0176481922972154,0.0796491050000819,NA,NA,NA,0,0,0,0.111111111111111,0,0.316430196199952
"2020/05/16","ESBU","Provincia:Burgos",356958,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
