"date","region","cases","cases_smooth","cum_cases","cum_cases_smooth","deads","deads_smooth","cum_deads","cum_deads_smooth"
2020-04-29,"ESAN",162,95.8267340503141,15659,15587.2277031408,9,8.67791437245434,1278,1277.95902703108
2020-04-30,"ESAN",119,89.2138503706492,15778,15676.4415535114,6,7.94983329438783,1284,1285.90886032547
2020-05-01,"ESAN",100,82.000984587653,15878,15758.4425380991,6,7.48705307591582,1290,1293.39591340139
2020-05-02,"ESAN",95,74.3702811709838,15973,15832.8128192701,8,7.21264066543075,1298,1300.60855406682
2020-05-03,"ESAN",27,66.5159408766846,16000,15899.3287601467,8,7.05914222769288,1306,1307.66769629451
2020-05-04,"ESAN",49,58.6341182399009,16049,15957.9628783866,12,6.97152160456423,1318,1314.63921789908
2020-05-05,"ESAN",73,50.912660111948,16122,16008.8755384986,9,6.90025260979538,1327,1321.53947050887
2020-05-06,"ESAN",26,43.5270417583229,16148,16052.4025802569,5,6.79841899403356,1332,1328.33788950291
2020-05-07,"ESAN",25,36.7234948201927,16173,16089.1260750771,7,6.62217598248486,1339,1334.96006548539
2020-05-08,"ESAN",16,30.7269667205229,16189,16119.8530417976,2,6.34848255804398,1341,1341.30854804343
2020-05-09,"ESAN",11,25.6254981515281,16200,16145.4785399492,7,6.00397341403064,1348,1347.31252145746
2020-05-10,"ESAN",5,21.4085864170837,16205,16166.8871263662,4,5.62211644776269,1352,1352.93463790523
2020-05-11,"ESAN",22,18.007475176889,16227,16184.8946015431,5,5.23173561456764,1357,1358.1663735198
2020-05-12,"ESAN",21,15.3268505264496,16248,16200.2214520696,3,4.85589454405672,1360,1363.02226806385
2020-05-13,"ESAN",15,13.2670023831333,16263,16213.4884544527,7,4.51193505140252,1367,1367.53420311525
2020-05-14,"ESAN",16,11.7180071940532,16279,16225.2064616468,8,4.21229721592065,1375,1371.74650033117
2020-05-15,"ESAN",17,10.5489974767092,16296,16235.7554591235,4,3.96105715896576,1379,1375.70755749014
2020-05-16,"ESAN",10,9.66168015727684,16306,16245.4171392808,3,3.74681496680087,1382,1379.45437245694
2020-05-17,"ESAN",5,8.98639964947858,16311,16254.4035389302,2,3.55769167179627,1384,1383.01206412874
2020-05-18,"ESAN",11,8.47262472682082,16322,16262.8761636571,4,3.38395968975143,1388,1386.39602381849
2020-05-19,"ESAN",11,8.08270906944476,16333,16270.9588727265,2,3.21757558071144,1390,1389.6135993992
2020-05-20,"ESAN",13,7.78771809268018,16346,16278.7465908192,0,3.05193250768495,1390,1392.66553190689
2020-05-21,"ESAN",9,7.56509492885014,16355,16286.311685748,3,2.88177188300025,1393,1395.54730378989
2020-05-22,"ESAN",6,7.40003784523134,16361,16293.7117235933,6,2.7039734506853,1399,1398.25127724057
2020-05-23,"ESAN",7,7.28183911696243,16368,16300.9935627102,2,2.51902820153749,1401,1400.77030544211
2020-05-24,"ESAN",3,7.20126208440552,16371,16308.1948247946,4,2.32844435263793,1405,1403.09874979475
2020-05-25,"ESAN",8,7.15005482968856,16379,16315.3448796243,3,2.13410295838424,1408,1405.23285275313
2020-05-26,"ESAN",8,7.1205930131093,16387,16322.4654726374,3,1.93818838879398,1411,1407.17104114192
2020-05-27,"ESAN",11,7.10561726021536,16398,16329.5710898976,0,1.74309945109766,1411,1408.91414059302
2020-05-28,"ESAN",7,7.09816538455912,16405,16336.6692552822,2,1.55134496429653,1413,1410.46548555732
2020-05-29,"ESAN",13,7.09541040087866,16418,16343.7646656831,0,1.36643354187376,1413,1411.83191909919
2020-05-30,"ESAN",13,7.09961634385589,16431,16350.8642820269,2,1.19426261489004,1415,1413.02618171408
2020-05-31,"ESAN",9,7.11338918923951,16440,16357.9776712162,0,1.03900516838586,1415,1414.06518688247
2020-06-01,"ESAN",18,7.1393876909899,16458,16365.1170589072,0,0.902646044548063,1415,1414.96783292702
2020-06-02,"ESAN",5,7.18036370536555,16463,16372.2974226125,0,0.785551245635089,1415,1415.75338417265
2020-06-03,"ESAN",15,7.23921336422341,16478,16379.5366359768,1,0.687011774431107,1416,1416.44039594708
2020-06-04,"ESAN",5,7.31904046586294,16483,16386.8556764426,0,0.605705900855977,1416,1417.04610184794
2020-06-05,"ESAN",12,7.42400535683677,16495,16394.2796817995,0,0.539653715047137,1416,1417.58575556299
2020-06-06,"ESAN",6,7.56141675813363,16501,16401.8410985576,2,0.485726966975262,1418,1418.07148252996
2020-06-07,"ESAN",2,7.74001654949183,16503,16409.5811151071,0,0.441260785531218,1418,1418.51274331549
2020-06-08,"ESAN",6,7.96980072031189,16509,16417.5509158274,0,0.404228491762522,1418,1418.91697180726
2020-06-09,"ESAN",8,8.26252789585209,16517,16425.8134437232,0,0.373069180838398,1418,1419.29004098809
2020-06-10,"ESAN",6,8.63239616219732,16523,16434.4458398854,2,0.346565307864296,1420,1419.63660629596
2020-06-11,"ESAN",4,9.09694940467226,16527,16443.5427892901,0,0.323754978959376,1420,1419.96036127492
2020-06-12,"ESAN",4,9.67680075643032,16531,16453.2195900465,1,0.303901442162463,1421,1420.26426271708
2020-06-13,"ESAN",4,10.3806824484293,16535,16463.600272495,0,0.286522918769055,1421,1420.55078563585
2020-06-14,"ESAN",4,11.2074848839298,16539,16474.8077573789,0,0.271245768106444,1421,1420.82203140396
2020-06-15,"ESAN",7,12.1535146656431,16546,16486.9612720445,0,0.257756884096877,1421,1421.07978828805
2020-06-16,"ESAN",10,13.2108393500878,16556,16500.1721113946,0,0.245792128688224,1421,1421.32558041674
2020-06-17,"ESAN",10,14.3653777421766,16566,16514.5374891368,2,0.235127140722895,1423,1421.56070755746
2020-06-18,"ESAN",25,15.5949910229357,16591,16530.1324801597,0,0.225570003842533,1423,1421.78627756131
2020-06-19,"ESAN",11,16.8678982425203,16602,16547.0003784023,0,0.216964560662608,1423,1422.00324212197
2020-06-20,"ESAN",15,18.1498997627123,16617,16565.150278165,0,0.209209880820733,1423,1422.21245200279
2020-06-21,"ESAN",10,19.4126051085921,16627,16584.5628832736,0,0.202225635520961,1423,1422.41467763831
2020-06-22,"ESAN",17,20.6242752419914,16644,16605.1871585156,0,0.195941099834561,1423,1422.61061873814
2020-06-23,"ESAN",13,21.7494266936158,16657,16626.9365852092,0,0.190293905429793,1423,1422.80091264357
2020-06-24,"ESAN",97,22.7499333550904,16754,16649.6865185643,0,0.185228970136677,1423,1422.98614161371
2020-06-25,"ESAN",22,23.5865595331265,16776,16673.2730780974,0,0.180697577140256,1423,1423.16683919085
2020-06-26,"ESAN",19,24.2208942535554,16795,16697.4939723509,1,0.17665629400456,1424,1423.34349548486
2020-06-27,"ESAN",15,24.6328508943262,16810,16722.1268232453,0,0.173065448186036,1424,1423.51656093304
2020-06-28,"ESAN",27,24.8795342176423,16837,16747.0063574629,0,0.169889470738502,1424,1423.68645040378
2020-06-29,"ESAN",22,25.045971450996,16859,16772.0523289139,1,0.167096655332059,1425,1423.85354705911
2020-06-30,"ESAN",26,25.221251196957,16885,16797.2735801109,0,0.164658675604272,1425,1424.01820573472
2020-07-01,"ESAN",23,25.4972608467239,16908,16822.7708409576,0,0.162550163987889,1425,1424.1807558987
2020-07-02,"ESAN",14,25.9706979724881,16922,16848.7415389301,0,0.160748342964257,1425,1424.34150424167
2020-07-03,"ESAN",27,26.7486552782695,16949,16875.4901942083,0,0.159236647989482,1425,1424.50074088966
2020-07-04,"ESAN",25,27.9529197457236,16974,16903.4431139541,0,0.158017056786741,1425,1424.65875794644
2020-07-05,"ESAN",16,29.6458934062128,16990,16933.0890073603,0,0.157097230746677,1425,1424.81585517719
2020-07-06,"ESAN",23,31.8360479142309,17013,16964.9250552745,1,0.156486151710486,1426,1424.9723413289
2020-07-07,"ESAN",32,34.5354569045938,17045,16999.4605121791,0,0.156194347009814,1426,1425.12853567591
2020-07-08,"ESAN",56,37.7552125714219,17101,17037.2157247505,1,0.156234137293518,1427,1425.28476981321
2020-07-09,"ESAN",36,41.4981272873523,17137,17078.7138520379,0,0.156619912236198,1427,1425.44138972544
2020-07-10,"ESAN",60,45.7503214486568,17197,17124.4641734865,0,0.1573731625095,1427,1425.59876288795
2020-07-11,"ESAN",50,50.4718069870129,17247,17174.9359804736,0,0.158539381269283,1427,1425.75730226922
2020-07-12,"ESAN",32,55.6029606067052,17279,17230.5389410803,0,0.160174231810882,1427,1425.91747650103
2020-07-13,"ESAN",48,61.0833073445699,17327,17291.6222484248,0,0.16233918421189,1427,1426.07981568524
2020-07-14,"ESAN",95,66.8250158008755,17422,17358.4472642257,1,0.165103204065615,1428,1426.24491888931
2020-07-15,"ESAN",64,72.704924814042,17486,17431.1521890397,0,0.168544773901778,1428,1426.41346366321
2020-07-16,"ESAN",75,78.5621132010494,17561,17509.7143022408,0,0.172754330018336,1428,1426.58621799323
2020-07-17,"ESAN",97,84.1983121864934,17658,17593.9126144273,0,0.177831690061012,1428,1426.76404968329
2020-07-18,"ESAN",86,89.3821611549669,17744,17683.2947755823,0,0.183867942181306,1428,1426.94791762547
2020-07-19,"ESAN",114,93.9058513722868,17858,17777.2006269545,0,0.190963987688358,1428,1427.13888161316
2020-07-20,"ESAN",122,97.8694227335748,17980,17875.0700496881,0,0.199240437565954,1428,1427.33812205073
2020-07-21,"ESAN",74,101.546559035464,18054,17976.6166087236,0,0.208841115258753,1428,1427.54696316598
2020-07-22,"ESAN",78,105.268779942564,18132,18081.8853886661,0,0.219937345147291,1428,1427.76690051113
2020-07-23,"ESAN",125,109.421468882314,18257,18191.3068575485,0,0.232733212009517,1428,1427.99963372314
2020-07-24,"ESAN",127,114.452806043246,18384,18305.7596635917,1,0.247459941309383,1429,1428.24709366445
2020-07-25,"ESAN",110,120.899271106528,18494,18426.6589346982,1,0.264330232655123,1430,1428.51142389711
2020-07-26,"ESAN",105,129.416907497006,18599,18556.0758421952,0,0.283570766972556,1430,1428.79499466408
2020-07-27,"ESAN",143,140.430837500217,18742,18696.5066796955,0,0.305440100952704,1430,1429.10043476503
2020-07-28,"ESAN",148,154.014386389403,18890,18850.5210660849,0,0.33023106004656,1430,1429.43066582508
2020-07-29,"ESAN",150,170.194449599966,19040,19020.7155156848,0,0.358273214320687,1430,1429.7889390394
2020-07-30,"ESAN",206,188.917746791847,19246,19209.6332624767,0,0.38993535067374,1430,1430.17887439007
2020-07-31,"ESAN",259,209.991321187348,19505,19419.624583664,0,0.425605815939357,1430,1430.60448020601
2020-08-01,"ESAN",248,233.017813116266,19753,19652.6423967803,0,0.465586863245712,1430,1431.07006706926
2020-08-02,"ESAN",213,257.332457100007,19966,19909.9748538803,1,0.510126648662281,1431,1431.58019371792
2020-08-03,"ESAN",290,282.221235828301,20256,20192.1960897086,1,0.559429457940217,1432,1432.13962317586
2020-08-04,"ESAN",283,307.541323670631,20539,20499.7374133792,0,0.613632813490567,1432,1432.75325598935
2020-08-05,"ESAN",363,333.323338710931,20902,20833.0607520902,1,0.672780878831612,1433,1433.42603686818
2020-08-06,"ESAN",372,359.671650445652,21274,21192.7324025358,2,0.736794580584882,1435,1434.16283144877
2020-08-07,"ESAN",456,386.771726740855,21730,21579.5041292767,1,0.805507515196228,1436,1434.96833896396
2020-08-08,"ESAN",373,414.89771641472,22103,21994.4018456914,2,0.878980748981659,1438,1435.84731971294
2020-08-09,"ESAN",326,444.42140668376,22429,22438.8232523751,0,0.95736018243901,1438,1436.80467989538
2020-08-10,"ESAN",462,475.765105505641,22891,22914.5883578808,0,1.04077598569815,1438,1437.84545588108
2020-08-11,"ESAN",508,508.920248951232,23399,23423.508606832,1,1.12934008802666,1439,1438.97479596911
2020-08-12,"ESAN",582,543.560932072136,23981,23967.0695389042,1,1.22314369146481,1440,1440.19793966057
2020-08-13,"ESAN",621,579.252718119677,24602,24546.3222570238,1,1.32225477198359,1441,1441.52019443256
2020-08-14,"ESAN",718,615.445004988801,25320,25161.7672620126,0,1.42692254519781,1441,1442.94711697775
2020-08-15,"ESAN",626,651.465963585844,25946,25813.2332255985,4,1.53865716134608,1445,1444.4857741391
2020-08-16,"ESAN",582,686.523647826895,26528,26499.7568734254,2,1.65984022498251,1447,1446.14561436408
2020-08-17,"ESAN",732,719.723208715017,27260,27219.4800821404,3,1.79349645906693,1450,1447.93911082315
2020-08-18,"ESAN",807,750.435295241466,28067,27969.9153773819,2,1.94344132586812,1452,1449.88255214902
2020-08-19,"ESAN",728,778.514649754249,28795,28748.4300271361,2,2.11449114393687,1454,1451.99704329295
2020-08-20,"ESAN",827,803.92124723782,29622,29552.3512743739,1,2.31276065586543,1455,1454.30980394882
2020-08-21,"ESAN",895,826.686399147349,30517,30379.0376735213,1,2.54494249097053,1456,1456.85474643979
2020-08-22,"ESAN",804,846.90760671839,31321,31225.9452802397,2,2.81230991405261,1458,1459.66705635384
2020-08-23,"ESAN",755,864.742129034406,32076,32090.6874092741,5,3.11246567131477,1463,1462.77952202516
2020-08-24,"ESAN",857,880.399794460707,32933,32971.0872037348,6,3.44048710308159,1469,1466.22000912824
2020-08-25,"ESAN",878,894.144300824238,33811,33865.231504559,1,3.78814901565181,1470,1470.00815814389
2020-08-26,"ESAN",1002,906.310840029163,34813,34771.5423445882,5,4.1432745849163,1475,1474.15143272881
2020-08-27,"ESAN",985,917.275607517612,35798,35688.8179521058,3,4.48939380370247,1478,1478.64082653251
2020-08-28,"ESAN",1014,927.442195328643,36812,36616.2601474344,4,4.80939774624825,1482,1483.45022427876
2020-08-29,"ESAN",867,937.236988561212,37679,37553.4971359956,5,5.10579343839327,1487,1488.55601771715
2020-08-30,"ESAN",794,947.106416982608,38473,38500.6035529783,6,5.39276963867914,1493,1493.94878735583
2020-08-31,"ESAN",968,957.516255529516,39441,39458.1198085078,7,5.68910885325009,1500,1499.63789620908
2020-09-01,"ESAN",1097,968.900313603996,40538,40427.0201221118,5,6.01821955479475,1505,1505.65611576388
2020-09-02,"ESAN",986,981.068623757184,41524,41408.0887458689,11,6.4090090446044,1516,1512.06512480848
2020-09-03,"ESAN",911,993.388997715772,42435,42401.4777435847,4,6.89795692126451,1520,1518.96308172974
2020-09-04,"ESAN",1193,1005.18939739014,43628,43406.6671409749,9,7.52505670282588,1529,1526.48813843257
2020-09-05,"ESAN",975,1015.76670111977,44603,44422.4338420946,10,8.29028229603405,1539,1534.7784207286
2020-09-06,"ESAN",865,1024.39273196418,45468,45446.8265740588,10,9.16670893873005,1549,1543.94512966733
2020-09-07,"ESAN",847,1030.3253244865,46315,46477.1518985453,5,10.1100698154351,1554,1554.05519948277
2020-09-08,"ESAN",1022,1032.83385520788,47337,47509.9857537532,7,11.0535929416915,1561,1565.10879242446
2020-09-09,"ESAN",1167,1031.9890856156,48504,48541.9748393688,16,11.9062059202794,1577,1577.01499834474
2020-09-10,"ESAN",1127,1029.24414980904,49631,49571.2189891778,11,12.5567119327452,1588,1589.57171027749
2020-09-11,"ESAN",1303,1026.18948556682,50934,50597.4084747446,14,12.9019562618108,1602,1602.4736665393
2020-09-12,"ESAN",950,1024.40042662516,51884,51621.8089013698,11,12.9549025715562,1613,1615.42856911085
2020-09-13,"ESAN",807,1025.44450923558,52691,52647.2534106054,14,12.7917337669983,1627,1628.22030287785
2020-09-14,"ESAN",918,1030.91293044002,53609,53678.1663410454,17,12.498642126973,1644,1640.71894500482
2020-09-15,"ESAN",1016,1042.47681703294,54625,54720.6431580783,15,12.16062511737,1659,1652.87957012219
2020-09-16,"ESAN",1230,1061.37790263442,55855,55782.0210607128,11,11.8557791199489,1670,1664.73534924214
2020-09-17,"ESAN",1134,1086.02308113176,56989,56868.0441418445,10,11.6548561098318,1680,1676.39020535198
2020-09-18,"ESAN",1391,1113.77597224003,58380,57981.8201140845,9,11.6161453739654,1689,1688.00635072594
2020-09-19,"ESAN",1047,1141.74908794519,59427,59123.5692020297,9,11.7384593023766,1698,1699.74481002832
2020-09-20,"ESAN",784,1166.76073720397,60211,60290.3299392337,12,12.0000736633595,1710,1711.74488369168
2020-09-21,"ESAN",1043,1185.37430074495,61254,61475.7042399787,13,12.3824617181936,1723,1724.12734540987
2020-09-22,"ESAN",1244,1194.03220666646,62498,62669.7364466451,17,12.8678757782554,1740,1736.99522118813
2020-09-23,"ESAN",1289,1189.54513114332,63787,63859.2815777884,13,13.437238464308,1753,1750.43245965243
2020-09-24,"ESAN",1312,1173.60672536155,65099,65032.88830315,9,14.0683447834617,1762,1764.5008044359
2020-09-25,"ESAN",1373,1151.95311518606,66472,66184.8414183361,16,14.7342087002063,1778,1779.2350131361
2020-09-26,"ESAN",1237,1130.20578360224,67709,67315.0472019383,9,15.4008000292221,1787,1794.63581316532
2020-09-27,"ESAN",743,1113.60382716317,68452,68428.6510291015,21,16.0271823172059,1808,1810.66299548253
2020-09-28,"ESAN",922,1107.11907022433,69374,69535.7700993258,23,16.5665934044807,1831,1827.22958888701
2020-09-29,"ESAN",1245,1115.80508280847,70619,70651.5751821343,15,16.9682127344125,1846,1844.19780162142
2020-09-30,"ESAN",1375,1145.37401796392,71994,71796.9492000982,13,17.1802922868156,1859,1861.37809390824
2020-10-01,"ESAN",1147,1199.63370956614,73141,72996.5829096643,24,17.1546265015139,1883,1878.53272040975
2020-10-02,"ESAN",1557,1275.85882462495,74698,74272.4417342893,21,16.8624870715899,1904,1895.39520748134
2020-10-03,"ESAN",1108,1370.00379552278,75806,75642.4455298121,12,16.3640138476087,1916,1911.75922132895
2020-10-04,"ESAN",973,1476.78974130866,76779,77119.2352711207,14,15.7554295446635,1930,1927.51465087361
2020-10-05,"ESAN",1486,1588.93404897171,78265,78708.1693200924,9,15.1248700930386,1939,1942.63952096665
2020-10-06,"ESAN",1990,1696.66439016675,80255,80404.8337102592,11,14.5486551112526,1950,1957.18817607791
2020-10-07,"ESAN",2018,1787.72802029913,82273,82192.5617305583,15,14.0919998202421,1965,1971.28017589815
2020-10-08,"ESAN",2246,1850.19811856469,84519,84042.759849123,13,13.8130565160099,1978,1985.09323241416
2020-10-09,"ESAN",2298,1886.37729068936,86817,85929.1371398124,17,13.7609107057203,1995,1998.85414311988
2020-10-10,"ESAN",1638,1906.26341438313,88455,87835.4005541955,18,13.9239711195875,2013,2012.77811423947
2020-10-11,"ESAN",1060,1921.03947701308,89515,89756.4400312086,16,14.2673493481622,2029,2027.04546358763
2020-10-12,"ESAN",1096,1942.42243029597,90611,91698.8624615045,17,14.7600402999588,2046,2041.80550388759
2020-10-13,"ESAN",1856,1982.71408597145,92467,93681.576547476,12,15.3707719424725,2058,2057.17627583006
