"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs"
"US","2020/08/17",328300544,0.061624649859944,NA,714,14,0.0254349378162655,12516,0.0105362296183835,9953,0.0273880333868767,0.00983098278726643,"USNM",2096829,0,0,NA,NA,25,1,0,0,NA,NA
"US","2020/08/17",328300544,0.061624649859944,NA,714,14,0.0254349378162655,12516,0.0105362296183835,9953,0.0273880333868767,0.00983098278726643,"USNV",3080156,0,0,0,0,0,0,0,0,0,0
"US","2020/08/17",328300544,0.061624649859944,NA,714,14,0.0254349378162655,12516,0.0105362296183835,9953,0.0273880333868767,0.00983098278726643,"USNY",19453561,0.0745526838966203,0.0786961451247166,0.00294117647058824,0.0285714285714286,1006,21,0.0745526838966203,0.0786961451247166,0.00294117647058824,0.0285714285714286
"US","2020/08/17",328300544,0.061624649859944,NA,714,14,0.0254349378162655,12516,0.0105362296183835,9953,0.0273880333868767,0.00983098278726643,"USOH",11689100,0.012987012987013,0.004,0,0,154,5,0.012987012987013,0.004,0,0
"US","2020/08/17",328300544,0.061624649859944,NA,714,14,0.0254349378162655,12516,0.0105362296183835,9953,0.0273880333868767,0.00983098278726643,"USOK",3956971,0,0,0,0,0,0,0,0,0,0
"US","2020/08/17",328300544,0.061624649859944,NA,714,14,0.0254349378162655,12516,0.0105362296183835,9953,0.0273880333868767,0.00983098278726643,"USOR",4217737,0.112033195020747,0.0657509157509158,NA,NA,241,7,0.112033195020747,0.0657509157509158,NA,NA
"US","2020/08/17",328300544,0.061624649859944,NA,714,14,0.0254349378162655,12516,0.0105362296183835,9953,0.0273880333868767,0.00983098278726643,"USPA",12801989,0.0262008733624454,0.0404329004329004,0,0,458,11,0.0262008733624454,0.0404329004329004,0,0
"US","2020/08/17",328300544,0.061624649859944,NA,714,14,0.0254349378162655,12516,0.0105362296183835,9953,0.0273880333868767,0.00983098278726643,"USRI",1059361,0.008,0.0133333333333333,0,0,250,3,0.008,0.0133333333333333,0,0
"US","2020/08/17",328300544,0.061624649859944,NA,714,14,0.0254349378162655,12516,0.0105362296183835,9953,0.0273880333868767,0.00983098278726643,"USSC",5148714,0,0,NA,NA,300,3,0,0,NA,NA
"US","2020/08/17",328300544,0.061624649859944,NA,714,14,0.0254349378162655,12516,0.0105362296183835,9953,0.0273880333868767,0.00983098278726643,"USSD",884659,0,0,0,0,0,0,0,0,0,0
"US","2020/08/17",328300544,0.061624649859944,NA,714,14,0.0254349378162655,12516,0.0105362296183835,9953,0.0273880333868767,0.00983098278726643,"USTN",6833174,0.00277777777777778,0.00277777777777778,0,0,360,6,0.00277777777777778,0.00277777777777778,0,0
"US","2020/08/17",328300544,0.061624649859944,NA,714,14,0.0254349378162655,12516,0.0105362296183835,9953,0.0273880333868767,0.00983098278726643,"USTX",28995881,0.0313807531380753,0.0413636363636364,0.00485436893203883,0.005,478,11,0.0313807531380753,0.0413636363636364,0.00485436893203883,0.005
"US","2020/08/17",328300544,0.061624649859944,NA,714,14,0.0254349378162655,12516,0.0105362296183835,9953,0.0273880333868767,0.00983098278726643,"USUT",3205958,0.0206185567010309,0.038,NA,NA,194,5,0.0206185567010309,0.038,NA,NA
"US","2020/08/17",328300544,0.061624649859944,NA,714,14,0.0254349378162655,12516,0.0105362296183835,9953,0.0273880333868767,0.00983098278726643,"USVA",8535519,0.0346620450606586,0.041875,0,0,577,16,0.0346620450606586,0.041875,0,0
"US","2020/08/17",328300544,0.061624649859944,NA,714,14,0.0254349378162655,12516,0.0105362296183835,9953,0.0273880333868767,0.00983098278726643,"USVT",623989,0,0,NA,NA,64,6,0,0,NA,NA
"US","2020/08/17",328300544,0.061624649859944,NA,714,14,0.0254349378162655,12516,0.0105362296183835,9953,0.0273880333868767,0.00983098278726643,"USWA",7614893,0.0276190476190476,0.0234583333333333,0,0,1050,20,0.0276190476190476,0.0234583333333333,0,0
"US","2020/08/17",328300544,0.061624649859944,NA,714,14,0.0254349378162655,12516,0.0105362296183835,9953,0.0273880333868767,0.00983098278726643,"USWI",5822434,0,0,NA,NA,5,1,0,0,NA,NA
"US","2020/08/17",328300544,0.061624649859944,NA,714,14,0.0254349378162655,12516,0.0105362296183835,9953,0.0273880333868767,0.00983098278726643,"USWV",1792147,0,0,0,0,0,0,0,0,0,0
"US","2020/08/17",328300544,0.061624649859944,NA,714,14,0.0254349378162655,12516,0.0105362296183835,9953,0.0273880333868767,0.00983098278726643,"USWY",578759,0,0,0,0,0,0,0,0,0,0
