"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs"
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USAK",731545,0,0,0,0,0,0,0,0,0,0
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USAL",4903185,0,0,NA,NA,4,1,0,0,NA,NA
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USAR",3017825,0,0,NA,NA,10,1,0,0,NA,NA
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USAZ",7278717,0.0153846153846154,0.02,0.1,0.1,65,5,0.0153846153846154,0.02,0.1,0.1
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USCA",39512223,0.010406811731315,0.0118888888888889,0,0,1057,30,0.010406811731315,0.0118888888888889,0,0
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USCO",5758736,0.0803571428571429,0.109333333333333,NA,NA,112,5,0.0803571428571429,0.109333333333333,NA,NA
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USCT",3565287,0.02,0.0154166666666667,NA,NA,300,4,0.02,0.0154166666666667,NA,NA
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USDC",705749,0.0328947368421053,0.0111111111111111,NA,NA,152,3,0.0328947368421053,0.0111111111111111,NA,NA
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USDE",973764,0,0,0,0,0,0,0,0,0,0
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USFL",21477737,0.0158730158730159,0.0230952380952381,0,0,441,12,0.0158730158730159,0.0230952380952381,0,0
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USGA",10617423,0.015527950310559,0.01,NA,NA,322,5,0.015527950310559,0.01,NA,NA
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USHI",1415872,0,0,0,0,16,2,0,0,0,0
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USIA",3155070,0,0,0,0,0,0,0,0,0,0
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USID",1787065,0,0,NA,NA,20,1,0,0,NA,NA
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USIL",12671821,0.0392638036809816,0.0324242424242424,0,0,815,22,0.0392638036809816,0.0324242424242424,0,0
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USIN",6732219,0.0806451612903226,0.0416666666666667,0,0,62,4,0.0806451612903226,0.0416666666666667,0,0
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USKS",2913314,0,0,NA,NA,225,3,0,0,NA,NA
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USKY",4467673,0,0,NA,NA,40,1,0,0,NA,NA
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USLA",4648794,0.025,0.055,NA,NA,120,2,0.025,0.055,NA,NA
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USMA",6949503,0.0829616413916146,0.0771734892787524,0,0,1121,30,0.0829616413916146,0.0771734892787524,0,0
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USMD",6045680,0.0344168260038241,0.042962962962963,NA,NA,523,9,0.0344168260038241,0.042962962962963,NA,NA
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USME",1344212,0,0,0,0,0,0,0,0,0,0
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USMI",9986857,0.0135746606334842,0.0185185185185185,NA,NA,221,6,0.0135746606334842,0.0185185185185185,NA,NA
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USMN",5639632,0.0202429149797571,0.0211111111111111,0,0,247,9,0.0202429149797571,0.0211111111111111,0,0
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USMO",6137428,0,0,NA,NA,35,3,0,0,NA,NA
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USMS",2976149,0,0,0,0,6,1,0,0,0,0
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USMT",1068778,0,0,0,0,0,0,0,0,0,0
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USNC",10488084,0.0177215189873418,0.0597222222222222,0,0,395,8,0.0177215189873418,0.0597222222222222,0,0
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USND",762062,0,0,0,0,0,0,0,0,0,0
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USNE",1934408,0.0227272727272727,0.0238095238095238,0,0,44,3,0.0227272727272727,0.0238095238095238,0,0
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USNH",1359711,0,0,NA,NA,103,2,0,0,NA,NA
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USNJ",8882190,0.00875,0.0178571428571429,0,0,800,14,0.00875,0.0178571428571429,0,0
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USNM",2096829,0,0,NA,NA,25,1,0,0,NA,NA
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USNV",3080156,0,0,0,0,0,0,0,0,0,0
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USNY",19453561,0.074910820451843,0.0797222222222222,0.00571428571428571,0.05,841,18,0.074910820451843,0.0797222222222222,0.00571428571428571,0.05
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USOH",11689100,0.012987012987013,0.004,0,0,154,5,0.012987012987013,0.004,0,0
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USOK",3956971,0,0,0,0,0,0,0,0,0,0
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USOR",4217737,0.112033195020747,0.0657509157509158,NA,NA,241,7,0.112033195020747,0.0657509157509158,NA,NA
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USPA",12801989,0.0262008733624454,0.0404329004329004,0,0,458,11,0.0262008733624454,0.0404329004329004,0,0
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USRI",1059361,0.00434782608695652,0.00666666666666667,0,0,230,3,0.00434782608695652,0.00666666666666667,0,0
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USSC",5148714,0,0,NA,NA,300,3,0,0,NA,NA
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USSD",884659,0,0,0,0,0,0,0,0,0,0
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USTN",6833174,0,0,NA,NA,360,6,0,0,NA,NA
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USTX",28995881,0.0393700787401575,0.0695,0.018348623853211,0.06875,381,10,0.0393700787401575,0.0695,0.018348623853211,0.06875
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USUT",3205958,0.0205128205128205,0.038,NA,NA,195,5,0.0205128205128205,0.038,NA,NA
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USVA",8535519,0.0349907918968692,0.03,NA,NA,543,14,0.0349907918968692,0.03,NA,NA
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USVT",623989,0,0,NA,NA,54,5,0,0,NA,NA
"US","2020/07/15",328300544,0.061624649859944,NA,714,14,0.0250464815015841,12093,0.0060693250998368,8183,0.0270857422346104,0.00558225101629364,"USWA",7614893,0.0276190476190476,0.0234583333333333,0,0,1050,20,0.0276190476190476,0.0234583333333333,0,0
