"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs"
"US","2020/07/31",328300544,0.061624649859944,NA,714,14,0.025061654767178,12290,0.00376824785719332,9238,0.0270691892562763,0.00349789727740674,"USAK",731545,0,0,0,0,0,0,0,0,0,0
"US","2020/07/31",328300544,0.061624649859944,NA,714,14,0.025061654767178,12290,0.00376824785719332,9238,0.0270691892562763,0.00349789727740674,"USAL",4903185,0,0,NA,NA,4,1,0,0,NA,NA
"US","2020/07/31",328300544,0.061624649859944,NA,714,14,0.025061654767178,12290,0.00376824785719332,9238,0.0270691892562763,0.00349789727740674,"USAR",3017825,0,0,NA,NA,10,1,0,0,NA,NA
"US","2020/07/31",328300544,0.061624649859944,NA,714,14,0.025061654767178,12290,0.00376824785719332,9238,0.0270691892562763,0.00349789727740674,"USAZ",7278717,0.0123456790123457,0.0142857142857143,0.0384615384615385,0.0333333333333333,81,7,0.0123456790123457,0.0142857142857143,0.0384615384615385,0.0333333333333333
"US","2020/07/31",328300544,0.061624649859944,NA,714,14,0.025061654767178,12290,0.00376824785719332,9238,0.0270691892562763,0.00349789727740674,"USCA",39512223,0.0103675777568332,0.0118888888888889,0,0,1061,30,0.0103675777568332,0.0118888888888889,0,0
"US","2020/07/31",328300544,0.061624649859944,NA,714,14,0.025061654767178,12290,0.00376824785719332,9238,0.0270691892562763,0.00349789727740674,"USCO",5758736,0.072,0.0911111111111111,0,0,125,6,0.072,0.0911111111111111,0,0
"US","2020/07/31",328300544,0.061624649859944,NA,714,14,0.025061654767178,12290,0.00376824785719332,9238,0.0270691892562763,0.00349789727740674,"USCT",3565287,0.02,0.0154166666666667,NA,NA,300,4,0.02,0.0154166666666667,NA,NA
"US","2020/07/31",328300544,0.061624649859944,NA,714,14,0.025061654767178,12290,0.00376824785719332,9238,0.0270691892562763,0.00349789727740674,"USDC",705749,0.0328947368421053,0.0111111111111111,NA,NA,152,3,0.0328947368421053,0.0111111111111111,NA,NA
"US","2020/07/31",328300544,0.061624649859944,NA,714,14,0.025061654767178,12290,0.00376824785719332,9238,0.0270691892562763,0.00349789727740674,"USDE",973764,0,0,0,0,0,0,0,0,0,0
"US","2020/07/31",328300544,0.061624649859944,NA,714,14,0.025061654767178,12290,0.00376824785719332,9238,0.0270691892562763,0.00349789727740674,"USFL",21477737,0.0123152709359606,0.02,NA,NA,406,11,0.0123152709359606,0.02,NA,NA
"US","2020/07/31",328300544,0.061624649859944,NA,714,14,0.025061654767178,12290,0.00376824785719332,9238,0.0270691892562763,0.00349789727740674,"USGA",10617423,0.015527950310559,0.01,NA,NA,322,5,0.015527950310559,0.01,NA,NA
"US","2020/07/31",328300544,0.061624649859944,NA,714,14,0.025061654767178,12290,0.00376824785719332,9238,0.0270691892562763,0.00349789727740674,"USHI",1415872,0,0,0,0,16,2,0,0,0,0
"US","2020/07/31",328300544,0.061624649859944,NA,714,14,0.025061654767178,12290,0.00376824785719332,9238,0.0270691892562763,0.00349789727740674,"USIA",3155070,0,0,0,0,0,0,0,0,0,0
"US","2020/07/31",328300544,0.061624649859944,NA,714,14,0.025061654767178,12290,0.00376824785719332,9238,0.0270691892562763,0.00349789727740674,"USID",1787065,0,0,NA,NA,20,1,0,0,NA,NA
"US","2020/07/31",328300544,0.061624649859944,NA,714,14,0.025061654767178,12290,0.00376824785719332,9238,0.0270691892562763,0.00349789727740674,"USIL",12671821,0.0392638036809816,0.0324242424242424,0,0,815,22,0.0392638036809816,0.0324242424242424,0,0
"US","2020/07/31",328300544,0.061624649859944,NA,714,14,0.025061654767178,12290,0.00376824785719332,9238,0.0270691892562763,0.00349789727740674,"USIN",6732219,0.0806451612903226,0.0416666666666667,0,0,62,4,0.0806451612903226,0.0416666666666667,0,0
"US","2020/07/31",328300544,0.061624649859944,NA,714,14,0.025061654767178,12290,0.00376824785719332,9238,0.0270691892562763,0.00349789727740674,"USKS",2913314,0,0,NA,NA,225,3,0,0,NA,NA
"US","2020/07/31",328300544,0.061624649859944,NA,714,14,0.025061654767178,12290,0.00376824785719332,9238,0.0270691892562763,0.00349789727740674,"USKY",4467673,0,0,NA,NA,40,1,0,0,NA,NA
"US","2020/07/31",328300544,0.061624649859944,NA,714,14,0.025061654767178,12290,0.00376824785719332,9238,0.0270691892562763,0.00349789727740674,"USLA",4648794,0.025,0.055,NA,NA,120,2,0.025,0.055,NA,NA
"US","2020/07/31",328300544,0.061624649859944,NA,714,14,0.025061654767178,12290,0.00376824785719332,9238,0.0270691892562763,0.00349789727740674,"USMA",6949503,0.0784490532010821,0.0745195817827397,0,0,1109,30,0.0784490532010821,0.0745195817827397,0,0
