"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","UA","UA05",1604270,0.00765483646485734,0.00611111111111111,NA,NA,2874,30,0.00765483646485734,0.00611111111111111,NA,NA,45307223,0.0130659374050441,NA,3291,30,0.00661290848917954,59417,0,0,0.00695157210725236,0
"2","UA","UA07",1042855,0.0193097781429745,0.0240061728395062,NA,NA,2434,30,0.0193097781429745,0.0240061728395062,NA,NA,45307223,0.0130659374050441,NA,3291,30,0.00661290848917954,59417,0,0,0.00695157210725236,0
"3","UA","UA09",2263676,0,0,NA,NA,501,9,0,0,NA,NA,45307223,0.0130659374050441,NA,3291,30,0.00661290848917954,59417,0,0,0.00695157210725236,0
"4","UA","UA12",3258705,0.00921816319562991,0.0104166666666667,NA,NA,2929,30,0.00921816319562991,0.0104166666666667,NA,NA,45307223,0.0130659374050441,NA,3291,30,0.00661290848917954,59417,0,0,0.00695157210725236,0
"5","UA","UA14",4387702,0.0033955857385399,0.00230769230769231,NA,NA,1767,26,0.0033955857385399,0.00230769230769231,NA,NA,45307223,0.0130659374050441,NA,3291,30,0.00661290848917954,59417,0,0,0.00695157210725236,0
"6","UA","UA18",1249225,0.00105337078651685,0.00272222222222222,NA,NA,2848,30,0.00105337078651685,0.00272222222222222,NA,NA,45307223,0.0130659374050441,NA,3291,30,0.00661290848917954,59417,0,0,0.00695157210725236,0
"7","UA","UA21",1259497,0.0201342281879195,0.0144444444444444,NA,NA,1490,15,0.0201342281879195,0.0144444444444444,NA,NA,45307223,0.0130659374050441,NA,3291,30,0.00661290848917954,59417,0,0,0.00695157210725236,0
"8","UA","UA23",1755663,0.000710984713828653,0.000952380952380952,NA,NA,2813,30,0.000710984713828653,0.000952380952380952,NA,NA,45307223,0.0130659374050441,NA,3291,30,0.00661290848917954,59417,0,0,0.00695157210725236,0
"9","UA","UA26",1382721,0.0195571955719557,0.0194166666666667,NA,NA,2710,30,0.0195571955719557,0.0194166666666667,NA,NA,45307223,0.0130659374050441,NA,3291,30,0.00661290848917954,59417,0,0,0.00695157210725236,0
"10","UA","UA30",2900920,0,0,0,0,0,0,0,0,0,0,45307223,0.0130659374050441,NA,3291,30,0.00661290848917954,59417,0,0,0.00695157210725236,0
"11","UA","UA32",1731673,0.00578273440726972,0.00855555555555556,NA,NA,2421,30,0.00578273440726972,0.00855555555555556,NA,NA,45307223,0.0130659374050441,NA,3291,30,0.00661290848917954,59417,0,0,0.00695157210725236,0
"12","UA","UA35",974724,0.000720461095100865,0.00133333333333333,NA,NA,2776,30,0.000720461095100865,0.00133333333333333,NA,NA,45307223,0.0130659374050441,NA,3291,30,0.00661290848917954,59417,0,0,0.00695157210725236,0
"13","UA","UA40",381685,0,0,0,0,0,0,0,0,0,0,45307223,0.0130659374050441,NA,3291,30,0.00661290848917954,59417,0,0,0.00695157210725236,0
"14","UA","UA43",1963770,0.0416666666666667,0.025,NA,NA,120,2,0.0416666666666667,0.025,NA,NA,45307223,0.0130659374050441,NA,3291,30,0.00661290848917954,59417,0,0,0.00695157210725236,0
"15","UA","UA46",2535476,0.00456498388829216,0.00280952380952381,NA,NA,3724,30,0.00456498388829216,0.00280952380952381,NA,NA,45307223,0.0130659374050441,NA,3291,30,0.00661290848917954,59417,0,0,0.00695157210725236,0
"16","UA","UA48",1159634,0.00545652964714442,0.00483333333333333,NA,NA,2749,30,0.00545652964714442,0.00483333333333333,NA,NA,45307223,0.0130659374050441,NA,3291,30,0.00661290848917954,59417,0,0,0.00695157210725236,0
"17","UA","UA51",2387282,0.00231023102310231,0.0111764705882353,NA,NA,3030,30,0.00231023102310231,0.0111764705882353,NA,NA,45307223,0.0130659374050441,NA,3291,30,0.00661290848917954,59417,0,0,0.00695157210725236,0
"18","UA","UA53",1440684,0.00228658536585366,0.00297222222222222,NA,NA,3936,30,0.00228658536585366,0.00297222222222222,NA,NA,45307223,0.0130659374050441,NA,3291,30,0.00661290848917954,59417,0,0,0.00695157210725236,0
"19","UA","UA56",1162049,0.00724929520741039,0.00674891774891775,NA,NA,2483,30,0.00724929520741039,0.00674891774891775,NA,NA,45307223,0.0130659374050441,NA,3291,30,0.00661290848917954,59417,0,0,0.00695157210725236,0
"20","UA","UA59",1115051,0.00335570469798658,0.00368817204301075,NA,NA,2384,30,0.00335570469798658,0.00368817204301075,NA,NA,45307223,0.0130659374050441,NA,3291,30,0.00661290848917954,59417,0,0,0.00695157210725236,0
"21","UA","UA61",1066523,0.00230520977408944,0.00166666666666667,NA,NA,2169,30,0.00230520977408944,0.00166666666666667,NA,NA,45307223,0.0130659374050441,NA,3291,30,0.00661290848917954,59417,0,0,0.00695157210725236,0
"22","UA","UA63",2720342,0.00326797385620915,0.00666666666666667,NA,NA,2142,30,0.00326797385620915,0.00666666666666667,NA,NA,45307223,0.0130659374050441,NA,3291,30,0.00661290848917954,59417,0,0,0.00695157210725236,0
"23","UA","UA65",1063803,0.00696864111498258,0.0102469135802469,NA,NA,2583,27,0.00696864111498258,0.0102469135802469,NA,NA,45307223,0.0130659374050441,NA,3291,30,0.00661290848917954,59417,0,0,0.00695157210725236,0
"24","UA","UA68",1296103,0.00310945273631841,0.00577777777777778,NA,NA,1608,30,0.00310945273631841,0.00577777777777778,NA,NA,45307223,0.0130659374050441,NA,3291,30,0.00661290848917954,59417,0,0,0.00695157210725236,0
"25","UA","UA71",1246166,0.00319590923617769,0.0116666666666667,NA,NA,3129,30,0.00319590923617769,0.0116666666666667,NA,NA,45307223,0.0130659374050441,NA,3291,30,0.00661290848917954,59417,0,0,0.00695157210725236,0
"26","UA","UA74",1047023,0.00869107189886753,0.008,NA,NA,3797,30,0.00869107189886753,0.008,NA,NA,45307223,0.0130659374050441,NA,3291,30,0.00661290848917954,59417,0,0,0.00695157210725236,0
"27","UA","UA77",910001,0,0,0,0,0,0,0,0,0,0,45307223,0.0130659374050441,NA,3291,30,0.00661290848917954,59417,0,0,0.00695157210725236,0
