"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","CL","CLAI",103158,0,0,0,0,0,0,0,0,0,0,17574003,0.00491803278688525,NA,610,10,0.0110314780394353,4226,0.00358752698043921,4056,0.0102603445398374,0.00311851895256353
"2","CL","CLAN",607534,0,0,0,0,0,0,0,0,0,0,17574003,0.00491803278688525,NA,610,10,0.0110314780394353,4226,0.00358752698043921,4056,0.0102603445398374,0.00311851895256353
"3","CL","CLAP",226068,0,0,0,0,0,0,0,0,0,0,17574003,0.00491803278688525,NA,610,10,0.0110314780394353,4226,0.00358752698043921,4056,0.0102603445398374,0.00311851895256353
"4","CL","CLAR",957224,0,0,0,0,0,0,0,0,0,0,17574003,0.00491803278688525,NA,610,10,0.0110314780394353,4226,0.00358752698043921,4056,0.0102603445398374,0.00311851895256353
"5","CL","CLAT",286168,0,0,0,0,25,1,0,0,0,0,17574003,0.00491803278688525,NA,610,10,0.0110314780394353,4226,0.00358752698043921,4056,0.0102603445398374,0.00311851895256353
"6","CL","CLBI",1556805,0.00280112044817927,0.00103174603174603,0,0,1071,21,0.00280112044817927,0.00103174603174603,0,0,17574003,0.00491803278688525,NA,610,10,0.0110314780394353,4226,0.00358752698043921,4056,0.0102603445398374,0.00311851895256353
"7","CL","CLCO",757586,0,0,0,0,145,5,0,0,0,0,17574003,0.00491803278688525,NA,610,10,0.0110314780394353,4226,0.00358752698043921,4056,0.0102603445398374,0.00311851895256353
"8","CL","CLLI",914555,0,0,0,0,0,0,0,0,0,0,17574003,0.00491803278688525,NA,610,10,0.0110314780394353,4226,0.00358752698043921,4056,0.0102603445398374,0.00311851895256353
"9","CL","CLLL",828708,0,0,0,0,0,0,0,0,0,0,17574003,0.00491803278688525,NA,610,10,0.0110314780394353,4226,0.00358752698043921,4056,0.0102603445398374,0.00311851895256353
"10","CL","CLLR",384837,0,0,NA,NA,20,4,0,0,NA,NA,17574003,0.00491803278688525,NA,610,10,0.0110314780394353,4226,0.00358752698043921,4056,0.0102603445398374,0.00311851895256353
"11","CL","CLMA",166533,0,0,NA,NA,20,1,0,0,NA,NA,17574003,0.00491803278688525,NA,610,10,0.0110314780394353,4226,0.00358752698043921,4056,0.0102603445398374,0.00311851895256353
"12","CL","CLML",1044950,0,0,NA,NA,30,1,0,0,NA,NA,17574003,0.00491803278688525,NA,610,10,0.0110314780394353,4226,0.00358752698043921,4056,0.0102603445398374,0.00311851895256353
"13","CL","CLNB",480609,0,0,0,0,0,0,0,0,0,0,17574003,0.00491803278688525,NA,610,10,0.0110314780394353,4226,0.00358752698043921,4056,0.0102603445398374,0.00311851895256353
"14","CL","CLRM",7112808,0.0266429840142096,0.0300265780730897,0.00714285714285714,0.00714285714285714,2815,30,0.0266429840142096,0.0300265780730897,0.00714285714285714,0.00714285714285714,17574003,0.00491803278688525,NA,610,10,0.0110314780394353,4226,0.00358752698043921,4056,0.0102603445398374,0.00311851895256353
"15","CL","CLTA",330558,0,0,0,0,0,0,0,0,0,0,17574003,0.00491803278688525,NA,610,10,0.0110314780394353,4226,0.00358752698043921,4056,0.0102603445398374,0.00311851895256353
"16","CL","CLVS",1815902,0,0,NA,NA,100,1,0,0,NA,NA,17574003,0.00491803278688525,NA,610,10,0.0110314780394353,4226,0.00358752698043921,4056,0.0102603445398374,0.00311851895256353
