"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","stillsick_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","stillsick_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","stillsick_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","stillsick_p_w_regs_only","stillsick_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","stillsick_p_w_regs","stillsick_p_m_regs"
"CL",2020-09-04,17574003,0.01875,NA,NA,160,3,0.0130487361349878,4888,0.00478336930725229,0.0083708962876915,4888,0.0132294418042433,0.0046317569678782,0.0046317569678782,"CLAI",103158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CL",2020-09-04,17574003,0.01875,NA,NA,160,3,0.0130487361349878,4888,0.00478336930725229,0.0083708962876915,4888,0.0132294418042433,0.0046317569678782,0.0046317569678782,"CLAN",607534,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CL",2020-09-04,17574003,0.01875,NA,NA,160,3,0.0130487361349878,4888,0.00478336930725229,0.0083708962876915,4888,0.0132294418042433,0.0046317569678782,0.0046317569678782,"CLAP",226068,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CL",2020-09-04,17574003,0.01875,NA,NA,160,3,0.0130487361349878,4888,0.00478336930725229,0.0083708962876915,4888,0.0132294418042433,0.0046317569678782,0.0046317569678782,"CLAR",957224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CL",2020-09-04,17574003,0.01875,NA,NA,160,3,0.0130487361349878,4888,0.00478336930725229,0.0083708962876915,4888,0.0132294418042433,0.0046317569678782,0.0046317569678782,"CLAT",286168,0,0,0,0,0,0,25,1,0,0,0,0,0,0
"CL",2020-09-04,17574003,0.01875,NA,NA,160,3,0.0130487361349878,4888,0.00478336930725229,0.0083708962876915,4888,0.0132294418042433,0.0046317569678782,0.0046317569678782,"CLBI",1556805,0.00155038759689922,0.000416666666666667,0,0,0,0,645,12,0.00155038759689922,0.000416666666666667,0,0,0,0
"CL",2020-09-04,17574003,0.01875,NA,NA,160,3,0.0130487361349878,4888,0.00478336930725229,0.0083708962876915,4888,0.0132294418042433,0.0046317569678782,0.0046317569678782,"CLCO",757586,0,0,0,0,0,0,45,3,0,0,0,0,0,0
"CL",2020-09-04,17574003,0.01875,NA,NA,160,3,0.0130487361349878,4888,0.00478336930725229,0.0083708962876915,4888,0.0132294418042433,0.0046317569678782,0.0046317569678782,"CLLI",914555,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CL",2020-09-04,17574003,0.01875,NA,NA,160,3,0.0130487361349878,4888,0.00478336930725229,0.0083708962876915,4888,0.0132294418042433,0.0046317569678782,0.0046317569678782,"CLLL",828708,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CL",2020-09-04,17574003,0.01875,NA,NA,160,3,0.0130487361349878,4888,0.00478336930725229,0.0083708962876915,4888,0.0132294418042433,0.0046317569678782,0.0046317569678782,"CLLR",384837,0,0,NA,NA,NA,NA,10,2,0,0,NA,NA,NA,NA
"CL",2020-09-04,17574003,0.01875,NA,NA,160,3,0.0130487361349878,4888,0.00478336930725229,0.0083708962876915,4888,0.0132294418042433,0.0046317569678782,0.0046317569678782,"CLMA",166533,0,0,NA,NA,NA,NA,20,1,0,0,NA,NA,NA,NA
"CL",2020-09-04,17574003,0.01875,NA,NA,160,3,0.0130487361349878,4888,0.00478336930725229,0.0083708962876915,4888,0.0132294418042433,0.0046317569678782,0.0046317569678782,"CLML",1044950,0,0,NA,NA,NA,NA,30,1,0,0,NA,NA,NA,NA
"CL",2020-09-04,17574003,0.01875,NA,NA,160,3,0.0130487361349878,4888,0.00478336930725229,0.0083708962876915,4888,0.0132294418042433,0.0046317569678782,0.0046317569678782,"CLNB",480609,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CL",2020-09-04,17574003,0.01875,NA,NA,160,3,0.0130487361349878,4888,0.00478336930725229,0.0083708962876915,4888,0.0132294418042433,0.0046317569678782,0.0046317569678782,"CLRM",7112808,0.0256410256410256,0.0282989070248929,0.00952380952380952,0.00952380952380952,0.0166666666666667,0.0166666666666667,4173,46,0.0256410256410256,0.0282989070248929,0.00952380952380952,0.00952380952380952,0.0166666666666667,0.0166666666666667
"CL",2020-09-04,17574003,0.01875,NA,NA,160,3,0.0130487361349878,4888,0.00478336930725229,0.0083708962876915,4888,0.0132294418042433,0.0046317569678782,0.0046317569678782,"CLTA",330558,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CL",2020-09-04,17574003,0.01875,NA,NA,160,3,0.0130487361349878,4888,0.00478336930725229,0.0083708962876915,4888,0.0132294418042433,0.0046317569678782,0.0046317569678782,"CLVS",1815902,0,0,NA,NA,NA,NA,100,1,0,0,NA,NA,NA,NA
