Timestamp,Country,ISO-3166-1-a2,Region,ISO-3166-2,Language,Reach,Cases,Recovered,Fatalities,RecentCases,StillSick,Tested,Positive,Hospital,Severe,ICU,Surveyfirst,Surveyknown,Surveyforward,Dataset,Cookie,Campaign
2020/03/23,Italy,IT,,,,,2,,,,,,,,,,,,,IT-raw-csv,,
2020/03/23,Italy,IT,,,,50,0,,,,,,,,,,,,,IT-raw-csv,,
2020/03/23,Italy,IT,,,,20,0,,,,,,,,,,,,,IT-raw-csv,,
2020/03/23,Italy,IT,,,,20,0,,,,,,,,,,,,,IT-raw-csv,,
2020/03/23,Italy,IT,,,,80,6,,,,,,,,,,,,,IT-raw-csv,,
2020/03/23,Italy,IT,,,,100,1,,,,,,,,,,,,,IT-raw-csv,,
2020/03/23,Italy,IT,,,,15,0,,,,,,,,,,,,,IT-raw-csv,,
2020/03/23,Italy,IT,,,,,0,,,,,,,,,,,,,IT-raw-csv,,
2020/03/23,Italy,IT,,,,20,0,,,,,,,,,,,,,IT-raw-csv,,
2020/03/23,Italy,IT,,,,15,0,,,,,,,,,,,,,IT-raw-csv,,
2020/03/23,Italy,IT,,,,50,1,,,,,,,,,,,,,IT-raw-csv,,
2020/03/23,Italy,IT,,,,5,0,,,,,,,,,,,,,IT-raw-csv,,
2020/03/23,Italy,IT,,,,80,0,,,,,,,,,,,,,IT-raw-csv,,
2020/03/23,Italy,IT,,,,20,0,,,,,,,,,,,,,IT-raw-csv,,
2020/03/23,Italy,IT,,,,15,0,,,,,,,,,,,,,IT-raw-csv,,
2020/03/23,Italy,IT,,,,15,0,,,,,,,,,,,,,IT-raw-csv,,
2020/03/23,Italy,IT,,,,30,0,,,,,,,,,,,,,IT-raw-csv,,
2020/03/23,Italy,IT,,,,50,0,,,,,,,,,,,,,IT-raw-csv,,
2020/03/23,Italy,IT,,,,4,0,,,,,,,,,,,,,IT-raw-csv,,
2020/03/23,Italy,IT,,,,20,0,,,,,,,,,,,,,IT-raw-csv,,
2020/03/23,Italy,IT,,,,,0,,,,,,,,,,,,,IT-raw-csv,,
2020/03/23,Italy,IT,,,,10,0,,,,,,,,,,,,,IT-raw-csv,,
