Timestamp,Country,ISO-3166-1-a2,Region,ISO-3166-2,Language,Reach,Cases,Recovered,Fatalities,RecentCases,StillSick,Tested,Positive,Hospital,Severe,ICU,Surveyfirst,Surveyknown,Surveyforward,Dataset,Cookie,Campaign
2020/03/24,Argentina,AR,"Provincia de Buenos Aires",ARB,,15,0,,,,,,,,,,,,,AR-raw-csv,,
2020/03/24,Argentina,AR,"Provincia de Buenos Aires",ARB,,500,0,,,,,,,,,,,,,AR-raw-csv,,
2020/03/24,Argentina,AR,"Provincia de Buenos Aires",ARB,,30,0,,,,,,,,,,,,,AR-raw-csv,,
2020/03/24,Argentina,AR,"Provincia de Buenos Aires",ARB,,6,0,,,,,,,,,,,,,AR-raw-csv,,
2020/03/24,Argentina,AR,"Ciudad Autónoma de Buenos Aires",ARC,,10,0,,,,,,,,,,,,,AR-raw-csv,,
2020/03/24,Argentina,AR,"Ciudad Autónoma de Buenos Aires",ARC,,100,0,,,,,,,,,,,,,AR-raw-csv,,
2020/03/24,Argentina,AR,"Ciudad Autónoma de Buenos Aires",ARC,,100,1,,,,,,,,,,,,,AR-raw-csv,,
2020/03/24,Argentina,AR,"Ciudad Autónoma de Buenos Aires",ARC,,,25,,,,,,,,,,,,,AR-raw-csv,,
2020/03/24,Argentina,AR,"Ciudad Autónoma de Buenos Aires",ARC,,40,0,,,,,,,,,,,,,AR-raw-csv,,
2020/03/24,Argentina,AR,"Provincia de Buenos Aires",ARB,,100,0,,,,,,,,,,,,,AR-raw-csv,,
2020/03/24,Argentina,AR,"Provincia de Buenos Aires",ARB,,100,0,,,,,,,,,,,,,AR-raw-csv,,
2020/03/24,Argentina,AR,"Ciudad Autónoma de Buenos Aires",ARC,,60,0,,,,,,,,,,,,,AR-raw-csv,,
2020/03/24,Argentina,AR,"Ciudad Autónoma de Buenos Aires",ARC,,15,0,,,,,,,,,,,,,AR-raw-csv,,
2020/03/24,Argentina,AR,"Ciudad Autónoma de Buenos Aires",ARC,,80,0,,,,,,,,,,,,,AR-raw-csv,,
2020/03/24,Argentina,AR,"Ciudad Autónoma de Buenos Aires",ARC,,100,0,,,,,,,,,,,,,AR-raw-csv,,
2020/03/24,Argentina,AR,"Ciudad Autónoma de Buenos Aires",ARC,,150,0,,,,,,,,,,,,,AR-raw-csv,,
2020/03/24,Argentina,AR,"Provincia de Córdoba",ARX,,50,0,,,,,,,,,,,,,AR-raw-csv,,
2020/03/24,Argentina,AR,"Provincia de Buenos Aires",ARB,,100,0,,,,,,,,,,,,,AR-raw-csv,,
2020/03/24,Argentina,AR,"Ciudad Autónoma de Buenos Aires",ARC,,150,0,,,,,,,,,,,,,AR-raw-csv,,
2020/03/24,Argentina,AR,"Ciudad Autónoma de Buenos Aires",ARC,,10,0,,,,,,,,,,,,,AR-raw-csv,,
2020/03/24,Argentina,AR,"Provincia de Buenos Aires",ARB,,20,0,,,,,,,,,,,,,AR-raw-csv,,
2020/03/24,Argentina,AR,"Ciudad Autónoma de Buenos Aires",ARC,,60,0,,,,,,,,,,,,,AR-raw-csv,,
2020/03/24,Argentina,AR,"Provincia de Buenos Aires",ARB,,,0,,,,,,,,,,,,,AR-raw-csv,,
2020/03/24,Argentina,AR,"Ciudad Autónoma de Buenos Aires",ARC,,250,0,,,,,,,,,,,,,AR-raw-csv,,
2020/03/24,Argentina,AR,"Provincia de Córdoba",ARX,,100,0,,,,,,,,,,,,,AR-raw-csv,,
2020/03/24,Argentina,AR,"Ciudad Autónoma de Buenos Aires",ARC,,110,0,,,,,,,,,,,,,AR-raw-csv,,
2020/03/24,Argentina,AR,"Ciudad Autónoma de Buenos Aires",ARC,,50,0,,,,,,,,,,,,,AR-raw-csv,,
