Timestamp,Country,ISO-3166-1-a2,Region,ISO-3166-2,Language,Reach,Cases,Recovered,Fatalities,RecentCases,StillSick,Tested,Positive,Hospital,Severe,ICU,Surveyfirst,Surveyknown,Surveyforward,Dataset,Cookie,Campaign
2020/12/16,Brazil,BR,"São Paulo",BRSP,en,100,10,,3,1,2,,,,,,,,,limesurvey-6253,ltt20h9nd4pgk5clp2,FBBR
2020/12/16,Brazil,BR,"Minas Gerais",BRMG,en,30,9,,0,4,8,,,,,,,,,limesurvey-6401,l05097tn7hzmh9mmiz,FBBR
2020/12/16,Brazil,BR,"São Paulo",BRSP,en,100,10,,3,1,2,,,,,,,,,limesurvey-6256,ltt20h9nd4pgk5clp2,FBBR
2020/12/16,Brazil,BR,"Minas Gerais",BRMG,en,150,10,,2,3,5,,,,,,,,,limesurvey-6317,r4hvpspjbz5xsdxyl,FBBR
2020/12/16,Brazil,BR,"São Paulo",BRSP,en,5,3,,0,0,0,,,,,,,,,limesurvey-6259,64zrc91pbdt3n3ea5p,FBBR
2020/12/16,Brazil,BR,"São Paulo",BRSP,en,100,10,,3,1,2,,,,,,,,,limesurvey-6252,ltt20h9nd4pgk5clp2,FBBR
2020/12/16,Brazil,BR,"Minas Gerais",BRMG,en,150,10,,2,3,5,,,,,,,,,limesurvey-6319,r4hvpspjbz5xsdxyl,FBBR
2020/12/16,Brazil,BR,"Minas Gerais",BRMG,en,150,10,,2,3,5,,,,,,,,,limesurvey-6318,r4hvpspjbz5xsdxyl,FBBR
2020/12/17,Brazil,BR,"Distrito Federal",BRDF,en,100,15,,0,0,0,,,,,,,,,limesurvey-6528,32o0n5c572mpbq6aph,FBBR
2020/12/17,Brazil,BR,"Rio Grande do Norte",BRRN,en,100,30,,2,3,5,,,,,,,,,limesurvey-6569,ah1sgg8kfixqp78e9i,FBBR
2020/12/17,Brazil,BR,"Rio de Janeiro",BRRJ,en,100,20,,3,0,0,,,,,,,,,limesurvey-6566,jxoxum9uh4o69608ij,FBBR
2020/12/17,Brazil,BR,"Distrito Federal",BRDF,en,15,0,,0,0,,,,,,,,,,limesurvey-6535,e1n44hl0u8fmb2jdaw,FBBR
2020/12/17,Brazil,BR,"São Paulo",BRSP,en,3000,400,,0,0,1,,,,,,,,,limesurvey-6510,h9e97nb41jgvh7u976,FBBR
2020/12/17,Brazil,BR,"Rio Grande do Sul",BRRS,en,3,0,,0,0,0,,,,,,,,,limesurvey-6559,vdgzsvwsee095aoavm,
2020/12/17,Brazil,BR,Paraná,BRPR,en,4000,20,,0,0,0,,,,,,,,,limesurvey-6533,keupigpd63q9wlubx8,FBBR
2020/12/17,Brazil,BR,"São Paulo",BRSP,en,5,0,,0,0,,,,,,,,,,limesurvey-6537,fa26a46ugx697uitdq,FBBR
2020/12/17,Brazil,BR,"São Paulo",BRSP,en,3000,400,,0,0,1,,,,,,,,,limesurvey-6509,h9e97nb41jgvh7u976,FBBR
2020/12/17,Brazil,BR,"Rio Grande do Sul",BRRS,en,60,8,,2,1,1,,,,,,,,,limesurvey-6502,vsskuhfghs1ftepd8e,FBBR
2020/12/17,Brazil,BR,"Rio de Janeiro",BRRJ,en,10,4,,0,0,0,,,,,,,,,limesurvey-6530,ml6k1th7z8mjxrj0o7,FBBR
