"CountryName","RegionName","Date","PredictedDailyNewCases","PredictedDailyNewDeaths","PredictedDailyNewHospital","PredictedDailyNewICU"
"Afghanistan","",2021-02-08,11695.2262468405,NA,NA,NA
"Afghanistan","",2021-02-09,11340.1180264995,NA,NA,NA
"Afghanistan","",2021-02-10,12425.8986282777,NA,NA,NA
"Afghanistan","",2021-02-11,13806.4786274787,NA,NA,NA
"Afghanistan","",2021-02-12,15215.2278255498,NA,NA,NA
"Afghanistan","",2021-02-13,16664.1907584866,NA,NA,NA
"Afghanistan","",2021-02-14,18312.1143340286,NA,2923.80656171013,877.14196851304
"Afghanistan","",2021-02-15,20980.2796127443,NA,2835.02950662487,850.508851987462
"Afghanistan","",2021-02-16,21342.8564696359,NA,3106.47465706942,931.942397120826
"Afghanistan","",2021-02-17,23182.4824884966,NA,3451.61965686966,1035.4858970609
"Afghanistan","",2021-02-18,25348.5922355758,NA,3803.80695638745,1141.14208691623
"Afghanistan","",2021-02-19,27570.9420652386,NA,4166.04768962166,1249.8143068865
"Afghanistan","",2021-02-20,29857.4287118368,NA,4578.02858350715,1373.40857505215
"Afghanistan","",2021-02-21,32361.9731606159,116.952262468405,5245.06990318609,1573.52097095583
"Afghanistan","",2021-02-22,35900.021136043,113.401180264995,5335.71411740897,1600.71423522269
"Afghanistan","",2021-02-23,37136.1854327907,124.258986282777,5795.62062212415,1738.68618663725
"Afghanistan","",2021-02-24,39862.8799481604,138.064786274787,6337.14805889396,1901.14441766819
"Afghanistan","",2021-02-25,42921.3406904946,152.152278255498,6892.73551630966,2067.8206548929
"Afghanistan","",2021-02-26,46037.9627971922,166.641907584866,7464.35717795921,2239.30715338776
"Afghanistan","",2021-02-27,49218.0209226775,183.121143340286,8090.49329015398,2427.14798704619
"Afghanistan","",2021-02-28,52610.8750042036,209.802796127443,8975.00528401075,2692.50158520322
"Albania","",2021-02-08,2603.82366515557,NA,NA,NA
"Albania","",2021-02-09,3193.55019130493,NA,NA,NA
"Albania","",2021-02-10,3370.16930000333,NA,NA,NA
"Albania","",2021-02-11,3455.00873431228,NA,NA,NA
"Albania","",2021-02-12,3542.33837638319,NA,NA,NA
"Albania","",2021-02-13,3638.630687351,NA,NA,NA
"Albania","",2021-02-14,3655.87221883437,NA,650.955916288892,195.286774886668
"Albania","",2021-02-15,3464.27358039309,NA,798.387547826231,239.516264347869
"Albania","",2021-02-16,4051.89432829187,NA,842.542325000832,252.762697500249
"Albania","",2021-02-17,4218.1620567807,NA,863.75218357807,259.125655073421
"Albania","",2021-02-18,4287.6465697455,NA,885.584594095797,265.675378228739
"Albania","",2021-02-19,4355.2456667052,NA,909.65767183775,272.897301551325
"Albania","",2021-02-20,4427.23258836084,NA,913.968054708592,274.190416412578
"Albania","",2021-02-21,4415.56955228387,26.0382366515557,866.068395098273,259.820518529482
"Albania","",2021-02-22,4191.26604760793,31.9355019130493,1012.97358207297,303.89207462189
"Albania","",2021-02-23,4733.55187282228,33.7016930000333,1054.54051419518,316.362154258553
"Albania","",2021-02-24,4855.00053671983,34.5500873431228,1071.91164243638,321.573492730913
"Albania","",2021-02-25,4875.44442964292,35.4233837638319,1088.8114166763,326.64342500289
"Albania","",2021-02-26,4891.07357478287,36.38630687351,1106.80814709021,332.042444127063
"Albania","",2021-02-27,4908.58550723279,36.5587221883437,1103.89238807097,331.167716421291
"Albania","",2021-02-28,4840.29084528088,34.6427358039309,1047.81651190198,314.344953570594
"Algeria","",2021-02-08,1446.54626067452,NA,NA,NA
"Algeria","",2021-02-09,1544.0840199121,NA,NA,NA
"Algeria","",2021-02-10,1679.19665781036,NA,NA,NA
"Algeria","",2021-02-11,1819.86920214048,NA,NA,NA
"Algeria","",2021-02-12,1969.19825345486,NA,NA,NA
"Algeria","",2021-02-13,2097.99234813697,NA,NA,NA
"Algeria","",2021-02-14,2232.96121907881,NA,361.63656516863,108.490969550589
"Algeria","",2021-02-15,2413.91459949694,NA,386.021004978024,115.806301493407
"Algeria","",2021-02-16,2587.39642859245,NA,419.79916445259,125.939749335777
"Algeria","",2021-02-17,2804.13611558878,NA,454.967300535121,136.490190160536
"Algeria","",2021-02-18,3032.49755735599,NA,492.299563363716,147.689869009115
"Algeria","",2021-02-19,3275.95834224854,NA,524.498087034242,157.349426110273
"Algeria","",2021-02-20,3505.73047017641,NA,558.240304769702,167.472091430911
"Algeria","",2021-02-21,3748.92360709604,14.4654626067452,603.478649874236,181.043594962271
"Algeria","",2021-02-22,4045.83449404989,15.440840199121,646.849107148112,194.054732144434
"Algeria","",2021-02-23,4343.52823403899,16.7919665781036,701.034028897196,210.310208669159
"Algeria","",2021-02-24,4693.4466880663,18.1986920214048,758.124389338997,227.437316801699
"Algeria","",2021-02-25,5064.73012273467,19.6919825345486,818.989585562135,245.69687566864
"Algeria","",2021-02-26,5461.71468674769,20.9799234813697,876.432617544103,262.929785263231
"Algeria","",2021-02-27,5856.52639669854,22.3296121907881,937.230901774009,281.169270532203
"Algeria","",2021-02-28,6277.24293112333,24.1391459949694,1011.45862351247,303.437587053742
"Andorra","",2021-02-08,25.6531952384252,NA,NA,NA
"Andorra","",2021-02-09,25.7553149623247,NA,NA,NA
"Andorra","",2021-02-10,5.55828806646916,NA,NA,NA
"Andorra","",2021-02-11,0,NA,NA,NA
"Andorra","",2021-02-12,103.874792297861,NA,NA,NA
"Andorra","",2021-02-13,56.9896204036491,NA,NA,NA
"Andorra","",2021-02-14,0,NA,6.4132988096063,1.92398964288189
"Andorra","",2021-02-15,14.603001939941,NA,6.43882874058117,1.93164862217435
"Andorra","",2021-02-16,15.1191216654227,NA,1.38957201661729,0.416871604985187
"Andorra","",2021-02-17,0,NA,0,0
"Andorra","",2021-02-18,0,NA,25.9686980744653,7.79060942233959
"Andorra","",2021-02-19,93.7677282259977,NA,14.2474051009123,4.27422153027368
"Andorra","",2021-02-20,47.1003645337414,NA,0,0
"Andorra","",2021-02-21,0,0.256531952384252,3.65075048498525,1.09522514549558
"Andorra","",2021-02-22,4.99591802645335,0.257553149623247,3.77978041635566,1.1339341249067
"Andorra","",2021-02-23,5.97525490530889,0.0555828806646916,0,0
"Andorra","",2021-02-24,0,0,0,0
"Andorra","",2021-02-25,0,1.03874792297861,23.4419320564994,7.03257961694983
"Andorra","",2021-02-26,84.9625682377068,0.569896204036491,11.7750911334354,3.53252734003061
"Andorra","",2021-02-27,38.5910132237771,0,0,0
"Andorra","",2021-02-28,0,0.14603001939941,1.24897950661334,0.374693851984001
"Angola","",2021-02-08,691.507456268681,NA,NA,NA
"Angola","",2021-02-09,776.94791241617,NA,NA,NA
"Angola","",2021-02-10,873.613166595818,NA,NA,NA
"Angola","",2021-02-11,942.650285415403,NA,NA,NA
"Angola","",2021-02-12,997.345793724932,NA,NA,NA
"Angola","",2021-02-13,1075.02697695085,NA,NA,NA
"Angola","",2021-02-14,1108.8974096421,NA,172.87686406717,51.8630592201511
"Angola","",2021-02-15,1216.38398907782,NA,194.236978104043,58.2710934312128
"Angola","",2021-02-16,1344.64912068177,NA,218.403291648955,65.5209874946864
"Angola","",2021-02-17,1487.52064313924,NA,235.662571353851,70.6987714061552
"Angola","",2021-02-18,1606.35768357696,NA,249.336448431233,74.8009345293699
"Angola","",2021-02-19,1714.69540940873,NA,268.756744237713,80.627023271314
"Angola","",2021-02-20,1850.06358439475,NA,277.224352410524,83.1673057231573
"Angola","",2021-02-21,1945.96484963741,6.91507456268681,304.095997269455,91.2287991808364
"Angola","",2021-02-22,2120.15632896354,7.7694791241617,336.162280170444,100.848684051133
"Angola","",2021-02-23,2320.12871487179,8.73613166595818,371.88016078481,111.564048235443
"Angola","",2021-02-24,2540.13926450869,9.42650285415403,401.58942089424,120.476826268272
"Angola","",2021-02-25,2742.03030735549,9.97345793724932,428.673852352182,128.602155705654
"Angola","",2021-02-26,2939.89682310188,10.7502697695085,462.515896098688,138.754768829606
"Angola","",2021-02-27,3171.8619350129,11.088974096421,486.491212409353,145.947363722806
"Angola","",2021-02-28,3372.03235366865,12.1638398907782,530.039082240885,159.011724672266
"Argentina","",2021-02-08,36358.1506759989,NA,NA,NA
"Argentina","",2021-02-09,42418.7135001115,NA,NA,NA
"Argentina","",2021-02-10,42506.4576302884,NA,NA,NA
"Argentina","",2021-02-11,43318.0902464802,NA,NA,NA
"Argentina","",2021-02-12,43231.158852775,NA,NA,NA
"Argentina","",2021-02-13,41276.2519692928,NA,NA,NA
"Argentina","",2021-02-14,38323.3705132666,NA,9089.53766899973,2726.86130069992
"Argentina","",2021-02-15,42036.111533136,NA,10604.6783750279,3181.40351250836
"Argentina","",2021-02-16,47879.8229780239,NA,10626.6144075721,3187.98432227163
"Argentina","",2021-02-17,47693.8105452595,NA,10829.52256162,3248.85676848601
"Argentina","",2021-02-18,48215.6808409561,NA,10807.7897131938,3242.33691395813
"Argentina","",2021-02-19,47817.6024674137,NA,10319.0629923232,3095.71889769696
"Argentina","",2021-02-20,45536.7139656562,NA,9580.84262831664,2874.25278849499
"Argentina","",2021-02-21,42259.3103430028,363.581506759989,10509.027883284,3152.7083649852
"Argentina","",2021-02-22,45658.9389520903,424.187135001115,11969.955744506,3590.98672335179
"Argentina","",2021-02-23,51151.3621359575,425.064576302884,11923.4526363149,3577.03579089446
"Argentina","",2021-02-24,50560.1808149115,433.180902464802,12053.920210239,3616.17606307171
"Argentina","",2021-02-25,50672.2487439299,432.31158852775,11954.4006168534,3586.32018505603
"Argentina","",2021-02-26,49856.7380096863,412.762519692928,11384.1784914141,3415.25354742422
