CountryName,RegionName,Date,PredictedDailyNewCases
Afghanistan,,2021-02-08,12385.001989275275
Afghanistan,,2021-02-09,11470.787386751505
Afghanistan,,2021-02-10,12551.728926473148
Afghanistan,,2021-02-11,13943.708176853193
Afghanistan,,2021-02-12,15368.320489518792
Afghanistan,,2021-02-13,16835.10569755008
Afghanistan,,2021-02-14,18502.464590749718
Afghanistan,,2021-02-15,21881.329052973488
Afghanistan,,2021-02-16,21704.987791566626
Afghanistan,,2021-02-17,23562.771851923717
Afghanistan,,2021-02-18,25764.746935084033
Afghanistan,,2021-02-19,28029.132898035943
Afghanistan,,2021-02-20,30361.65720774134
Afghanistan,,2021-02-21,32915.94014353514
Afghanistan,,2021-02-22,37195.80910318434
Afghanistan,,2021-02-23,37918.72319036108
Afghanistan,,2021-02-24,40688.03566218124
Afghanistan,,2021-02-25,43800.90632487617
Afghanistan,,2021-02-26,46970.93945744136
Afghanistan,,2021-02-27,50201.01127842651
Afghanistan,,2021-02-28,53640.41361951243
Albania,,2021-02-08,2701.434085466147
Albania,,2021-02-09,3205.1260565286516
Albania,,2021-02-10,3379.9255234309003
Albania,,2021-02-11,3464.6850069827224
Albania,,2021-02-12,3552.3100872701307
Albania,,2021-02-13,3648.930959221707
Albania,,2021-02-14,3666.465498075539
Albania,,2021-02-15,3572.73522666002
Albania,,2021-02-16,4073.6405536441844
Albania,,2021-02-17,4238.068346372234
Albania,,2021-02-18,4307.402443545904
Albania,,2021-02-19,4375.2064206517825
Albania,,2021-02-20,4447.427995751066
Albania,,2021-02-21,4435.958253765954
Albania,,2021-02-22,4309.3220359526
Albania,,2021-02-23,4763.297424714993
Albania,,2021-02-24,4881.992836561983
Albania,,2021-02-25,4901.062801801527
Albania,,2021-02-26,4915.390542425595
Albania,,2021-02-27,4931.409148722892
Albania,,2021-02-28,4861.474499815571
Algeria,,2021-02-08,1486.6374774836881
Algeria,,2021-02-09,1550.464739655419
Algeria,,2021-02-10,1685.1455520796903
Algeria,,2021-02-11,1826.2397090955974
Algeria,,2021-02-12,1976.217717339694
Algeria,,2021-02-13,2105.7539665358686
Algeria,,2021-02-14,2241.53621373855
Algeria,,2021-02-15,2463.4699509150823
Algeria,,2021-02-16,2604.198622429745
Algeria,,2021-02-17,2821.557845532217
Algeria,,2021-02-18,3051.495303509794
Algeria,,2021-02-19,3296.886008165746
Algeria,,2021-02-20,3528.8400094391395
Algeria,,2021-02-21,3774.4545974277507
Algeria,,2021-02-22,4114.071898381948
Algeria,,2021-02-23,4380.761322612285
Algeria,,2021-02-24,4733.0296206103085
Algeria,,2021-02-25,5107.53740760069
Algeria,,2021-02-26,5507.9909923698815
Algeria,,2021-02-27,5906.423607230177
Algeria,,2021-02-28,6330.927522775101
Andorra,,2021-02-08,27.009573947063142
Andorra,,2021-02-09,25.790126641983395
Andorra,,2021-02-10,5.556607021714225
Andorra,,2021-02-11,0.0
Andorra,,2021-02-12,103.86333337598037
Andorra,,2021-02-13,56.973540519506656
Andorra,,2021-02-14,0.0
Andorra,,2021-02-15,15.939181301557705
Andorra,,2021-02-16,15.127266792327838
Andorra,,2021-02-17,0.0
Andorra,,2021-02-18,0.0
Andorra,,2021-02-19,93.72544631850982
Andorra,,2021-02-20,47.051269460689284
Andorra,,2021-02-21,0.0
Andorra,,2021-02-22,6.298294654092899
Andorra,,2021-02-23,5.945636066679921
Andorra,,2021-02-24,0.0
Andorra,,2021-02-25,0.0
Andorra,,2021-02-26,84.8743627100462
Andorra,,2021-02-27,38.49195589428476
Andorra,,2021-02-28,0.0
Angola,,2021-02-08,709.6878557584594
Angola,,2021-02-09,780.0533106624696
Angola,,2021-02-10,876.4974161002104
Angola,,2021-02-11,945.7578360671606
Angola,,2021-02-12,1000.7855178620357
Angola,,2021-02-13,1078.8490303186347
Angola,,2021-02-14,1113.137760864733
Angola,,2021-02-15,1239.2657375310232
Angola,,2021-02-16,1352.9557699547136
Angola,,2021-02-17,1496.1567351124468
Angola,,2021-02-18,1615.8219702413626
Angola,,2021-02-19,1725.1685539875436
Angola,,2021-02-20,1861.6787488372859
Angola,,2021-02-21,1958.8474949823258
Angola,,2021-02-22,2152.6024333660657
Angola,,2021-02-23,2338.9476217504052
Angola,,2021-02-24,2560.23061664491
Angola,,2021-02-25,2763.866377101997
Angola,,2021-02-26,2963.6072565240784
Angola,,2021-02-27,3197.5466916629002
Angola,,2021-02-28,3399.7930063436515
Argentina,,2021-02-08,36859.60481187005
Argentina,,2021-02-09,42469.83234882616
Argentina,,2021-02-10,42545.752956750264
Argentina,,2021-02-11,43355.840611430016
Argentina,,2021-02-12,43268.92199184458
Argentina,,2021-02-13,41314.45730658476
Argentina,,2021-02-14,38361.82384523438
Argentina,,2021-02-15,42576.345831900006
Argentina,,2021-02-16,47966.11615843956
Argentina,,2021-02-17,47767.57182948511
Argentina,,2021-02-18,48287.07450568991
Argentina,,2021-02-19,47888.2928430501
Argentina,,2021-02-20,45607.29241855937
Argentina,,2021-02-21,42329.6618528724
Argentina,,2021-02-22,46230.39305130289
Argentina,,2021-02-23,51263.40155401686
Argentina,,2021-02-24,50656.58637380807
Argentina,,2021-02-25,50762.19275478507
Argentina,,2021-02-26,49940.728686668386
Argentina,,2021-02-27,47238.590290036154
Argentina,,2021-02-28,43558.73011809222
Aruba,,2021-02-08,197.57770175307684
Aruba,,2021-02-09,244.6962117648569
Aruba,,2021-02-10,221.58770119821827
Aruba,,2021-02-11,191.72345533303508
Aruba,,2021-02-12,207.4744968470251
Aruba,,2021-02-13,141.58995026538898
Aruba,,2021-02-14,128.62097792353092
Aruba,,2021-02-15,166.76518658626895
Aruba,,2021-02-16,211.48628282110468
Aruba,,2021-02-17,185.61696670138826
Aruba,,2021-02-18,153.6022805033606
Aruba,,2021-02-19,167.85863974823806
Aruba,,2021-02-20,100.53773128224773
Aruba,,2021-02-21,87.14924709579984
Aruba,,2021-02-22,125.17427557416076
Aruba,,2021-02-23,169.5075536705717
Aruba,,2021-02-24,142.98888694263823
Aruba,,2021-02-25,110.8360161348983
Aruba,,2021-02-26,125.47364083354151
Aruba,,2021-02-27,58.58139466928548
Aruba,,2021-02-28,46.36679272059826
Australia,,2021-02-08,96.46550863267628
Australia,,2021-02-09,109.63842831360938
Australia,,2021-02-10,108.70360760582156
Australia,,2021-02-11,132.37208785787004
Australia,,2021-02-12,127.95680482873529
Australia,,2021-02-13,139.95331913943016
Australia,,2021-02-14,154.750839254656
Australia,,2021-02-15,163.0470525698441
Australia,,2021-02-16,181.4915976899835
Australia,,2021-02-17,186.24348415434036
Australia,,2021-02-18,216.061584533018
Australia,,2021-02-19,218.30935322388808
Australia,,2021-02-20,237.54476112887687
Australia,,2021-02-21,260.2008668254638
Australia,,2021-02-22,276.96119826392726
Australia,,2021-02-23,304.54278110742166
Australia,,2021-02-24,319.1583382786058
Australia,,2021-02-25,359.62617857377074
Australia,,2021-02-26,373.3704401999245
Australia,,2021-02-27,405.01967760167713
Australia,,2021-02-28,441.07893383379667
Austria,,2021-02-08,4325.509924905681
Austria,,2021-02-09,5019.505770328093
Austria,,2021-02-10,5245.784406850032
Austria,,2021-02-11,5376.781648835649
Austria,,2021-02-12,4963.4268789069065
Austria,,2021-02-13,5242.1082351851755
Austria,,2021-02-14,4673.374150497822
Austria,,2021-02-15,5037.982055352746
Austria,,2021-02-16,5727.236634505046
Austria,,2021-02-17,5944.634997737396
Austria,,2021-02-18,6064.518928259046
Austria,,2021-02-19,5638.153484286277
Austria,,2021-02-20,5904.312550220411
Austria,,2021-02-21,5320.383584886201
Austria,,2021-02-22,5671.1224425090695
Austria,,2021-02-23,6343.492447078338
Austria,,2021-02-24,6539.411078422618
Austria,,2021-02-25,6635.508800650703
Austria,,2021-02-26,6183.646568988222
Austria,,2021-02-27,6425.542028468291
Austria,,2021-02-28,5815.221151812032
Azerbaijan,,2021-02-08,1338.8745223508108
Azerbaijan,,2021-02-09,1866.0062845314285
Azerbaijan,,2021-02-10,1957.4367367457257
Azerbaijan,,2021-02-11,1940.4268618239707
Azerbaijan,,2021-02-12,1886.6652522119537
Azerbaijan,,2021-02-13,2089.3637544392786
Azerbaijan,,2021-02-14,2164.844430956728
Azerbaijan,,2021-02-15,1993.636491853585
Azerbaijan,,2021-02-16,2555.351100934207
Azerbaijan,,2021-02-17,2682.005895553216
Azerbaijan,,2021-02-18,2701.361667223316
Azerbaijan,,2021-02-19,2685.175103097706
Azerbaijan,,2021-02-20,2926.5792256807454
Azerbaijan,,2021-02-21,3041.4000238736253
Azerbaijan,,2021-02-22,2910.308623564287
Azerbaijan,,2021-02-23,3513.7097572015073
Azerbaijan,,2021-02-24,3682.0543335962
Azerbaijan,,2021-02-25,3743.982415119938
Azerbaijan,,2021-02-26,3771.618181619485
Azerbaijan,,2021-02-27,4058.3492180548337
Azerbaijan,,2021-02-28,4219.475227717527
Bahamas,,2021-02-08,28.998317277894394
Bahamas,,2021-02-09,24.001255835441995
Bahamas,,2021-02-10,38.35664950659611
Bahamas,,2021-02-11,36.82098784472717
Bahamas,,2021-02-12,34.36849102787487
Bahamas,,2021-02-13,25.979826208557945
Bahamas,,2021-02-14,27.69279380056672
Bahamas,,2021-02-15,40.551953849533376
Bahamas,,2021-02-16,36.22022327823271
Bahamas,,2021-02-17,51.27399200432123
Bahamas,,2021-02-18,50.45781307112996
Bahamas,,2021-02-19,48.76051675325569
Bahamas,,2021-02-20,41.16718188604477
Bahamas,,2021-02-21,43.72335936465859
Bahamas,,2021-02-22,57.46943357044454
Bahamas,,2021-02-23,54.0551298177216
Bahamas,,2021-02-24,70.07443839818058
Bahamas,,2021-02-25,70.25589405638081
Bahamas,,2021-02-26,69.60527024311855
Bahamas,,2021-02-27,63.11223419363614
Bahamas,,2021-02-28,66.83282851441352
Bahrain,,2021-02-08,712.2632311897045
Bahrain,,2021-02-09,636.5234631928038
Bahrain,,2021-02-10,701.0699458332305
Bahrain,,2021-02-11,765.6074446125347
Bahrain,,2021-02-12,818.456336509868
Bahrain,,2021-02-13,713.6903483245404
Bahrain,,2021-02-14,672.8121849788361
Bahrain,,2021-02-15,784.8685407359295
Bahrain,,2021-02-16,706.5942513484039
Bahrain,,2021-02-17,768.7083609250599
Bahrain,,2021-02-18,830.4594858810327
Bahrain,,2021-02-19,880.1578887283058
Bahrain,,2021-02-20,771.9176494100252
Bahrain,,2021-02-21,727.7886996078344
Bahrain,,2021-02-22,836.6086742324225
Bahrain,,2021-02-23,754.5829809566542
Bahrain,,2021-02-24,813.1293353738379
Bahrain,,2021-02-25,871.0544912252445
Bahrain,,2021-02-26,916.7178430351756
Bahrain,,2021-02-27,804.3207431780887
Bahrain,,2021-02-28,756.52491716064
Bangladesh,,2021-02-08,5012.369222962614
Bangladesh,,2021-02-09,5416.738821568119
Bangladesh,,2021-02-10,5762.046228522416
Bangladesh,,2021-02-11,6176.239677069666
Bangladesh,,2021-02-12,6372.355284067073
Bangladesh,,2021-02-13,6725.028225612794
Bangladesh,,2021-02-14,7583.5064168511435
Bangladesh,,2021-02-15,8119.318445045911
Bangladesh,,2021-02-16,8761.54306425064
Bangladesh,,2021-02-17,9362.60751129132
Bangladesh,,2021-02-18,10051.85488782024
Bangladesh,,2021-02-19,10543.657658011085
Bangladesh,,2021-02-20,11214.25348822412
Bangladesh,,2021-02-21,12414.303844015638
Bangladesh,,2021-02-22,13316.744085317028
Bangladesh,,2021-02-23,14352.526470368994
Bangladesh,,2021-02-24,15375.916281012374
Bangladesh,,2021-02-25,16518.319066634755
Bangladesh,,2021-02-26,17496.246725284094
Bangladesh,,2021-02-27,18688.286631283518
Bangladesh,,2021-02-28,20447.51347370466
Barbados,,2021-02-08,1327.1320441143412
Barbados,,2021-02-09,1329.5566427231327
Barbados,,2021-02-10,1390.4985669310313
Barbados,,2021-02-11,1298.6978512298408
Barbados,,2021-02-12,1339.6745722284188
Barbados,,2021-02-13,1317.4717743678987
Barbados,,2021-02-14,1336.6920590441537
Barbados,,2021-02-15,1295.287309454495
Barbados,,2021-02-16,1244.3641634136707
Barbados,,2021-02-17,1254.7694490744482
Barbados,,2021-02-18,1114.0113554754366
Barbados,,2021-02-19,1113.8054439107823
Barbados,,2021-02-20,1053.833190979712
Barbados,,2021-02-21,1041.1995127670812
Barbados,,2021-02-22,972.5458116010223
Barbados,,2021-02-23,900.7578632180962
Barbados,,2021-02-24,896.5275316507152
Barbados,,2021-02-25,745.004873226706
Barbados,,2021-02-26,741.6120158094435
Barbados,,2021-02-27,681.4329615267038
Barbados,,2021-02-28,672.6388933638536
Belarus,,2021-02-08,9875.28872975655
Belarus,,2021-02-09,9092.042812621932
Belarus,,2021-02-10,10109.430035696008
Belarus,,2021-02-11,10554.265782809653
Belarus,,2021-02-12,10998.609181294298
Belarus,,2021-02-13,11449.15726800195
Belarus,,2021-02-14,12012.638643425367
Belarus,,2021-02-15,12972.384192768464
Belarus,,2021-02-16,12187.68778326641
Belarus,,2021-02-17,13198.320631574366
Belarus,,2021-02-18,13614.453947794691
Belarus,,2021-02-19,14012.325502702612
Belarus,,2021-02-20,14397.775438740198
Belarus,,2021-02-21,14876.283628347028
Belarus,,2021-02-22,15729.079945078114
Belarus,,2021-02-23,14810.726715463721
Belarus,,2021-02-24,15681.960447335474
Belarus,,2021-02-25,15935.008330772529
Belarus,,2021-02-26,16155.490587642525
Belarus,,2021-02-27,16352.321623847753
Belarus,,2021-02-28,16633.596735052037
Belgium,,2021-02-08,3397.986872595818
Belgium,,2021-02-09,4603.2309121506405
Belgium,,2021-02-10,5853.390572418419
Belgium,,2021-02-11,5861.778371931017
Belgium,,2021-02-12,5071.636384099042
Belgium,,2021-02-13,5100.944845386027
Belgium,,2021-02-14,4764.973899720831
Belgium,,2021-02-15,4379.789638871
Belgium,,2021-02-16,5609.322764467315
Belgium,,2021-02-17,6880.0245876141025
Belgium,,2021-02-18,6904.470333137208
Belgium,,2021-02-19,6129.850894057558
