CountryName,RegionName,Date,PredictedDailyNewCases
Angola,,2021-02-15,1542.1326425546304
Angola,,2021-02-16,1801.9644982393884
Angola,,2021-02-17,2041.319663506187
Angola,,2021-02-18,2268.334281109982
Angola,,2021-02-19,2502.228577738586
Angola,,2021-02-20,2783.971456744007
Angola,,2021-02-21,3050.537689568623
Angola,,2021-02-22,3441.8007543148633
Angola,,2021-02-23,3945.371149871419
Angola,,2021-02-24,4461.0315373523035
Angola,,2021-02-25,5000.819447810382
Angola,,2021-02-26,5588.098022743882
Angola,,2021-02-27,6268.247417480117
Angola,,2021-02-28,6983.035727098528
Argentina,,2021-02-08,36859.60481187005
Argentina,,2021-02-09,47539.78529140106
Argentina,,2021-02-10,48597.55220657303
Argentina,,2021-02-11,50133.737752072826
Argentina,,2021-02-12,50760.88804050247
Argentina,,2021-02-13,49545.86888004784
Argentina,,2021-02-14,47364.713765444874
Argentina,,2021-02-15,52385.09360713765
Argentina,,2021-02-16,63675.74982874703
Argentina,,2021-02-17,65260.95312779464
Argentina,,2021-02-18,67312.44249227119
Argentina,,2021-02-19,68433.99906417371
Argentina,,2021-02-20,67697.56601113873
Argentina,,2021-02-21,66000.84002663185
Argentina,,2021-02-22,71525.66079573853
Argentina,,2021-02-23,83257.18468816421
Argentina,,2021-02-24,85124.04101565442
Argentina,,2021-02-25,87383.52369909303
Argentina,,2021-02-26,88610.48243445528
Argentina,,2021-02-27,87866.46095200538
Argentina,,2021-02-28,86056.26920981982
Aruba,,2021-02-08,197.57770175307684
Aruba,,2021-02-09,273.62314800962906
Aruba,,2021-02-10,253.2263099017371
Aruba,,2021-02-11,224.36099174150127
Aruba,,2021-02-12,240.66601024734524
Aruba,,2021-02-13,175.0345844208274
Aruba,,2021-02-14,162.1879871228263
Aruba,,2021-02-15,200.29250711125465
Aruba,,2021-02-16,273.6124938778711
Aruba,,2021-02-17,249.2982377489183
Aruba,,2021-02-18,216.92691006780026
Aruba,,2021-02-19,230.2894467332105
Aruba,,2021-02-20,161.56076152699578
Aruba,,2021-02-21,146.79919533225848
Aruba,,2021-02-22,183.30103029906036
Aruba,,2021-02-23,254.52564723452556
Aruba,,2021-02-24,227.11472284065417
Aruba,,2021-02-25,192.18888820299722
Aruba,,2021-02-26,203.62102137869996
Aruba,,2021-02-27,132.87073045009174
Aruba,,2021-02-28,117.18096694756535
Australia,,2021-02-08,96.46550863267628
Australia,,2021-02-09,121.53479514106778
Australia,,2021-02-10,124.26292839509519
Australia,,2021-02-11,151.46538677606725
Australia,,2021-02-12,151.07486756205407
Australia,,2021-02-13,167.769995084107
Australia,,2021-02-14,188.06055583628083
Australia,,2021-02-15,202.77080085394869
Australia,,2021-02-16,240.5898388494695
Australia,,2021-02-17,257.71428034161454
Australia,,2021-02-18,301.20442477525944
Australia,,2021-02-19,319.2758033827695
Australia,,2021-02-20,356.95110874979224
Australia,,2021-02-21,401.11799298853816
Australia,,2021-02-22,442.9453962965139
Australia,,2021-02-23,511.6126848933294
Australia,,2021-02-24,563.8086251786276
Australia,,2021-02-25,647.1147172435151
Australia,,2021-02-26,710.2929316516884
Australia,,2021-02-27,798.9638612099864
Australia,,2021-02-28,900.6686820975834
Austria,,2021-02-08,4325.509924905681
Austria,,2021-02-09,5635.881043287193
Austria,,2021-02-10,5980.099350738579
Austria,,2021-02-11,6198.974534974319
Austria,,2021-02-12,5873.550561707782
Austria,,2021-02-13,6245.353228766902
Austria,,2021-02-14,5775.599576545133
Austria,,2021-02-15,6245.825348917705
Austria,,2021-02-16,7663.427372907325
Austria,,2021-02-17,8113.313279466245
Austria,,2021-02-18,8440.694631281198
Austria,,2021-02-19,8227.096583845167
Austria,,2021-02-20,8717.466683953187
Austria,,2021-02-21,8369.245541904023
Austria,,2021-02-22,8969.95714061142
Austria,,2021-02-23,10520.682120468435
Austria,,2021-02-24,11097.435508110906
Austria,,2021-02-25,11549.364715015805
Austria,,2021-02-26,11455.83908454499
Austria,,2021-02-27,12063.35331128437
Austria,,2021-02-28,11820.596672281541
Azerbaijan,,2021-02-08,1338.8745223508108
Azerbaijan,,2021-02-09,2072.57095118889
Azerbaijan,,2021-02-10,2214.5765073453495
Azerbaijan,,2021-02-11,2242.252413803869
Azerbaijan,,2021-02-12,2237.0373923928537
Azerbaijan,,2021-02-13,2494.3384218373494
Azerbaijan,,2021-02-14,2631.3951770012022
Azerbaijan,,2021-02-15,2529.6046624302016
Azerbaijan,,2021-02-16,3376.1010545925446
Azerbaijan,,2021-02-17,3640.6716570518765
Azerbaijan,,2021-02-18,3802.4657819310914
Azerbaijan,,2021-02-19,3944.120755619145
Azerbaijan,,2021-02-20,4362.250513391522
Azerbaijan,,2021-02-21,4674.883849434704
Azerbaijan,,2021-02-22,4765.183118342191
Azerbaijan,,2021-02-23,5822.888394550644
Azerbaijan,,2021-02-24,6315.758167538153
Azerbaijan,,2021-02-25,6725.066435349365
Azerbaijan,,2021-02-26,7134.088910935636
Azerbaijan,,2021-02-27,7839.592820053489
Azerbaijan,,2021-02-28,8458.19628849232
Bahamas,,2021-02-08,28.998317277894394
Bahamas,,2021-02-09,27.311694398859252
Bahamas,,2021-02-10,42.50827706114492
Bahamas,,2021-02-11,41.725550450050136
Bahamas,,2021-02-12,40.098786459203225
Bahamas,,2021-02-13,32.646123202505436
Bahamas,,2021-02-14,35.42405972091015
Bahamas,,2021-02-15,49.493466829446874
Bahamas,,2021-02-16,49.843095450174076
Bahamas,,2021-02-17,67.28827787359879
Bahamas,,2021-02-18,68.97412713988864
Bahamas,,2021-02-19,70.07784775164858
Bahamas,,2021-02-20,65.65271451366583
Bahamas,,2021-02-21,71.8009404356525
Bahamas,,2021-02-22,89.61777538556737
Bahamas,,2021-02-23,94.11042975132932
Bahamas,,2021-02-24,116.14844053510731
Bahamas,,2021-02-25,122.88188116939463
Bahamas,,2021-02-26,129.536725034242
Bahamas,,2021-02-27,131.19377455659537
Bahamas,,2021-02-28,143.99528035211637
Bahrain,,2021-02-08,712.2632311897045
Bahrain,,2021-02-09,728.2250876110941
Bahrain,,2021-02-10,808.922724274616
Bahrain,,2021-02-11,885.2235065892471
Bahrain,,2021-02-12,949.6787446547315
Bahrain,,2021-02-13,857.0221408282043
Bahrain,,2021-02-14,828.9171488499452
Bahrain,,2021-02-15,954.4387561103351
Bahrain,,2021-02-16,981.9434694788501
Bahrain,,2021-02-17,1074.6329445339156
Bahrain,,2021-02-18,1163.0836522680033
Bahrain,,2021-02-19,1239.8284053379002
Bahrain,,2021-02-20,1159.6450757467578
Bahrain,,2021-02-21,1144.9977608284548
Bahrain,,2021-02-22,1284.7668318524445
Bahrain,,2021-02-23,1326.511837924555
Bahrain,,2021-02-24,1433.7681016478953
Bahrain,,2021-02-25,1536.5188116840604
Bahrain,,2021-02-26,1626.979590984027
Bahrain,,2021-02-27,1559.6466861712408
Bahrain,,2021-02-28,1557.6724242178611
Bangladesh,,2021-02-08,5012.369222962614
Bangladesh,,2021-02-09,6018.133173369657
Bangladesh,,2021-02-10,6542.625747252374
Bangladesh,,2021-02-11,7127.05713723253
Bangladesh,,2021-02-12,7515.60483465339
Bangladesh,,2021-02-13,8091.74606937305
Bangladesh,,2021-02-14,9210.306858950342
Bangladesh,,2021-02-15,10048.55580758414
Bangladesh,,2021-02-16,11643.374083521649
Bangladesh,,2021-02-17,12830.735985850195
Bangladesh,,2021-02-18,14161.755012918722
Bangladesh,,2021-02-19,15391.773613264526
Bangladesh,,2021-02-20,16917.538102276783
Bangladesh,,2021-02-21,19109.02256315722
Bangladesh,,2021-02-22,21160.692146608664
Bangladesh,,2021-02-23,24128.48562550557
Bangladesh,,2021-02-24,26867.17084916873
Bangladesh,,2021-02-25,29947.70554727132
Bangladesh,,2021-02-26,33145.50051714886
Bangladesh,,2021-02-27,36878.43799242937
Bangladesh,,2021-02-28,41538.69740686027
Barbados,,2021-02-08,1327.1320441143412
Barbados,,2021-02-09,1501.007872714625
Barbados,,2021-02-10,1590.7648023796626
Barbados,,2021-02-11,1514.416630717301
Barbados,,2021-02-12,1565.9238641468041
Barbados,,2021-02-13,1550.1886275967859
Barbados,,2021-02-14,1571.998521507131
Barbados,,2021-02-15,1529.0679629160581
Barbados,,2021-02-16,1644.221062648703
Barbados,,2021-02-17,1667.2199403792174
Barbados,,2021-02-18,1521.0931990389709
Barbados,,2021-02-19,1508.7201664680142
Barbados,,2021-02-20,1430.5579747995616
Barbados,,2021-02-21,1395.4949347167126
Barbados,,2021-02-22,1300.3584682401847
Barbados,,2021-02-23,1371.0222485230545
Barbados,,2021-02-24,1350.6381419921424
Barbados,,2021-02-25,1166.134803352311
Barbados,,2021-02-26,1126.7015664019514
Barbados,,2021-02-27,1026.577681804209
Barbados,,2021-02-28,976.5553883066502
Belarus,,2021-02-08,9875.28872975655
Belarus,,2021-02-09,10278.998438726825
Belarus,,2021-02-10,11564.57563185929
Belarus,,2021-02-11,12245.387070669993
Belarus,,2021-02-12,12937.23467906844
Belarus,,2021-02-13,13653.93280906431
Belarus,,2021-02-14,14502.80874593234
Belarus,,2021-02-15,15766.313625309078
Belarus,,2021-02-16,16488.471206660357
Belarus,,2021-02-17,18090.932207829806
Belarus,,2021-02-18,19073.064450542202
Belarus,,2021-02-19,20052.705418352853
Belarus,,2021-02-20,21039.041081265637
Belarus,,2021-02-21,22134.440988289472
Belarus,,2021-02-22,23614.224130063543
Belarus,,2021-02-23,24509.247436546415
Belarus,,2021-02-24,26242.316497130032
Belarus,,2021-02-25,27288.758740041812
Belarus,,2021-02-26,28267.81542949298
Belarus,,2021-02-27,29180.655635482304
Belarus,,2021-02-28,30122.221946794987
Belgium,,2021-02-08,3397.986872595818
Belgium,,2021-02-09,4882.347013213738
Belgium,,2021-02-10,6192.597299386207
Belgium,,2021-02-11,6243.001546703534
Belgium,,2021-02-12,5494.501443151273
Belgium,,2021-02-13,5568.012446896172
Belgium,,2021-02-14,5279.303840758156
Belgium,,2021-02-15,4944.759423308752
Belgium,,2021-02-16,6507.672603820977
Belgium,,2021-02-17,7894.885112344682
Belgium,,2021-02-18,8020.4306206436295
Belgium,,2021-02-19,7349.7076084019545
Belgium,,2021-02-20,7507.281570116616
Belgium,,2021-02-21,7305.951145963823
Belgium,,2021-02-22,7064.286942756996
Belgium,,2021-02-23,8726.127493608801
Belgium,,2021-02-24,10208.092915592002
Belgium,,2021-02-25,10422.674989076604
Belgium,,2021-02-26,9839.648201204594
Belgium,,2021-02-27,10086.492235140018
Belgium,,2021-02-28,9969.91619060147
Belize,,2021-02-08,173.08406866687065
Belize,,2021-02-09,243.88173955225727
Belize,,2021-02-10,265.9565927100842
Belize,,2021-02-11,231.10786794519686
Belize,,2021-02-12,248.7387033682354
Belize,,2021-02-13,276.262366163822
Belize,,2021-02-14,263.8389985601585
Belize,,2021-02-15,285.5051867006008
Belize,,2021-02-16,364.47871468674066
Belize,,2021-02-17,394.89639465397534
Belize,,2021-02-18,368.75743309569816
Belize,,2021-02-19,395.8061819577209
Belize,,2021-02-20,433.1861349132621
Belize,,2021-02-21,431.01407848942404
Belize,,2021-02-22,463.6267031861871
Belize,,2021-02-23,553.9856536387729
Belize,,2021-02-24,595.6589045552607
Belize,,2021-02-25,580.8277814702315
Belize,,2021-02-26,619.5796447592762
Belize,,2021-02-27,668.3994948293767
Belize,,2021-02-28,677.0484468973311
Benin,,2021-02-08,134.5812989287205
Benin,,2021-02-09,208.71792301231687
Benin,,2021-02-10,176.28523072963995
Benin,,2021-02-11,196.90330527773713
Benin,,2021-02-12,220.51053845748385
Benin,,2021-02-13,246.90171662417498
Benin,,2021-02-14,276.4541031207885
Benin,,2021-02-15,312.91870985110154
Benin,,2021-02-16,410.0590482308173
Benin,,2021-02-17,403.62691753967727
Benin,,2021-02-18,453.76017317820447
Benin,,2021-02-19,510.81455800556614
Benin,,2021-02-20,575.1461766984831
Benin,,2021-02-21,647.7650170485501
Benin,,2021-02-22,733.1409776463431
Benin,,2021-02-23,885.8415105530644
Benin,,2021-02-24,942.4847848031511
Benin,,2021-02-25,1064.2237036263589
Benin,,2021-02-26,1202.4652066842368
Benin,,2021-02-27,1358.7476841116895
Benin,,2021-02-28,1535.3890037309184
Bermuda,,2021-02-08,21.058638462371377
Bermuda,,2021-02-09,30.56537046521391
Bermuda,,2021-02-10,24.805916866352817
Bermuda,,2021-02-11,31.286377870862637
Bermuda,,2021-02-12,34.807033908231524
Bermuda,,2021-02-13,37.62505963156468
Bermuda,,2021-02-14,41.475458828522186
Bermuda,,2021-02-15,41.339495352468646
Bermuda,,2021-02-16,52.81630983214479
Bermuda,,2021-02-17,49.16781947603182
Bermuda,,2021-02-18,57.976635984029144
Bermuda,,2021-02-19,63.999453114090926
Bermuda,,2021-02-20,69.51278663638773
Bermuda,,2021-02-21,76.26682395716031
Bermuda,,2021-02-22,79.23561970434531
Bermuda,,2021-02-23,94.05471011443213
Bermuda,,2021-02-24,93.8847651332259
Bermuda,,2021-02-25,106.41244477625418
Bermuda,,2021-02-26,116.25743727851777
Bermuda,,2021-02-27,125.67175619016538
Bermuda,,2021-02-28,136.3549542999673
Bhutan,,2021-02-08,42.79296073991343
Bhutan,,2021-02-09,28.954554269512013
Bhutan,,2021-02-10,53.10043580811754
Bhutan,,2021-02-11,47.409913037032595
Bhutan,,2021-02-12,39.20556677586103
Bhutan,,2021-02-13,43.294318177485394
Bhutan,,2021-02-14,47.84251173425173
Bhutan,,2021-02-15,73.49987847015686
Bhutan,,2021-02-16,63.28597441626535
Bhutan,,2021-02-17,91.51768103144747
Bhutan,,2021-02-18,90.41469707121185
Bhutan,,2021-02-19,87.38922800077512
Bhutan,,2021-02-20,97.33697686105103
Bhutan,,2021-02-21,108.51082848481951
Bhutan,,2021-02-22,141.66259854554056
Bhutan,,2021-02-23,139.90485226007718
Bhutan,,2021-02-24,177.7063284938494
Bhutan,,2021-02-25,187.36713850723615
Bhutan,,2021-02-26,196.45328799053206
Bhutan,,2021-02-27,219.99776587924634
Bhutan,,2021-02-28,246.37612944000588
Bolivia,,2021-02-08,15683.040612287034
Bolivia,,2021-02-09,17900.935299659555
Bolivia,,2021-02-10,19259.486096223038
Bolivia,,2021-02-11,20704.677143801913
Bolivia,,2021-02-12,22353.20627731506
Bolivia,,2021-02-13,23082.45508337921
Bolivia,,2021-02-14,23923.535157250335
Bolivia,,2021-02-15,26340.854452479143
Bolivia,,2021-02-16,29086.88744645287
Bolivia,,2021-02-17,30927.316418090137
Bolivia,,2021-02-18,32806.02305775053
Bolivia,,2021-02-19,34823.86491771515
Bolivia,,2021-02-20,35839.3602005647
Bolivia,,2021-02-21,36888.577941103475
Bolivia,,2021-02-22,39423.8455371403
Bolivia,,2021-02-23,42159.26767266095
Bolivia,,2021-02-24,43833.9896044256
Bolivia,,2021-02-25,45398.15459027453
Bolivia,,2021-02-26,46940.818906048866
Bolivia,,2021-02-27,47308.60199477519
Bolivia,,2021-02-28,47562.96548080481
Bosnia and Herzegovina,,2021-02-08,1096.6773693544658
Bosnia and Herzegovina,,2021-02-09,2033.9367881385529
Bosnia and Herzegovina,,2021-02-10,1380.9348931218642
Bosnia and Herzegovina,,2021-02-11,1469.7807997225245
Bosnia and Herzegovina,,2021-02-12,3087.6502432500533
Bosnia and Herzegovina,,2021-02-13,2113.4204072741995
Bosnia and Herzegovina,,2021-02-14,2014.2620988084836
Bosnia and Herzegovina,,2021-02-15,1938.718977779849
Bosnia and Herzegovina,,2021-02-16,2934.544147444247
Bosnia and Herzegovina,,2021-02-17,2339.241401110367
Bosnia and Herzegovina,,2021-02-18,2492.5313554063764
Bosnia and Herzegovina,,2021-02-19,4178.128766115792
Bosnia and Herzegovina,,2021-02-20,3265.516328310333
Bosnia and Herzegovina,,2021-02-21,3236.663051580636
Bosnia and Herzegovina,,2021-02-22,3235.7565672642736
Bosnia and Herzegovina,,2021-02-23,4310.479415459809
Bosnia and Herzegovina,,2021-02-24,3789.7634438953605
Bosnia and Herzegovina,,2021-02-25,4024.2576475987553
Bosnia and Herzegovina,,2021-02-26,5791.324836126323
Bosnia and Herzegovina,,2021-02-27,4944.617294988852
Bosnia and Herzegovina,,2021-02-28,4987.572603838605
Botswana,,2021-02-08,3545.475551368355
Botswana,,2021-02-09,3513.720914486537
Botswana,,2021-02-10,3739.865769990005
Botswana,,2021-02-11,4646.607536085312
Botswana,,2021-02-12,4358.466380051772
Botswana,,2021-02-13,4691.532321723772
Botswana,,2021-02-14,5030.389531222112
Botswana,,2021-02-15,6059.625753164775
Botswana,,2021-02-16,6170.002743093442
Botswana,,2021-02-17,6536.549285852517
Botswana,,2021-02-18,7575.7651948005
Botswana,,2021-02-19,7395.309447784179
Botswana,,2021-02-20,7830.344181104387
Botswana,,2021-02-21,8251.43992583349
Botswana,,2021-02-22,9339.660573718298
Botswana,,2021-02-23,9464.448503504114
Botswana,,2021-02-24,9817.832774586463
Botswana,,2021-02-25,10806.244522608404
Botswana,,2021-02-26,10513.122792506985
Botswana,,2021-02-27,10805.942340316093
Botswana,,2021-02-28,11035.994089212889
Brazil,,2021-02-08,131764.62040139613
Brazil,,2021-02-09,191473.91537121666
Brazil,,2021-02-10,204593.45125591796
Brazil,,2021-02-11,233819.41803097515
Brazil,,2021-02-12,202616.69505830164
Brazil,,2021-02-13,217951.5526529021
Brazil,,2021-02-14,190340.57964732853
Brazil,,2021-02-15,197856.21226773685
Brazil,,2021-02-16,260723.0373380317
Brazil,,2021-02-17,276662.6553011903
Brazil,,2021-02-18,308659.9477085817
Brazil,,2021-02-19,280007.499690227
Brazil,,2021-02-20,298174.93042032555
Brazil,,2021-02-21,273291.613704122
Brazil,,2021-02-22,283848.4342426164
Brazil,,2021-02-23,349735.6522306232
Brazil,,2021-02-24,368013.2664884353
Brazil,,2021-02-25,402014.9860624692
Brazil,,2021-02-26,374719.64252852567
Brazil,,2021-02-27,394196.33789120754
Brazil,,2021-02-28,369935.92434523493
Brunei,,2021-02-08,2.1341400514234947
Brunei,,2021-02-09,2.515624575342029
Brunei,,2021-02-10,2.82051862113636
Brunei,,2021-02-11,4.132386429569449
Brunei,,2021-02-12,3.491902159271661
Brunei,,2021-02-13,3.890436022834987
Brunei,,2021-02-14,4.330377692027453
Brunei,,2021-02-15,4.869096748948566
Brunei,,2021-02-16,5.597634552055752
Brunei,,2021-02-17,6.2938035566287915
Brunei,,2021-02-18,8.047546916988887
Brunei,,2021-02-19,7.906402682653958
Brunei,,2021-02-20,8.871235600017318
Brunei,,2021-02-21,9.954972065686809
Brunei,,2021-02-22,11.227239330085828
Brunei,,2021-02-23,12.78974154769578
Brunei,,2021-02-24,14.434699038142718
Brunei,,2021-02-25,17.26706028819813
Brunei,,2021-02-26,18.350433334884137
Brunei,,2021-02-27,20.703928485842695
Brunei,,2021-02-28,23.359996411023438
Bulgaria,,2021-02-08,3055.7836552242634
Bulgaria,,2021-02-09,3724.780136105519
Bulgaria,,2021-02-10,3606.5862913544934
Bulgaria,,2021-02-11,3654.490072629108
Bulgaria,,2021-02-12,3731.6836290672763
Bulgaria,,2021-02-13,3578.203907009226
Bulgaria,,2021-02-14,3507.125490675732
Bulgaria,,2021-02-15,4770.159401429674
Bulgaria,,2021-02-16,5566.606908048345
Bulgaria,,2021-02-17,5581.853833787791
Bulgaria,,2021-02-18,5772.666284906916
Bulgaria,,2021-02-19,6001.8403141324525
Bulgaria,,2021-02-20,6009.681908772615
Bulgaria,,2021-02-21,6111.391013614608
Bulgaria,,2021-02-22,7559.073096822388
Bulgaria,,2021-02-23,8543.358907773892
Bulgaria,,2021-02-24,8750.481430662754
Bulgaria,,2021-02-25,9140.721393120988
Bulgaria,,2021-02-26,9573.70175430079
Bulgaria,,2021-02-27,9786.868207359317
Bulgaria,,2021-02-28,10094.799849208895
Burkina Faso,,2021-02-08,2028.4116772709738
Burkina Faso,,2021-02-09,2471.7429590903175
Burkina Faso,,2021-02-10,2748.8544699250488
Burkina Faso,,2021-02-11,2977.0036662502644
Burkina Faso,,2021-02-12,3312.218926468785
Burkina Faso,,2021-02-13,3529.9418538027353
Burkina Faso,,2021-02-14,4157.225117613748
Burkina Faso,,2021-02-15,4534.657500203314
Burkina Faso,,2021-02-16,5289.4387680348445
Burkina Faso,,2021-02-17,5916.522009117925
Burkina Faso,,2021-02-18,6537.907756288587
Burkina Faso,,2021-02-19,7315.020508116914
Burkina Faso,,2021-02-20,8028.990113779075
Burkina Faso,,2021-02-21,9213.60616599467
Burkina Faso,,2021-02-22,10215.366582450799
Burkina Faso,,2021-02-23,11669.561889110102
Burkina Faso,,2021-02-24,13077.685850192578
Burkina Faso,,2021-02-25,14569.456596444361
Burkina Faso,,2021-02-26,16313.649484228263
Burkina Faso,,2021-02-27,18097.834771477952
Burkina Faso,,2021-02-28,20462.64868362663
Burundi,,2021-02-08,2955.505814393987
Burundi,,2021-02-09,3433.4320639342786
Burundi,,2021-02-10,3982.7114383004673
Burundi,,2021-02-11,4510.095158840542
Burundi,,2021-02-12,5152.3249361292965
Burundi,,2021-02-13,5872.9872981452645
Burundi,,2021-02-14,6780.31605250384
Burundi,,2021-02-15,7629.8508557319765
Burundi,,2021-02-16,8723.305176116559
Burundi,,2021-02-17,9960.598563531872
Burundi,,2021-02-18,11254.808793696182
Burundi,,2021-02-19,12749.093898798032
Burundi,,2021-02-20,14412.248365715337
Burundi,,2021-02-21,16356.186556270091
Burundi,,2021-02-22,18337.221232069664
Burundi,,2021-02-23,20657.894276411218
Burundi,,2021-02-24,23214.468916330305
Burundi,,2021-02-25,25912.685492726123
Burundi,,2021-02-26,28884.50210007804
Burundi,,2021-02-27,32080.32546344376
Burundi,,2021-02-28,35587.3284222581
Cambodia,,2021-02-08,75.67886460155412
Cambodia,,2021-02-09,90.94741859288052
Cambodia,,2021-02-10,103.63590972410248
Cambodia,,2021-02-11,114.48067277419351
Cambodia,,2021-02-12,127.64427503028696
Cambodia,,2021-02-13,146.38679069357875
Cambodia,,2021-02-14,160.14743083496836
Cambodia,,2021-02-15,181.60654975230312
Cambodia,,2021-02-16,210.78769611300106
Cambodia,,2021-02-17,239.2349006648544
Cambodia,,2021-02-18,267.96262784017847
Cambodia,,2021-02-19,301.4523313320087
Cambodia,,2021-02-20,343.2975070785768
Cambodia,,2021-02-21,383.35821113873243
Cambodia,,2021-02-22,434.80781175049947
Cambodia,,2021-02-23,498.2039104917349
Cambodia,,2021-02-24,565.680528074497
Cambodia,,2021-02-25,638.8857591141068
Cambodia,,2021-02-26,722.987850026778
Cambodia,,2021-02-27,822.3234826189241
Cambodia,,2021-02-28,927.5751637155117
Cameroon,,2021-02-08,0.0
Cameroon,,2021-02-09,0.0
Cameroon,,2021-02-10,0.0
Cameroon,,2021-02-11,0.0
Cameroon,,2021-02-12,0.0
Cameroon,,2021-02-13,0.0
Cameroon,,2021-02-14,0.0
Cameroon,,2021-02-15,0.0
Cameroon,,2021-02-16,0.0
Cameroon,,2021-02-17,0.0
Cameroon,,2021-02-18,0.0
Cameroon,,2021-02-19,0.0
Cameroon,,2021-02-20,0.0
Cameroon,,2021-02-21,0.0
Cameroon,,2021-02-22,0.0
Cameroon,,2021-02-23,0.0
Cameroon,,2021-02-24,0.0
Cameroon,,2021-02-25,0.0
Cameroon,,2021-02-26,0.0
Cameroon,,2021-02-27,0.0
Cameroon,,2021-02-28,0.0
Canada,,2021-02-08,37125.39088330841
Canada,,2021-02-09,39666.98418393696
Canada,,2021-02-10,42712.57089773751
Canada,,2021-02-11,44858.60066425562
Canada,,2021-02-12,47886.699228698446
Canada,,2021-02-13,49138.91160466984
Canada,,2021-02-14,50171.58356697322
Canada,,2021-02-15,57350.60255326601
Canada,,2021-02-16,61061.02808260007
Canada,,2021-02-17,65286.60232334491
Canada,,2021-02-18,68607.3115001379
Canada,,2021-02-19,72803.21682863927
Canada,,2021-02-20,75196.57887219725
Canada,,2021-02-21,77359.87441976632
Canada,,2021-02-22,85657.12877095505
