"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","stillsick_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","stillsick_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","stillsick_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","stillsick_p_w_regs_only","stillsick_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","stillsick_p_w_regs","stillsick_p_m_regs"
"GR",2020-10-06,10785860,0,0,0,0,0,0.0277121897912856,1992,0.00427726609602608,0.00428129773516698,1992,0.0277121897912856,0.00427726609602608,0.00427726609602608,"GRA",606170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GR",2020-10-06,10785860,0,0,0,0,0,0.0277121897912856,1992,0.00427726609602608,0.00428129773516698,1992,0.0277121897912856,0.00427726609602608,0.00427726609602608,"GRB",1874590,0.0888888888888889,0.088034188034188,0.0222222222222222,0.0256410256410256,0.0222222222222222,0.0256410256410256,45,3,0.0888888888888889,0.088034188034188,0.0222222222222222,0.0256410256410256,0.0222222222222222,0.0256410256410256
"GR",2020-10-06,10785860,0,0,0,0,0,0.0277121897912856,1992,0.00427726609602608,0.00428129773516698,1992,0.0277121897912856,0.00427726609602608,0.00427726609602608,"GRC",282120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GR",2020-10-06,10785860,0,0,0,0,0,0.0277121897912856,1992,0.00427726609602608,0.00428129773516698,1992,0.0277121897912856,0.00427726609602608,0.00427726609602608,"GRD",336650,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GR",2020-10-06,10785860,0,0,0,0,0,0.0277121897912856,1992,0.00427726609602608,0.00428129773516698,1992,0.0277121897912856,0.00427726609602608,0.00427726609602608,"GRE",730730,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GR",2020-10-06,10785860,0,0,0,0,0,0.0277121897912856,1992,0.00427726609602608,0.00428129773516698,1992,0.0277121897912856,0.00427726609602608,0.00427726609602608,"GRF",206470,0,0,NA,NA,NA,NA,10,1,0,0,NA,NA,NA,NA
"GR",2020-10-06,10785860,0,0,0,0,0,0.0277121897912856,1992,0.00427726609602608,0.00428129773516698,1992,0.0277121897912856,0.00427726609602608,0.00427726609602608,"GRG",680190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GR",2020-10-06,10785860,0,0,0,0,0,0.0277121897912856,1992,0.00427726609602608,0.00428129773516698,1992,0.0277121897912856,0.00427726609602608,0.00427726609602608,"GRH",546870,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GR",2020-10-06,10785860,0,0,0,0,0,0.0277121897912856,1992,0.00427726609602608,0.00428129773516698,1992,0.0277121897912856,0.00427726609602608,0.00427726609602608,"GRI",3812330,0.0309510410804727,0.0463968253968254,0.000596302921884317,0.0114942528735632,0.000607164541590771,0.0119047619047619,1777,30,0.0309510410804727,0.0463968253968254,0.000596302921884317,0.0114942528735632,0.000607164541590771,0.0119047619047619
"GR",2020-10-06,10785860,0,0,0,0,0,0.0277121897912856,1992,0.00427726609602608,0.00428129773516698,1992,0.0277121897912856,0.00427726609602608,0.00427726609602608,"GRJ",581980,0,0,0,0,0,0,50,1,0,0,0,0,0,0
"GR",2020-10-06,10785860,0,0,0,0,0,0.0277121897912856,1992,0.00427726609602608,0.00428129773516698,1992,0.0277121897912856,0.00427726609602608,0.00427726609602608,"GRK",197810,0,0,0,0,0,0,100,1,0,0,0,0,0,0
"GR",2020-10-06,10785860,0,0,0,0,0,0.0277121897912856,1992,0.00427726609602608,0.00428129773516698,1992,0.0277121897912856,0.00427726609602608,0.00427726609602608,"GRL",308610,0,0,NA,NA,NA,NA,60,1,0,0,NA,NA,NA,NA
"GR",2020-10-06,10785860,0,0,0,0,0,0.0277121897912856,1992,0.00427726609602608,0.00428129773516698,1992,0.0277121897912856,0.00427726609602608,0.00427726609602608,"GRM",621340,0,0,0,0,0,0,20,1,0,0,0,0,0,0
