"date","region","regionname","population","sample_size","reach","cases","recentcases","fatalities","cases_est","cases_low","cases_high","p_cases","p_cases_low","p_cases_high","recentcases_est","recentcases_low","recentcases_high","p_recentcases","p_recentcases_low","p_recentcases_high","recentcasesnursing_est","recentcasesnursing_low","recentcasesnursing_high","fatalities_est","fatalities_low","fatalities_high","hospital_est","hospital_low","hospital_high","icu_est","icu_low","icu_high","p_recovered","p_recovered_low","p_recovered_high","p_fatalities","p_fatalities_low","p_fatalities_high","p_recentcasesnursing","p_recentcasesnursing_low","p_recentcasesnursing_high","p_stillsick","p_stillsick_low","p_stillsick_high","p_hospital","p_hospital_low","p_hospital_high","p_severe","p_severe_low","p_severe_high","p_icu","p_icu_low","p_icu_high","p_tested","p_tested_low","p_tested_high","p_positive","p_positive_low","p_positive_high","p_cases_smooth","p_cases_low_smooth","p_cases_high_smooth"
"2020/08/14","ESMRC","Rivas Barrio Centro",36332,103,2032,162,5,5,2896.54724409449,2468.65920008195,3324.43528810703,0.0797244094488189,0.067947242102883,0.0915015767947548,99.9229922992299,12.4587612350258,187.387223363434,0.00275027502750275,0.000342914269377567,0.00515763578562793,0,0,0,99.1052918712493,12.3558284965353,185.854755245963,418.755214050494,240.689075319884,596.821352781103,300.441819255759,143.715719755861,457.167918755657,0.0838779956427015,0.0711981948120522,0.0965577964733509,0.00272776868521549,0.000340081154258925,0.00511545621617206,0,0,0,0.00275482093663912,0.000343486565810509,0.00516615530746773,0.0115257958287596,0.00662471307166917,0.01642687858585,0.0103151862464183,0.00557454200260406,0.0150558304902326,0.00826934435912581,0.00395562368589291,0.0125830650323587,0.148016276703967,0.132318912997397,0.163713640410538,0.239583333333333,0.19028798246028,0.288878684206386,0.0780291222201298,0.0676917324985541,0.0884532283168964
"2020/08/14","ESMRE","Rivas Barrio Este",17394,43,1116,83,1,1,1293.63978494624,1025.88300791867,1561.39656197381,0.0743727598566308,0.0589791311899889,0.0897663885232727,18.543710021322,0,54.8693349671621,0.00106609808102345,0,0.00315449781345074,0,0,0,17.4638554216867,0,51.6751957684277,239.681102362205,114.998782730083,364.363421994326,102.680047225502,12.9447120765376,192.415382374466,0.0894677236693092,0.0706421332505935,0.108293314088025,0.00100401606425703,0,0.0029708632728773,0,0,0,0.00106609808102345,0,0.00315449781345074,0.0137795275590551,0.00661140523916772,0.0209476498789425,0.00780379041248606,0.00204536892623749,0.0135622118987346,0.00590318772136954,0.00074420559253407,0.011062169850205,0.0981856990394877,0.0791328040940564,0.117238593984919,0.393258426966292,0.291775266675774,0.49474158725681,0.0781654716526174,0.0590793980182483,0.0911046186255461
"2020/08/14","ESMRO","Rivas Barrio Oeste",39940,101,1955,199,4,1,4065.50383631714,3530.16986604344,4600.83780659083,0.101790281329923,0.0883868268914231,0.115193735768423,86.2169454937938,1.81713454685637,170.616756440731,0.00215866162978953,4.54966085842857e-05,0.00427182665099477,0,0,0,22.9276693455798,0,67.8521754385562,639.04,404.241851611435,873.838148388565,242.796352583587,92.7704747402379,392.822230426935,0.107727016356458,0.0932957344377273,0.122158298275189,0.000574052812858783,0,0.00169885266496135,0,0,0,0.0032626427406199,0.000656295025566798,0.00586899045567301,0.016,0.0101212281324846,0.0218787718675154,0.00938967136150235,0.00481046813749244,0.0139688745855123,0.0060790273556231,0.00232274598748718,0.00983530872375902,0.113362541073384,0.0988211642671498,0.127903917879619,0.381720430107527,0.311904139735718,0.451536720479336,0.0988115366613461,0.0863718006823141,0.111114534035009
"2020/08/14","ESMAR","Arganda del Rey",55389,50,1231,114,2,2,5129.44435418359,4232.50403203096,6026.38467633622,0.0926076360682372,0.0764141622349376,0.108801109901537,100.070460704607,0,238.63315548471,0.001806684733514,0,0.00430831312146293,0,0,0,96.1614583333333,0,229.316254711433,587.162544169611,256.715699330736,917.609389008487,361.681902985075,94.6253363397057,628.738469630444,0.100283822138127,0.0821754754250832,0.11839216885117,0.00173611111111111,0,0.00414010461845191,0,0,0,0.000908265213442325,0,0.00268762370462022,0.0106007067137809,0.004634777651352,0.0165666357762098,0.00915750915750916,0.00350777824135924,0.0148072400736591,0.00652985074626866,0.00170837777067117,0.0113513237218661,0.122557726465364,0.103403768908192,0.141711684022536,0.340579710144928,0.261512013648521,0.419647406641334,0.0955518154314704,0.079450089128091,0.110972180237296
