"date","region","regionname","population","sample_size","reach","cases","recentcases","fatalities","cases_est","cases_low","cases_high","p_cases","p_cases_low","p_cases_high","recentcases_est","recentcases_low","recentcases_high","p_recentcases","p_recentcases_low","p_recentcases_high","p_recenthospital","p_recenthospital_low","p_recenthospital_high","recentcasesnursing_est","recentcasesnursing_low","recentcasesnursing_high","fatalities_est","fatalities_low","fatalities_high","hospital_est","hospital_low","hospital_high","icu_est","icu_low","icu_high","p_recovered","p_recovered_low","p_recovered_high","p_fatalities","p_fatalities_low","p_fatalities_high","p_recentcasesnursing","p_recentcasesnursing_low","p_recentcasesnursing_high","p_stillsick","p_stillsick_low","p_stillsick_high","p_hospital","p_hospital_low","p_hospital_high","p_severe","p_severe_low","p_severe_high","p_icu","p_icu_low","p_icu_high","p_tested","p_tested_low","p_tested_high","p_positive","p_positive_low","p_positive_high","p_cases_smooth","p_cases_low_smooth","p_cases_high_smooth"
"2020/09/01","ESMRC","Rivas Barrio Centro",36332,38,778,24,6,NA,2610.68263473054,1604.43664143218,3616.9286280289,0.0718562874251497,0.0441604272110584,0.099552147639241,280.195372750643,56.862693313357,503.528052187928,0.0077120822622108,0.0015650856906682,0.0138590788337534,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0923275847666764,0.062660911844595,0.122085495995986
"2020/09/01","ESMRE","Rivas Barrio Este",17394,21,363,18,1,NA,1994.21656050955,1127.37099699514,2861.06212402397,0.114649681528662,0.0648137861903611,0.164485576866964,50.4173913043478,0,149.090346540681,0.00289855072463768,0,0.00857136636430267,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0919013544813734,0.0552770186026786,0.166880028850726
"2020/09/01","ESMRO","Rivas Barrio Oeste",39940,49,874,44,2,NA,4649.10052910053,3357.82766810071,5940.37339010035,0.116402116402116,0.0840717994016202,0.148732433402613,92.9918509895227,0,221.719493158925,0.00232828870779977,0,0.00555131430042375,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105666133341361,0.0802634330580217,0.129935713330053
"2020/09/01","ESMAR","Arganda del Rey",55389,13,447,21,3,NA,6253.59677419355,3734.44798810666,8772.74556028043,0.112903225806452,0.0674221955281132,0.15838425608479,371.738255033557,0,790.977995201524,0.00671140939597315,0,0.014280416602602,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.110889690669098,0.074248276991238,0.145301358016574
