"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs"
"EC","2020/08/25",17468736,0.0269230769230769,0.02,2080,19,0.0532342723808341,7725,0.00424398199362593,6929,0.0476527031251344,0.00788173506869065,"ECA",881394,0,0,NA,NA,394,8,0,0,NA,NA
"EC","2020/08/25",17468736,0.0269230769230769,0.02,2080,19,0.0532342723808341,7725,0.00424398199362593,6929,0.0476527031251344,0.00788173506869065,"ECB",209933,0,0,NA,NA,20,2,0,0,NA,NA
"EC","2020/08/25",17468736,0.0269230769230769,0.02,2080,19,0.0532342723808341,7725,0.00424398199362593,6929,0.0476527031251344,0.00788173506869065,"ECC",186869,0,0,NA,NA,158,5,0,0,NA,NA
"EC","2020/08/25",17468736,0.0269230769230769,0.02,2080,19,0.0532342723808341,7725,0.00424398199362593,6929,0.0476527031251344,0.00788173506869065,"ECD",161338,0,0,0,0,0,0,0,0,0,0
"EC","2020/08/25",17468736,0.0269230769230769,0.02,2080,19,0.0532342723808341,7725,0.00424398199362593,6929,0.0476527031251344,0.00788173506869065,"ECE",643654,0,0,NA,NA,10,1,0,0,NA,NA
"EC","2020/08/25",17468736,0.0269230769230769,0.02,2080,19,0.0532342723808341,7725,0.00424398199362593,6929,0.0476527031251344,0.00788173506869065,"ECF",281396,0,0,0,0,0,0,0,0,0,0
"EC","2020/08/25",17468736,0.0269230769230769,0.02,2080,19,0.0532342723808341,7725,0.00424398199362593,6929,0.0476527031251344,0.00788173506869065,"ECG",4387434,0.15,0.155555555555556,NA,NA,80,3,0.15,0.155555555555556,NA,NA
"EC","2020/08/25",17468736,0.0269230769230769,0.02,2080,19,0.0532342723808341,7725,0.00424398199362593,6929,0.0476527031251344,0.00788173506869065,"ECH",524004,0.0188679245283019,0.0144927536231884,NA,NA,53,3,0.0188679245283019,0.0144927536231884,NA,NA
"EC","2020/08/25",17468736,0.0269230769230769,0.02,2080,19,0.0532342723808341,7725,0.00424398199362593,6929,0.0476527031251344,0.00788173506869065,"ECI",476257,0,0,0,0,0,0,0,0,0,0
"EC","2020/08/25",17468736,0.0269230769230769,0.02,2080,19,0.0532342723808341,7725,0.00424398199362593,6929,0.0476527031251344,0.00788173506869065,"ECL",521154,0.0139784946236559,0.0128571428571429,0,0,930,14,0.0139784946236559,0.0128571428571429,0,0
"EC","2020/08/25",17468736,0.0269230769230769,0.02,2080,19,0.0532342723808341,7725,0.00424398199362593,6929,0.0476527031251344,0.00788173506869065,"ECM",1562079,0,0,0,0,0,0,0,0,0,0
"EC","2020/08/25",17468736,0.0269230769230769,0.02,2080,19,0.0532342723808341,7725,0.00424398199362593,6929,0.0476527031251344,0.00788173506869065,"ECN",133705,0.0333333333333333,0.0333333333333333,NA,NA,30,1,0.0333333333333333,0.0333333333333333,NA,NA
"EC","2020/08/25",17468736,0.0269230769230769,0.02,2080,19,0.0532342723808341,7725,0.00424398199362593,6929,0.0476527031251344,0.00788173506869065,"ECO",715751,0,0,0,0,0,0,0,0,0,0
"EC","2020/08/25",17468736,0.0269230769230769,0.02,2080,19,0.0532342723808341,7725,0.00424398199362593,6929,0.0476527031251344,0.00788173506869065,"ECP",3228233,0.0316804407713499,0.0300555555555556,0.004,0.00333333333333333,3630,30,0.0316804407713499,0.0300555555555556,0.004,0.00333333333333333
"EC","2020/08/25",17468736,0.0269230769230769,0.02,2080,19,0.0532342723808341,7725,0.00424398199362593,6929,0.0476527031251344,0.00788173506869065,"ECR",921763,0,0,NA,NA,30,1,0,0,NA,NA
"EC","2020/08/25",17468736,0.0269230769230769,0.02,2080,19,0.0532342723808341,7725,0.00424398199362593,6929,0.0476527031251344,0.00788173506869065,"ECS",196535,0,0,0,0,0,0,0,0,0,0
"EC","2020/08/25",17468736,0.0269230769230769,0.02,2080,19,0.0532342723808341,7725,0.00424398199362593,6929,0.0476527031251344,0.00788173506869065,"ECSD",458580,0,0,0,0,0,0,0,0,0,0
"EC","2020/08/25",17468736,0.0269230769230769,0.02,2080,19,0.0532342723808341,7725,0.00424398199362593,6929,0.0476527031251344,0.00788173506869065,"ECSE",401178,0,0,0,0,0,0,0,0,0,0
"EC","2020/08/25",17468736,0.0269230769230769,0.02,2080,19,0.0532342723808341,7725,0.00424398199362593,6929,0.0476527031251344,0.00788173506869065,"ECT",590600,0.114404817044928,0.0942064945636374,0.0240728692257645,0.0127387251196775,2159,30,0.114404817044928,0.0942064945636374,0.0240728692257645,0.0127387251196775
"EC","2020/08/25",17468736,0.0269230769230769,0.02,2080,19,0.0532342723808341,7725,0.00424398199362593,6929,0.0476527031251344,0.00788173506869065,"ECU",230503,0,0,0,0,0,0,0,0,0,0
"EC","2020/08/25",17468736,0.0269230769230769,0.02,2080,19,0.0532342723808341,7725,0.00424398199362593,6929,0.0476527031251344,0.00788173506869065,"ECW",33042,0,0,0,0,0,0,0,0,0,0
"EC","2020/08/25",17468736,0.0269230769230769,0.02,2080,19,0.0532342723808341,7725,0.00424398199362593,6929,0.0476527031251344,0.00788173506869065,"ECX",488716,0.0761904761904762,0.0772727272727273,0.0256410256410256,0.0166666666666667,210,11,0.0761904761904762,0.0772727272727273,0.0256410256410256,0.0166666666666667
"EC","2020/08/25",17468736,0.0269230769230769,0.02,2080,19,0.0532342723808341,7725,0.00424398199362593,6929,0.0476527031251344,0.00788173506869065,"ECY",114202,0.166666666666667,0.166666666666667,NA,NA,6,1,0.166666666666667,0.166666666666667,NA,NA
"EC","2020/08/25",17468736,0.0269230769230769,0.02,2080,19,0.0532342723808341,7725,0.00424398199362593,6929,0.0476527031251344,0.00788173506869065,"ECZ",120416,0.2,0.15,NA,NA,15,2,0.2,0.15,NA,NA
