"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","EC","ECA",881394,0,0,NA,NA,394,8,0,0,NA,NA,17468736,0.0263803680981595,NA,1630,16,0.0349562548197985,6672,0,0,0.0332724803851717,0
"2","EC","ECB",209933,0,0,NA,NA,10,1,0,0,NA,NA,17468736,0.0263803680981595,NA,1630,16,0.0349562548197985,6672,0,0,0.0332724803851717,0
"3","EC","ECC",186869,0,0,NA,NA,158,5,0,0,NA,NA,17468736,0.0263803680981595,NA,1630,16,0.0349562548197985,6672,0,0,0.0332724803851717,0
"4","EC","ECD",161338,0,0,0,0,0,0,0,0,0,0,17468736,0.0263803680981595,NA,1630,16,0.0349562548197985,6672,0,0,0.0332724803851717,0
"5","EC","ECE",643654,0,0,NA,NA,10,1,0,0,NA,NA,17468736,0.0263803680981595,NA,1630,16,0.0349562548197985,6672,0,0,0.0332724803851717,0
"6","EC","ECF",281396,0,0,0,0,0,0,0,0,0,0,17468736,0.0263803680981595,NA,1630,16,0.0349562548197985,6672,0,0,0.0332724803851717,0
"7","EC","ECG",4387434,0.1,0.1,NA,NA,30,1,0.1,0.1,NA,NA,17468736,0.0263803680981595,NA,1630,16,0.0349562548197985,6672,0,0,0.0332724803851717,0
"8","EC","ECH",524004,0.0188679245283019,0.0144927536231884,NA,NA,53,3,0.0188679245283019,0.0144927536231884,NA,NA,17468736,0.0263803680981595,NA,1630,16,0.0349562548197985,6672,0,0,0.0332724803851717,0
"9","EC","ECI",476257,0,0,0,0,0,0,0,0,0,0,17468736,0.0263803680981595,NA,1630,16,0.0349562548197985,6672,0,0,0.0332724803851717,0
"10","EC","ECL",521154,0.00294117647058824,0.00272727272727273,NA,NA,680,11,0.00294117647058824,0.00272727272727273,NA,NA,17468736,0.0263803680981595,NA,1630,16,0.0349562548197985,6672,0,0,0.0332724803851717,0
"11","EC","ECM",1562079,0,0,0,0,0,0,0,0,0,0,17468736,0.0263803680981595,NA,1630,16,0.0349562548197985,6672,0,0,0.0332724803851717,0
"12","EC","ECN",133705,0,0,0,0,0,0,0,0,0,0,17468736,0.0263803680981595,NA,1630,16,0.0349562548197985,6672,0,0,0.0332724803851717,0
"13","EC","ECO",715751,0,0,0,0,0,0,0,0,0,0,17468736,0.0263803680981595,NA,1630,16,0.0349562548197985,6672,0,0,0.0332724803851717,0
"14","EC","ECP",3228233,0.027893175074184,0.0247222222222222,NA,NA,3370,30,0.027893175074184,0.0247222222222222,NA,NA,17468736,0.0263803680981595,NA,1630,16,0.0349562548197985,6672,0,0,0.0332724803851717,0
"15","EC","ECR",921763,0,0,NA,NA,30,1,0,0,NA,NA,17468736,0.0263803680981595,NA,1630,16,0.0349562548197985,6672,0,0,0.0332724803851717,0
"16","EC","ECS",196535,0,0,0,0,0,0,0,0,0,0,17468736,0.0263803680981595,NA,1630,16,0.0349562548197985,6672,0,0,0.0332724803851717,0
"17","EC","ECSD",458580,0,0,0,0,0,0,0,0,0,0,17468736,0.0263803680981595,NA,1630,16,0.0349562548197985,6672,0,0,0.0332724803851717,0
"18","EC","ECSE",401178,0,0,0,0,0,0,0,0,0,0,17468736,0.0263803680981595,NA,1630,16,0.0349562548197985,6672,0,0,0.0332724803851717,0
"19","EC","ECT",590600,0.0261838440111421,0.0332936507936508,NA,NA,1795,30,0.0261838440111421,0.0332936507936508,NA,NA,17468736,0.0263803680981595,NA,1630,16,0.0349562548197985,6672,0,0,0.0332724803851717,0
"20","EC","ECU",230503,0,0,0,0,0,0,0,0,0,0,17468736,0.0263803680981595,NA,1630,16,0.0349562548197985,6672,0,0,0.0332724803851717,0
"21","EC","ECW",33042,0,0,0,0,0,0,0,0,0,0,17468736,0.0263803680981595,NA,1630,16,0.0349562548197985,6672,0,0,0.0332724803851717,0
"22","EC","ECX",488716,0.0735294117647059,0.0555555555555556,NA,NA,136,6,0.0735294117647059,0.0555555555555556,NA,NA,17468736,0.0263803680981595,NA,1630,16,0.0349562548197985,6672,0,0,0.0332724803851717,0
"23","EC","ECY",114202,0.166666666666667,0.166666666666667,NA,NA,6,1,0.166666666666667,0.166666666666667,NA,NA,17468736,0.0263803680981595,NA,1630,16,0.0349562548197985,6672,0,0,0.0332724803851717,0
"24","EC","ECZ",120416,0,0,0,0,0,0,0,0,0,0,17468736,0.0263803680981595,NA,1630,16,0.0349562548197985,6672,0,0,0.0332724803851717,0
