"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","stillsick_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","stillsick_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","stillsick_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","stillsick_p_w_regs_only","stillsick_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","stillsick_p_w_regs","stillsick_p_m_regs"
"EC",2020-09-26,17468736,0.0282608695652174,0.02,0.02,460,4,0.0655919200551212,5569,0.00729470072421312,0.0157639000195576,5569,0.0627436395400514,0.00826408829542923,0.00826408829542923,"ECA",881394,0,0,NA,NA,NA,NA,9,1,0,0,NA,NA,NA,NA
"EC",2020-09-26,17468736,0.0282608695652174,0.02,0.02,460,4,0.0655919200551212,5569,0.00729470072421312,0.0157639000195576,5569,0.0627436395400514,0.00826408829542923,0.00826408829542923,"ECB",209933,0,0,NA,NA,NA,NA,20,2,0,0,NA,NA,NA,NA
"EC",2020-09-26,17468736,0.0282608695652174,0.02,0.02,460,4,0.0655919200551212,5569,0.00729470072421312,0.0157639000195576,5569,0.0627436395400514,0.00826408829542923,0.00826408829542923,"ECC",186869,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EC",2020-09-26,17468736,0.0282608695652174,0.02,0.02,460,4,0.0655919200551212,5569,0.00729470072421312,0.0157639000195576,5569,0.0627436395400514,0.00826408829542923,0.00826408829542923,"ECD",161338,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EC",2020-09-26,17468736,0.0282608695652174,0.02,0.02,460,4,0.0655919200551212,5569,0.00729470072421312,0.0157639000195576,5569,0.0627436395400514,0.00826408829542923,0.00826408829542923,"ECE",643654,0.166666666666667,0.166666666666667,0,0,0,0,30,2,0.166666666666667,0.166666666666667,0,0,0,0
"EC",2020-09-26,17468736,0.0282608695652174,0.02,0.02,460,4,0.0655919200551212,5569,0.00729470072421312,0.0157639000195576,5569,0.0627436395400514,0.00826408829542923,0.00826408829542923,"ECF",281396,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EC",2020-09-26,17468736,0.0282608695652174,0.02,0.02,460,4,0.0655919200551212,5569,0.00729470072421312,0.0157639000195576,5569,0.0627436395400514,0.00826408829542923,0.00826408829542923,"ECG",4387434,0.18,0.183333333333333,NA,NA,NA,NA,50,2,0.18,0.183333333333333,NA,NA,NA,NA
"EC",2020-09-26,17468736,0.0282608695652174,0.02,0.02,460,4,0.0655919200551212,5569,0.00729470072421312,0.0157639000195576,5569,0.0627436395400514,0.00826408829542923,0.00826408829542923,"ECH",524004,0,0,NA,NA,NA,NA,10,1,0,0,NA,NA,NA,NA
"EC",2020-09-26,17468736,0.0282608695652174,0.02,0.02,460,4,0.0655919200551212,5569,0.00729470072421312,0.0157639000195576,5569,0.0627436395400514,0.00826408829542923,0.00826408829542923,"ECI",476257,0.2,0.15,0,0,0,0,15,2,0.2,0.15,0,0,0,0
"EC",2020-09-26,17468736,0.0282608695652174,0.02,0.02,460,4,0.0655919200551212,5569,0.00729470072421312,0.0157639000195576,5569,0.0627436395400514,0.00826408829542923,0.00826408829542923,"ECL",521154,0.044,0.05,0,0,0.0133333333333333,0.01,250,3,0.044,0.05,0,0,0.0133333333333333,0.01
