"","X","date","p_cases_infected","p_cases_infected_error","p_fatalities","p_recovered","p_cases_recent","p_cases_daily","p_cases_active","p_cases_infected_smooth","p_cases_infected_smooth_low","p_cases_infected_smooth_high"
"1",1,"2020/03/22",0.00141253767278529,0.00277007716257455,0,0,0,0,0,0.00617497933173772,0.00340490216916317,0.00894505649431227
"2",2,"2020/03/23",0.00568931505499521,0.00218326409994695,0,0,0,0,0,0.00638096255389936,0.00419769845395241,0.00856422665384631
"3",3,"2020/03/24",0.00568931505499521,0.00218326409994695,0,0,0,0,0,0.00659341492368358,0.00441015082373663,0.00877667902363053
"4",4,"2020/03/25",0.00568931505499521,0.00218326409994695,0,0,0,0,0,0.00681235674877515,0.0046290926488282,0.0089956208487221
"5",5,"2020/03/26",0.00568931505499521,0.00218326409994695,0,0,0,0,0,0.0070377910249961,0.00485452692504915,0.00922105512494305
"6",6,"2020/03/27",0.00568931505499521,0.00218326409994695,0,0,0,0,0,0.00726970188055444,0.00508643778060749,0.00945296598050139
"7",7,"2020/03/28",0.00567562193554501,0.00215887352534328,0,0,0,0,0,0.00750805298102298,0.0053491794556797,0.00966692650636626
"8",8,"2020/03/29",0.00585982522722354,0.00213797434451571,0,0,0,0,0,0.00775278590237158,0.00561481155785587,0.00989076024688729
"9",9,"2020/03/30",0.00966617167789959,0.00265380342817586,0,0,0,0,0,0.0080038184804983,0.00535001505232244,0.0106576219086742
"10",10,"2020/03/31",0.00962576172724463,0.00237275631065071,0,0,0,0,0,0.00826104314687521,0.0058882868362245,0.0106337994575259
"11",11,"2020/04/01",0.00930130674843865,0.00227388064204369,0,0,0,0,0,0.00852432525953257,0.00625044461748888,0.0107982059015763
"12",12,"2020/04/02",0.00948265224102248,0.00230787194866784,0,0,0,0,0,0.00879348138908441,0.00648560944041657,0.0111013533377522
"13",13,"2020/04/03",0.00902912158285696,0.00316217419305325,0,0,0,0,0,0.00906822302197547,0.00590604882892222,0.0122303972150287
"14",14,"2020/04/04",0.00902912158285696,0.00316217419305325,0,0,0,0,0,0.00934820189031843,0.00618602769726518,0.0125103760833717
"15",15,"2020/04/05",0.00902912158285696,0.00316217419305325,0,0,0,0,0,0.00963302217183188,0.00647084797877863,0.0127951963648851
"16",16,"2020/04/06",0.00898341021241176,0.00311658242618038,0,0,0,0,0,0.00992223850160116,0.00680565607542078,0.0130388209277815
"17",17,"2020/04/07",0.00891586568071547,0.00288064917221153,0,0,0,0,0,0.0102153541790805,0.00733470500686899,0.0130960033512921
