"","X","date","p_cases_infected","p_cases_infected_error","p_fatalities","p_recovered","p_cases_recent","p_cases_daily","p_cases_active","p_cases_infected_smooth","p_cases_infected_smooth_low","p_cases_infected_smooth_high"
"1",1,"2020/04/01",0.00103010371274026,0.00306581720500498,0,0,0,0,0,0.0151164958015822,0.0120506785965772,0.0181823130065872
"2",2,"2020/04/02",0.00447677392925613,0.00604813586076072,0,0,0,0,0,0.0177833012083759,0.0117351653476152,0.0238314370691366
"3",3,"2020/04/03",0.0302543114302302,0.00476801828843778,0,0,0,0,0,0.0202526982561775,0.0154846799677397,0.0250207165446153
"4",4,"2020/04/04",0.0301749713817922,0.0046008081392998,0,0,0,0,0,0.0224244490848356,0.0178236409455358,0.0270252572241354
"5",5,"2020/04/05",0.0301622468482606,0.00457314602908952,0,0,0,0,0,0.02424310184433,0.0196699558152404,0.0288162478734195
"6",6,"2020/04/06",0.0310708028765729,0.00623514080387785,0,0,0,0,0,0.0257004799985846,0.0194653391947067,0.0319356208024624
"7",7,"2020/04/07",0.0310301566609151,0.0060956105051666,0,0,0,0,0,0.0268311977106293,0.0207355872054627,0.0329268082157959
"8",8,"2020/04/08",0.0310048492287439,0.00606871416212528,0,0,0,0,0,0.0277040837824908,0.0216353696203655,0.033772797944616
"9",9,"2020/04/09",0.0307098862203535,0.00556779749751938,0,0,0,0,0,0.0284114063061842,0.0228436088086648,0.0339792038037036
"10",10,"2020/04/10",0.0313176858740944,0.00538759282640653,0,0,0,0,0,0.0290156904525427,0.0236280976261362,0.0344032832789492
"11",11,"2020/04/11",0.031412131624841,0.00536847741923338,0,0,0,0,0,0.0295277112749514,0.024159233855718,0.0348961886941848
"12",12,"2020/04/12",0.031412131624841,0.00536847741923338,0,0,0,0,0,0.0299565684011979,0.0245880909819645,0.0353250458204313
"13",13,"2020/04/13",0.0312652124678555,0.00477509508151671,0,0,0,0,0,0.0303129667024645,0.0255378716209478,0.0350880617839812
"14",14,"2020/04/14",0.0313191781954013,0.00470582906683973,0,0,0,0,0,0.0306088933860256,0.0259030643191858,0.0353147224528653
"15",15,"2020/04/15",0.0313931553619201,0.00469086704246018,0,0,0,0,0,0.0308573284951616,0.0261664614527014,0.0355481955376218
"16",16,"2020/04/16",0.0314632403590325,0.00467600040043217,0,0,0,0,0,0.0310720016156892,0.026396001215257,0.0357480020161214
"17",17,"2020/04/17",0.0315613115329958,0.00466308868609405,0,0,0,0,0,0.0312660136943991,0.026602925008305,0.0359291023804931
"18",18,"2020/04/18",0.0315613115329958,0.00466308868609405,0,0,0,0,0,0.0314445220655034,0.0267814333794093,0.0361076107515974
"19",19,"2020/04/19",0.0316544807822358,0.00465016267381748,0,0,0,0,0,0.0316092646600962,0.0269591019862788,0.0362594273339137
"20",20,"2020/04/20",0.0316544807822358,0.00465016267381748,0,0,0,0,0,0.0317620280544997,0.0271118653806823,0.0364121907283172
"21",21,"2020/04/21",0.0316544807822358,0.00465016267381748,0,0,0,0,0,0.0319046527552747,0.0272544900814572,0.0365548154290922
"22",22,"2020/04/22",0.0319233413288786,0.00466187461820441,0,0,0,0,0,0.0320390265018853,0.0273771518836809,0.0367009011200897
"23",23,"2020/04/23",0.0321794030554654,0.00467204185558778,0,0,0,0,0,0.0321670786403951,0.0274950367848073,0.0368391204959829
"24",24,"2020/04/24",0.0324235586261352,0.00468075356539492,0,0,0,0,0,0.0322907734157532,0.0276100198503583,0.0369715269811482
"25",25,"2020/04/25",0.0326566195783257,0.00468809709338841,0,0,0,0,0,0.0324117683576858,0.0277236712642974,0.0370998654510743
"26",26,"2020/04/26",0.0326566195783257,0.00468809709338841,0,0,0,0,0,0.0325310409616195,0.0278429438682311,0.0372191380550079
"27",27,"2020/04/27",0.0328793253341807,0.00469415705065844,0,0,0,0,0,0.0326494961167039,0.0279553390660454,0.0373436531673623
"28",28,"2020/04/28",0.0328793253341807,0.00469415705065844,0,0,0,0,0,0.0327680522902648,0.0280738952396064,0.0374622093409233
"29",29,"2020/04/29",0.0328793253341807,0.00469415705065844,0,0,0,0,0,0.0328876414273618,0.0281934843767034,0.0375817984780203
"30",30,"2020/04/30",0.0328793253341807,0.00469415705065844,0,0,0,0,0,0.0330092091125272,0.0283150520618688,0.0377033661631857
"31",31,"2020/05/01",0.0328793253341807,0.00469415705065844,0,0,0,0,0,0.033133715000458,0.0284395579497996,0.0378278720511165
"32",32,"2020/05/02",0.033092351036898,0.00469901472367558,0,0,0,0,0,0.0332621801124076,0.028563165388732,0.0379611948360832
"33",33,"2020/05/03",0.033092351036898,0.00469901472367558,0,0,0,0,0,0.0333962502230266,0.028697235499351,0.0380952649467022
"34",34,"2020/05/04",0.033092351036898,0.00469901472367558,0,0,0,0,0,0.0335380263825442,0.0288390116588687,0.0382370411062198
"35",35,"2020/05/05",0.033092351036898,0.00469901472367558,0,0,0,0,0,0.0336896574109756,0.0289906426873001,0.0383886721346512
"36",36,"2020/05/06",0.033092351036898,0.00469901472367558,0,0,0,0,0,0.033853336734157,0.0291543220104814,0.0385523514578326
"37",37,"2020/05/07",0.033092351036898,0.00469901472367558,0,0,0,0,0,0.0340313092936718,0.0293322945699962,0.0387303240173474
"38",38,"2020/05/08",0.033092351036898,0.00469901472367558,0,0,0,0,0,0.0342258799346162,0.0295268652109407,0.0389248946582918
"39",39,"2020/05/09",0.0331605089300046,0.00473081358613374,0,5.33181206190427e-05,0,0,0,0.0344394234257872,0.0297086098396535,0.039170237011921
"40",40,"2020/05/10",0.0331605089300046,0.00473081358613374,0,5.33181206190427e-05,0,0,0,0.0346753444359363,0.0299445308498025,0.03940615802207
"41",41,"2020/05/11",0.0331605089300046,0.00473081358613374,0,5.33181206190427e-05,0,0,0,0.0349405073524764,0.0302096937663426,0.0396713209386101
"42",42,"2020/05/12",0.0331605089300046,0.00473081358613374,0,5.33181206190427e-05,0,0,0,0.0352427700150331,0.0305119564288993,0.0399735836011668
"43",43,"2020/05/13",0.0331605089300046,0.00473081358613374,0,5.33181206190427e-05,0,0,0,0.0355903422892915,0.0308595287031578,0.0403211558754253
"44",44,"2020/05/14",0.0331605089300046,0.00473081358613374,0,5.33181206190427e-05,0,0,0,0.035991876358711,0.0312610627725773,0.0407226899448447
