"","X","date","p_cases_infected","p_cases_infected_error","p_fatalities","p_recovered","p_cases_recent","p_cases_daily","p_cases_active","p_cases_infected_smooth","p_cases_infected_smooth_low","p_cases_infected_smooth_high"
"1",1,"2020/03/15",0,NA,0,0,0,0,0,0.0412507782778829,NA,NA
"2",2,"2020/03/16",0,NA,0,0,0,0,0,0.0412507782804876,NA,NA
"3",3,"2020/03/17",0,NA,0,0,0,0,0,0.0412507782830924,NA,NA
"4",4,"2020/03/18",0,NA,0,0,0,0,0,0.0412507782856971,NA,NA
"5",5,"2020/03/19",0,NA,0,0,0,0,0,0.0412507782883019,NA,NA
"6",6,"2020/03/20",0,NA,0,0,0,0,0,0.0412507782909067,NA,NA
"7",7,"2020/03/21",0,NA,0,0,0,0,0,0.0412507782935114,NA,NA
"8",8,"2020/03/22",0.016768025604868,0.00581830081120742,0,0,0,0,0,0.0412507782961162,0.0354324774849087,0.0470690791073236
"9",9,"2020/03/23",0.0177897757614697,0.0056877121619787,0,0,0,0,0,0.0412507782987209,0.0355630661367422,0.0469384904606996
"10",10,"2020/03/24",0.020229295175362,0.00556748607125106,0,0,0,0,0,0.0412507783013257,0.0356832922300746,0.0468182643725768
"11",11,"2020/03/25",0.0312648852800621,0.00702519096832563,0,0,0,0,0,0.0412507783039304,0.0342255873356048,0.0482759692722561
"12",12,"2020/03/26",0.0319927565500274,0.00666608898597533,0,0,0,0,0,0.0412507783065352,0.0345846893205599,0.0479168672925106
"13",13,"2020/03/27",0.0333743090839435,0.00724058489812086,0,0,0,0,0,0.04125077830914,0.0340101934110191,0.0484913632072608
"14",14,"2020/03/28",0.0364276264007956,0.00727094192524107,0,0,0,0,0,0.0412507783117447,0.0339798363865037,0.0485217202369858
"15",15,"2020/03/29",0.0378387677138509,0.00905621462572308,0,0,0,0,0,0.0412507783143495,0.0321945636886264,0.0503069929400726
"16",16,"2020/03/30",0.0317428306042662,0.00678763420732116,0,0,0,0,0,0.0412507783169542,0.0344631441096331,0.0480384125242754
"17",17,"2020/03/31",0.0311303288921643,0.00824801423950105,0,0,0,0,0,0.041250778319559,0.033002764080058,0.0494987925590601
"18",18,"2020/04/01",0.0433279079573755,0.00830382888539657,0,0,0,0,0,0.0412507783221637,0.0329469494367672,0.0495546072075603
"19",19,"2020/04/02",0.0426966999344044,0.00837640217338851,0,0,0,0,0,0.0412507783247685,0.03287437615138,0.049627180498157
"20",20,"2020/04/03",0.041637444248569,0.00778254159549538,0,0,0,0,0,0.0412507783273733,0.0334682367318779,0.0490333199228686
"21",21,"2020/04/04",0.0394099451922139,0.0069236357806353,0,0,0,0,0,0.041250778329978,0.0343271425493427,0.0481744141106133
"22",22,"2020/04/05",0.0391923652620603,0.00719128815349222,0,0,0,0,0,0.0412507783325828,0.0340594901790906,0.048442066486075
"23",23,"2020/04/06",0.0385532022980371,0.00663438855153248,0,0,0,0,0,0.0412507783351876,0.0346163897836551,0.04788516688672
"24",24,"2020/04/07",0.0341596690797488,0.00665003484276157,0,0,0,0,0,0.0412507783377923,0.0346007434950308,0.0479008131805539
"25",25,"2020/04/08",0.0349360432804431,0.00637169230790868,0,0,0,0,0,0.0412507783403971,0.0348790860324884,0.0476224706483057
"26",26,"2020/04/09",0.0576305884979393,0.00924797032535972,0,0,0,0,0,0.0412507783430018,0.0320028080176421,0.0504987486683615
"27",27,"2020/04/10",0.0558806415257296,0.00840197990117316,0,0,0,0,0,0.0412507783456066,0.0328487984444334,0.0496527582467797
"28",28,"2020/04/11",0.0551245532862587,0.0080465764358632,0,0,0,0,0,0.0412507783482114,0.0332042019123482,0.0492973547840745
"29",29,"2020/04/12",0.0458414804896915,0.00929321052693152,0,0,0,0,0,0.0412507783508161,0.0319575678238846,0.0505439888777476
"30",30,"2020/04/13",0.0427364924472525,0.0100236151415335,0,0,0,0,0,0.0412507783534209,0.0312271632118874,0.0512743934949544
"31",31,"2020/04/14",0.0406362734791923,0.010030735300283,0,0,0,0,0,0.0412507783560256,0.0312200430557426,0.0512815136563086
"32",32,"2020/04/15",0.0416161953722422,0.00919514398089442,0,0,0,0,0,0.0412507783586304,0.032055634377736,0.0504459223395248
"33",33,"2020/04/16",0.0415908268541167,0.00792834732975225,0,0,0,0,0,0.0412507783612352,0.0333224310314829,0.0491791256909874
"34",34,"2020/04/17",0.0424866832260348,0.00749334310536807,0,0,0,0,0,0.0412507783638399,0.0337574352584718,0.048744121469208
"35",35,"2020/04/18",0.0420170583661216,0.0079787848606411,0,0,0,0,0,0.0412507783664447,0.0332719935058036,0.0492295632270858
"36",36,"2020/04/19",0.0427224975075394,0.00791143999847002,0,0,0,0,0,0.0412507783690494,0.0333393383705794,0.0491622183675194
"37",37,"2020/04/20",0.0425388869396736,0.00775302315090285,0,0,0,0,0,0.0412507783716542,0.0334977552207513,0.049003801522557
"38",38,"2020/04/21",0.0466612541600691,0.00842063331696336,0,0,0,0,0,0.0412507783742589,0.0328301450572956,0.0496714116912223
"39",39,"2020/04/22",0.0468135664621609,0.00828866465564839,0,0,0,0,0,0.0412507783768637,0.0329621137212153,0.0495394430325121
"40",40,"2020/04/23",0.0474956020859498,0.00818399626248315,0,0,0,0,0,0.0412507783794685,0.0330667821169853,0.0494347746419516
"41",41,"2020/04/24",0.0464366508239795,0.0078274038736038,0,0,0,0,0,0.0412507783820732,0.0334233745084694,0.049078182255677
"42",42,"2020/04/25",0.0464520956928344,0.00768244449764957,0,0,0,0,0,0.041250778384678,0.0335683338870284,0.0489332228823275
"43",43,"2020/04/26",0.0476460636656783,0.00731374494607155,0,0,0,0,0,0.0412507783872827,0.0339370334412112,0.0485645233333543
"44",44,"2020/04/27",0.0498715724658069,0.0070761230388175,0,0,0,0,0,0.0412507783898875,0.03417465535107,0.048326901428705
"45",45,"2020/04/28",0.0537089159341527,0.00761151877372987,0,0,0,0,0,0.0412507783924923,0.0336392596187624,0.0488622971662221
"46",46,"2020/04/29",0.0570092619243177,0.00801292190792982,0,0,0,0,0,0.041250778395097,0.0332378564871672,0.0492637003030268
"47",47,"2020/04/30",0.0587473533989398,0.00816801543543819,0,0,0,0,0,0.0412507783977018,0.0330827629622636,0.04941879383314
"48",48,"2020/05/01",0.0587725341694168,0.00795672054885758,0,0.000140602951918127,0,0,0,0.0412507784003065,0.0332940578514489,0.0492074989491641
"49",49,"2020/05/02",0.0589352463314465,0.00787926632339127,0,0.000138906513315692,0,0,0,0.0412507784029113,0.03337151207952,0.0491300447263026
"50",50,"2020/05/03",0.0571585093634256,0.0074552773664826,0,0.000135833586983216,0,0,0,0.041250778405516,0.0337955010390334,0.0487060557719986
"51",51,"2020/05/04",0.0572379309148027,0.0073236616326467,0,0.000130354488223012,0,0,0,0.0412507784081208,0.0339271167754741,0.0485744400407675
"52",52,"2020/05/05",0.0560557733198798,0.007371070173755,0,0.000127910511289451,0,0,0,0.0412507784107256,0.0338797082369706,0.0486218485844806
"53",53,"2020/05/06",0.0563046954986183,0.00730587475427275,0,0.000245752688023399,0,0,0,0.0412507784133303,0.0339449036590576,0.0485566531676031
"54",54,"2020/05/07",0.0579965838023338,0.00873632396110756,0,0.00550923511088216,0.015027570985019,0.00214679585500272,0.000497167211669483,0.0412507784159351,0.0325144544548275,0.0499871023770426
"55",55,"2020/05/08",0.0573435172624302,0.00846775981566019,0,0.00680441347451963,0.0139350780462922,0.0019907254351846,0.000598582870254775,0.0412507784185399,0.0327830186028797,0.0497185382342001
"56",56,"2020/05/09",0.0571253454987176,0.00820813823643877,0,0.00860204427204104,0.013418952568354,0.00191699322405057,0.000648840771823296,0.0412507784211446,0.0330426401847058,0.0494589166575834
"57",57,"2020/05/10",0.05650214924646,0.00857107693410844,0,0.0101816915756522,0.013495198653226,0.00192788552188942,0.000776535517626674,0.0412507784237494,0.0326797014896409,0.0498218553578578
"58",58,"2020/05/11",0.0569490877636976,0.00948620225355362,0,0.0126735072781812,0.0133005763127149,0.00190008233038785,0.00243472115689629,0.0412507784263541,0.0317645761728005,0.0507369806799078
"59",59,"2020/05/12",0.0579849358477696,0.00909598470980929,0,0.0201563303057552,0.0142117216063076,0.00203024594375823,0.0030815004350398,0.0412507784289589,0.0321547937191496,0.0503467631387682
"60",60,"2020/05/13",0.0558690665931348,0.00868993713837986,0,0.0226266108535244,0.0145371462852293,0.00207673518360419,0.00355204186492454,0.0412507784315637,0.0325608412931838,0.0499407155699435
"61",61,"2020/05/14",0.0494025251318617,0.00863931727182099,0,0.0827491164722405,0.00160332393207138,0.000229046276010198,0.00276523746530009,0.0412507784341684,0.0326114611623474,0.0498900957059894
"62",62,"2020/05/15",0.0545232685633604,0.00812907761233752,0,0.0501200561316799,0.00132795517003418,0.000189707881433454,0.00352738587353753,0.0412507784367732,0.0331217008244356,0.0493798560491107
"63",63,"2020/05/16",0.053980835248744,0.0082785390946334,0,0.0492529241330815,0.00128905412047956,0.000184150588639937,0.0035688162481037,0.0412507784393779,0.0329722393447445,0.0495293175340113
"64",64,"2020/05/17",0.0539387651473007,0.00812159274586228,0,0.0497171832899066,0.0017768632845528,0.000253837612078971,0.00351744369522255,0.0412507784419827,0.0331291856961204,0.049372371187845
"65",65,"2020/05/18",0.0541212330166321,0.0082094591005329,0,0.0498084627988911,0.00174804337395605,0.000249720481993721,0.00347191703197223,0.0412507784445874,0.0330413193440545,0.0494602375451203
"66",66,"2020/05/19",0.0540135665791367,0.00801857551154258,0,0.0497349267500355,0.00173729490979587,0.000248184987113696,0.00336272332284087,0.0412507784471922,0.0332322029356496,0.0492693539587348
"67",67,"2020/05/20",0.0536155938751036,0.00793023603788599,0,0.0493765732452992,0.00170828455870485,0.00024404065124355,0.00331525889605307,0.041250778449797,0.033320542411911,0.049181014487683
"68",68,"2020/05/21",0.054040207955482,0.00780587563270164,0,0.0496634654296753,0.00168850693333413,0.00024121527619059,0.00327714480353403,0.0412507784524017,0.0334449028197001,0.0490566540851033
"69",69,"2020/05/22",0.054189386863726,0.00777719380703804,0,0.0497766643233818,0.00168379982496337,0.000240542832137624,0.0032750376047054,0.0412507784550065,0.0334735846479684,0.0490279722620445
"70",70,"2020/05/23",0.0545206876826088,0.00767521859216949,0,0.0500111721089013,0.00169274117959618,0.000241820168513739,0.00327246104937164,0.0412507784576112,0.0335755598654417,0.0489259970497807
"71",71,"2020/05/24",0.0531030382672071,0.00758765754067572,0,0.0490287400013459,0.00160146115123869,0.00022878016446267,0.00321366536688223,0.041250778460216,0.0336631209195403,0.0488384360008917
