"","X","date","p_cases_infected","p_cases_infected_error","p_fatalities","p_recovered","p_cases_recent","p_cases_daily","p_cases_active","p_cases_infected_smooth","p_cases_infected_smooth_low","p_cases_infected_smooth_high"
"1",1,"2020/04/07",0.00235632697132994,0.00312279564289557,0,0,0,0,0,0.00445314799062103,0.00133035234772546,0.0075759436335166
"2",2,"2020/04/08",0.00773521427473137,0.00412454945220453,0,0,0,0,0,0.00446417357719753,0.000339624124992995,0.00858872302940205
"3",3,"2020/04/09",0.00967955181215233,0.00363060405271977,0,0,0,0,0,0.00447522656453657,0.0008446225118168,0.00810583061725634
"4",4,"2020/04/10",0.00982323546061462,0.00320439034714727,0,0,0,0,0,0.00448630713289119,0.00128191678574392,0.00769069748003846
"5",5,"2020/04/11",0.00762894961446996,0.00301608207212532,0,0,0,0,0,0.00449741547373067,0.00148133340160535,0.00751349754585599
"6",6,"2020/04/12",0.00362104953129221,0.00328491319517033,0,0,0,0,0,0.00450855190943729,0.00122363871426696,0.00779346510460762
"7",7,"2020/04/13",0.00406246179436896,0.00333656308748959,0,0,0,0,0,0.00451971685587624,0.00118315376838665,0.00785627994336583
"8",8,"2020/04/14",0.00404078332716389,0.00328495667703869,0,0,0,0,0,0.00453091073437724,0.00124595405733855,0.00781586741141593
"9",9,"2020/04/15",0.00401722252923592,0.00325650665064906,0,0,0,0,0,0.00454213397033831,0.00128562731968925,0.00779864062098737
"10",10,"2020/04/16",0.00402029512143229,0.00323138810230695,0,0,0,0,0,0.00455338699361416,0.00132199889130721,0.00778477509592111
"11",11,"2020/04/17",0.00402133087186069,0.00322209579306721,0,0,0,0,0,0.00456467023783601,0.0013425744447688,0.00778676603090322
"12",12,"2020/04/18",0.00402598286291282,0.00320700990661072,0,0,0,0,0,0.00457598413392741,0.00136897422731669,0.00778299404053813
"13",13,"2020/04/19",0.0040158621485328,0.00317155038528453,0,0,0,0,0,0.00458732908260884,0.00141577869732431,0.00775887946789337
"14",14,"2020/04/20",0.00401664682326265,0.0031628158737544,0,0,0,0,0,0.00459870547683579,0.00143588960308139,0.00776152135059019
"15",15,"2020/04/21",0.00401774395798449,0.00315156280986545,0,0,0,0,0,0.00461011371131593,0.00145855090145048,0.00776167652118138
"16",16,"2020/04/22",0.00401774395798449,0.00315156280986545,0,0,0,0,0,0.00462155415551623,0.00146999134565078,0.00777311696538168
"17",17,"2020/04/23",0.00401731816856811,0.00314871772180573,0,0,0,0,0,0.00463302715653002,0.00148430943472429,0.00778174487833574
"18",18,"2020/04/24",0.00401706384440603,0.00314588057834824,0,0,0,0,0,0.00464453306329436,0.00149865248494612,0.0077904136416426
"19",19,"2020/04/25",0.00401837521067294,0.0031404633382144,0,0,0,0,0,0.00465607221093659,0.00151560887272219,0.00779653554915099
"20",20,"2020/04/26",0.00401837521067294,0.0031404633382144,0,0,0,0,0,0.00466764489813771,0.00152718155992331,0.00780810823635211
"21",21,"2020/04/27",0.00401837521067294,0.0031404633382144,0,0,0,0,0,0.0046792514202404,0.001538788082026,0.0078197147584548
"22",22,"2020/04/28",0.00401837521067294,0.0031404633382144,0,0,0,0,0,0.00469089206875284,0.00155042873053844,0.00783135540696724
"23",23,"2020/04/29",0.00401812446205702,0.00313765412797741,0,0,0,0,0,0.00470256709490007,0.00156491296692266,0.00784022122287748
"24",24,"2020/04/30",0.00401980726795936,0.00313487884329174,0,0,0,0,0,0.00471427673356028,0.00157939789026854,0.00784915557685202
"25",25,"2020/05/01",0.00401980726795936,0.00313487884329174,0,0,0,0,0,0.00472602122003301,0.00159114237674127,0.00786090006332475
"26",26,"2020/05/02",0.00401938885180534,0.0031320875453627,0,0,0,0,0,0.00473780075863542,0.00160571321327272,0.00786988830399812
"27",27,"2020/05/03",0.00401938885180534,0.0031320875453627,0,0,0,0,0,0.00474961551818944,0.00161752797282674,0.00788170306355214
"28",28,"2020/05/04",0.00401938885180534,0.0031320875453627,0,0,0,0,0,0.00476146566648316,0.00162937812112046,0.00789355321184586
"29",29,"2020/05/05",0.00401938885180534,0.0031320875453627,0,0,0,0,0,0.00477335135528766,0.00164126380992496,0.00790543890065036
"30",30,"2020/05/06",0.00401938885180534,0.0031320875453627,0,0,0,0,0,0.00478527268529547,0.00165318513993277,0.00791736023065817
"31",31,"2020/05/07",0.00401938885180534,0.0031320875453627,0,0,0,0,0,0.00479722974757194,0.00166514220220924,0.00792931729293464
"32",32,"2020/05/08",0.00401938885180534,0.0031320875453627,0,0,0,0,0,0.00480922262789314,0.00167713508253044,0.00794131017325584
"33",33,"2020/05/09",0.00401938885180534,0.0031320875453627,0,0,0,0,0,0.00482125136086336,0.00168916381550066,0.00795333890622606
"34",34,"2020/05/10",0.00401938885180534,0.0031320875453627,0,0,0,0,0,0.00483331595250957,0.00170122840714687,0.00796540349787227
"35",35,"2020/05/11",0.00401938885180534,0.0031320875453627,0,0,0,0,0,0.0048454164071348,0.0017133288617721,0.00797750395249749
"36",36,"2020/05/12",0.00402120312789632,0.00312944276103147,0,2.06152550300877e-06,0,0,0,0.00485755269252927,0.0017281099314978,0.00798699545356074
"37",37,"2020/05/13",0.00402120312789632,0.00312944276103147,0,2.06152550300877e-06,0,0,0,0.00486972472408712,0.00174028196305565,0.00799916748511859
"38",38,"2020/05/14",0.00402120312789632,0.00312944276103147,0,2.06152550300877e-06,0,0,0,0.00488193241163765,0.00175248965060618,0.00801137517266912
"39",39,"2020/05/15",0.00402120312789632,0.00312944276103147,0,2.06152550300877e-06,0,0,0,0.00489417564961608,0.00176473288858461,0.00802361841064755
"40",40,"2020/05/16",0.00402120312789632,0.00312944276103147,0,2.06152550300877e-06,0,0,0,0.00490645427557748,0.00177701151454601,0.00803589703660895
"41",41,"2020/05/17",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00491876811089497,0.00163812636010492,0.00819940986168502
"42",42,"2020/05/18",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00493111697447312,0.00165047522368307,0.00821175872526317
"43",43,"2020/05/19",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00494350068356122,0.00166285893277117,0.00822414243435127
"44",44,"2020/05/20",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00495591905347353,0.00167527730268348,0.00823656080426358
"45",45,"2020/05/21",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00496837189712222,0.00168773014633217,0.00824901364791227
"46",46,"2020/05/22",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00498085904094607,0.00170021729015602,0.00826150079173612
"47",47,"2020/05/23",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00499338033843144,0.00171273858764139,0.00827402208922149
"48",48,"2020/05/24",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00500593564403673,0.00172529389324668,0.00828657739482678
"49",49,"2020/05/25",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00501852481594299,0.00173788306515294,0.00829916656673304
"50",50,"2020/05/26",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00503114774124061,0.00175050599045056,0.00831178949203066
"51",51,"2020/05/27",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.005043804315393,0.00176316256460295,0.00832444606618305
"52",52,"2020/05/28",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00505649443329919,0.00177585268250914,0.00833713618408924
"53",53,"2020/05/29",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00506921800992115,0.0017885762591311,0.0083498597607112
"54",54,"2020/05/30",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00508197497810118,0.00180133322731113,0.00836261672889123
"55",55,"2020/05/31",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00509476527005685,0.0018141235192668,0.0083754070208469
"56",56,"2020/06/01",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00510758882712234,0.00182694707633229,0.00838823057791239
"57",57,"2020/06/02",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00512044561400692,0.00183980386321687,0.00840108736479697
"58",58,"2020/06/03",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00513333559795181,0.00185269384716176,0.00841397734874186
"59",59,"2020/06/04",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.0051462587483119,0.00186561699752185,0.00842690049910195
"60",60,"2020/06/05",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00515921505511067,0.00187857330432062,0.00843985680590072
"61",61,"2020/06/06",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00517220451685868,0.00189156276606863,0.00845284626764873
"62",62,"2020/06/07",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00518522713189622,0.00190458538110617,0.00846586888268627
"63",63,"2020/06/08",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00519828291096074,0.00191764116017069,0.00847892466175079
"64",64,"2020/06/09",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00521137187899475,0.0019307301282047,0.0084920136297848
"65",65,"2020/06/10",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00522449406134527,0.00194385231055522,0.00850513581213532
"66",66,"2020/06/11",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.0052376494881097,0.00195700773731965,0.00851829123889975
"67",67,"2020/06/12",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00525083820475356,0.00197019645396351,0.00853147995554361
"68",68,"2020/06/13",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00526406025955609,0.00198341850876604,0.00854470201034614
"69",69,"2020/06/14",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00527731570182016,0.00199667395103011,0.00855795745261021
"70",70,"2020/06/15",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00529060459176456,0.00200996284097451,0.00857124634255461
"71",71,"2020/06/16",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00530392699565072,0.00202328524486067,0.00858456874644077
"72",72,"2020/06/17",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00531728297993243,0.00203664122914238,0.00859792473072248
"73",73,"2020/06/18",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00533067261598734,0.00205003086519729,0.00861131436677739
"74",74,"2020/06/19",0.00540653701228018,0.00328064175079005,0,0.00138739540988687,0,0,0,0.00534409598228694,0.00206345423149689,0.00862473773307699
"75",75,"2020/06/20",0.0054048869118242,0.00327778309743302,0,0.00138737340854746,0,0,0,0.00535755315799345,0.00207977006056043,0.00863533625542647
