"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,8414240,0.1,0.1,0,0,60,0.042322947099588,0.042322947099588,0.00922144713324051,0.00922144713324051,270,250,2.14496249120398,2.14496249120398,0.0919907440772751,0.0919907440772751,47026208,0.108695652173913,0.0555555555555556,0,0,92,2.14496249120398,2.14496249120398,1242,0.0919907440772751,0.0919907440772751,1242,2.0045302954088,2.00086546115926,0.0856465548305664,0.0856465548305664
"2","ES","ESAN","ESCO",782979,NA,NA,NA,NA,0,8414240,0.1,0.1,0,0,60,0.042322947099588,0.042322947099588,0.00922144713324051,0.00922144713324051,270,250,2.14496249120398,2.14496249120398,0.0919907440772751,0.0919907440772751,47026208,0.108695652173913,0.0555555555555556,0,0,92,2.14496249120398,2.14496249120398,1242,0.0919907440772751,0.0919907440772751,1242,2.0045302954088,2.00086546115926,0.0856465548305664,0.0856465548305664
"3","ES","ESAN","ESGR",914678,NA,NA,NA,NA,0,8414240,0.1,0.1,0,0,60,0.042322947099588,0.042322947099588,0.00922144713324051,0.00922144713324051,270,250,2.14496249120398,2.14496249120398,0.0919907440772751,0.0919907440772751,47026208,0.108695652173913,0.0555555555555556,0,0,92,2.14496249120398,2.14496249120398,1242,0.0919907440772751,0.0919907440772751,1242,2.0045302954088,2.00086546115926,0.0856465548305664,0.0856465548305664
"4","ES","ESAN","ESH",521870,NA,NA,NA,NA,0,8414240,0.1,0.1,0,0,60,0.042322947099588,0.042322947099588,0.00922144713324051,0.00922144713324051,270,250,2.14496249120398,2.14496249120398,0.0919907440772751,0.0919907440772751,47026208,0.108695652173913,0.0555555555555556,0,0,92,2.14496249120398,2.14496249120398,1242,0.0919907440772751,0.0919907440772751,1242,2.0045302954088,2.00086546115926,0.0856465548305664,0.0856465548305664
"5","ES","ESAN","ESCA",1240155,0,0,NA,NA,20,8414240,0.1,0.1,0,0,60,0.042322947099588,0.042322947099588,0.00922144713324051,0.00922144713324051,270,250,2.14496249120398,2.14496249120398,0.0919907440772751,0.0919907440772751,47026208,0.108695652173913,0.0555555555555556,0,0,92,2.14496249120398,2.14496249120398,1242,0.0919907440772751,0.0919907440772751,1242,2.0045302954088,2.00086546115926,0.0856465548305664,0.0856465548305664
"6","ES","ESAN","ESJ",633564,NA,NA,NA,NA,0,8414240,0.1,0.1,0,0,60,0.042322947099588,0.042322947099588,0.00922144713324051,0.00922144713324051,270,250,2.14496249120398,2.14496249120398,0.0919907440772751,0.0919907440772751,47026208,0.108695652173913,0.0555555555555556,0,0,92,2.14496249120398,2.14496249120398,1242,0.0919907440772751,0.0919907440772751,1242,2.0045302954088,2.00086546115926,0.0856465548305664,0.0856465548305664
"7","ES","ESAN","ESMA",1661785,0.1,0.1,0.02,0.02,50,8414240,0.1,0.1,0,0,60,0.042322947099588,0.042322947099588,0.00922144713324051,0.00922144713324051,270,250,2.14496249120398,2.14496249120398,0.0919907440772751,0.0919907440772751,47026208,0.108695652173913,0.0555555555555556,0,0,92,2.14496249120398,2.14496249120398,1242,0.0919907440772751,0.0919907440772751,1242,2.0045302954088,2.00086546115926,0.0856465548305664,0.0856465548305664
"8","ES","ESAN","ESSE",1942389,0.02,0.02,0,0,200,8414240,0.1,0.1,0,0,60,0.042322947099588,0.042322947099588,0.00922144713324051,0.00922144713324051,270,250,2.14496249120398,2.14496249120398,0.0919907440772751,0.0919907440772751,47026208,0.108695652173913,0.0555555555555556,0,0,92,2.14496249120398,2.14496249120398,1242,0.0919907440772751,0.0919907440772751,1242,2.0045302954088,2.00086546115926,0.0856465548305664,0.0856465548305664
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,1319291,0.04,0.04,0,0,50,0.00372037726742685,0.00372037726742685,0,0,52,52,2.14496249120398,2.14496249120398,0.0919907440772751,0.0919907440772751,47026208,0.108695652173913,0.0555555555555556,0,0,92,2.14496249120398,2.14496249120398,1242,0.0919907440772751,0.0919907440772751,1242,2.0045302954088,2.00086546115926,0.0856465548305664,0.0856465548305664
"10","ES","ESAR","ESHU",220461,0.02,0.02,0,0,50,1319291,0.04,0.04,0,0,50,0.00372037726742685,0.00372037726742685,0,0,52,52,2.14496249120398,2.14496249120398,0.0919907440772751,0.0919907440772751,47026208,0.108695652173913,0.0555555555555556,0,0,92,2.14496249120398,2.14496249120398,1242,0.0919907440772751,0.0919907440772751,1242,2.0045302954088,2.00086546115926,0.0856465548305664,0.0856465548305664
"11","ES","ESAR","ESZ",964693,0,0,0,0,2,1319291,0.04,0.04,0,0,50,0.00372037726742685,0.00372037726742685,0,0,52,52,2.14496249120398,2.14496249120398,0.0919907440772751,0.0919907440772751,47026208,0.108695652173913,0.0555555555555556,0,0,92,2.14496249120398,2.14496249120398,1242,0.0919907440772751,0.0919907440772751,1242,2.0045302954088,2.00086546115926,0.0856465548305664,0.0856465548305664
"12","ES","ESAS","ESO",1022800,NA,NA,NA,NA,0,1022800,0,0,0,0,50,0,0,0,0,0,0,2.14496249120398,2.14496249120398,0.0919907440772751,0.0919907440772751,47026208,0.108695652173913,0.0555555555555556,0,0,92,2.14496249120398,2.14496249120398,1242,0.0919907440772751,0.0919907440772751,1242,2.0045302954088,2.00086546115926,0.0856465548305664,0.0856465548305664
"13","ES","ESCB","ESS",581078,NA,NA,NA,NA,0,581078,0,0,0,0,40,0,0,0,0,0,0,2.14496249120398,2.14496249120398,0.0919907440772751,0.0919907440772751,47026208,0.108695652173913,0.0555555555555556,0,0,92,2.14496249120398,2.14496249120398,1242,0.0919907440772751,0.0919907440772751,1242,2.0045302954088,2.00086546115926,0.0856465548305664,0.0856465548305664
"14","ES","ESCE","ESCE",84777,0,0,0,0,100,84777,0,0,0,0,100,0,0,0,0,100,100,2.14496249120398,2.14496249120398,0.0919907440772751,0.0919907440772751,47026208,0.108695652173913,0.0555555555555556,0,0,92,2.14496249120398,2.14496249120398,1242,0.0919907440772751,0.0919907440772751,1242,2.0045302954088,2.00086546115926,0.0856465548305664,0.0856465548305664
"15","ES","ESCL","ESAV",157640,NA,NA,NA,NA,0,2399548,0,0,0,0,30,0.0498703707992356,0.0498703707992356,0.00398308869870208,0.00398308869870208,296,291,2.14496249120398,2.14496249120398,0.0919907440772751,0.0919907440772751,47026208,0.108695652173913,0.0555555555555556,0,0,92,2.14496249120398,2.14496249120398,1242,0.0919907440772751,0.0919907440772751,1242,2.0045302954088,2.00086546115926,0.0856465548305664,0.0856465548305664
