"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,8414240,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"2","ES","ESAN","ESCO",782979,NA,NA,NA,NA,0,8414240,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"3","ES","ESAN","ESGR",914678,NA,NA,NA,NA,0,8414240,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"4","ES","ESAN","ESH",521870,NA,NA,NA,NA,0,8414240,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"5","ES","ESAN","ESCA",1240155,NA,NA,NA,NA,0,8414240,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"6","ES","ESAN","ESJ",633564,NA,NA,NA,NA,0,8414240,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"7","ES","ESAN","ESMA",1661785,NA,NA,NA,NA,0,8414240,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"8","ES","ESAN","ESSE",1942389,0.2,0.2,0.05,0.05,40,8414240,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,1319291,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"10","ES","ESAR","ESHU",220461,NA,NA,NA,NA,0,1319291,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"11","ES","ESAR","ESZ",964693,NA,NA,NA,NA,0,1319291,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"12","ES","ESAS","ESO",1022800,0.0666666666666667,0.0666666666666667,0,0,120,1022800,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"13","ES","ESCB","ESS",581078,NA,NA,NA,NA,0,581078,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"14","ES","ESCE","ESCE",84777,NA,NA,NA,NA,0,84777,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"15","ES","ESCL","ESAV",157640,NA,NA,NA,NA,0,2399548,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"16","ES","ESCL","ESLE",460001,NA,NA,NA,NA,0,2399548,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"17","ES","ESCL","ESP",160980,NA,NA,NA,NA,0,2399548,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"18","ES","ESCL","ESSG",153129,NA,NA,NA,NA,0,2399548,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"19","ES","ESCL","ESSA",330119,NA,NA,NA,NA,0,2399548,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"20","ES","ESCL","ESZA",172539,NA,NA,NA,NA,0,2399548,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"21","ES","ESCL","ESVA",519546,NA,NA,NA,NA,0,2399548,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"22","ES","ESCL","ESBU",356958,NA,NA,NA,NA,0,2399548,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"23","ES","ESCL","ESSO",88636,NA,NA,NA,NA,0,2399548,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"24","ES","ESCM","ESCU",196329,NA,NA,NA,NA,0,2032863,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"25","ES","ESCM","ESTO",694844,0.0909090909090909,0.0909090909090909,0,0,66,2032863,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"26","ES","ESCM","ESCR",495761,NA,NA,NA,NA,0,2032863,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"27","ES","ESCM","ESGU",257762,NA,NA,NA,NA,0,2032863,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"28","ES","ESCM","ESAB",388167,NA,NA,NA,NA,0,2032863,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"29","ES","ESCN","ESTF",1032983,NA,NA,NA,NA,0,2153389,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"30","ES","ESCN","ESGC",1120406,0.025,0.025,0,0,200,2153389,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"31","ES","ESCT","ESB",5664579,0.06,0.06,0,0,100,7675217,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
"32","ES","ESCT","ESL",434930,NA,NA,NA,NA,0,7675217,NA,NA,NA,NA,0,0,0,0,0,0,0,0.44,0.44,0.104,0.104,47026208,0.103448275862069,0.106428571428571,0.160919540229885,0.233333333333333,87,0.44,0.44,230,0.104,0.104,230,0.347634069400631,0.348452005407841,0.119621451104101,0.139495268138801
