"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,8414240,0,0,0,0,12,0,0,0,0,0,0,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"2","ES","ESAN","ESCO",782979,NA,NA,NA,NA,0,8414240,0,0,0,0,12,0,0,0,0,0,0,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"3","ES","ESAN","ESGR",914678,NA,NA,NA,NA,0,8414240,0,0,0,0,12,0,0,0,0,0,0,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"4","ES","ESAN","ESH",521870,NA,NA,NA,NA,0,8414240,0,0,0,0,12,0,0,0,0,0,0,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"5","ES","ESAN","ESCA",1240155,NA,NA,NA,NA,0,8414240,0,0,0,0,12,0,0,0,0,0,0,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"6","ES","ESAN","ESJ",633564,NA,NA,NA,NA,0,8414240,0,0,0,0,12,0,0,0,0,0,0,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"7","ES","ESAN","ESMA",1661785,NA,NA,NA,NA,0,8414240,0,0,0,0,12,0,0,0,0,0,0,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"8","ES","ESAN","ESSE",1942389,NA,NA,NA,NA,0,8414240,0,0,0,0,12,0,0,0,0,0,0,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,1319291,0.0454545454545455,0.0454545454545455,0,0,44,0.02,0.02,0,0,50,50,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"10","ES","ESAR","ESHU",220461,0.02,0.02,0,0,50,1319291,0.0454545454545455,0.0454545454545455,0,0,44,0.02,0.02,0,0,50,50,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"11","ES","ESAR","ESZ",964693,NA,NA,NA,NA,0,1319291,0.0454545454545455,0.0454545454545455,0,0,44,0.02,0.02,0,0,50,50,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"12","ES","ESAS","ESO",1022800,NA,NA,NA,NA,0,1022800,0.02,0.02,0,0,100,0,0,0,0,0,0,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"13","ES","ESCB","ESS",581078,NA,NA,NA,NA,0,581078,0.1,0.1,0,0,30,0,0,0,0,0,0,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"14","ES","ESCE","ESCE",84777,NA,NA,NA,NA,0,84777,NA,NA,NA,NA,0,0,0,0,0,0,0,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"15","ES","ESCL","ESAV",157640,NA,NA,NA,NA,0,2399548,0.111111111111111,0.111111111111111,0,0,9,0.05,0.05,0,0,40,40,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"16","ES","ESCL","ESLE",460001,NA,NA,NA,NA,0,2399548,0.111111111111111,0.111111111111111,0,0,9,0.05,0.05,0,0,40,40,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"17","ES","ESCL","ESP",160980,NA,NA,NA,NA,0,2399548,0.111111111111111,0.111111111111111,0,0,9,0.05,0.05,0,0,40,40,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"18","ES","ESCL","ESSG",153129,NA,NA,NA,NA,0,2399548,0.111111111111111,0.111111111111111,0,0,9,0.05,0.05,0,0,40,40,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"19","ES","ESCL","ESSA",330119,NA,NA,NA,NA,0,2399548,0.111111111111111,0.111111111111111,0,0,9,0.05,0.05,0,0,40,40,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"20","ES","ESCL","ESZA",172539,NA,NA,NA,NA,0,2399548,0.111111111111111,0.111111111111111,0,0,9,0.05,0.05,0,0,40,40,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"21","ES","ESCL","ESVA",519546,NA,NA,NA,NA,0,2399548,0.111111111111111,0.111111111111111,0,0,9,0.05,0.05,0,0,40,40,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"22","ES","ESCL","ESBU",356958,NA,NA,NA,NA,0,2399548,0.111111111111111,0.111111111111111,0,0,9,0.05,0.05,0,0,40,40,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"23","ES","ESCL","ESSO",88636,0.05,0.05,0,0,40,2399548,0.111111111111111,0.111111111111111,0,0,9,0.05,0.05,0,0,40,40,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"24","ES","ESCM","ESCU",196329,NA,NA,NA,NA,0,2032863,0.03,0.03,0,0,100,0.1,0.1,0,0,50,50,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"25","ES","ESCM","ESTO",694844,0.1,0.1,0,0,50,2032863,0.03,0.03,0,0,100,0.1,0.1,0,0,50,50,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"26","ES","ESCM","ESCR",495761,NA,NA,NA,NA,0,2032863,0.03,0.03,0,0,100,0.1,0.1,0,0,50,50,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"27","ES","ESCM","ESGU",257762,NA,NA,NA,NA,0,2032863,0.03,0.03,0,0,100,0.1,0.1,0,0,50,50,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"28","ES","ESCM","ESAB",388167,NA,NA,NA,NA,0,2032863,0.03,0.03,0,0,100,0.1,0.1,0,0,50,50,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"29","ES","ESCN","ESTF",1032983,NA,NA,NA,NA,0,2153389,0.0285714285714286,0.0285714285714286,NA,NA,70,0,0,0,0,0,0,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"30","ES","ESCN","ESGC",1120406,NA,NA,NA,NA,0,2153389,0.0285714285714286,0.0285714285714286,NA,NA,70,0,0,0,0,0,0,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"31","ES","ESCT","ESB",5664579,0.05,0.05,0.02,0.02,100,7675217,0.0952380952380952,0.0952380952380952,0,0,21,0.05,0.05,0.02,0.02,100,100,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"32","ES","ESCT","ESL",434930,NA,NA,NA,NA,0,7675217,0.0952380952380952,0.0952380952380952,0,0,21,0.05,0.05,0.02,0.02,100,100,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
"33","ES","ESCT","EST",804664,NA,NA,NA,NA,0,7675217,0.0952380952380952,0.0952380952380952,0,0,21,0.05,0.05,0.02,0.02,100,100,2.20201009653206,2.20201009653206,0.0661157024793388,0.0661157024793388,47026208,0.1,0.1,0,0,60,2.20201009653206,2.20201009653206,1198,0.0661157024793388,0.0661157024793388,1198,2.10175524296138,2.10175524296138,0.0629623303420095,0.0629623303420095
