"date","population","total_responses","pct_cli","pct_cli_smooth","number_cli","batched_pct_cli","batched_pct_cli_smooth","estimate_cli","cum_estimate_cli","number_cli_smooth","cum_number_cli_smooth","b_size_denom","p_symptom"
2020-04-30,10649800,768,0.5208,0.434635999529901,3.999744,0.5208,0.434315039318167,46253.6830573062,397405.661687906,46287.8646779354,397903.595791641,15000,0.434315039318167
2020-05-01,10649800,756,0.3968,0.425984625873067,2.999808,0.3968,0.425744180195641,45340.9037024754,442746.565390382,45366.5106862299,443270.10647787,15000,0.425744180195641
2020-05-02,10649800,721,0.1387,0.417540729776835,1.000027,0.138699999999999,0.417388142405209,44451.00238987,487197.567780252,44467.2526397733,487737.359117644,15000,0.417388142405209
2020-05-03,10649800,1960,0.7143,0.409321827871919,14.00028,0.7143,0.40925282346274,43584.6071931349,530782.174973386,43591.9560247037,531329.315142347,15000,0.40925282346274
2020-05-04,10649800,1998,0.4505,0.401349434340259,9.00099,0.4505,0.401355678078741,42743.5770040297,573525.751977416,42742.9120583689,574072.227200716,15000,0.401355678078741
2020-05-05,10649800,1982,0.3532,0.393643119048468,7.000424,0.3532,0.393716177187705,41929.9854381362,615455.737415552,41922.2048924237,615994.43209314,15000,0.393716177187705
2020-05-06,10649800,1923,0.416,0.386220657926274,7.99968,0.416,0.386352032321313,41145.7187381551,656601.456153707,41131.7276278323,657126.159720972,15000,0.386352032321313
2020-05-07,10649800,1731,0.1155,0.379098204551995,1.999305,0.115499999999999,0.379279358642852,40392.4931367464,696993.949290454,40373.2005883783,697499.360309351,15000,0.379279358642852
2020-05-08,10649800,1628,0.2457,0.372290467503359,3.999996,0.245700000000001,0.3725128446154,39671.8729258509,736665.822216305,39648.1902081727,737147.550517524,15000,0.3725128446154
2020-05-09,10649800,1570,0.2548,0.365810892170326,4.00036,0.2548,0.366065926226211,38985.2890112391,775651.111227544,38958.1283943554,776105.678911879,15000,0.366065926226211
2020-05-10,10649800,1779,0.787,0.359671493893517,14.00073,0.787,0.359950964766496,38334.0578457023,813985.169073246,38304.2947566718,814409.973668551,15000,0.359950964766496
2020-05-11,10649800,1716,0.4079,0.353875930769967,6.999564,0.4079,0.354178457215356,37719.297336521,851704.466409767,37687.0788751399,852097.052543691,15000,0.354178457215356
2020-05-12,10649800,1584,0.1894,0.348420518950798,3.000096,0.189400000000001,0.348748160020388,37140.9815458513,888845.447955618,37106.0884272221,889203.140970913,15000,0.348748160020388
2020-05-13,10649800,1552,0.3222,0.343301598283762,5.000544,0.322199999999999,0.343653972491287,36598.4607623771,925443.908717996,36560.9336140241,925764.074584937,15000,0.343653972491287
2020-05-14,10649800,1586,0.1261,0.338515876176245,1.999946,0.1261,0.338890228858159,36091.1315929362,961535.040310932,36051.2637810178,961815.338365955,15000,0.338890228858159
2020-05-15,10649800,1561,0.5125,0.334060466220854,8.000125,0.5125,0.334451798183621,35618.4476029593,997153.487913891,35576.7715315885,997392.109897543,15000,0.334451798183621
2020-05-16,10649800,1490,0.2013,0.329932926981438,2.99937,0.201300000000002,0.330334099944861,35179.9209759278,1032333.40888982,35137.1968576692,1032529.30675521,15000,0.330334099944861
2020-05-17,10649800,1630,0.1227,0.326131301287882,2.00001,0.1227,0.326533120575093,34775.1242750062,1067108.53316483,34732.3313245569,1067261.63807977,15000,0.326533120575093
2020-05-18,10649800,1487,0.4035,0.322654137399293,6.000045,0.403499999999999,0.32304543119395,34403.6923312932,1101512.22549612,34362.0203247499,1101623.65840452,15000,0.32304543119395
2020-05-19,10649800,1702,0.0588,0.319495211978877,1.000776,0.0588000000000001,0.319867955410973,34065.2975153577,1135577.52301148,34025.6010853264,1135649.25948985,15000,0.319867955410973
2020-05-20,10649800,1869,0.1605,0.316636561890646,2.999745,0.160500000000001,0.316990906283219,33758.8975373503,1169336.42054883,33721.16056823,1169370.42005808,15000,0.316990906283219
2020-05-21,10649800,1247,0.3208,0.314059618553681,4.000376,0.320799999999999,0.314397085798244,33482.6608433414,1202819.08139217,33446.72125673,1202817.14131481,15000,0.314397085798244
2020-05-22,10649800,1313,0.5331,0.31174694494508,6.999603,0.533100000000001,0.312069938896591,33234.8243526092,1236053.90574478,33200.4261427611,1236017.56745757,15000,0.312069938896591
2020-05-23,10649800,1727,0.2316,0.309682113481438,3.999732,0.2316,0.309993903170608,33013.7306998634,1269067.63644464,32980.5257215462,1268998.09317911,15000,0.309993903170608
2020-05-24,10649800,1722,0.4065,0.307849594716535,6.99993,0.4065,0.308154303986973,32817.8170660046,1301885.45351064,32785.3661381215,1301783.45931723,15000,0.308154303986973
2020-05-25,10649800,1702,0.6463,0.306234655764762,11.000026,0.646299999999999,0.306537258528594,32645.6049587782,1334531.05846942,32613.3783696356,1334396.83768687,15000,0.306537258528594
2020-05-26,10649800,1531,0.2613,0.304823267496589,4.000503,0.261300000000001,0.305129587868454,32495.6908488147,1367026.74931824,32463.0683418518,1366859.90602872,15000,0.305129587868454
2020-05-27,10649800,1463,0.2734,0.303603695547295,3.999842,0.2734,0.303918759333228,32366.7400314701,1399393.48934971,32333.1863683958,1399193.09239712,15000,0.303918759333228
2020-05-28,10649800,1399,0.4289,0.302575471011993,6.000311,0.428900000000001,0.302897299020049,32257.9565510371,1431651.44590074,32223.6825118352,1431416.77490895,15000,0.302897299020049
2020-05-29,10649800,1392,0.5029,0.301742704772539,7.000368,0.502899999999998,0.302068028483357,32169.6408974205,1463821.08679817,32134.9945728658,1463551.76948182,15000,0.302068028483357
2020-05-30,10649800,1354,0.2954,0.301109822818848,3.999716,0.295400000000001,0.30143538372245,32102.2654956735,1495923.35229384,32067.5939105617,1495619.36339238,15000,0.30143538372245
2020-05-31,10649800,1564,0.2558,0.300681589867799,4.000712,0.2558,0.301004126655235,32056.3374805293,1527979.68977437,32021.9879577408,1527641.35135012,15000,0.301004126655235
2020-06-01,10649800,1339,0.2987,0.300463145621633,3.999593,0.2987,0.300779380661351,32032.4024816726,1560012.09225604,31998.7240824127,1559640.07543253,15000,0.300779380661351
2020-06-02,10649800,1200,0,0.300460043222712,0,0,0.300766668249026,32031.0486351848,1592043.14089123,31998.3936831324,1591638.46911567,15000,0.300766668249026
2020-06-03,10649800,1170,0.1709,0.300678290178318,1.99953,0.170899999999999,0.300971951108821,32052.9108491872,1624096.05174041,32021.6365474105,1623660.10566308,15000,0.300971951108821
2020-06-04,10649800,1346,0.3715,0.301124058552891,5.00039,0.371500000000001,0.301401672844833,32098.675354629,1656194.72709504,32069.1099877658,1655729.21565084,15000,0.301401672844833
2020-06-05,10649800,1139,0.439,0.30179668673609,5.00021,0.439000000000001,0.302060442928281,32168.833050976,1688363.56014602,32140.7435440201,1687869.95919486,15000,0.302060442928281
2020-06-06,10649800,1147,0,0.302688786185558,0,0,0.302942811176496,32262.8035046745,1720626.36365069,32235.7503511895,1720105.70954605,15000,0.302942811176496
2020-06-07,10649800,1227,0.326,0.303793053004828,4.00002,0.326000000000001,0.30404077414814,32379.7343652286,1753006.09801592,32353.3525589082,1752459.06210496,15000,0.30404077414814
2020-06-08,10649800,1076,0.2788,0.305102508192675,2.999888,0.2788,0.305346659122015,32518.8085031764,1785524.9065191,32492.8069175035,1784951.86902246,15000,0.305346659122015
2020-06-09,10649800,1085,0.2765,0.306610441759825,3.000025,0.276499999999999,0.306853062670429,32679.2374682753,1818204.14398737,32653.3988265378,1817605.267849,15000,0.306853062670429
2020-06-10,10649800,1100,0.0909,0.308310359604205,0.9999,0.0908999999999995,0.308552792228993,32860.2552668033,1851064.39925418,32834.4366771287,1850439.70452613,15000,0.308552792228993
2020-06-11,10649800,1061,0.377,0.310195932839417,3.99997,0.376999999999999,0.31043881046956,33061.1124373872,1884125.51169156,33035.2464555323,1883474.95098166,15000,0.31043881046956
2020-06-12,10649800,965,0.5181,0.312260955695811,4.999665,0.518099999999999,0.312504182192343,33281.0703951201,1917406.58208668,33255.1672596924,1916730.11824135,15000,0.312504182192343
2020-06-13,10649800,974,0.5133,0.314501238771538,4.999542,0.513300000000002,0.314742554093115,33519.4525258085,1950926.03461249,33493.7529266912,1950223.87116805,15000,0.314742554093115
2020-06-14,10649800,1078,0.1855,0.316917384524423,1.99969,0.185499999999999,0.317152766040724,33776.135277805,1984702.1698903,33751.067617082,1983974.93878513,15000,0.317152766040724
2020-06-15,10649800,981,0.5097,0.319510898668269,5.000157,0.5097,0.319736726628422,34051.3219124737,2018753.49180277,34027.2716863733,2018002.2104715,15000,0.319736726628422
2020-06-16,10649800,772,0.3886,0.322283510376458,2.999992,0.388600000000003,0.322496604436778,34345.243379308,2053098.73518208,34322.549288072,2052324.75975957,15000,0.322496604436778
