"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","cases_infected","cases_daily","cases_contagious","cases_active","p_cum_cases","p_cum_deaths","p_cases_infected","p_cases_daily","p_cases_contagious","p_cases_active"
"2020/02/22","BA",3300998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/23","BA",3300998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/24","BA",3300998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/25","BA",3300998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/26","BA",3300998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/27","BA",3300998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/28","BA",3300998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/29","BA",3300998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/01","BA",3300998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/02","BA",3300998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/03","BA",3300998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/04","BA",3300998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/05","BA",3300998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/06","BA",3300998,2,0,2,0,0,0,0,0,6.05877374054756e-07,0,0,0,0,0
"2020/03/07","BA",3300998,0,0,2,0,0,0,0,0,6.05877374054756e-07,0,0,0,0,0
"2020/03/08","BA",3300998,0,0,2,0,0,0,0,0,6.05877374054756e-07,0,0,0,0,0
"2020/03/09","BA",3300998,0,0,2,0,72.463768115942,72.463768115942,72.463768115942,72.463768115942,6.05877374054756e-07,0,2.19520787700998e-05,2.19520787700998e-05,2.19520787700998e-05,2.19520787700998e-05
"2020/03/10","BA",3300998,0,0,2,0,72.463768115942,0,72.463768115942,72.463768115942,6.05877374054756e-07,0,2.19520787700998e-05,0,2.19520787700998e-05,2.19520787700998e-05
"2020/03/11","BA",3300998,0,0,2,0,72.463768115942,0,72.463768115942,72.463768115942,6.05877374054756e-07,0,2.19520787700998e-05,0,2.19520787700998e-05,2.19520787700998e-05
"2020/03/12","BA",3300998,1,0,3,0,144.927536231884,72.463768115942,144.927536231884,144.927536231884,9.08816061082133e-07,0,4.39041575401997e-05,2.19520787700998e-05,4.39041575401997e-05,4.39041575401997e-05
"2020/03/13","BA",3300998,0,0,3,0,217.391304347826,72.463768115942,217.391304347826,217.391304347826,9.08816061082133e-07,0,6.58562363102995e-05,2.19520787700998e-05,6.58562363102995e-05,6.58562363102995e-05
"2020/03/14","BA",3300998,0,0,3,0,217.391304347826,0,217.391304347826,217.391304347826,9.08816061082133e-07,0,6.58562363102995e-05,0,6.58562363102995e-05,6.58562363102995e-05
"2020/03/15","BA",3300998,0,0,3,0,289.855072463768,72.463768115942,289.855072463768,289.855072463768,9.08816061082133e-07,0,8.78083150803994e-05,2.19520787700998e-05,8.78083150803994e-05,8.78083150803994e-05
"2020/03/16","BA",3300998,15,0,18,0,362.31884057971,72.463768115942,362.31884057971,362.31884057971,5.4528963664928e-06,0,0.000109760393850499,2.19520787700998e-05,0.000109760393850499,0.000109760393850499
"2020/03/17","BA",3300998,3,0,21,0,434.782608695652,72.4637681159421,434.782608695652,434.782608695652,6.36171242757493e-06,0,0.000131712472620599,2.19520787700998e-05,0.000131712472620599,0.000131712472620599
"2020/03/18","BA",3300998,9,0,30,0,579.710144927536,144.927536231884,579.710144927536,579.710144927536,9.08816061082133e-06,0,0.000175616630160799,4.39041575401997e-05,0.000175616630160799,0.000175616630160799
"2020/03/19","BA",3300998,5,0,35,0,869.565217391304,289.855072463768,869.565217391304,869.565217391304,1.06028540459582e-05,0,0.000263424945241198,8.78083150803994e-05,0.000263424945241198,0.000263424945241198
"2020/03/20","BA",3300998,9,0,44,0,942.028985507246,72.463768115942,942.028985507246,942.028985507246,1.33293022292046e-05,0,0.000285377024011298,2.19520787700998e-05,0.000285377024011298,0.000285377024011298
"2020/03/21","BA",3300998,18,0,62,0,1231.88405797101,289.855072463768,1159.42028985507,1231.88405797101,1.87821985956974e-05,0,0.000373185339091697,8.78083150803994e-05,0.000351233260321597,0.000373185339091697
"2020/03/22","BA",3300998,30,1,92,1,1304.34782608696,72.463768115942,1231.88405797101,1304.34782608696,2.78703592065188e-05,3.02938687027378e-07,0.000395137417861797,2.19520787700998e-05,0.000373185339091697,0.000395137417861797
"2020/03/23","BA",3300998,33,0,125,1,1521.73913043478,217.391304347826,1449.27536231884,1521.73913043478,3.78673358784222e-05,3.02938687027378e-07,0.000460993654172097,6.58562363102996e-05,0.000439041575401997,0.000460993654172097
"2020/03/24","BA",3300998,6,0,131,1,1739.13043478261,217.391304347826,1594.20289855072,1739.13043478261,3.96849680005865e-05,3.02938687027378e-07,0.000526849890482396,6.58562363102995e-05,0.000482945732942196,0.000526849890482396
