"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","cases_infected","cases_daily","cases_contagious","cases_active","p_cum_cases","p_cum_deaths","p_cases_infected","p_cases_daily","p_cases_contagious","p_cases_active"
"2020/02/21","SK",5450421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/22","SK",5450421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/23","SK",5450421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/24","SK",5450421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/25","SK",5450421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/26","SK",5450421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/27","SK",5450421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/28","SK",5450421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/29","SK",5450421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/01","SK",5450421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/02","SK",5450421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/03","SK",5450421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/04","SK",5450421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/05","SK",5450421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/06","SK",5450421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/07","SK",5450421,1,0,1,0,0,0,0,0,1.83472065735839e-07,0,0,0,0,0
"2020/03/08","SK",5450421,2,0,3,0,0,0,0,0,5.50416197207518e-07,0,0,0,0,0
"2020/03/09","SK",5450421,2,0,5,0,0,0,0,0,9.17360328679197e-07,0,0,0,0,0
"2020/03/10","SK",5450421,0,0,5,0,0,0,0,0,9.17360328679197e-07,0,0,0,0,0
"2020/03/11","SK",5450421,2,0,7,0,0,0,0,0,1.28430446015088e-06,0,0,0,0,0
"2020/03/12","SK",5450421,3,0,10,0,0,0,0,0,1.83472065735839e-06,0,0,0,0,0
"2020/03/13","SK",5450421,11,0,21,0,0,0,0,0,3.85291338045263e-06,0,0,0,0,0
"2020/03/14","SK",5450421,9,0,30,0,0,0,0,0,5.50416197207518e-06,0,0,0,0,0
"2020/03/15","SK",5450421,14,0,44,0,0,0,0,0,8.07277089237694e-06,0,0,0,0,0
"2020/03/16","SK",5450421,17,0,61,0,0,0,0,0,1.11917960098862e-05,0,0,0,0,0
