"date","population","total_responses","pct_cli","pct_cli_smooth","pct_cli_smooth_low","pct_cli_smooth_high","number_cli","batched_pct_cli","batched_pct_cli_smooth","batched_pct_cli_smooth_low","batched_pct_cli_smooth_high","estimate_cli","cum_estimate_cli","number_cli_smooth","cum_number_cli_smooth","b_size_denom","p_cases_active","p_cases_active_high","p_cases_active_low"
2020-05-31,5328212,1229,0.0814,0.634646392419956,0.513988846985879,0.755303937854033,1.000406,NA,0.626527033256999,0.517454366625997,0.735599699888002,33382.6885692434,1554854.96192287,33815.3052384872,1569977.62938357,1500,0.00626527033256999,0.00735599699888002,0.00517454366625997
2020-06-01,5328212,1219,0.4922,0.627673198569089,0.507782946447134,0.747563450691044,5.999918,NA,0.61927423561399,0.51062126892451,0.727927202303471,32996.2441348929,1587851.20605776,33443.758686942,1603421.38807051,1500,0.0061927423561399,0.00727927202303471,0.0051062126892451
2020-06-02,5328212,1236,0.4854,0.621186506123448,0.501852828507123,0.740520183739772,5.999544,0.387040752004423,0.612609879424887,0.504111092287056,0.721108666562718,32641.1531087023,1620492.35916646,33098.1339616503,1636519.52203216,1500,0.00612609879424887,0.00721108666562718,0.00504111092287056
2020-06-03,5328212,1162,0.1721,0.615210290936347,0.496227824874202,0.734192756998493,1.999802,NA,0.606551378084546,0.497949668311647,0.715153087857446,32318.3433132662,1652810.70247973,32779.7085469054,1669299.23057906,1500,0.00606551378084546,0.00715153087857446,0.00497949668311647
2020-06-04,5328212,1383,0.6508,0.609768255294021,0.490997118187173,0.728539392400868,9.000564,NA,0.601116474277787,0.492230919827356,0.710002028728218,32028.760116446,1684839.46259618,32489.7453507666,1701788.97592983,1500,0.00601116474277788,0.00710002028728219,0.00492230919827356
2020-06-05,5328212,1258,0.8744,0.604884091846113,0.486291723507879,0.723476460184348,10.999952,0.746294129353234,0.596323510996832,0.487094678754606,0.705552343239057,31773.3808717545,1716612.84346793,32229.5067678356,1734018.48269767,1500,0.00596323510996832,0.00705552343239057,0.00487094678754606
2020-06-06,5328212,1379,0.7252,0.600581731606077,0.482255264479298,0.718908198732855,10.000508,NA,0.592191683136462,0.482692422677255,0.701690943595668,31553.2283238789,1748166.07179181,32000.2678932428,1766018.75059091,1500,0.00592191683136462,0.00701690943595668,0.00482692422677255
2020-06-07,5328212,1432,0.5587,0.596872957713059,0.47895173708745,0.714794178338668,8.000584,NA,0.588727701427429,0.479086370574131,0.698369032280728,31368.6600347805,1779534.73182659,31802.6565576221,1797821.40714853,1500,0.0058872770142743,0.00698369032280728,0.00479086370574131
2020-06-08,5328212,1229,0.7323,0.59373805201937,0.476265905239227,0.711210198799512,8.999967,0.57202459698388,0.585904921807749,0.476145204438128,0.695664639177371,31218.2563523511,1810752.98817894,31635.6221362623,1829457.02928479,1500,0.00585904921807749,0.00695664639177371,0.00476145204438128
2020-06-09,5328212,1185,0.4219,0.591153989447055,0.474059453145989,0.708248525748122,4.999515,NA,0.583693556520957,0.473715908770902,0.693671204271012,31100.4301217764,1841853.41830072,31497.9378041967,1860954.96708899,1500,0.00583693556520957,0.00693671204271012,0.00473715908770901
2020-06-10,5328212,1169,0.6843,0.589099553413008,0.472227449932973,0.705971656893042,7.999467,NA,0.582066091188575,0.471685748339842,0.692446434037308,31013.7153186406,1872867.13361936,31388.4730968983,1892343.44018589,1500,0.00582066091188575,0.00692446434037308,0.00471685748339842
