"date","population","total_responses","pct_cli","pct_cli_smooth","pct_cli_smooth_low","pct_cli_smooth_high","number_cli","batched_pct_cli","batched_pct_cli_smooth","batched_pct_cli_smooth_low","batched_pct_cli_smooth_high","estimate_cli","cum_estimate_cli","number_cli_smooth","cum_number_cli_smooth","b_size_denom","p_cases_active","p_cases_active_high","p_cases_active_low"
2020-06-04,211049519,15863,1.7651,1.96753404407402,1.88881695086954,2.0462511372785,279.997813,NA,1.97445146457896,1.83681248976709,2.11209043939083,4167070.31888235,179267197.466559,4152471.13617946,178092763.78418,1500,0.0197445146457896,0.0211209043939083,0.0183681248976709
2020-06-05,211049519,15181,1.8905,1.96536277260752,1.88751447428759,2.04321107092744,286.996805,1.94432667828998,1.97439574458774,1.83696787065599,2.11182361851948,4166952.72210889,183434150.188668,4147888.67819323,182240652.462373,1500,0.0197439574458774,0.0211182361851948,0.0183696787065599
2020-06-06,211049519,15590,2.059,1.96350910575712,1.88784053249145,2.03917767902278,320.9981,NA,1.97477426642679,1.83792353576396,2.11162499708962,4167751.59062951,187601901.779297,4143976.52322159,186384628.985595,1500,0.0197477426642679,0.0211162499708962,0.0183792353576396
2020-06-07,211049519,16448,1.909,1.96208655501586,1.88911209080176,2.03506101922996,313.99232,NA,1.97553453750728,1.83937238980815,2.11169668520642,4169356.139088,191771257.918385,4140974.23672465,190525603.22232,1500,0.0197553453750728,0.0211169668520642,0.0183937238980815
2020-06-08,211049519,16672,1.7754,1.96120854056325,1.89058145761789,2.03183562350861,295.994688,NA,1.97662422672571,1.8410167040305,2.11223174942092,4171655.92294207,195942913.841327,4139121.19144566,194664724.413765,1500,0.0197662422672571,0.0211223174942092,0.018410167040305
2020-06-09,211049519,16394,1.9458,1.96098867426512,1.89162043859249,2.03035690993775,318.994452,NA,1.97799107038244,1.84261680254473,2.11336533822015,4174540.63990508,200117454.481232,4138657.16468102,198803381.578446,1500,0.0197799107038244,0.0211336533822015,0.0184261680254473
2020-06-10,211049519,15703,1.9932,1.96154110922442,1.89193830223678,2.03114391621207,312.992196,NA,1.97958279158155,1.84402655523063,2.11513902793246,4177899.95983963,204295354.441072,4139823.07600541,202943204.654452,1500,0.0197958279158155,0.0211513902793246,0.0184402655523063
2020-06-11,211049519,16524,2.0455,1.96298095661603,1.89173057415177,2.03423133908029,337.99842,NA,1.98134703353743,1.84521112646194,2.11748294061293,4181623.38400152,208476977.825074,4142861.86699973,207086066.521452,1500,0.0198134703353743,0.0211748294061293,0.0184521112646194
2020-06-12,211049519,18975,1.9025,1.96542477138125,1.89164664477487,2.03920289798763,360.999375,NA,1.9832313067645,1.84624356950645,2.12021904402255,4185600.1335839,212662577.958657,4148019.52630698,211234086.047759,1500,0.019832313067645,0.0212021904402255,0.0184624356950645
2020-06-13,211049519,18968,1.9401,1.96899110910084,1.89260367382524,2.04537854437644,367.998168,NA,1.98518295017065,1.84728066088907,2.12308523945223,4189719.06760516,216852297.026263,4155546.26491008,215389632.312669,1500,0.0198518295017065,0.0212308523945223,0.0184728066088907
2020-06-14,211049519,17889,2.0683,1.97380115723185,1.89557539006547,2.05202692439822,369.998187,1.97605163676339,1.98714910610943,1.84852170508253,2.12577650713633,4193868.63025675,221046165.656519,4165697.84835424,219555330.161023,1500,0.0198714910610943,0.0212577650713633,0.0184852170508253
2020-06-15,211049519,16776,1.979,1.97997346859032,1.90141184112766,2.05853509605299,331.99704,NA,1.98907679835294,1.8501507642428,2.12800283246308,4197937.01546448,225244102.671984,4178724.4817875,223734054.64281,1500,0.0198907679835294,0.0212800283246308,0.018501507642428
2020-06-16,211049519,14251,1.9999,1.98739642039041,1.91012798765615,2.06466485312467,285.005749,NA,1.99091632019426,1.85214752111768,2.12968511927083,4201819.31746248,229445921.989446,4194390.58585717,227928445.228667,1500,0.0199091632019426,0.0212968511927083,0.0185214752111768
2020-06-17,211049519,14523,1.9073,1.99565295233704,1.92068651568324,2.07061938899084,276.997179,NA,1.99262231486033,1.85424009444072,2.13100453527993,4205419.81099939,233651341.800446,4211815.95681662,232140261.185484,1500,0.0199262231486033,0.0213100453527993,0.0185424009444072
2020-06-18,211049519,13755,1.9484,2.0042997649989,1.93181871418748,2.07678081581032,268.00242,NA,1.99414959644696,1.85612344573584,2.13217574715808,4208643.13144175,237859984.931887,4230065.01334831,236370326.198832,1500,0.0199414959644696,0.0213217574715808,0.0185612344573584
2020-06-19,211049519,13407,1.8945,2.01288623925574,1.94222863177888,2.0835438467326,253.995615,NA,1.99545288275535,1.85752842946483,2.13337733604586,4211393.71092679,242071378.642814,4248186.72596642,240618512.924799,1500,0.0199545288275535,0.0213337733604586,0.0185752842946483
2020-06-20,211049519,14097,1.9791,2.02095406639684,1.95080716003106,2.09110097276261,278.993727,NA,1.99648684080081,1.85826668455953,2.13470699704209,4213575.87440841,246284954.517223,4265213.83634147,244883726.76114,1500,0.0199648684080081,0.0213470699704209,0.0185826668455953
2020-06-21,211049519,14933,2.0157,2.02803790861958,1.95686270962527,2.0992131076139,301.004481,NA,1.99720614256978,1.85825875346762,2.13615353167193,4215093.95733197,250500048.474555,4280164.25127929,249163891.01242,1500,0.0199720614256978,0.0213615353167193,0.0185825875346762
2020-06-22,211049519,15381,2.1975,2.0336671178338,1.96022609414566,2.10710814152194,337.997475,NA,1.99756553099698,1.85754091075176,2.13759015124221,4215852.44487893,254715900.919434,4292044.6702494,253455935.682669,1500,0.0199756553099698,0.0213759015124221,0.0185754091075176
2020-06-23,211049519,15695,2.2682,2.03736853306851,1.96114546857801,2.11359159755901,355.99399,2.0538637993266,1.99751989609656,1.85624953949136,2.13879025270175,4215756.13264108,258931657.052075,4299856.48929845,257755792.171967,1500,0.0199751989609656,0.0213879025270175,0.0185624953949136
2020-06-24,211049519,15892,2.2968,2.03867036231359,1.9600584478277,2.11728227679948,365.007456,NA,1.99702436113577,1.85458626463888,2.13946245763266,4214710.30848986,263146367.360564,4302603.99365839,262058396.165626,1500,0.0199702436113577,0.0213946245763266,0.0185458626463888
2020-06-25,211049519,15130,1.996,2.03710713325484,1.9573743920744,2.11683987443528,301.9948,NA,1.99603437868929,1.85276903228303,2.13929972509554,4212620.95529838,267358988.315863,4299304.80624903,266357700.971875,1500,0.0199603437868929,0.0213929972509554,0.0185276903228303
2020-06-26,211049519,14254,2.0415,2.03232431168161,1.95330962105391,2.11133900230931,290.99541,NA,1.99451479635077,1.85094965170887,2.13807994099268,4209413.88408213,271568402.199945,4289210.6843241,270646911.656199,1500,0.0199451479635077,0.0213807994099268,0.0185094965170887
2020-06-27,211049519,14534,2.0091,2.02463938651062,1.94782266496314,2.1014561080581,292.002594,NA,1.99249059254222,1.84903870226874,2.13594248281571,4205141.81168061,275773544.011626,4272991.68671521,274919903.342914,1500,0.0199249059254222,0.0213594248281571,0.0184903870226874
2020-06-28,211049519,15177,1.7922,2.01464483674348,1.94065414381911,2.08863552966785,272.002194,NA,1.99001137715252,1.84683176199176,2.13319099231327,4199909.43952566,279973453.451151,4251898.23750545,279171801.58042,1500,0.0199001137715252,0.0213319099231327,0.0184683176199176
2020-06-29,211049519,15987,1.8265,2.00293218139142,1.93147224487869,2.07439211790415,292.002555,NA,1.98712692778269,1.84413492946754,2.13011892609783,4193821.82300484,284167275.274156,4227178.7347228,283398980.315142,1500,0.0198712692778269,0.0213011892609783,0.0184413492946754
2020-06-30,211049519,15032,1.9292,1.9900854269957,1.92007587973093,2.06009497426047,289.997344,NA,1.98388701128209,1.84081495594498,2.1269590666192,4186983.99481432,288354259.26897,4200065.72136352,287599046.036506,1500,0.0198388701128209,0.021269590666192,0.0184081495594498
