"date","population","total_responses","pct_cli","pct_cli_smooth","pct_cli_smooth_low","pct_cli_smooth_high","number_cli","batched_pct_cli","batched_pct_cli_smooth","batched_pct_cli_smooth_low","batched_pct_cli_smooth_high","estimate_cli","cum_estimate_cli","number_cli_smooth","cum_number_cli_smooth","b_size_denom","p_cases_active","p_cases_active_high","p_cases_active_low"
2020-04-23,11513102,700,0.5714,1.46979621307834,0.816360332054319,2.12323209410236,3.9998,0.5714,1.3988979970446,0.82472867952104,1.97306731456815,161056.553275701,161056.553275701,169219.137203847,169219.137203847,1500,0.013988979970446,0.0197306731456815,0.0082472867952104
2020-04-24,11513102,654,2.5994,1.49291720126562,0.90579697196451,2.08003743056673,17.000076,2.5994,1.43205100925693,0.862263195658117,2.00183882285575,164873.49338778,325930.046663482,171881.080157256,341100.217361103,1500,0.0143205100925693,0.0200183882285575,0.00862263195658117
2020-04-25,11513102,758,1.715,1.51621409036735,0.987745357421823,2.04468282331287,12.9997,1.715,1.46599043885952,0.900522369739656,2.03145850797938,168780.974536144,494711.021199626,174563.274762365,515663.492123468,1500,0.0146599043885952,0.0203145850797938,0.00900522369739657
2020-04-26,11513102,787,0.7624,1.53978676507678,1.06160326396689,2.01797026618666,6.000088,0.7624,1.50073587645138,0.939492817029202,2.06197893587355,172781.252206441,667492.273406067,177277.22084579,692940.712969257,1500,0.0150073587645138,0.0206197893587355,0.00939492817029202
2020-04-27,11513102,713,1.8233,1.56374136245662,1.12657103816952,2.00091168674372,13.000129,1.8233,1.53630744348375,0.979161464377858,2.09345342258963,176876.643001876,844368.916407943,180035.13807582,872975.851045077,1500,0.0153630744348375,0.0209345342258963,0.00979161464377858
2020-04-28,11513102,908,1.8722,1.58819049271273,1.18203199186445,1.99434899356101,16.999576,1.65308987480248,1.57272580799119,1.01951889872523,2.12593271725714,181069.52645435,1025438.44286229,182849.99138032,1055825.8424254,1500,0.0157272580799119,0.0212593271725714,0.0101951889872523
2020-04-29,11513102,824,1.5777,1.61325353746138,1.22807279605248,1.99843427887027,13.000248,NA,1.61001220082673,1.06056233801099,2.15946206364248,185362.346893627,1210800.78975592,185735.525286537,1241561.36771193,1500,0.0161001220082673,0.0215946206364248,0.0106056233801099
2020-04-30,11513102,786,1.5267,1.63905703348764,1.26592740218808,2.0121866647872,11.999862,NA,1.64818843241831,1.1022978474105,2.19407901742613,189757.615376521,1400558.40513244,188706.308103607,1430267.67581554,1500,0.0164818843241831,0.0219407901742613,0.011022978474105
2020-05-01,11513102,527,1.7078,1.66573515064886,1.29804308488768,2.03342721641005,9.000106,NA,1.68727691006444,1.14474132916878,2.2298124909601,194257.911678168,1594816.31681061,191777.786944057,1622045.4627596,1500,0.0168727691006444,0.022298124909601,0.0114474132916878
2020-05-02,11513102,401,2.2444,1.69343027342067,1.32765981750551,2.05920072933582,9.000044,NA,1.72730065578775,1.18791771371275,2.26668359786275,198865.886347513,1793682.20315812,194966.3546778,1817011.8174374,1500,0.0172730065578775,0.0226668359786275,0.0118791771371275
