"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","PT","PT01",714200,0,0,200,0,0,10561097,0.00181818181818182,0.00181818181818182,1100,0.00272543114441431,0.00253988380509175,1760,0.00237648909586335,0.0022623061178187
"2","PT","PT02",152758,0,0,80,0,0,10561097,0.00181818181818182,0.00181818181818182,1100,0.00272543114441431,0.00253988380509175,1760,0.00237648909586335,0.0022623061178187
"3","PT","PT03",848185,0.00588235294117647,0.00333333333333333,170,0.00588235294117647,0.00333333333333333,10561097,0.00181818181818182,0.00181818181818182,1100,0.00272543114441431,0.00253988380509175,1760,0.00237648909586335,0.0022623061178187
"4","PT","PT04",136252,NA,NA,0,NA,NA,10561097,0.00181818181818182,0.00181818181818182,1100,0.00272543114441431,0.00253988380509175,1760,0.00237648909586335,0.0022623061178187
"5","PT","PT05",196264,NA,NA,0,NA,NA,10561097,0.00181818181818182,0.00181818181818182,1100,0.00272543114441431,0.00253988380509175,1760,0.00237648909586335,0.0022623061178187
"6","PT","PT06",430104,NA,NA,0,NA,NA,10561097,0.00181818181818182,0.00181818181818182,1100,0.00272543114441431,0.00253988380509175,1760,0.00237648909586335,0.0022623061178187
"7","PT","PT07",166706,0.02,0.02,100,0.02,0.02,10561097,0.00181818181818182,0.00181818181818182,1100,0.00272543114441431,0.00253988380509175,1760,0.00237648909586335,0.0022623061178187
"8","PT","PT08",451006,0,0,50,0,0,10561097,0.00181818181818182,0.00181818181818182,1100,0.00272543114441431,0.00253988380509175,1760,0.00237648909586335,0.0022623061178187
"9","PT","PT09",160939,NA,NA,0,NA,NA,10561097,0.00181818181818182,0.00181818181818182,1100,0.00272543114441431,0.00253988380509175,1760,0.00237648909586335,0.0022623061178187
"10","PT","PT10",470930,NA,NA,0,NA,NA,10561097,0.00181818181818182,0.00181818181818182,1100,0.00272543114441431,0.00253988380509175,1760,0.00237648909586335,0.0022623061178187
"11","PT","PT11",2250533,0,0,290,0,0,10561097,0.00181818181818182,0.00181818181818182,1100,0.00272543114441431,0.00253988380509175,1760,0.00237648909586335,0.0022623061178187
"12","PT","PT12",118506,NA,NA,0,NA,NA,10561097,0.00181818181818182,0.00181818181818182,1100,0.00272543114441431,0.00253988380509175,1760,0.00237648909586335,0.0022623061178187
"13","PT","PT13",1817117,0.008,0.00833333333333333,250,0.008,0.00833333333333333,10561097,0.00181818181818182,0.00181818181818182,1100,0.00272543114441431,0.00253988380509175,1760,0.00237648909586335,0.0022623061178187
"14","PT","PT14",453638,NA,NA,0,NA,NA,10561097,0.00181818181818182,0.00181818181818182,1100,0.00272543114441431,0.00253988380509175,1760,0.00237648909586335,0.0022623061178187
"15","PT","PT15",851258,0,0,200,0,0,10561097,0.00181818181818182,0.00181818181818182,1100,0.00272543114441431,0.00253988380509175,1760,0.00237648909586335,0.0022623061178187
"16","PT","PT16",244836,0,0,100,0,0,10561097,0.00181818181818182,0.00181818181818182,1100,0.00272543114441431,0.00253988380509175,1760,0.00237648909586335,0.0022623061178187
"17","PT","PT17",206661,NA,NA,17,NA,NA,10561097,0.00181818181818182,0.00181818181818182,1100,0.00272543114441431,0.00253988380509175,1760,0.00237648909586335,0.0022623061178187
"18","PT","PT18",377653,0,0,120,0,0,10561097,0.00181818181818182,0.00181818181818182,1100,0.00272543114441431,0.00253988380509175,1760,0.00237648909586335,0.0022623061178187
"19","PT","PT20",245766,0,0,100,0,0,10561097,0.00181818181818182,0.00181818181818182,1100,0.00272543114441431,0.00253988380509175,1760,0.00237648909586335,0.0022623061178187
"20","PT","PT30",267785,0,0,100,0,0,10561097,0.00181818181818182,0.00181818181818182,1100,0.00272543114441431,0.00253988380509175,1760,0.00237648909586335,0.0022623061178187
