"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.2,0.2,0.06,0.06,50,0.151805085213481,0.151805085213481,1775,0.0289090782648408,0.0289090782648408,1775,0.153125493837769,0.153125493837769,0.0297608843397766,0.0297608843397766
"2","BR","BRAL",3340932,0.25,0.25,0.01,0.01,200,0.25,0.25,0.01,0.01,204453710,0.2,0.2,0.06,0.06,50,0.151805085213481,0.151805085213481,1775,0.0289090782648408,0.0289090782648408,1775,0.153125493837769,0.153125493837769,0.0297608843397766,0.0297608843397766
"3","BR","BRAM",3938336,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.2,0.2,0.06,0.06,50,0.151805085213481,0.151805085213481,1775,0.0289090782648408,0.0289090782648408,1775,0.153125493837769,0.153125493837769,0.0297608843397766,0.0297608843397766
"4","BR","BRAP",766679,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.2,0.2,0.06,0.06,50,0.151805085213481,0.151805085213481,1775,0.0289090782648408,0.0289090782648408,1775,0.153125493837769,0.153125493837769,0.0297608843397766,0.0297608843397766
"5","BR","BRBA",15203934,0.02,0.02,0,0,50,0.02,0.02,0,0,204453710,0.2,0.2,0.06,0.06,50,0.151805085213481,0.151805085213481,1775,0.0289090782648408,0.0289090782648408,1775,0.153125493837769,0.153125493837769,0.0297608843397766,0.0297608843397766
"6","BR","BRCE",8904459,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.2,0.2,0.06,0.06,50,0.151805085213481,0.151805085213481,1775,0.0289090782648408,0.0289090782648408,1775,0.153125493837769,0.153125493837769,0.0297608843397766,0.0297608843397766
"7","BR","BRDF",2914830,0,0,0,0,15,0,0,0,0,204453710,0.2,0.2,0.06,0.06,50,0.151805085213481,0.151805085213481,1775,0.0289090782648408,0.0289090782648408,1775,0.153125493837769,0.153125493837769,0.0297608843397766,0.0297608843397766
"8","BR","BRES",3929911,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.2,0.2,0.06,0.06,50,0.151805085213481,0.151805085213481,1775,0.0289090782648408,0.0289090782648408,1775,0.153125493837769,0.153125493837769,0.0297608843397766,0.0297608843397766
"9","BR","BRFN",3061,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.2,0.2,0.06,0.06,50,0.151805085213481,0.151805085213481,1775,0.0289090782648408,0.0289090782648408,1775,0.153125493837769,0.153125493837769,0.0297608843397766,0.0297608843397766
"10","BR","BRGO",6610681,0.183333333333333,0.183333333333333,0.336666666666667,0.336666666666667,300,0.183333333333333,0.183333333333333,0.336666666666667,0.336666666666667,204453710,0.2,0.2,0.06,0.06,50,0.151805085213481,0.151805085213481,1775,0.0289090782648408,0.0289090782648408,1775,0.153125493837769,0.153125493837769,0.0297608843397766,0.0297608843397766
