"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.0436039324586692,0.0436039324586692,1187,0.0104981424412764,0.0104981424412764,1147,0.0380373956946217,0.0380373956946217,0.00893939820352188,0.00893939820352188
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.0436039324586692,0.0436039324586692,1187,0.0104981424412764,0.0104981424412764,1147,0.0380373956946217,0.0380373956946217,0.00893939820352188,0.00893939820352188
"3","BR","BRAM",3938336,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.0436039324586692,0.0436039324586692,1187,0.0104981424412764,0.0104981424412764,1147,0.0380373956946217,0.0380373956946217,0.00893939820352188,0.00893939820352188
"4","BR","BRAP",766679,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.0436039324586692,0.0436039324586692,1187,0.0104981424412764,0.0104981424412764,1147,0.0380373956946217,0.0380373956946217,0.00893939820352188,0.00893939820352188
"5","BR","BRBA",15203934,0,0,0,0,20,0,0,0,0,204453710,0.005,0.005,0,0,200,0.0436039324586692,0.0436039324586692,1187,0.0104981424412764,0.0104981424412764,1147,0.0380373956946217,0.0380373956946217,0.00893939820352188,0.00893939820352188
"6","BR","BRCE",8904459,0.2,0.2,0,0,5,0.2,0.2,0,0,204453710,0.005,0.005,0,0,200,0.0436039324586692,0.0436039324586692,1187,0.0104981424412764,0.0104981424412764,1147,0.0380373956946217,0.0380373956946217,0.00893939820352188,0.00893939820352188
"7","BR","BRDF",2914830,0.266666666666667,0.266666666666667,0,0,15,0.266666666666667,0.266666666666667,0,0,204453710,0.005,0.005,0,0,200,0.0436039324586692,0.0436039324586692,1187,0.0104981424412764,0.0104981424412764,1147,0.0380373956946217,0.0380373956946217,0.00893939820352188,0.00893939820352188
"8","BR","BRES",3929911,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.0436039324586692,0.0436039324586692,1187,0.0104981424412764,0.0104981424412764,1147,0.0380373956946217,0.0380373956946217,0.00893939820352188,0.00893939820352188
"9","BR","BRFN",3061,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.0436039324586692,0.0436039324586692,1187,0.0104981424412764,0.0104981424412764,1147,0.0380373956946217,0.0380373956946217,0.00893939820352188,0.00893939820352188
"10","BR","BRGO",6610681,0.01,0.01,0,0,200,0.01,0.01,0,0,204453710,0.005,0.005,0,0,200,0.0436039324586692,0.0436039324586692,1187,0.0104981424412764,0.0104981424412764,1147,0.0380373956946217,0.0380373956946217,0.00893939820352188,0.00893939820352188
"11","BR","BRMA",6904241,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.0436039324586692,0.0436039324586692,1187,0.0104981424412764,0.0104981424412764,1147,0.0380373956946217,0.0380373956946217,0.00893939820352188,0.00893939820352188
"12","BR","BRMG",20869101,0.052,0.052,0.008,0.008,250,0.052,0.052,0.008,0.008,204453710,0.005,0.005,0,0,200,0.0436039324586692,0.0436039324586692,1187,0.0104981424412764,0.0104981424412764,1147,0.0380373956946217,0.0380373956946217,0.00893939820352188,0.00893939820352188
"13","BR","BRMS",2651235,0.1,0.1,0,0,10,0.1,0.1,0,0,204453710,0.005,0.005,0,0,200,0.0436039324586692,0.0436039324586692,1187,0.0104981424412764,0.0104981424412764,1147,0.0380373956946217,0.0380373956946217,0.00893939820352188,0.00893939820352188
"14","BR","BRMT",3265486,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.0436039324586692,0.0436039324586692,1187,0.0104981424412764,0.0104981424412764,1147,0.0380373956946217,0.0380373956946217,0.00893939820352188,0.00893939820352188
"15","BR","BRPA",8175113,0.096,0.096,0.028,0.028,250,0.096,0.096,0.028,0.028,204453710,0.005,0.005,0,0,200,0.0436039324586692,0.0436039324586692,1187,0.0104981424412764,0.0104981424412764,1147,0.0380373956946217,0.0380373956946217,0.00893939820352188,0.00893939820352188
"16","BR","BRPB",3972202,0.0133333333333333,0.0133333333333333,0,0,150,0.0133333333333333,0.0133333333333333,0,0,204453710,0.005,0.005,0,0,200,0.0436039324586692,0.0436039324586692,1187,0.0104981424412764,0.0104981424412764,1147,0.0380373956946217,0.0380373956946217,0.00893939820352188,0.00893939820352188
"17","BR","BRPE",9345173,0.08,0.08,0.08,0.08,50,0.08,0.08,0.08,0.08,204453710,0.005,0.005,0,0,200,0.0436039324586692,0.0436039324586692,1187,0.0104981424412764,0.0104981424412764,1147,0.0380373956946217,0.0380373956946217,0.00893939820352188,0.00893939820352188
"18","BR","BRPI",3204028,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.0436039324586692,0.0436039324586692,1187,0.0104981424412764,0.0104981424412764,1147,0.0380373956946217,0.0380373956946217,0.00893939820352188,0.00893939820352188
"19","BR","BRPR",11163018,0.142857142857143,0.142857142857143,0,0,7,0.142857142857143,0.142857142857143,0,0,204453710,0.005,0.005,0,0,200,0.0436039324586692,0.0436039324586692,1187,0.0104981424412764,0.0104981424412764,1147,0.0380373956946217,0.0380373956946217,0.00893939820352188,0.00893939820352188
"20","BR","BRRJ",16550024,0,0,0,0,50,0,0,0,0,204453710,0.005,0.005,0,0,200,0.0436039324586692,0.0436039324586692,1187,0.0104981424412764,0.0104981424412764,1147,0.0380373956946217,0.0380373956946217,0.00893939820352188,0.00893939820352188
"21","BR","BRRN",3442175,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.0436039324586692,0.0436039324586692,1187,0.0104981424412764,0.0104981424412764,1147,0.0380373956946217,0.0380373956946217,0.00893939820352188,0.00893939820352188
"22","BR","BRRO",1768204,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.0436039324586692,0.0436039324586692,1187,0.0104981424412764,0.0104981424412764,1147,0.0380373956946217,0.0380373956946217,0.00893939820352188,0.00893939820352188
"23","BR","BRRR",505665,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.0436039324586692,0.0436039324586692,1187,0.0104981424412764,0.0104981424412764,1147,0.0380373956946217,0.0380373956946217,0.00893939820352188,0.00893939820352188
"24","BR","BRRS",11247972,0,0,NA,NA,20,0,0,NA,NA,204453710,0.005,0.005,0,0,200,0.0436039324586692,0.0436039324586692,1187,0.0104981424412764,0.0104981424412764,1147,0.0380373956946217,0.0380373956946217,0.00893939820352188,0.00893939820352188
"25","BR","BRSC",6819190,0,0,0,0,90,0,0,0,0,204453710,0.005,0.005,0,0,200,0.0436039324586692,0.0436039324586692,1187,0.0104981424412764,0.0104981424412764,1147,0.0380373956946217,0.0380373956946217,0.00893939820352188,0.00893939820352188
"26","BR","BRSE",2242937,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.0436039324586692,0.0436039324586692,1187,0.0104981424412764,0.0104981424412764,1147,0.0380373956946217,0.0380373956946217,0.00893939820352188,0.00893939820352188
"27","BR","BRSP",44396484,0,0,NA,NA,20,0,0,NA,NA,204453710,0.005,0.005,0,0,200,0.0436039324586692,0.0436039324586692,1187,0.0104981424412764,0.0104981424412764,1147,0.0380373956946217,0.0380373956946217,0.00893939820352188,0.00893939820352188
"28","BR","BRTO",1515126,0.18,0.18,0.04,0.04,50,0.18,0.18,0.04,0.04,204453710,0.005,0.005,0,0,200,0.0436039324586692,0.0436039324586692,1187,0.0104981424412764,0.0104981424412764,1147,0.0380373956946217,0.0380373956946217,0.00893939820352188,0.00893939820352188
