"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.15,0.15,0,0,100,0.0329526356356467,0.0329526356356467,1672,0.0149965101056478,0.0149965101056478,1670,0.039558017371784,0.039558017371784,0.0141492496477016,0.0141492496477016
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.15,0.15,0,0,100,0.0329526356356467,0.0329526356356467,1672,0.0149965101056478,0.0149965101056478,1670,0.039558017371784,0.039558017371784,0.0141492496477016,0.0141492496477016
"3","BR","BRAM",3938336,0.1,0.1,0.015,0.015,200,0.1,0.1,0.015,0.015,204453710,0.15,0.15,0,0,100,0.0329526356356467,0.0329526356356467,1672,0.0149965101056478,0.0149965101056478,1670,0.039558017371784,0.039558017371784,0.0141492496477016,0.0141492496477016
"4","BR","BRAP",766679,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.15,0.15,0,0,100,0.0329526356356467,0.0329526356356467,1672,0.0149965101056478,0.0149965101056478,1670,0.039558017371784,0.039558017371784,0.0141492496477016,0.0141492496477016
"5","BR","BRBA",15203934,0,0,NA,NA,2,0,0,NA,NA,204453710,0.15,0.15,0,0,100,0.0329526356356467,0.0329526356356467,1672,0.0149965101056478,0.0149965101056478,1670,0.039558017371784,0.039558017371784,0.0141492496477016,0.0141492496477016
"6","BR","BRCE",8904459,0.208333333333333,0.208333333333333,0.00833333333333333,0.00833333333333333,120,0.208333333333333,0.208333333333333,0.00833333333333333,0.00833333333333333,204453710,0.15,0.15,0,0,100,0.0329526356356467,0.0329526356356467,1672,0.0149965101056478,0.0149965101056478,1670,0.039558017371784,0.039558017371784,0.0141492496477016,0.0141492496477016
"7","BR","BRDF",2914830,0,0,0,0,40,0,0,0,0,204453710,0.15,0.15,0,0,100,0.0329526356356467,0.0329526356356467,1672,0.0149965101056478,0.0149965101056478,1670,0.039558017371784,0.039558017371784,0.0141492496477016,0.0141492496477016
"8","BR","BRES",3929911,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.15,0.15,0,0,100,0.0329526356356467,0.0329526356356467,1672,0.0149965101056478,0.0149965101056478,1670,0.039558017371784,0.039558017371784,0.0141492496477016,0.0141492496477016
"9","BR","BRFN",3061,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.15,0.15,0,0,100,0.0329526356356467,0.0329526356356467,1672,0.0149965101056478,0.0149965101056478,1670,0.039558017371784,0.039558017371784,0.0141492496477016,0.0141492496477016
"10","BR","BRGO",6610681,0.166666666666667,0.166666666666667,0,0,6,0.166666666666667,0.166666666666667,0,0,204453710,0.15,0.15,0,0,100,0.0329526356356467,0.0329526356356467,1672,0.0149965101056478,0.0149965101056478,1670,0.039558017371784,0.039558017371784,0.0141492496477016,0.0141492496477016
